Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,game_id
NYG,2020-10-04,2,Sun,4,4,@,LAR,L 9-17,2,2,2,1,1,0,NYG_LAR_2020-10-04
BAL,2020-10-04,2,Sun,4,4,@,WAS,W 31-17,2,2,2,2,1,0,BAL_WAS_2020-10-04
DEN,2020-10-01,2,Thu,4,4,@,NYJ,W 37-28,2,1,1,5,5,0,DEN_NYJ_2020-10-01
KAN,2020-09-28,2,Mon,3,3,@,BAL,W 34-20,2,2,2,2,2,0,KAN_BAL_2020-09-28
ARI,2020-09-27,2,Sun,3,3,,DET,L 23-26,2,2,2,4,4,0,ARI_DET_2020-09-27
MIN,2020-09-27,2,Sun,3,3,,TEN,L 30-31,2,1,1,6,6,0,MIN_TEN_2020-09-27
CIN,2020-09-27,2,Sun,3,3,@,PHI,T 23-23 (OT),2,2,2,3,3,0,CIN_PHI_2020-09-27
NWE,2020-09-27,2,Sun,3,3,,LVR,W 36-20,2,2,2,3,2,0,NWE_LVR_2020-09-27
CAR,2020-09-27,2,Sun,3,3,@,LAC,W 21-16,2,1,1,1,1,0,CAR_LAC_2020-09-27
PHI,2020-09-27,2,Sun,3,3,,CIN,T 23-23 (OT),2,2,2,3,3,0,PHI_CIN_2020-09-27
MIA,2020-09-24,2,Thu,3,3,@,JAX,W 31-13,2,2,1,0,0,0,MIA_JAX_2020-09-24
MIN,2020-09-20,2,Sun,2,2,@,IND,L 11-28,2,2,2,4,4,1,MIN_IND_2020-09-20
PIT,2020-09-20,2,Sun,2,2,,DEN,W 26-21,2,1,1,3,2,0,PIT_DEN_2020-09-20
LAC,2020-09-20,2,Sun,2,2,,KAN,L 20-23 (OT),2,1,0,3,3,0,LAC_KAN_2020-09-20
LAR,2020-09-20,2,Sun,2,2,@,PHI,W 37-19,2,1,1,2,2,0,LAR_PHI_2020-09-20
KAN,2020-09-20,2,Sun,2,2,@,LAC,W 23-20 (OT),2,2,2,2,2,0,KAN_LAC_2020-09-20
ARI,2020-09-20,2,Sun,2,2,,WAS,W 30-15,2,0,0,1,1,0,ARI_WAS_2020-09-20
TAM,2020-09-20,2,Sun,2,2,,CAR,W 31-17,2,2,2,1,1,0,TAM_CAR_2020-09-20
NYG,2020-09-20,2,Sun,2,2,@,CHI,L 13-17,2,2,2,2,1,0,NYG_CHI_2020-09-20
TEN,2020-09-14,2,Mon,1,1,@,DEN,W 16-14,2,2,2,0,0,0,TEN_DEN_2020-09-14
PIT,2020-09-14,2,Mon,1,1,@,NYG,W 26-16,2,1,1,1,1,0,PIT_NYG_2020-09-14
DEN,2020-09-14,2,Mon,1,1,,TEN,L 14-16,2,2,1,4,1,0,DEN_TEN_2020-09-14
JAX,2020-09-13,2,Sun,1,1,,IND,W 27-20,2,2,2,3,2,0,JAX_IND_2020-09-13
LAR,2020-09-13,2,Sun,1,1,,DAL,W 20-17,2,2,2,2,1,0,LAR_DAL_2020-09-13
CHI,2020-09-13,2,Sun,1,1,@,DET,W 27-23,2,2,2,4,3,0,CHI_DET_2020-09-13
BUF,2020-09-13,2,Sun,1,1,,NYJ,W 27-17,2,2,2,1,1,0,BUF_NYJ_2020-09-13
WAS,2020-09-13,2,Sun,1,1,,PHI,W 27-17,2,2,2,2,1,0,WAS_PHI_2020-09-13
DAL,2020-09-13,2,Sun,1,1,@,LAR,L 17-20,2,2,2,3,2,0,DAL_LAR_2020-09-13
ARI,2020-09-13,2,Sun,1,1,@,SFO,W 24-20,2,2,2,2,2,0,ARI_SFO_2020-09-13
TAM,2019-12-29,2,Sun,16,17,,ATL,L 22-28 (OT),2,1,1,5,5,0,TAM_ATL_2019-12-29
JAX,2019-12-29,2,Sun,16,17,,IND,W 38-20,2,2,2,2,2,0,JAX_IND_2019-12-29
GNB,2019-12-29,2,Sun,16,17,@,DET,W 23-20,2,2,2,2,2,0,GNB_DET_2019-12-29
DET,2019-12-29,2,Sun,16,17,,GNB,L 20-23,2,2,2,4,3,0,DET_GNB_2019-12-29
TEN,2019-12-29,2,Sun,16,17,@,HOU,W 35-14,2,2,2,0,0,0,TEN_HOU_2019-12-29
PHI,2019-12-29,2,Sun,16,17,@,NYG,W 34-17,2,2,2,1,1,0,PHI_NYG_2019-12-29
PIT,2019-12-29,2,Sun,16,17,@,BAL,L 10-28,2,2,2,4,4,1,PIT_BAL_2019-12-29
MIN,2019-12-23,2,Mon,15,16,,GNB,L 10-23,2,1,0,3,3,0,MIN_GNB_2019-12-23
BAL,2019-12-22,2,Sun,15,16,@,CLE,W 31-15,2,1,0,1,1,0,BAL_CLE_2019-12-22
DEN,2019-12-22,2,Sun,15,16,,DET,W 27-17,2,2,2,1,1,0,DEN_DET_2019-12-22
DAL,2019-12-22,2,Sun,15,16,@,PHI,L 9-17,2,2,2,3,1,0,DAL_PHI_2019-12-22
OAK,2019-12-22,2,Sun,15,16,@,LAC,W 24-17,2,2,2,1,1,0,OAK_LAC_2019-12-22
NWE,2019-12-21,2,Sat,15,16,,BUF,W 24-17,2,2,2,1,1,0,NWE_BUF_2019-12-21
TAM,2019-12-21,2,Sat,15,16,,HOU,L 20-23,2,2,2,3,3,0,TAM_HOU_2019-12-21
BUF,2019-12-21,2,Sat,15,16,@,NWE,L 17-24,2,1,1,3,3,0,BUF_NWE_2019-12-21
HOU,2019-12-21,2,Sat,15,16,@,TAM,W 23-20,2,2,2,3,2,0,HOU_TAM_2019-12-21
PIT,2019-12-15,2,Sun,14,15,,BUF,L 10-17,2,2,2,1,1,0,PIT_BUF_2019-12-15
TAM,2019-12-15,2,Sun,14,15,@,DET,W 38-17,2,2,2,1,1,0,TAM_DET_2019-12-15
OAK,2019-12-15,2,Sun,14,15,,JAX,L 16-20,2,2,2,2,2,0,OAK_JAX_2019-12-15
DEN,2019-12-15,2,Sun,14,15,@,KAN,L 3-23,2,0,0,3,3,0,DEN_KAN_2019-12-15
NYG,2019-12-15,2,Sun,14,15,,MIA,W 36-20,2,2,2,3,2,0,NYG_MIA_2019-12-15
ATL,2019-12-15,2,Sun,14,15,@,SFO,W 29-22,2,2,1,3,3,0,ATL_SFO_2019-12-15
BAL,2019-12-12,2,Thu,14,15,,NYJ,W 42-21,2,2,1,1,0,0,BAL_NYJ_2019-12-12
PHI,2019-12-09,2,Mon,13,14,,NYG,W 23-17 (OT),2,2,2,1,1,0,PHI_NYG_2019-12-09
ATL,2019-12-08,2,Sun,13,14,,CAR,W 40-20,2,2,2,2,2,0,ATL_CAR_2019-12-08
WAS,2019-12-08,2,Sun,13,14,@,GNB,L 15-20,2,2,2,2,2,0,WAS_GNB_2019-12-08
PIT,2019-12-08,2,Sun,13,14,@,ARI,W 23-17,2,2,2,1,1,0,PIT_ARI_2019-12-08
KAN,2019-12-08,2,Sun,13,14,@,NWE,W 23-16,2,1,1,2,1,0,KAN_NWE_2019-12-08
ARI,2019-12-08,2,Sun,13,14,,PIT,L 17-23,2,2,2,3,3,0,ARI_PIT_2019-12-08
ATL,2019-12-08,2,Sun,13,14,,CAR,W 40-20,2,2,2,2,2,0,ATL_CAR_2019-12-08
NWE,2019-12-08,2,Sun,13,14,,KAN,L 16-23,2,2,2,3,3,0,NWE_KAN_2019-12-08
GNB,2019-12-08,2,Sun,13,14,,WAS,W 20-15,2,1,0,1,1,0,GNB_WAS_2019-12-08
DET,2019-12-08,2,Sun,13,14,@,MIN,L 7-20,2,2,2,2,2,0,DET_MIN_2019-12-08
LAC,2019-12-01,2,Sun,12,13,@,DEN,L 20-23,2,2,2,3,3,0,LAC_DEN_2019-12-01
BAL,2019-12-01,2,Sun,12,13,,SFO,W 20-17,2,2,2,2,1,0,BAL_SFO_2019-12-01
NYJ,2019-12-01,2,Sun,12,13,@,CIN,L 6-22,2,2,2,3,2,1,NYJ_CIN_2019-12-01
CLE,2019-12-01,2,Sun,12,13,@,PIT,L 13-20,2,2,2,2,2,0,CLE_PIT_2019-12-01
SFO,2019-12-01,2,Sun,12,13,@,BAL,L 17-20,2,2,2,2,2,0,SFO_BAL_2019-12-01
TEN,2019-12-01,2,Sun,12,13,@,IND,W 31-17,2,2,2,4,1,0,TEN_IND_2019-12-01
DEN,2019-12-01,2,Sun,12,13,,LAC,W 23-20,2,2,2,3,2,0,DEN_LAC_2019-12-01
ATL,2019-11-28,2,Thu,12,13,,NOR,L 18-26,2,2,2,4,4,0,ATL_NOR_2019-11-28
NOR,2019-11-28,2,Thu,12,13,@,ATL,W 26-18,2,1,0,3,2,0,NOR_ATL_2019-11-28
BUF,2019-11-28,2,Thu,12,13,@,DAL,W 26-15,2,1,1,2,0,0,BUF_DAL_2019-11-28
CHI,2019-11-28,2,Thu,12,13,@,DET,W 24-20,2,2,2,2,2,0,CHI_DET_2019-11-28
DEN,2019-11-24,2,Sun,11,12,@,BUF,L 3-20,2,2,2,2,2,0,DEN_BUF_2019-11-24
NYG,2019-11-24,2,Sun,11,12,@,CHI,L 14-19,2,2,1,2,2,0,NYG_CHI_2019-11-24
PHI,2019-11-24,2,Sun,11,12,,SEA,L 9-17,2,2,2,1,1,0,PHI_SEA_2019-11-24
TAM,2019-11-24,2,Sun,11,12,@,ATL,W 35-22,2,1,1,3,3,0,TAM_ATL_2019-11-24
TEN,2019-11-24,2,Sun,11,12,,JAX,W 42-20,2,0,0,2,2,0,TEN_JAX_2019-11-24
CHI,2019-11-24,2,Sun,11,12,,NYG,W 19-14,2,2,2,2,0,0,CHI_NYG_2019-11-24
IND,2019-11-21,2,Thu,11,12,@,HOU,L 17-20,2,2,2,2,2,0,IND_HOU_2019-11-21
HOU,2019-11-21,2,Thu,11,12,,IND,W 20-17,2,2,2,1,1,0,HOU_IND_2019-11-21
NOR,2019-11-17,2,Sun,10,11,@,TAM,W 34-17,2,2,2,1,1,0,NOR_TAM_2019-11-17
MIN,2019-11-17,2,Sun,11,11,,DEN,W 27-23,2,2,2,4,3,0,MIN_DEN_2019-11-17
CHI,2019-11-17,2,Sun,10,11,@,LAR,L 7-17,2,2,2,1,1,0,CHI_LAR_2019-11-17
IND,2019-11-17,2,Sun,10,11,,JAX,W 33-13,2,1,1,1,0,0,IND_JAX_2019-11-17
NYJ,2019-11-17,2,Sun,10,11,@,WAS,W 34-17,2,0,0,2,1,0,NYJ_WAS_2019-11-17
CIN,2019-11-17,2,Sun,10,11,@,OAK,L 10-17,2,2,2,1,1,0,CIN_OAK_2019-11-17
SEA,2019-11-11,2,Mon,10,10,@,SFO,W 27-24 (OT),2,1,1,4,3,0,SEA_SFO_2019-11-11
CLE,2019-11-10,2,Sun,9,10,,BUF,W 19-16,2,2,2,2,0,1,CLE_BUF_2019-11-10
LAR,2019-11-10,2,Sun,9,10,@,PIT,L 12-17,2,2,2,1,1,0,LAR_PIT_2019-11-10
GNB,2019-11-10,2,Sun,10,10,,CAR,W 24-16,2,1,1,1,1,0,GNB_CAR_2019-11-10
NOR,2019-11-10,2,Sun,9,10,,ATL,L 9-26,2,2,2,4,4,0,NOR_ATL_2019-11-10
BUF,2019-11-10,2,Sun,9,10,@,CLE,L 16-19,2,2,1,2,2,0,BUF_CLE_2019-11-10
CHI,2019-11-03,2,Sun,8,9,@,PHI,L 14-22,2,2,1,3,3,0,CHI_PHI_2019-11-03
PHI,2019-11-03,2,Sun,9,9,,CHI,W 22-14,2,2,2,0,0,0,PHI_CHI_2019-11-03
BAL,2019-11-03,2,Sun,8,9,,NWE,W 37-20,2,2,2,2,2,0,BAL_NWE_2019-11-03
IND,2019-11-03,2,Sun,8,9,@,PIT,L 24-26,2,2,2,4,4,0,IND_PIT_2019-11-03
MIN,2019-11-03,2,Sun,9,9,@,KAN,L 23-26,2,2,2,4,4,0,MIN_KAN_2019-11-03
GNB,2019-11-03,2,Sun,9,9,@,LAC,L 11-26,2,2,2,5,4,0,GNB_LAC_2019-11-03
PIT,2019-10-28,2,Mon,7,8,,MIA,W 27-14,2,2,2,0,0,0,PIT_MIA_2019-10-28
JAX,2019-10-27,2,Sun,8,8,,NYJ,W 29-15,2,1,1,0,0,0,JAX_NYJ_2019-10-27
TEN,2019-10-27,2,Sun,8,8,,TAM,W 27-23,2,0,0,3,3,0,TEN_TAM_2019-10-27
PHI,2019-10-27,2,Sun,8,8,@,BUF,W 31-13,2,2,1,1,0,0,PHI_BUF_2019-10-27
SEA,2019-10-27,2,Sun,8,8,@,ATL,W 27-20,2,0,0,4,2,0,SEA_ATL_2019-10-27
CHI,2019-10-27,2,Sun,7,8,,LAC,L 16-17,2,2,2,2,1,0,CHI_LAC_2019-10-27
JAX,2019-10-20,2,Sun,7,7,@,CIN,W 27-17,2,2,2,1,1,0,JAX_CIN_2019-10-20
IND,2019-10-20,2,Sun,6,7,,HOU,W 30-23,2,2,2,3,3,0,IND_HOU_2019-10-20
CIN,2019-10-20,2,Sun,7,7,,JAX,L 17-27,2,1,1,4,4,0,CIN_JAX_2019-10-20
ARI,2019-10-20,2,Sun,7,7,@,NYG,W 27-21,2,3,3,1,0,0,ARI_NYG_2019-10-20
TEN,2019-10-20,2,Sun,7,7,,LAC,W 23-20,2,2,2,2,2,0,TEN_LAC_2019-10-20
DET,2019-10-14,2,Mon,5,6,@,GNB,L 22-23,2,2,2,3,3,0,DET_GNB_2019-10-14
MIN,2019-10-13,2,Sun,6,6,,PHI,W 38-20,2,2,2,2,2,0,MIN_PHI_2019-10-13
WAS,2019-10-13,2,Sun,6,6,@,MIA,W 17-16,2,1,1,1,1,0,WAS_MIA_2019-10-13
LAR,2019-10-13,2,Sun,6,6,,SFO,L 7-20,2,2,2,3,2,0,LAR_SFO_2019-10-13
BAL,2019-10-13,2,Sun,6,6,,CIN,W 23-17,2,2,2,1,1,0,BAL_CIN_2019-10-13
NYJ,2019-10-13,2,Sun,5,6,,DAL,W 24-22,2,1,1,4,3,0,NYJ_DAL_2019-10-13
MIA,2019-10-13,2,Sun,5,6,,WAS,L 16-17,2,2,2,2,1,0,MIA_WAS_2019-10-13
CIN,2019-10-13,2,Sun,6,6,@,BAL,L 17-23,2,2,2,3,3,0,CIN_BAL_2019-10-13
PIT,2019-10-13,2,Sun,6,6,@,LAC,W 24-17,2,2,2,2,1,0,PIT_LAC_2019-10-13
NWE,2019-10-10,2,Thu,6,6,,NYG,W 35-14,2,2,2,0,0,0,NWE_NYG_2019-10-10
LAC,2019-10-06,2,Sun,5,5,,DEN,L 13-20,2,2,2,3,2,0,LAC_DEN_2019-10-06
TEN,2019-10-06,2,Sun,5,5,,BUF,L 7-14,2,2,2,0,0,0,TEN_BUF_2019-10-06
CIN,2019-10-06,2,Sun,5,5,,ARI,L 23-26,2,2,2,5,4,0,CIN_ARI_2019-10-06
ARI,2019-10-06,2,Sun,5,5,@,CIN,W 26-23,2,2,2,3,3,0,ARI_CIN_2019-10-06
BAL,2019-10-06,2,Sun,5,5,@,PIT,W 26-23 (OT),2,2,2,3,3,0,BAL_PIT_2019-10-06
PIT,2019-10-06,2,Sun,5,5,,BAL,L 23-26 (OT),2,2,2,4,4,0,PIT_BAL_2019-10-06
NYG,2019-10-06,2,Sun,5,5,,MIN,L 10-28,2,2,2,4,4,1,NYG_MIN_2019-10-06
DEN,2019-09-29,2,Sun,4,4,,JAX,L 24-26,2,2,2,4,4,0,DEN_JAX_2019-09-29
CHI,2019-09-23,2,Mon,3,3,@,WAS,W 31-15,2,0,0,2,1,0,CHI_WAS_2019-09-23
NWE,2019-09-22,2,Sun,3,3,,NYJ,W 30-14,2,2,2,0,0,0,NWE_NYJ_2019-09-22
GNB,2019-09-22,2,Sun,3,3,,DEN,W 27-16,2,2,1,1,1,0,GNB_DEN_2019-09-22
CIN,2019-09-22,2,Sun,3,3,@,BUF,L 17-21,2,1,1,3,2,0,CIN_BUF_2019-09-22
CAR,2019-09-22,2,Sun,3,3,@,ARI,W 38-20,2,2,2,2,2,0,CAR_ARI_2019-09-22
BUF,2019-09-22,2,Sun,3,3,,CIN,W 21-17,2,2,2,1,1,0,BUF_CIN_2019-09-22
CLE,2019-09-22,2,Sun,3,3,,LAR,L 13-20,2,2,2,3,2,0,CLE_LAR_2019-09-22
SFO,2019-09-22,2,Sun,3,3,,PIT,W 24-20,2,2,2,2,2,0,SFO_PIT_2019-09-22
MIN,2019-09-22,2,Sun,3,3,,OAK,W 34-14,2,2,2,1,0,0,MIN_OAK_2019-09-22
HOU,2019-09-22,2,Sun,3,3,@,LAC,W 27-20,2,2,2,2,2,0,HOU_LAC_2019-09-22
TEN,2019-09-19,2,Thu,3,3,@,JAX,L 7-20,2,2,2,2,2,0,TEN_JAX_2019-09-19
NYJ,2019-09-16,2,Mon,2,2,,CLE,L 3-23,2,2,2,3,3,0,NYJ_CLE_2019-09-16
ATL,2019-09-15,2,Sun,2,2,,PHI,W 24-20,2,0,0,2,2,0,ATL_PHI_2019-09-15
IND,2019-09-15,2,Sun,2,2,@,TEN,W 19-17,2,2,2,2,1,0,IND_TEN_2019-09-15
SFO,2019-09-15,2,Sun,2,2,@,CIN,W 41-17,2,2,2,2,1,0,SFO_CIN_2019-09-15
BUF,2019-09-15,2,Sun,2,2,@,NYG,W 28-14,2,2,2,1,0,0,BUF_NYG_2019-09-15
ARI,2019-09-15,2,Sun,2,2,@,BAL,L 17-23,2,2,2,3,3,0,ARI_BAL_2019-09-15
GNB,2019-09-15,2,Sun,2,2,,MIN,W 21-16,2,2,1,2,1,0,GNB_MIN_2019-09-15
LAC,2019-09-15,2,Sun,2,2,@,DET,L 10-13,2,2,1,1,0,0,LAC_DET_2019-09-15
CAR,2019-09-12,2,Thu,2,2,,TAM,L 14-20,2,2,2,3,2,0,CAR_TAM_2019-09-12
BUF,2019-09-08,2,Sun,1,1,@,NYJ,W 17-16,2,1,0,1,0,1,BUF_NYJ_2019-09-08
SFO,2019-09-08,2,Sun,1,1,@,TAM,W 31-17,2,2,2,1,1,0,SFO_TAM_2019-09-08
NYJ,2019-09-08,2,Sun,1,1,,BUF,L 16-17,2,2,2,1,1,0,NYJ_BUF_2019-09-08
DET,2019-09-08,2,Sun,1,1,@,ARI,T 27-27 (OT),2,1,1,4,4,0,DET_ARI_2019-09-08
SEA,2019-09-08,2,Sun,1,1,,CIN,W 21-20,2,2,2,3,2,0,SEA_CIN_2019-09-08
MIN,2019-09-08,2,Sun,1,1,,ATL,W 28-12,2,0,0,0,0,0,MIN_ATL_2019-09-08
TEN,2019-09-08,2,Sun,1,1,@,CLE,W 43-13,2,2,1,0,0,0,TEN_CLE_2019-09-08
DAL,2019-09-08,2,Sun,1,1,,NYG,W 35-17,2,2,2,1,1,0,DAL_NYG_2019-09-08
CLE,2018-12-30,2,Sun,16,17,@,BAL,L 24-26,2,2,2,4,4,0,CLE_BAL_2018-12-30
BUF,2018-12-30,2,Sun,16,17,,MIA,W 42-17,2,2,2,1,1,0,BUF_MIA_2018-12-30
SEA,2018-12-30,2,Sun,16,17,,ARI,W 27-24,2,1,1,3,3,0,SEA_ARI_2018-12-30
IND,2018-12-30,2,Sun,16,17,@,TEN,W 33-17,2,2,2,1,1,0,IND_TEN_2018-12-30
CAR,2018-12-30,2,Sun,16,17,@,NOR,W 33-14,2,2,2,0,0,0,CAR_NOR_2018-12-30
JAX,2018-12-30,2,Sun,16,17,@,HOU,L 3-20,2,2,2,2,2,0,JAX_HOU_2018-12-30
OAK,2018-12-24,2,Mon,15,16,,DEN,W 27-14,2,2,2,1,0,0,OAK_DEN_2018-12-24
DAL,2018-12-23,2,Sun,15,16,,TAM,W 27-20,2,2,2,3,2,0,DAL_TAM_2018-12-23
SFO,2018-12-23,2,Sun,15,16,,CHI,L 9-14,2,2,2,1,0,0,SFO_CHI_2018-12-23
CLE,2018-12-23,2,Sun,15,16,,CIN,W 26-18,2,1,1,1,1,0,CLE_CIN_2018-12-23
MIA,2018-12-23,2,Sun,15,16,,JAX,L 7-17,2,2,2,2,1,0,MIA_JAX_2018-12-23
LAC,2018-12-22,2,Sat,15,16,,BAL,L 10-22,2,1,1,5,3,0,LAC_BAL_2018-12-22
TAM,2018-12-16,2,Sun,14,15,@,BAL,L 12-20,2,2,2,2,2,0,TAM_BAL_2018-12-16
DAL,2018-12-16,2,Sun,14,15,@,IND,L 0-23,2,2,2,3,3,0,DAL_IND_2018-12-16
BUF,2018-12-16,2,Sun,14,15,,DET,W 14-13,2,1,1,1,0,0,BUF_DET_2018-12-16
DET,2018-12-16,2,Sun,14,15,@,BUF,L 13-14,2,2,2,0,0,0,DET_BUF_2018-12-16
MIN,2018-12-16,2,Sun,14,15,,MIA,W 41-17,2,2,2,1,1,0,MIN_MIA_2018-12-16
ATL,2018-12-16,2,Sun,14,15,,ARI,W 40-14,2,2,2,0,0,0,ATL_ARI_2018-12-16
SEA,2018-12-16,2,Sun,14,15,@,SFO,L 23-26 (OT),2,2,2,4,4,0,SEA_SFO_2018-12-16
NYG,2018-12-16,2,Sun,14,15,,TEN,L 0-17,2,2,2,2,1,0,NYG_TEN_2018-12-16
PHI,2018-12-16,2,Sun,14,15,@,LAR,W 30-23,2,2,2,3,3,0,PHI_LAR_2018-12-16
NWE,2018-12-16,2,Sun,14,15,@,PIT,L 10-17,2,2,2,2,1,0,NWE_PIT_2018-12-16
NYJ,2018-12-15,2,Sat,14,15,,HOU,L 22-29,2,2,2,5,5,0,NYJ_HOU_2018-12-15
DEN,2018-12-15,2,Sat,14,15,,CLE,L 16-17,2,2,2,1,1,0,DEN_CLE_2018-12-15
MIN,2018-12-10,2,Mon,13,14,@,SEA,L 7-21,2,1,1,2,2,0,MIN_SEA_2018-12-10
NYG,2018-12-09,2,Sun,13,14,@,WAS,W 40-16,2,0,0,0,0,0,NYG_WAS_2018-12-09
ARI,2018-12-09,2,Sun,13,14,,DET,L 3-17,2,2,2,1,1,0,ARI_DET_2018-12-09
CIN,2018-12-09,2,Sun,13,14,@,LAC,L 21-26,2,2,2,4,4,0,CIN_LAC_2018-12-09
NOR,2018-12-09,2,Sun,13,14,@,TAM,W 28-14,2,2,2,2,0,0,NOR_TAM_2018-12-09
SFO,2018-12-09,2,Sun,13,14,,DEN,W 20-14,2,2,2,0,0,0,SFO_DEN_2018-12-09
NYJ,2018-12-09,2,Sun,13,14,@,BUF,W 27-23,2,2,2,5,3,0,NYJ_BUF_2018-12-09
DEN,2018-12-09,2,Sun,13,14,@,SFO,L 14-20,2,2,2,2,2,0,DEN_SFO_2018-12-09
LAC,2018-12-09,2,Sun,13,14,,CIN,W 26-21,2,0,0,3,3,0,LAC_CIN_2018-12-09
CLE,2018-12-09,2,Sun,13,14,,CAR,W 26-20,2,2,2,2,2,0,CLE_CAR_2018-12-09
ATL,2018-12-02,2,Sun,12,13,,BAL,L 16-26,2,2,2,4,4,0,ATL_BAL_2018-12-02
MIA,2018-12-02,2,Sun,12,13,,BUF,W 21-17,2,1,0,2,1,0,MIA_BUF_2018-12-02
ARI,2018-12-02,2,Sun,12,13,@,GNB,W 20-17,2,2,2,2,1,0,ARI_GNB_2018-12-02
GNB,2018-12-02,2,Sun,12,13,,ARI,L 17-20,2,2,2,2,2,0,GNB_ARI_2018-12-02
SEA,2018-12-02,2,Sun,12,13,,SFO,W 43-16,2,1,1,1,1,0,SEA_SFO_2018-12-02
TAM,2018-12-02,2,Sun,12,13,,CAR,W 24-17,2,2,2,1,1,0,TAM_CAR_2018-12-02
BAL,2018-12-02,2,Sun,12,13,@,ATL,W 26-16,2,1,1,1,1,0,BAL_ATL_2018-12-02
CLE,2018-12-02,2,Sun,12,13,@,HOU,L 13-29,2,2,2,5,5,0,CLE_HOU_2018-12-02
HOU,2018-12-02,2,Sun,12,13,,CLE,W 29-13,2,1,1,0,0,0,HOU_CLE_2018-12-02
HOU,2018-11-26,2,Mon,11,12,,TEN,W 34-17,2,2,2,1,1,0,HOU_TEN_2018-11-26
PHI,2018-11-25,2,Sun,11,12,,NYG,W 25-22,2,1,1,3,3,0,PHI_NYG_2018-11-25
BAL,2018-11-25,2,Sun,11,12,,OAK,W 34-17,2,2,2,1,1,0,BAL_OAK_2018-11-25
NYG,2018-11-25,2,Sun,11,12,@,PHI,L 22-25,2,0,0,3,3,0,NYG_PHI_2018-11-25
MIN,2018-11-25,2,Sun,11,12,,GNB,W 24-17,2,2,2,1,1,0,MIN_GNB_2018-11-25
DEN,2018-11-25,2,Sun,11,12,,PIT,W 24-17,2,2,2,2,1,0,DEN_PIT_2018-11-25
CHI,2018-11-22,2,Thu,11,12,@,DET,W 23-16,2,1,1,1,1,0,CHI_DET_2018-11-22
NOR,2018-11-22,2,Thu,11,12,,ATL,W 31-17,2,2,2,1,1,0,NOR_ATL_2018-11-22
CIN,2018-11-18,2,Sun,10,11,@,BAL,L 21-24,2,1,1,3,3,0,CIN_BAL_2018-11-18
CHI,2018-11-18,2,Sun,10,11,,MIN,W 25-20,2,0,0,2,2,0,CHI_MIN_2018-11-18
CAR,2018-11-18,2,Sun,10,11,@,DET,L 19-20,2,2,2,2,2,0,CAR_DET_2018-11-18
ARI,2018-11-18,2,Sun,10,11,,OAK,L 21-23,2,2,2,3,3,0,ARI_OAK_2018-11-18
DEN,2018-11-18,2,Sun,10,11,@,LAC,W 23-22,2,2,1,3,3,0,DEN_LAC_2018-11-18
MIN,2018-11-18,2,Sun,10,11,@,CHI,L 20-25,2,0,0,3,3,0,MIN_CHI_2018-11-18
WAS,2018-11-18,2,Sun,10,11,,HOU,L 21-23,2,2,2,5,3,0,WAS_HOU_2018-11-18
ATL,2018-11-18,2,Sun,10,11,,DAL,L 19-22,2,2,1,3,3,0,ATL_DAL_2018-11-18
NYG,2018-11-12,2,Mon,9,10,@,SFO,W 27-23,2,2,2,3,3,0,NYG_SFO_2018-11-12
OAK,2018-11-11,2,Sun,9,10,,LAC,L 6-20,2,2,2,2,2,0,OAK_LAC_2018-11-11
DAL,2018-11-11,2,Sun,9,10,@,PHI,W 27-20,2,2,2,2,2,0,DAL_PHI_2018-11-11
KAN,2018-11-11,2,Sun,10,10,,ARI,W 26-14,2,2,2,0,0,0,KAN_ARI_2018-11-11
NOR,2018-11-11,2,Sun,9,10,@,CIN,W 51-14,2,2,2,0,0,0,NOR_CIN_2018-11-11
CLE,2018-11-11,2,Sun,10,10,,ATL,W 28-16,2,1,1,1,1,0,CLE_ATL_2018-11-11
TEN,2018-11-05,2,Mon,8,9,@,DAL,W 28-14,2,2,2,1,0,0,TEN_DAL_2018-11-05
ATL,2018-11-04,2,Sun,8,9,@,WAS,W 38-14,2,2,2,0,0,0,ATL_WAS_2018-11-04
HOU,2018-11-04,2,Sun,9,9,@,DEN,W 19-17,2,2,2,3,1,0,HOU_DEN_2018-11-04
NWE,2018-11-04,2,Sun,9,9,,GNB,W 31-17,2,2,2,1,1,0,NWE_GNB_2018-11-04
LAC,2018-11-04,2,Sun,8,9,@,SEA,W 25-17,2,2,2,2,1,0,LAC_SEA_2018-11-04
DEN,2018-11-04,2,Sun,9,9,,HOU,L 17-19,2,2,1,2,2,0,DEN_HOU_2018-11-04
BUF,2018-10-29,2,Mon,8,8,,NWE,L 6-25,2,1,1,5,4,0,BUF_NWE_2018-10-29
NYG,2018-10-28,2,Sun,8,8,,WAS,L 13-20,2,2,2,3,2,0,NYG_WAS_2018-10-28
SEA,2018-10-28,2,Sun,7,8,@,DET,W 28-14,2,2,2,0,0,0,SEA_DET_2018-10-28
SFO,2018-10-28,2,Sun,8,8,@,ARI,L 15-18,2,1,1,1,1,0,SFO_ARI_2018-10-28
PIT,2018-10-28,2,Sun,7,8,,CLE,W 33-18,2,1,0,3,2,0,PIT_CLE_2018-10-28
HOU,2018-10-25,2,Thu,8,8,,MIA,W 42-23,2,2,2,3,3,0,HOU_MIA_2018-10-25
ATL,2018-10-22,2,Mon,7,7,,NYG,W 23-20,2,0,0,2,2,0,ATL_NYG_2018-10-22
