Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,game_id
TAM,2022-09-18,18,Sun,2,2,@,NOR,W 20-10,18,6,9,3,13,4,30.8,1,0,0.0,TAM_NOR_2022-09-18
PIT,2022-09-18,18,Sun,2,2,,NWE,L 14-17,18,8,10,0,17,9,52.9,0,0,,PIT_NWE_2022-09-18
CAR,2022-09-18,18,Sun,2,2,@,NYG,L 16-19,18,8,8,2,18,6,33.3,1,1,100.0,CAR_NYG_2022-09-18
KAN,2022-09-11,18,Sun,1,1,@,ARI,W 44-21,18,6,12,0,12,3,25.0,4,3,75.0,KAN_ARI_2022-09-11
NWE,2022-09-11,18,Sun,1,1,@,MIA,L 7-20,18,3,13,2,14,6,42.9,1,1,100.0,NWE_MIA_2022-09-11
ATL,2022-09-11,18,Sun,1,1,,NOR,L 26-27,18,5,12,1,13,4,30.8,0,0,,ATL_NOR_2022-09-11
LAC,2022-09-11,18,Sun,1,1,,LVR,W 24-19,18,1,17,0,11,5,45.5,2,1,50.0,LAC_LVR_2022-09-11
LVR,2022-09-11,18,Sun,1,1,@,LAC,L 19-24,18,5,12,1,14,6,42.9,1,0,0.0,LVR_LAC_2022-09-11
DAL,2022-09-11,18,Sun,1,1,,TAM,L 3-19,18,9,9,0,14,5,35.7,0,0,,DAL_TAM_2022-09-11
TEN,2022-01-09,18,Sun,17,18,@,HOU,W 28-25,18,7,11,0,11,4,36.4,1,1,100.0,TEN_HOU_2022-01-09
TAM,2022-01-09,18,Sun,17,18,,CAR,W 41-17,18,6,10,2,14,4,28.6,6,2,33.3,TAM_CAR_2022-01-09
KAN,2022-01-08,18,Sat,17,18,@,DEN,W 28-24,18,8,9,1,12,7,58.3,0,0,,KAN_DEN_2022-01-08
BUF,2022-01-02,18,Sun,16,17,,ATL,W 29-15,18,7,9,2,7,1,14.3,1,0,0.0,BUF_ATL_2022-01-02
LAC,2022-01-02,18,Sun,16,17,,DEN,W 34-13,18,5,11,2,11,3,27.3,4,1,25.0,LAC_DEN_2022-01-02
WAS,2022-01-02,18,Sun,16,17,,PHI,L 16-20,18,9,9,0,12,4,33.3,4,3,75.0,WAS_PHI_2022-01-02
IND,2022-01-02,18,Sun,16,17,,LVR,L 20-23,18,5,13,0,14,6,42.9,2,2,100.0,IND_LVR_2022-01-02
JAX,2021-12-26,18,Sun,15,16,@,NYJ,L 21-26,18,11,7,0,12,4,33.3,5,3,60.0,JAX_NYJ_2021-12-26
CHI,2021-12-26,18,Sun,15,16,@,SEA,W 25-24,18,6,9,3,10,3,30.0,1,0,0.0,CHI_SEA_2021-12-26
ARI,2021-12-13,18,Mon,13,14,,LAR,L 23-30,18,4,12,2,12,6,50.0,0,0,,ARI_LAR_2021-12-13
CIN,2021-12-05,18,Sun,12,13,,LAC,L 22-41,18,5,13,0,13,4,30.8,1,1,100.0,CIN_LAC_2021-12-05
HOU,2021-11-28,18,Sun,11,12,,NYJ,L 14-21,18,10,6,2,13,2,15.4,2,2,100.0,HOU_NYJ_2021-11-28
NWE,2021-11-28,18,Sun,12,12,,TEN,W 36-13,18,11,6,1,11,5,45.5,3,1,33.3,NWE_TEN_2021-11-28
PHI,2021-11-21,18,Sun,11,11,,NOR,W 40-29,18,5,12,1,13,6,46.2,0,0,,PHI_NOR_2021-11-21
MIA,2021-11-21,18,Sun,11,11,@,NYJ,W 24-17,18,5,12,1,14,7,50.0,1,1,100.0,MIA_NYJ_2021-11-21
WAS,2021-11-21,18,Sun,10,11,@,CAR,W 27-21,18,5,10,3,9,2,22.2,3,1,33.3,WAS_CAR_2021-11-21
NOR,2021-11-07,18,Sun,8,9,,ATL,L 25-27,18,2,14,2,13,5,38.5,1,0,0.0,NOR_ATL_2021-11-07
KAN,2021-11-01,18,Mon,8,8,,NYG,W 20-17,18,3,10,5,12,4,33.3,2,1,50.0,KAN_NYG_2021-11-01
LAR,2021-10-31,18,Sun,8,8,@,HOU,W 38-22,18,4,13,1,12,4,33.3,0,0,,LAR_HOU_2021-10-31
IND,2021-10-31,18,Sun,8,8,,TEN,L 31-34 (OT),18,6,10,2,17,8,47.1,2,2,100.0,IND_TEN_2021-10-31
NYJ,2021-10-31,18,Sun,7,8,,CIN,W 34-31,18,3,13,2,10,4,40.0,1,0,0.0,NYJ_CIN_2021-10-31
NWE,2021-10-24,18,Sun,7,7,,NYJ,W 54-13,18,3,13,2,13,7,53.8,2,0,0.0,NWE_NYJ_2021-10-24
PIT,2021-10-17,18,Sun,6,6,,SEA,W 23-20 (OT),18,8,9,1,12,3,25.0,0,0,,PIT_SEA_2021-10-17
DET,2021-10-10,18,Sun,5,5,@,MIN,L 17-19,18,5,12,1,13,5,38.5,0,0,,DET_MIN_2021-10-10
WAS,2021-10-10,18,Sun,5,5,,NOR,L 22-33,18,5,12,1,11,4,36.4,1,1,100.0,WAS_NOR_2021-10-10
GNB,2021-10-10,18,Sun,5,5,@,CIN,W 25-22 (OT),18,6,12,0,14,5,35.7,2,2,100.0,GNB_CIN_2021-10-10
NYG,2021-09-26,18,Sun,3,3,,ATL,L 14-17,18,3,12,3,13,5,38.5,0,0,,NYG_ATL_2021-09-26
NWE,2021-09-19,18,Sun,2,2,@,NYJ,W 25-6,18,9,6,3,13,5,38.5,3,1,33.3,NWE_NYJ_2021-09-19
SFO,2021-09-19,18,Sun,2,2,@,PHI,W 17-11,18,8,7,3,12,5,41.7,1,0,0.0,SFO_PHI_2021-09-19
CHI,2021-09-12,18,Sun,1,1,@,LAR,L 14-34,18,4,13,1,11,6,54.5,1,1,100.0,CHI_LAR_2021-09-12
IND,2021-09-12,18,Sun,1,1,,SEA,L 16-28,18,6,12,0,9,4,44.4,0,0,,IND_SEA_2021-09-12
NYJ,2021-09-12,18,Sun,1,1,@,CAR,L 14-19,18,4,14,0,14,4,28.6,1,0,0.0,NYJ_CAR_2021-09-12
IND,2021-01-03,18,Sun,16,17,,JAX,W 28-14,18,3,15,0,15,5,33.3,2,0,0.0,IND_JAX_2021-01-03
LAC,2021-01-03,18,Sun,16,17,@,KAN,W 38-21,18,4,13,1,9,6,66.7,1,0,0.0,LAC_KAN_2021-01-03
CLE,2021-01-03,18,Sun,16,17,,PIT,W 24-22,18,5,13,0,17,8,47.1,2,2,100.0,CLE_PIT_2021-01-03
CLE,2020-12-27,18,Sun,15,16,@,NYJ,L 16-23,18,6,11,1,18,7,38.9,0,0,,CLE_NYJ_2020-12-27
LVR,2020-12-26,18,Sat,15,16,,MIA,L 25-26,18,6,10,2,15,5,33.3,2,2,100.0,LVR_MIA_2020-12-26
MIA,2020-12-20,18,Sun,14,15,,NWE,W 22-12,18,7,8,3,9,2,22.2,1,0,0.0,MIA_NWE_2020-12-20
DAL,2020-12-13,18,Sun,13,14,@,CIN,W 30-7,18,5,13,0,16,9,56.3,4,1,25.0,DAL_CIN_2020-12-13
PIT,2020-12-07,18,Mon,12,13,,WAS,L 17-23,18,4,12,2,17,4,23.5,1,0,0.0,PIT_WAS_2020-12-07
LAR,2020-12-06,18,Sun,12,13,@,ARI,W 38-28,18,5,11,2,12,4,33.3,2,2,100.0,LAR_ARI_2020-12-06
SEA,2020-11-30,18,Mon,11,12,@,PHI,W 23-17,18,4,11,3,17,8,47.1,3,0,0.0,SEA_PHI_2020-11-30
LAR,2020-11-29,18,Sun,11,12,,SFO,L 20-23,18,6,10,2,14,3,21.4,1,1,100.0,LAR_SFO_2020-11-29
WAS,2020-11-22,18,Sun,10,11,,CIN,W 20-9,18,4,12,2,13,3,23.1,2,0,0.0,WAS_CIN_2020-11-22
NWE,2020-11-09,18,Mon,8,9,@,NYJ,W 30-27,18,4,12,2,10,6,60.0,0,0,,NWE_NYJ_2020-11-09
NOR,2020-11-01,18,Sun,7,8,@,CHI,W 26-23 (OT),18,5,12,1,15,5,33.3,3,2,66.7,NOR_CHI_2020-11-01
DAL,2020-11-01,18,Sun,8,8,@,PHI,L 9-23,18,6,8,4,8,3,37.5,3,0,0.0,DAL_PHI_2020-11-01
ATL,2020-10-29,18,Thu,8,8,@,CAR,W 25-17,18,6,9,3,10,2,20.0,3,1,33.3,ATL_CAR_2020-10-29
NOR,2020-10-25,18,Sun,6,7,,CAR,W 27-24,18,4,11,3,9,6,66.7,0,0,,NOR_CAR_2020-10-25
NYJ,2020-10-18,18,Sun,6,6,@,MIA,L 0-24,18,4,12,2,9,1,11.1,0,0,,NYJ_MIA_2020-10-18
CLE,2020-10-18,18,Sun,6,6,@,PIT,L 7-38,18,12,5,1,14,5,35.7,2,2,100.0,CLE_PIT_2020-10-18
MIN,2020-10-11,18,Sun,5,5,@,SEA,L 26-27,18,6,12,0,7,0,0.0,2,2,100.0,MIN_SEA_2020-10-11
TAM,2020-10-08,18,Thu,5,5,@,CHI,L 19-20,18,2,14,2,10,3,30.0,0,0,,TAM_CHI_2020-10-08
CHI,2020-10-08,18,Thu,5,5,,TAM,W 20-19,18,4,11,3,14,4,28.6,2,1,50.0,CHI_TAM_2020-10-08
CHI,2020-10-04,18,Sun,4,4,,IND,L 11-19,18,5,9,4,19,8,42.1,2,1,50.0,CHI_IND_2020-10-04
NOR,2020-10-04,18,Sun,4,4,@,DET,W 35-29,18,3,12,3,14,7,50.0,3,3,100.0,NOR_DET_2020-10-04
SFO,2020-10-04,18,Sun,4,4,,PHI,L 20-25,18,6,9,3,13,4,30.8,2,2,100.0,SFO_PHI_2020-10-04
WAS,2020-10-04,18,Sun,4,4,,BAL,L 17-31,18,7,10,1,11,5,45.5,2,2,100.0,WAS_BAL_2020-10-04
DEN,2020-10-01,18,Thu,4,4,@,NYJ,W 37-28,18,5,11,2,19,8,42.1,2,0,0.0,DEN_NYJ_2020-10-01
NYG,2020-09-20,18,Sun,2,2,@,CHI,L 13-17,18,7,11,0,16,9,56.3,1,1,100.0,NYG_CHI_2020-09-20
BAL,2020-09-20,18,Sun,2,2,@,HOU,W 33-16,18,2,15,1,9,3,33.3,1,0,0.0,BAL_HOU_2020-09-20
TAM,2020-09-13,18,Sun,1,1,@,NOR,L 23-34,18,5,10,3,15,5,33.3,1,0,0.0,TAM_NOR_2020-09-13
ARI,2020-09-13,18,Sun,1,1,@,SFO,W 24-20,18,6,10,2,11,2,18.2,2,0,0.0,ARI_SFO_2020-09-13
PHI,2020-09-13,18,Sun,1,1,@,WAS,L 17-27,18,5,11,2,18,5,27.8,2,1,50.0,PHI_WAS_2020-09-13
MIA,2019-12-29,18,Sun,16,17,@,NWE,W 27-24,18,8,8,2,9,3,33.3,0,0,,MIA_NWE_2019-12-29
BUF,2019-12-29,18,Sun,16,17,,NYJ,L 6-13,18,7,10,1,14,5,35.7,0,0,,BUF_NYJ_2019-12-29
DEN,2019-12-29,18,Sun,16,17,,OAK,W 16-15,18,3,13,2,16,5,31.3,3,1,33.3,DEN_OAK_2019-12-29
SEA,2019-12-29,18,Sun,16,17,,SFO,L 21-26,18,6,12,0,8,4,50.0,0,0,,SEA_SFO_2019-12-29
KAN,2019-12-22,18,Sun,15,16,@,CHI,W 26-3,18,7,8,3,12,5,41.7,3,0,0.0,KAN_CHI_2019-12-22
LAC,2019-12-15,18,Sun,14,15,,MIN,L 10-39,18,6,10,2,14,7,50.0,0,0,,LAC_MIN_2019-12-15
MIN,2019-12-08,18,Sun,13,14,,DET,W 20-7,18,2,12,4,16,7,43.8,1,1,100.0,MIN_DET_2019-12-08
WAS,2019-12-08,18,Sun,13,14,@,GNB,L 15-20,18,9,9,0,13,5,38.5,2,2,100.0,WAS_GNB_2019-12-08
BUF,2019-12-08,18,Sun,13,14,,BAL,L 17-24,18,6,8,4,11,3,27.3,0,0,,BUF_BAL_2019-12-08
GNB,2019-12-08,18,Sun,13,14,,WAS,W 20-15,18,5,11,2,11,4,36.4,0,0,,GNB_WAS_2019-12-08
CLE,2019-12-01,18,Sun,12,13,@,PIT,L 13-20,18,7,10,1,10,4,40.0,0,0,,CLE_PIT_2019-12-01
NYJ,2019-12-01,18,Sun,12,13,@,CIN,L 6-22,18,5,12,1,14,5,35.7,0,0,,NYJ_CIN_2019-12-01
LAC,2019-11-18,18,Mon,11,11,,KAN,L 17-24,18,7,9,2,13,6,46.2,0,0,,LAC_KAN_2019-11-18
CLE,2019-11-14,18,Thu,10,11,,PIT,W 21-7,18,3,10,5,11,2,18.2,3,0,0.0,CLE_PIT_2019-11-14
ATL,2019-11-10,18,Sun,9,10,@,NOR,W 26-9,18,4,13,1,12,3,25.0,3,0,0.0,ATL_NOR_2019-11-10
NYG,2019-11-10,18,Sun,10,10,@,NYJ,L 27-34,18,5,10,3,13,4,30.8,1,1,100.0,NYG_NYJ_2019-11-10
LAC,2019-11-07,18,Thu,10,10,@,OAK,L 24-26,18,3,12,3,12,4,33.3,1,1,100.0,LAC_OAK_2019-11-07
WAS,2019-11-03,18,Sun,9,9,@,BUF,L 9-24,18,10,7,1,12,6,50.0,2,1,50.0,WAS_BUF_2019-11-03
ATL,2019-10-27,18,Sun,8,8,,SEA,L 20-27,18,9,9,0,9,3,33.3,0,0,,ATL_SEA_2019-10-27
NYG,2019-10-20,18,Sun,7,7,,ARI,L 21-27,18,8,8,2,15,7,46.7,1,1,100.0,NYG_ARI_2019-10-20
JAX,2019-10-13,18,Sun,6,6,,NOR,L 6-13,18,6,12,0,13,5,38.5,0,0,,JAX_NOR_2019-10-13
LAC,2019-10-13,18,Sun,6,6,,PIT,L 17-24,18,9,7,2,13,8,61.5,0,0,,LAC_PIT_2019-10-13
BAL,2019-10-13,18,Sun,6,6,,CIN,W 23-17,18,2,14,2,11,5,45.5,0,0,,BAL_CIN_2019-10-13
TEN,2019-10-06,18,Sun,5,5,,BUF,L 7-14,18,5,12,1,13,4,30.8,2,1,50.0,TEN_BUF_2019-10-06
IND,2019-10-06,18,Sun,5,5,@,KAN,W 19-13,18,3,12,3,12,4,33.3,2,1,50.0,IND_KAN_2019-10-06
MIN,2019-10-06,18,Sun,5,5,@,NYG,W 28-10,18,5,8,5,16,8,50.0,3,0,0.0,MIN_NYG_2019-10-06
BAL,2019-10-06,18,Sun,5,5,@,PIT,W 26-23 (OT),18,3,9,6,9,3,33.3,0,0,,BAL_PIT_2019-10-06
CAR,2019-09-29,18,Sun,4,4,@,HOU,W 16-10,18,8,7,3,11,4,36.4,0,0,,CAR_HOU_2019-09-29
DAL,2019-09-29,18,Sun,4,4,@,NOR,L 10-12,18,10,6,2,14,6,42.9,0,0,,DAL_NOR_2019-09-29
LAR,2019-09-22,18,Sun,3,3,@,CLE,W 20-13,18,4,11,3,16,6,37.5,2,0,0.0,LAR_CLE_2019-09-22
DEN,2019-09-15,18,Sun,2,2,,CHI,L 14-16,18,7,7,4,11,3,27.3,1,1,100.0,DEN_CHI_2019-09-15
IND,2019-09-15,18,Sun,2,2,@,TEN,W 19-17,18,9,7,2,10,1,10.0,1,0,0.0,IND_TEN_2019-09-15
ATL,2019-09-15,18,Sun,2,2,,PHI,W 24-20,18,5,11,2,18,9,50.0,3,2,66.7,ATL_PHI_2019-09-15
OAK,2019-09-09,18,Mon,1,1,,DEN,W 24-16,18,4,11,3,13,6,46.2,0,0,,OAK_DEN_2019-09-09
KAN,2019-09-08,18,Sun,1,1,@,JAX,W 40-26,18,3,13,2,10,5,50.0,0,0,,KAN_JAX_2019-09-08
ATL,2019-09-08,18,Sun,1,1,@,MIN,L 12-28,18,10,4,4,10,5,50.0,0,0,,ATL_MIN_2019-09-08
BAL,2018-12-30,18,Sun,16,17,,CLE,W 26-24,18,1,16,1,11,4,36.4,1,0,0.0,BAL_CLE_2018-12-30
OAK,2018-12-30,18,Sun,16,17,@,KAN,L 3-35,18,7,11,0,9,5,55.6,3,1,33.3,OAK_KAN_2018-12-30
CIN,2018-12-30,18,Sun,16,17,@,PIT,L 13-16,18,5,13,0,15,5,33.3,2,2,100.0,CIN_PIT_2018-12-30
OAK,2018-12-16,18,Sun,14,15,@,CIN,L 16-30,18,8,7,3,19,8,42.1,2,2,100.0,OAK_CIN_2018-12-16
ATL,2018-12-16,18,Sun,14,15,,ARI,W 40-14,18,6,10,2,13,3,23.1,2,2,100.0,ATL_ARI_2018-12-16
PIT,2018-12-16,18,Sun,14,15,,NWE,W 17-10,18,7,9,2,10,3,30.0,1,0,0.0,PIT_NWE_2018-12-16
SFO,2018-12-16,18,Sun,14,15,,SEA,W 26-23 (OT),18,5,12,1,19,9,47.4,1,1,100.0,SFO_SEA_2018-12-16
GNB,2018-12-02,18,Sun,12,13,,ARI,L 17-20,18,8,8,2,13,5,38.5,0,0,,GNB_ARI_2018-12-02
CHI,2018-12-02,18,Sun,12,13,@,NYG,L 27-30 (OT),18,4,13,1,17,6,35.3,2,2,100.0,CHI_NYG_2018-12-02
CAR,2018-12-02,18,Sun,12,13,@,TAM,L 17-24,18,5,11,2,13,6,46.2,0,0,,CAR_TAM_2018-12-02
JAX,2018-11-25,18,Sun,11,12,@,BUF,L 21-24,18,9,5,4,10,2,20.0,0,0,,JAX_BUF_2018-11-25
PHI,2018-11-25,18,Sun,11,12,,NYG,W 25-22,18,4,14,0,12,5,41.7,0,0,,PHI_NYG_2018-11-25
NWE,2018-11-25,18,Sun,11,12,@,NYJ,W 27-13,18,4,12,2,14,6,42.9,1,0,0.0,NWE_NYJ_2018-11-25
DAL,2018-11-22,18,Thu,11,12,,WAS,W 31-23,18,5,12,1,11,4,36.4,0,0,,DAL_WAS_2018-11-22
PIT,2018-11-08,18,Thu,9,10,,CAR,W 52-21,18,5,12,1,11,4,36.4,1,1,100.0,PIT_CAR_2018-11-08
TEN,2018-11-05,18,Mon,8,9,@,DAL,W 28-14,18,5,12,1,11,5,45.5,1,0,0.0,TEN_DAL_2018-11-05
MIN,2018-11-04,18,Sun,9,9,,DET,W 24-9,18,4,13,1,15,4,26.7,3,3,100.0,MIN_DET_2018-11-04
PIT,2018-11-04,18,Sun,8,9,@,BAL,W 23-16,18,5,10,3,12,4,33.3,1,0,0.0,PIT_BAL_2018-11-04
SEA,2018-11-04,18,Sun,8,9,,LAC,L 17-25,18,6,11,1,9,2,22.2,0,0,,SEA_LAC_2018-11-04
OAK,2018-11-01,18,Thu,8,9,@,SFO,L 3-34,18,6,10,2,12,5,41.7,0,0,,OAK_SFO_2018-11-01
WAS,2018-10-28,18,Sun,7,8,@,NYG,W 20-13,18,1,15,2,14,2,14.3,4,3,75.0,WAS_NYG_2018-10-28
HOU,2018-10-25,18,Thu,8,8,,MIA,W 42-23,18,6,11,1,13,4,30.8,1,0,0.0,HOU_MIA_2018-10-25
GNB,2018-10-15,18,Mon,6,6,,SFO,W 33-30,18,9,8,1,9,2,22.2,0,0,,GNB_SFO_2018-10-15
LAC,2018-10-14,18,Sun,6,6,@,CLE,W 38-14,18,4,13,1,16,6,37.5,3,1,33.3,LAC_CLE_2018-10-14
NWE,2018-10-14,18,Sun,6,6,,KAN,W 43-40,18,4,14,0,10,4,40.0,1,1,100.0,NWE_KAN_2018-10-14
IND,2018-10-14,18,Sun,6,6,@,NYJ,L 34-42,18,5,12,1,15,6,40.0,0,0,,IND_NYJ_2018-10-14
CAR,2018-10-14,18,Sun,5,6,@,WAS,L 17-23,18,7,10,1,16,7,43.8,2,1,50.0,CAR_WAS_2018-10-14
NOR,2018-10-08,18,Mon,5,5,,WAS,W 43-19,18,6,12,0,13,4,30.8,4,2,50.0,NOR_WAS_2018-10-08
TEN,2018-10-07,18,Sun,5,5,@,BUF,L 12-13,18,10,6,2,13,4,30.8,3,2,66.7,TEN_BUF_2018-10-07
GNB,2018-10-07,18,Sun,5,5,@,DET,L 23-31,18,6,9,3,13,5,38.5,0,0,,GNB_DET_2018-10-07
CAR,2018-10-07,18,Sun,4,5,,NYG,W 33-31,18,3,15,0,7,0,0.0,2,1,50.0,CAR_NYG_2018-10-07
DEN,2018-10-07,18,Sun,5,5,@,NYJ,L 16-34,18,11,7,0,13,6,46.2,0,0,,DEN_NYJ_2018-10-07
SEA,2018-09-30,18,Sun,4,4,@,ARI,W 20-17,18,6,9,3,12,5,41.7,0,0,,SEA_ARI_2018-09-30
DAL,2018-09-30,18,Sun,4,4,,DET,W 26-24,18,4,14,0,11,6,54.5,0,0,,DAL_DET_2018-09-30
BAL,2018-09-23,18,Sun,3,3,,DEN,W 27-14,18,8,8,2,14,6,42.9,1,0,0.0,BAL_DEN_2018-09-23
DAL,2018-09-23,18,Sun,3,3,@,SEA,L 13-24,18,6,10,2,16,7,43.8,0,0,,DAL_SEA_2018-09-23
NYJ,2018-09-16,18,Sun,2,2,,MIA,L 12-20,18,6,9,3,13,6,46.2,0,0,,NYJ_MIA_2018-09-16
CLE,2018-09-16,18,Sun,2,2,@,NOR,L 18-21,18,4,11,3,12,3,25.0,0,0,,CLE_NOR_2018-09-16
JAX,2018-09-16,18,Sun,2,2,,NWE,W 31-20,18,5,12,1,12,4,33.3,0,0,,JAX_NWE_2018-09-16
PHI,2018-09-16,18,Sun,2,2,@,TAM,L 21-27,18,1,17,0,10,4,40.0,0,0,,PHI_TAM_2018-09-16
DET,2018-09-10,18,Mon,1,1,,NYJ,L 17-48,18,7,10,1,14,6,42.9,3,2,66.7,DET_NYJ_2018-09-10
GNB,2018-09-09,18,Sun,1,1,,CHI,W 24-23,18,7,8,3,17,7,41.2,2,0,0.0,GNB_CHI_2018-09-09
TEN,2018-09-09,18,Sun,1,1,@,MIA,L 20-27,18,7,9,2,10,2,20.0,1,0,0.0,TEN_MIA_2018-09-09
ATL,2018-09-06,18,Thu,1,1,@,PHI,L 12-18,18,7,6,5,16,8,50.0,0,0,,ATL_PHI_2018-09-06
GNB,2017-12-31,18,Sun,16,17,@,DET,L 11-35,18,4,12,2,12,4,33.3,0,0,,GNB_DET_2017-12-31
TAM,2017-12-31,18,Sun,16,17,,NOR,W 31-24,18,8,10,0,12,6,50.0,1,0,0.0,TAM_NOR_2017-12-31
WAS,2017-12-24,18,Sun,15,16,,DEN,W 27-11,18,9,7,2,17,5,29.4,2,1,50.0,WAS_DEN_2017-12-24
CIN,2017-12-17,18,Sun,14,15,@,MIN,L 7-34,18,7,8,3,12,4,33.3,0,0,,CIN_MIN_2017-12-17
CHI,2017-12-16,18,Sat,14,15,@,DET,L 10-20,18,1,13,4,13,6,46.2,0,0,,CHI_DET_2017-12-16
SFO,2017-12-10,18,Sun,13,14,@,HOU,W 26-16,18,4,12,2,13,3,23.1,2,1,50.0,SFO_HOU_2017-12-10
ATL,2017-12-07,18,Thu,13,14,,NOR,W 20-17,18,2,16,0,10,3,30.0,1,1,100.0,ATL_NOR_2017-12-07
BAL,2017-12-03,18,Sun,12,13,,DET,W 44-20,18,3,14,1,13,4,30.8,0,0,,BAL_DET_2017-12-03
NYG,2017-12-03,18,Sun,12,13,@,OAK,L 17-24,18,5,13,0,15,6,40.0,3,1,33.3,NYG_OAK_2017-12-03
ARI,2017-12-03,18,Sun,12,13,,LAR,L 16-32,18,4,13,1,11,3,27.3,1,1,100.0,ARI_LAR_2017-12-03
LAC,2017-11-19,18,Sun,10,11,,BUF,W 54-24,18,6,11,1,14,6,42.9,2,1,50.0,LAC_BUF_2017-11-19
TAM,2017-11-19,18,Sun,10,11,@,MIA,W 30-20,18,1,15,2,13,6,46.2,1,0,0.0,TAM_MIA_2017-11-19
ATL,2017-11-12,18,Sun,9,10,,DAL,W 27-7,18,9,9,0,11,5,45.5,1,0,0.0,ATL_DAL_2017-11-12
CHI,2017-11-12,18,Sun,9,10,,GNB,L 16-23,18,6,10,2,16,7,43.8,1,1,100.0,CHI_GNB_2017-11-12
IND,2017-11-12,18,Sun,10,10,,PIT,L 17-20,18,5,11,2,13,5,38.5,0,0,,IND_PIT_2017-11-12
NYJ,2017-10-29,18,Sun,8,8,,ATL,L 20-25,18,4,12,2,14,5,35.7,0,0,,NYJ_ATL_2017-10-29
WAS,2017-10-29,18,Sun,7,8,,DAL,L 19-33,18,8,9,1,14,5,35.7,1,1,100.0,WAS_DAL_2017-10-29
TEN,2017-10-16,18,Mon,6,6,,IND,W 36-22,18,3,13,2,9,2,22.2,1,0,0.0,TEN_IND_2017-10-16
BAL,2017-10-15,18,Sun,6,6,,CHI,L 24-27 (OT),18,10,5,3,17,5,29.4,0,0,,BAL_CHI_2017-10-15
NOR,2017-10-15,18,Sun,5,6,,DET,W 52-38,18,2,14,2,18,9,50.0,1,0,0.0,NOR_DET_2017-10-15
CLE,2017-10-15,18,Sun,6,6,@,HOU,L 17-33,18,4,12,2,13,5,38.5,0,0,,CLE_HOU_2017-10-15
BUF,2017-10-08,18,Sun,5,5,@,CIN,L 16-20,18,4,11,3,15,6,40.0,0,0,,BUF_CIN_2017-10-08
LAC,2017-10-08,18,Sun,5,5,@,NYG,W 27-22,18,9,8,1,15,5,33.3,1,0,0.0,LAC_NYG_2017-10-08
JAX,2017-10-01,18,Sun,4,4,@,NYJ,L 20-23 (OT),18,6,12,0,17,6,35.3,1,1,100.0,JAX_NYJ_2017-10-01
PIT,2017-10-01,18,Sun,4,4,@,BAL,W 26-9,18,4,14,0,13,5,38.5,2,0,0.0,PIT_BAL_2017-10-01
PHI,2017-10-01,18,Sun,4,4,@,LAC,W 26-24,18,3,12,3,10,5,50.0,0,0,,PHI_LAC_2017-10-01
NOR,2017-09-24,18,Sun,3,3,@,CAR,W 34-13,18,11,7,0,14,7,50.0,0,0,,NOR_CAR_2017-09-24
PIT,2017-09-24,18,Sun,3,3,@,CHI,L 17-23 (OT),18,13,4,1,12,4,33.3,0,0,,PIT_CHI_2017-09-24
OAK,2017-09-24,18,Sun,3,3,@,WAS,L 10-27,18,4,14,0,15,7,46.7,0,0,,OAK_WAS_2017-09-24
ARI,2017-09-17,18,Sun,2,2,@,IND,W 16-13 (OT),18,6,11,1,18,8,44.4,0,0,,ARI_IND_2017-09-17
CHI,2017-09-10,18,Sun,1,1,,ATL,L 17-23,18,4,12,2,11,5,45.5,0,0,,CHI_ATL_2017-09-10
DET,2023-01-08,17,Sun,17,18,@,GNB,W 20-16,17,6,9,2,12,4,33.3,2,1,50.0,DET_GNB_2023-01-08
NYJ,2023-01-08,17,Sun,17,18,@,MIA,L 6-11,17,9,7,1,13,4,30.8,2,1,50.0,NYJ_MIA_2023-01-08
CLE,2023-01-01,17,Sun,16,17,@,WAS,W 24-10,17,7,9,1,16,7,43.8,4,2,50.0,CLE_WAS_2023-01-01
DAL,2022-12-29,17,Thu,16,17,@,TEN,W 27-13,17,6,11,0,16,7,43.8,2,1,50.0,DAL_TEN_2022-12-29
IND,2022-12-26,17,Mon,15,16,,LAC,L 3-20,17,7,10,0,18,8,44.4,1,1,100.0,IND_LAC_2022-12-26
MIA,2022-12-25,17,Sun,15,16,,GNB,L 20-26,17,4,11,2,14,2,14.3,5,3,60.0,MIA_GNB_2022-12-25
BAL,2022-12-24,17,Sat,15,16,,ATL,W 17-9,17,5,11,1,14,5,35.7,4,1,25.0,BAL_ATL_2022-12-24
NYJ,2022-12-18,17,Sun,14,15,,DET,L 17-20,17,3,14,0,15,5,33.3,3,2,66.7,NYJ_DET_2022-12-18
ATL,2022-12-18,17,Sun,14,15,@,NOR,L 18-21,17,6,11,0,11,5,45.5,1,0,0.0,ATL_NOR_2022-12-18
LAC,2022-12-18,17,Sun,14,15,,TEN,W 17-14,17,9,8,0,11,3,27.3,0,0,,LAC_TEN_2022-12-18
CLE,2022-12-17,17,Sat,14,15,,BAL,W 13-3,17,10,6,1,12,5,41.7,3,0,0.0,CLE_BAL_2022-12-17
KAN,2022-12-11,17,Sun,13,14,@,DEN,W 34-28,17,6,10,1,17,6,35.3,2,1,50.0,KAN_DEN_2022-12-11
