Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,game_id
NOR,2019-11-10,24,Sun,9,10,,ATL,L 9-26,24,9,9,6,15,6,40.0,1,1,100.0,NOR_ATL_2019-11-10
BUF,2019-11-10,24,Sun,9,10,@,CLE,L 16-19,24,7,15,2,11,4,36.4,2,1,50.0,BUF_CLE_2019-11-10
MIN,2019-11-10,24,Sun,10,10,@,DAL,W 28-24,24,0,22,2,15,9,60.0,2,0,0.0,MIN_DAL_2019-11-10
NYG,2019-11-04,24,Mon,9,9,,DAL,L 18-37,24,11,10,3,11,4,36.4,0,0,,NYG_DAL_2019-11-04
CAR,2019-11-03,24,Sun,8,9,,TEN,W 30-20,24,5,17,2,10,3,30.0,1,1,100.0,CAR_TEN_2019-11-03
GNB,2019-11-03,24,Sun,9,9,@,LAC,L 11-26,24,11,13,0,11,5,45.5,1,1,100.0,GNB_LAC_2019-11-03
CAR,2019-10-27,24,Sun,7,8,@,SFO,L 13-51,24,10,12,2,10,5,50.0,0,0,,CAR_SFO_2019-10-27
LAR,2019-10-27,24,Sun,8,8,,CIN,W 24-10,24,5,15,4,18,6,33.3,6,4,66.7,LAR_CIN_2019-10-27
DET,2019-10-27,24,Sun,7,8,,NYG,W 31-26,24,5,15,4,12,7,58.3,2,0,0.0,DET_NYG_2019-10-27
CHI,2019-10-20,24,Sun,6,7,,NOR,L 25-36,24,9,14,1,15,7,46.7,0,0,,CHI_NOR_2019-10-20
TEN,2019-10-20,24,Sun,7,7,,LAC,W 23-20,24,2,19,3,11,6,54.5,1,0,0.0,TEN_LAC_2019-10-20
BUF,2019-10-20,24,Sun,6,7,,MIA,W 31-21,24,8,13,3,13,7,53.8,2,2,100.0,BUF_MIA_2019-10-20
ATL,2019-10-13,24,Sun,6,6,@,ARI,L 33-34,24,6,16,2,13,7,53.8,1,1,100.0,ATL_ARI_2019-10-13
DAL,2019-10-06,24,Sun,5,5,,GNB,L 24-34,24,11,9,4,12,3,25.0,0,0,,DAL_GNB_2019-10-06
SEA,2019-10-03,24,Thu,5,5,,LAR,W 30-29,24,5,18,1,11,3,27.3,0,0,,SEA_LAR_2019-10-03
TEN,2019-09-29,24,Sun,4,4,@,ATL,W 24-10,24,5,17,2,14,5,35.7,4,1,25.0,TEN_ATL_2019-09-29
WAS,2019-09-29,24,Sun,4,4,@,NYG,L 3-24,24,7,13,4,13,8,61.5,1,1,100.0,WAS_NYG_2019-09-29
CLE,2019-09-29,24,Sun,4,4,@,BAL,W 40-25,24,11,12,1,10,4,40.0,2,1,50.0,CLE_BAL_2019-09-29
MIA,2019-09-29,24,Sun,4,4,,LAC,L 10-30,24,6,16,2,13,8,61.5,1,0,0.0,MIA_LAC_2019-09-29
GNB,2019-09-26,24,Thu,4,4,,PHI,L 27-34,24,10,12,2,9,5,55.6,0,0,,GNB_PHI_2019-09-26
NYG,2019-09-22,24,Sun,3,3,@,TAM,W 32-31,24,6,16,2,14,4,28.6,1,1,100.0,NYG_TAM_2019-09-22
NYG,2019-09-15,24,Sun,2,2,,BUF,L 14-28,24,8,13,3,13,5,38.5,0,0,,NYG_BUF_2019-09-15
OAK,2019-09-15,24,Sun,2,2,,KAN,L 10-28,24,2,18,4,14,8,57.1,0,0,,OAK_KAN_2019-09-15
PIT,2019-09-08,24,Sun,1,1,@,NWE,L 3-33,24,8,15,1,14,7,50.0,0,0,,PIT_NWE_2019-09-08
JAX,2019-09-08,24,Sun,1,1,,KAN,L 26-40,24,9,13,2,10,5,50.0,0,0,,JAX_KAN_2019-09-08
CLE,2018-12-30,24,Sun,16,17,@,BAL,L 24-26,24,16,6,2,13,3,23.1,1,1,100.0,CLE_BAL_2018-12-30
TEN,2018-12-30,24,Sun,16,17,,IND,L 17-33,24,8,15,1,13,5,38.5,1,1,100.0,TEN_IND_2018-12-30
NYJ,2018-12-30,24,Sun,16,17,@,NWE,L 3-38,24,9,14,1,11,5,45.5,1,0,0.0,NYJ_NWE_2018-12-30
PIT,2018-12-23,24,Sun,15,16,@,NOR,L 28-31,24,5,16,3,12,6,50.0,0,0,,PIT_NOR_2018-12-23
TAM,2018-12-16,24,Sun,14,15,@,BAL,L 12-20,24,16,7,1,16,9,56.3,1,1,100.0,TAM_BAL_2018-12-16
NWE,2018-12-16,24,Sun,14,15,@,PIT,L 10-17,24,9,13,2,9,4,44.4,0,0,,NWE_PIT_2018-12-16
KAN,2018-12-09,24,Sun,13,14,,BAL,W 27-24 (OT),24,10,12,2,12,5,41.7,3,1,33.3,KAN_BAL_2018-12-09
HOU,2018-12-09,24,Sun,13,14,,IND,L 21-24,24,4,17,3,12,4,33.3,0,0,,HOU_IND_2018-12-09
NYJ,2018-12-09,24,Sun,13,14,@,BUF,W 27-23,24,10,9,5,14,7,50.0,0,0,,NYJ_BUF_2018-12-09
DEN,2018-12-09,24,Sun,13,14,@,SFO,L 14-20,24,3,15,6,13,4,30.8,1,0,0.0,DEN_SFO_2018-12-09
OAK,2018-12-09,24,Sun,13,14,,PIT,W 24-21,24,3,17,4,11,6,54.5,1,0,0.0,OAK_PIT_2018-12-09
MIA,2018-12-02,24,Sun,12,13,,BUF,W 21-17,24,10,10,4,13,5,38.5,1,0,0.0,MIA_BUF_2018-12-02
SEA,2018-12-02,24,Sun,12,13,,SFO,W 43-16,24,4,18,2,16,7,43.8,2,1,50.0,SEA_SFO_2018-12-02
DET,2018-12-02,24,Sun,12,13,,LAR,L 16-30,24,9,12,3,11,5,45.5,0,0,,DET_LAR_2018-12-02
CIN,2018-11-25,24,Sun,11,12,,CLE,L 20-35,24,7,14,3,10,5,50.0,1,1,100.0,CIN_CLE_2018-11-25
MIN,2018-11-18,24,Sun,10,11,@,CHI,L 20-25,24,8,12,4,12,6,50.0,0,0,,MIN_CHI_2018-11-18
NYG,2018-11-12,24,Mon,9,10,@,SFO,W 27-23,24,6,14,4,13,8,61.5,0,0,,NYG_SFO_2018-11-12
CHI,2018-11-11,24,Sun,9,10,,DET,W 34-22,24,7,14,3,15,4,26.7,5,4,80.0,CHI_DET_2018-11-11
IND,2018-11-11,24,Sun,9,10,,JAX,W 29-26,24,6,16,2,17,9,52.9,1,1,100.0,IND_JAX_2018-11-11
DAL,2018-11-05,24,Mon,8,9,,TEN,L 14-28,24,11,11,2,14,11,78.6,0,0,,DAL_TEN_2018-11-05
MIA,2018-10-21,24,Sun,7,7,,DET,L 21-32,24,12,10,2,8,2,25.0,1,1,100.0,MIA_DET_2018-10-21
NYJ,2018-10-14,24,Sun,6,6,,IND,W 42-34,24,7,15,2,12,5,41.7,1,0,0.0,NYJ_IND_2018-10-14
CLE,2018-10-14,24,Sun,6,6,,LAC,L 14-38,24,15,7,2,9,1,11.1,0,0,,CLE_LAC_2018-10-14
DEN,2018-10-14,24,Sun,6,6,,LAR,L 20-23,24,13,9,2,17,8,47.1,1,1,100.0,DEN_LAR_2018-10-14
PIT,2018-09-30,24,Sun,4,4,,BAL,L 14-26,24,6,17,1,17,8,47.1,1,1,100.0,PIT_BAL_2018-09-30
NOR,2018-09-23,24,Sun,3,3,@,ATL,W 43-37 (OT),24,1,19,4,11,4,36.4,0,0,,NOR_ATL_2018-09-23
GNB,2018-09-16,24,Sun,2,2,,MIN,T 29-29 (OT),24,3,20,1,14,7,50.0,0,0,,GNB_MIN_2018-09-16
TAM,2018-09-16,24,Sun,2,2,,PHI,W 27-21,24,8,14,2,15,5,33.3,5,3,60.0,TAM_PHI_2018-09-16
MIN,2018-09-16,24,Sun,2,2,@,GNB,T 29-29 (OT),24,9,11,4,13,4,30.8,0,0,,MIN_GNB_2018-09-16
ARI,2018-09-16,24,Sun,2,2,@,LAR,L 0-34,24,8,14,2,15,8,53.3,3,1,33.3,ARI_LAR_2018-09-16
PIT,2018-09-16,24,Sun,2,2,,KAN,L 37-42,24,4,17,3,5,2,40.0,0,0,,PIT_KAN_2018-09-16
BAL,2018-09-13,24,Thu,2,2,@,CIN,L 23-34,24,6,14,4,13,5,38.5,0,0,,BAL_CIN_2018-09-13
CIN,2018-09-09,24,Sun,1,1,@,IND,W 34-23,24,4,17,3,17,11,64.7,0,0,,CIN_IND_2018-09-09
TAM,2017-12-18,24,Mon,14,15,,ATL,L 21-24,24,13,10,1,15,9,60.0,0,0,,TAM_ATL_2017-12-18
CAR,2017-12-17,24,Sun,14,15,,GNB,W 31-24,24,9,13,2,11,4,36.4,3,2,66.7,CAR_GNB_2017-12-17
WAS,2017-12-10,24,Sun,13,14,@,LAC,L 13-30,24,7,14,3,15,6,40.0,0,0,,WAS_LAC_2017-12-10
CLE,2017-12-10,24,Sun,13,14,,GNB,L 21-27 (OT),24,7,14,3,16,8,50.0,3,2,66.7,CLE_GNB_2017-12-10
CIN,2017-12-04,24,Mon,12,13,,PIT,L 20-23,24,5,15,4,12,4,33.3,1,1,100.0,CIN_PIT_2017-12-04
TEN,2017-12-03,24,Sun,12,13,,HOU,W 24-13,24,3,17,4,16,8,50.0,1,1,100.0,TEN_HOU_2017-12-03
DET,2017-12-03,24,Sun,12,13,@,BAL,L 20-44,24,8,13,3,12,5,41.7,0,0,,DET_BAL_2017-12-03
NOR,2017-11-26,24,Sun,11,12,@,LAR,L 20-26,24,6,14,4,14,3,21.4,0,0,,NOR_LAR_2017-11-26
CHI,2017-11-26,24,Sun,11,12,@,PHI,L 3-31,24,8,14,2,16,7,43.8,4,3,75.0,CHI_PHI_2017-11-26
NOR,2017-11-19,24,Sun,10,11,,WAS,W 34-31 (OT),24,6,15,3,12,4,33.3,2,2,100.0,NOR_WAS_2017-11-19
DET,2017-11-19,24,Sun,10,11,@,CHI,W 27-24,24,11,11,2,9,3,33.3,1,1,100.0,DET_CHI_2017-11-19
MIN,2017-11-12,24,Sun,9,10,@,WAS,W 38-30,24,7,16,1,14,5,35.7,5,3,60.0,MIN_WAS_2017-11-12
SEA,2017-11-09,24,Thu,9,10,@,ARI,W 22-16,24,2,16,6,15,6,40.0,3,1,33.3,SEA_ARI_2017-11-09
GNB,2017-11-06,24,Mon,8,9,,DET,L 17-30,24,4,19,1,13,8,61.5,0,0,,GNB_DET_2017-11-06
KAN,2017-11-05,24,Sun,9,9,@,DAL,L 17-28,24,10,13,1,12,7,58.3,0,0,,KAN_DAL_2017-11-05
TEN,2017-11-05,24,Sun,8,9,,BAL,W 23-20,24,4,19,1,16,6,37.5,4,3,75.0,TEN_BAL_2017-11-05
GNB,2017-10-15,24,Sun,6,6,@,MIN,L 10-23,24,7,13,4,12,4,33.3,1,0,0.0,GNB_MIN_2017-10-15
DAL,2017-10-01,24,Sun,4,4,,LAR,L 30-35,24,9,14,1,13,5,38.5,0,0,,DAL_LAR_2017-10-01
CAR,2017-10-01,24,Sun,4,4,@,NWE,W 33-30,24,5,18,1,14,7,50.0,2,2,100.0,CAR_NWE_2017-10-01
TAM,2017-10-01,24,Sun,3,4,,NYG,W 25-23,24,5,17,2,17,8,47.1,1,0,0.0,TAM_NYG_2017-10-01
TEN,2017-09-24,24,Sun,3,3,,SEA,W 33-27,24,4,20,0,14,4,28.6,2,1,50.0,TEN_SEA_2017-09-24
BAL,2017-09-24,24,Sun,3,3,@,JAX,L 7-44,24,7,13,4,12,3,25.0,2,2,100.0,BAL_JAX_2017-09-24
KAN,2017-09-24,24,Sun,3,3,@,LAC,W 24-10,24,5,13,6,13,5,38.5,0,0,,KAN_LAC_2017-09-24
NYG,2017-09-24,24,Sun,3,3,@,PHI,L 24-27,24,13,8,3,14,5,35.7,3,2,66.7,NYG_PHI_2017-09-24
CLE,2017-09-17,24,Sun,2,2,@,BAL,L 10-24,24,7,16,1,11,4,36.4,0,0,,CLE_BAL_2017-09-17
MIA,2017-09-17,24,Sun,1,2,@,LAC,W 19-17,24,3,19,2,8,2,25.0,0,0,,MIA_LAC_2017-09-17
ATL,2017-09-17,24,Sun,2,2,,GNB,W 34-23,24,4,18,2,12,5,41.7,3,3,100.0,ATL_GNB_2017-09-17
DET,2017-09-10,24,Sun,1,1,,ARI,W 35-23,24,4,15,5,15,6,40.0,1,1,100.0,DET_ARI_2017-09-10
CLE,2023-01-08,23,Sun,17,18,@,PIT,L 14-28,23,10,10,3,15,9,60.0,0,0,,CLE_PIT_2023-01-08
NYG,2023-01-08,23,Sun,17,18,@,PHI,L 16-22,23,11,11,1,14,5,35.7,0,0,,NYG_PHI_2023-01-08
MIN,2022-12-24,23,Sat,15,16,,NYG,W 27-24,23,6,15,2,11,3,27.3,1,1,100.0,MIN_NYG_2022-12-24
NYG,2022-12-24,23,Sat,15,16,@,MIN,L 24-27,23,4,17,2,13,6,46.2,1,0,0.0,NYG_MIN_2022-12-24
ARI,2022-12-18,23,Sun,14,15,@,DEN,L 15-24,23,12,10,1,11,4,36.4,0,0,,ARI_DEN_2022-12-18
TEN,2022-12-18,23,Sun,14,15,@,LAC,L 14-17,23,8,13,2,13,4,30.8,2,2,100.0,TEN_LAC_2022-12-18
CLE,2022-12-11,23,Sun,13,14,@,CIN,L 10-23,23,8,11,4,15,6,40.0,0,0,,CLE_CIN_2022-12-11
BAL,2022-12-11,23,Sun,13,14,@,PIT,W 16-14,23,3,16,4,8,4,50.0,0,0,,BAL_PIT_2022-12-11
DET,2022-12-11,23,Sun,13,14,,MIN,W 34-23,23,2,18,3,10,4,40.0,2,1,50.0,DET_MIN_2022-12-11
MIN,2022-12-11,23,Sun,13,14,@,DET,L 23-34,23,4,18,1,15,7,46.7,2,1,50.0,MIN_DET_2022-12-11
IND,2022-12-04,23,Sun,13,13,@,DAL,L 19-54,23,10,11,2,13,7,53.8,1,1,100.0,IND_DAL_2022-12-04
MIN,2022-12-04,23,Sun,12,13,,NYJ,W 27-22,23,6,15,2,16,3,18.8,5,2,40.0,MIN_NYJ_2022-12-04
NWE,2022-11-24,23,Thu,11,12,@,MIN,L 26-33,23,2,16,5,15,8,53.3,0,0,,NWE_MIN_2022-11-24
LAC,2022-11-20,23,Sun,10,11,,KAN,L 27-30,23,7,15,1,10,5,50.0,0,0,,LAC_KAN_2022-11-20
MIN,2022-11-20,23,Sun,10,11,,DAL,L 3-40,23,12,11,0,17,12,70.6,0,0,,MIN_DAL_2022-11-20
NYG,2022-11-20,23,Sun,10,11,,DET,L 18-31,23,12,9,2,13,6,46.2,0,0,,NYG_DET_2022-11-20
NOR,2022-11-07,23,Mon,9,9,,BAL,L 13-27,23,14,7,2,15,9,60.0,0,0,,NOR_BAL_2022-11-07
MIA,2022-11-06,23,Sun,9,9,@,CHI,W 35-32,23,15,7,1,16,10,62.5,2,1,50.0,MIA_CHI_2022-11-06
ATL,2022-10-30,23,Sun,8,8,,CAR,W 37-34 (OT),23,10,12,1,13,5,38.5,2,1,50.0,ATL_CAR_2022-10-30
MIN,2022-10-16,23,Sun,6,6,@,MIA,W 24-16,23,5,18,0,14,4,28.6,2,1,50.0,MIN_MIA_2022-10-16
BUF,2022-10-16,23,Sun,6,6,@,KAN,W 24-20,23,4,16,3,11,4,36.4,1,1,100.0,BUF_KAN_2022-10-16
NYG,2022-10-16,23,Sun,6,6,,BAL,W 24-20,23,10,13,0,10,4,40.0,0,0,,NYG_BAL_2022-10-16
PHI,2022-10-09,23,Sun,5,5,@,ARI,W 20-17,23,7,16,0,14,8,57.1,1,1,100.0,PHI_ARI_2022-10-09
BUF,2022-10-09,23,Sun,5,5,,PIT,W 38-3,23,2,19,2,15,5,33.3,3,0,0.0,BUF_PIT_2022-10-09
NOR,2022-10-02,23,Sun,4,4,,MIN,L 25-28,23,3,15,5,14,5,35.7,1,1,100.0,NOR_MIN_2022-10-02
NYG,2022-09-26,23,Mon,3,3,,DAL,L 16-23,23,9,12,2,13,5,38.5,1,1,100.0,NYG_DAL_2022-09-26
LAR,2022-09-25,23,Sun,3,3,@,ARI,W 20-12,23,8,15,0,18,6,33.3,5,4,80.0,LAR_ARI_2022-09-25
ATL,2022-09-25,23,Sun,3,3,@,SEA,W 27-23,23,8,15,0,17,9,52.9,3,2,66.7,ATL_SEA_2022-09-25
MIN,2022-09-25,23,Sun,3,3,,DET,W 28-24,23,6,14,3,16,3,18.8,6,4,66.7,MIN_DET_2022-09-25
TEN,2022-09-19,23,Mon,2,2,@,BUF,L 7-41,23,6,13,4,13,5,38.5,3,2,66.7,TEN_BUF_2022-09-19
MIA,2022-09-18,23,Sun,2,2,@,BAL,W 42-38,23,6,13,4,10,3,30.0,3,1,33.3,MIA_BAL_2022-09-18
CAR,2022-09-11,23,Sun,1,1,,CLE,L 24-26,23,11,7,5,18,8,44.4,2,1,50.0,CAR_CLE_2022-09-11
PHI,2022-09-11,23,Sun,1,1,@,DET,W 38-35,23,9,12,2,14,9,64.3,1,1,100.0,PHI_DET_2022-09-11
LAR,2022-09-08,23,Thu,1,1,,BUF,L 10-31,23,7,15,1,10,9,90.0,0,0,,LAR_BUF_2022-09-08
NWE,2022-01-09,23,Sun,17,18,@,MIA,L 24-33,23,12,7,4,15,7,46.7,1,0,0.0,NWE_MIA_2022-01-09
LAR,2022-01-09,23,Sun,17,18,,SFO,L 24-27 (OT),23,8,15,0,14,9,64.3,0,0,,LAR_SFO_2022-01-09
HOU,2022-01-09,23,Sun,17,18,,TEN,L 25-28,23,6,16,1,13,8,61.5,0,0,,HOU_TEN_2022-01-09
DAL,2022-01-02,23,Sun,16,17,,ARI,L 22-25,23,9,12,2,16,7,43.8,2,2,100.0,DAL_ARI_2022-01-02
KAN,2022-01-02,23,Sun,16,17,@,CIN,L 31-34,23,5,12,6,10,4,40.0,1,1,100.0,KAN_CIN_2022-01-02
CIN,2022-01-02,23,Sun,16,17,,KAN,W 34-31,23,11,11,1,11,6,54.5,1,1,100.0,CIN_KAN_2022-01-02
WAS,2021-12-21,23,Tue,14,15,@,PHI,L 17-27,23,11,12,0,13,7,53.8,1,0,0.0,WAS_PHI_2021-12-21
NYJ,2021-12-19,23,Sun,14,15,@,MIA,L 24-31,23,12,10,1,12,5,41.7,3,2,66.7,NYJ_MIA_2021-12-19
ATL,2021-12-19,23,Sun,14,15,@,SFO,L 13-31,23,11,11,1,11,6,54.5,0,0,,ATL_SFO_2021-12-19
DET,2021-12-19,23,Sun,14,15,,ARI,W 30-12,23,6,16,1,15,7,46.7,3,1,33.3,DET_ARI_2021-12-19
NYG,2021-12-19,23,Sun,14,15,,DAL,L 6-21,23,9,14,0,14,8,57.1,0,0,,NYG_DAL_2021-12-19
LVR,2021-12-05,23,Sun,12,13,,WAS,L 15-17,23,7,12,4,13,7,53.8,0,0,,LVR_WAS_2021-12-05
MIN,2021-12-05,23,Sun,12,13,@,DET,L 27-29,23,7,14,2,11,2,18.2,3,1,33.3,MIN_DET_2021-12-05
LAC,2021-11-28,23,Sun,11,12,@,DEN,L 13-28,23,11,9,3,11,8,72.7,0,0,,LAC_DEN_2021-11-28
MIN,2021-11-28,23,Sun,11,12,@,SFO,L 26-34,23,11,10,2,12,5,41.7,0,0,,MIN_SFO_2021-11-28
TEN,2021-11-28,23,Sun,12,12,@,NWE,L 13-36,23,6,15,2,10,4,40.0,0,0,,TEN_NWE_2021-11-28
LVR,2021-11-25,23,Thu,11,12,@,DAL,W 36-33 (OT),23,6,13,4,13,3,23.1,0,0,,LVR_DAL_2021-11-25
LVR,2021-11-21,23,Sun,10,11,,CIN,L 13-32,23,10,10,3,16,8,50.0,0,0,,LVR_CIN_2021-11-21
CHI,2021-11-21,23,Sun,10,11,,BAL,L 13-16,23,9,12,2,16,7,43.8,1,1,100.0,CHI_BAL_2021-11-21
TAM,2021-11-14,23,Sun,9,10,@,WAS,L 19-29,23,8,13,2,19,11,57.9,2,2,100.0,TAM_WAS_2021-11-14
MIA,2021-11-11,23,Thu,10,10,,BAL,W 22-10,23,7,12,4,14,2,14.3,0,0,,MIA_BAL_2021-11-11
DAL,2021-11-07,23,Sun,8,9,,DEN,L 16-30,23,12,9,2,15,8,53.3,0,0,,DAL_DEN_2021-11-07
MIN,2021-10-31,23,Sun,7,8,,DAL,L 16-20,23,4,17,2,14,7,50.0,0,0,,MIN_DAL_2021-10-31
PHI,2021-10-24,23,Sun,7,7,@,LVR,L 22-33,23,7,16,0,9,3,33.3,1,1,100.0,PHI_LVR_2021-10-24
DEN,2021-10-21,23,Thu,7,7,@,CLE,L 14-17,23,12,11,0,15,9,60.0,1,1,100.0,DEN_CLE_2021-10-21
JAX,2021-10-17,23,Sun,6,6,,MIA,W 23-20,23,4,18,1,17,9,52.9,2,1,50.0,JAX_MIA_2021-10-17
JAX,2021-10-10,23,Sun,5,5,,TEN,L 19-37,23,12,10,1,11,5,45.5,1,1,100.0,JAX_TEN_2021-10-10
PIT,2021-10-03,23,Sun,4,4,@,GNB,L 17-27,23,9,13,1,15,9,60.0,1,0,0.0,PIT_GNB_2021-10-03
SEA,2021-10-03,23,Sun,4,4,@,SFO,W 28-21,23,7,15,1,14,2,14.3,4,3,75.0,SEA_SFO_2021-10-03
CHI,2021-10-03,23,Sun,4,4,,DET,W 24-14,23,4,15,4,11,4,36.4,3,1,33.3,CHI_DET_2021-10-03
NYJ,2021-09-26,23,Sun,3,3,@,DEN,L 0-26,23,9,10,4,11,4,36.4,0,0,,NYJ_DEN_2021-09-26
JAX,2021-09-26,23,Sun,3,3,,ARI,L 19-31,23,8,14,1,9,1,11.1,2,2,100.0,JAX_ARI_2021-09-26
PHI,2021-09-19,23,Sun,2,2,,SFO,L 11-17,23,10,9,4,14,6,42.9,1,1,100.0,PHI_SFO_2021-09-19
SEA,2021-09-12,23,Sun,1,1,@,IND,W 28-16,23,8,14,1,13,5,38.5,3,0,0.0,SEA_IND_2021-09-12
NYJ,2021-01-03,23,Sun,16,17,@,NWE,L 14-28,23,7,15,1,12,6,50.0,0,0,,NYJ_NWE_2021-01-03
JAX,2021-01-03,23,Sun,16,17,@,IND,L 14-28,23,12,9,2,10,3,30.0,0,0,,JAX_IND_2021-01-03
KAN,2020-12-27,23,Sun,15,16,,ATL,W 17-14,23,4,17,2,12,6,50.0,0,0,,KAN_ATL_2020-12-27
NYJ,2020-12-27,23,Sun,15,16,,CLE,W 23-16,23,8,12,3,15,6,40.0,1,0,0.0,NYJ_CLE_2020-12-27
CIN,2020-12-27,23,Sun,15,16,@,HOU,W 37-31,23,8,14,1,9,4,44.4,0,0,,CIN_HOU_2020-12-27
ATL,2020-12-27,23,Sun,15,16,@,KAN,L 14-17,23,9,14,0,13,5,38.5,2,1,50.0,ATL_KAN_2020-12-27
LAC,2020-12-27,23,Sun,15,16,,DEN,W 19-16,23,8,15,0,17,7,41.2,2,2,100.0,LAC_DEN_2020-12-27
MIA,2020-12-26,23,Sat,15,16,@,LVR,W 26-25,23,5,15,3,10,0,0.0,2,1,50.0,MIA_LVR_2020-12-26
TAM,2020-12-20,23,Sun,14,15,@,ATL,W 31-27,23,2,21,0,15,6,40.0,2,1,50.0,TAM_ATL_2020-12-20
MIN,2020-12-20,23,Sun,14,15,,CHI,L 27-33,23,13,10,0,12,6,50.0,0,0,,MIN_CHI_2020-12-20
ATL,2020-12-13,23,Sun,13,14,@,LAC,L 17-20,23,8,14,1,15,9,60.0,0,0,,ATL_LAC_2020-12-13
CAR,2020-12-13,23,Sun,13,14,,DEN,L 27-32,23,7,13,3,8,3,37.5,0,0,,CAR_DEN_2020-12-13
HOU,2020-12-13,23,Sun,13,14,@,CHI,L 7-36,23,5,17,1,10,3,30.0,0,0,,HOU_CHI_2020-12-13
ATL,2020-12-06,23,Sun,12,13,,NOR,L 16-21,23,9,13,1,17,8,47.1,3,2,66.7,ATL_NOR_2020-12-06
CIN,2020-12-06,23,Sun,12,13,@,MIA,L 7-19,23,4,16,3,10,1,10.0,1,1,100.0,CIN_MIA_2020-12-06
LVR,2020-11-29,23,Sun,11,12,@,ATL,L 6-43,23,5,13,5,19,9,47.4,1,1,100.0,LVR_ATL_2020-11-29
LAC,2020-11-29,23,Sun,11,12,@,BUF,L 17-27,23,11,8,4,9,4,44.4,0,0,,LAC_BUF_2020-11-29
NWE,2020-11-29,23,Sun,11,12,,ARI,W 20-17,23,9,12,2,14,6,42.9,1,0,0.0,NWE_ARI_2020-11-29
JAX,2020-11-22,23,Sun,10,11,,PIT,L 3-27,23,7,12,4,17,7,41.2,1,1,100.0,JAX_PIT_2020-11-22
GNB,2020-11-22,23,Sun,10,11,@,IND,L 31-34 (OT),23,10,12,1,16,6,37.5,2,2,100.0,GNB_IND_2020-11-22
DEN,2020-11-08,23,Sun,8,9,@,ATL,L 27-34,23,5,15,3,13,6,46.2,0,0,,DEN_ATL_2020-11-08
ATL,2020-11-08,23,Sun,9,9,,DEN,W 34-27,23,3,17,3,16,7,43.8,2,0,0.0,ATL_DEN_2020-11-08
NYG,2020-11-02,23,Mon,8,8,,TAM,L 23-25,23,3,18,2,12,4,33.3,1,1,100.0,NYG_TAM_2020-11-02
CHI,2020-11-01,23,Sun,8,8,,NOR,L 23-26 (OT),23,10,11,2,13,2,15.4,3,2,66.7,CHI_NOR_2020-11-01
TEN,2020-10-25,23,Sun,6,7,,PIT,L 24-27,23,6,15,2,18,13,72.2,0,0,,TEN_PIT_2020-10-25
CIN,2020-10-25,23,Sun,7,7,,CLE,L 34-37,23,5,16,2,7,5,71.4,0,0,,CIN_CLE_2020-10-25
CHI,2020-10-18,23,Sun,6,6,@,CAR,W 23-16,23,8,8,7,13,3,23.1,2,1,50.0,CHI_CAR_2020-10-18
CIN,2020-10-18,23,Sun,6,6,@,IND,L 27-31,23,5,18,0,11,7,63.6,0,0,,CIN_IND_2020-10-18
TEN,2020-10-13,23,Tue,4,5,,BUF,W 42-16,23,7,16,0,17,13,76.5,0,0,,TEN_BUF_2020-10-13
LAC,2020-10-12,23,Mon,5,5,@,NOR,L 27-30 (OT),23,6,17,0,15,5,33.3,0,0,,LAC_NOR_2020-10-12
DAL,2020-09-27,23,Sun,3,3,@,SEA,L 31-38,23,4,15,4,13,5,38.5,1,1,100.0,DAL_SEA_2020-09-27
LAR,2020-09-27,23,Sun,3,3,@,BUF,L 32-35,23,8,14,1,10,5,50.0,1,1,100.0,LAR_BUF_2020-09-27
MIN,2020-09-27,23,Sun,3,3,,TEN,L 30-31,23,10,13,0,13,3,23.1,1,1,100.0,MIN_TEN_2020-09-27
JAX,2020-09-24,23,Thu,3,3,,MIA,L 13-31,23,10,9,4,13,7,53.8,1,1,100.0,JAX_MIA_2020-09-24
LAC,2020-09-20,23,Sun,2,2,,KAN,L 20-23 (OT),23,8,15,0,15,7,46.7,1,1,100.0,LAC_KAN_2020-09-20
HOU,2020-09-20,23,Sun,2,2,,BAL,L 16-33,23,11,11,1,14,5,35.7,2,2,100.0,HOU_BAL_2020-09-20
PIT,2020-09-20,23,Sun,2,2,,DEN,W 26-21,23,5,12,6,15,5,33.3,2,0,0.0,PIT_DEN_2020-09-20
MIA,2020-09-20,23,Sun,2,2,,BUF,L 28-31,23,7,15,1,10,5,50.0,0,0,,MIA_BUF_2020-09-20
JAX,2020-09-20,23,Sun,2,2,@,TEN,L 30-33,23,7,12,4,11,7,63.6,0,0,,JAX_TEN_2020-09-20
CIN,2020-09-17,23,Thu,2,2,@,CLE,L 30-35,23,14,9,0,8,5,62.5,2,1,50.0,CIN_CLE_2020-09-17
DAL,2020-09-13,23,Sun,1,1,@,LAR,L 17-20,23,11,12,0,17,9,52.9,1,1,100.0,DAL_LAR_2020-09-13
CLE,2020-09-13,23,Sun,1,1,@,BAL,L 6-38,23,7,16,0,11,6,54.5,0,0,,CLE_BAL_2020-09-13
CAR,2020-09-13,23,Sun,1,1,,LVR,L 30-34,23,10,11,2,11,6,54.5,0,0,,CAR_LVR_2020-09-13
