Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,game_id
GNB,2020-11-05,405,Thu,8,9,@,SFO,W 34-17,405,63,6.43,53,6.36,0,36:30,3:02,GNB_SFO_2020-11-05
SFO,2018-11-01,405,Thu,9,9,,OAK,W 34-3,405,54,7.50,55,4.40,0,28:34,2:50,SFO_OAK_2018-11-01
CLE,2017-11-26,405,Sun,11,12,@,CIN,L 16-30,405,67,6.04,59,6.12,0,29:28,2:54,CLE_CIN_2017-11-26
DAL,2022-12-11,404,Sun,13,14,,HOU,W 27-23,404,71,5.69,64,5.11,3,26:46,3:06,DAL_HOU_2022-12-11
SFO,2022-12-11,404,Sun,13,14,,TAM,W 35-7,404,59,6.85,74,4.35,1,32:40,3:08,SFO_TAM_2022-12-11
LVR,2022-12-04,404,Sun,12,13,,LAC,W 27-20,404,59,6.85,74,5.22,2,29:16,3:07,LVR_LAC_2022-12-04
HOU,2022-10-23,404,Sun,6,7,@,LVR,L 20-38,404,65,6.22,55,7.27,1,29:17,2:50,HOU_LVR_2022-10-23
SEA,2022-10-23,404,Sun,7,7,@,LAC,W 37-23,404,63,6.41,69,4.77,2,33:57,3:19,SEA_LAC_2022-10-23
DET,2022-01-09,404,Sun,17,18,,GNB,W 37-30,404,59,6.85,66,5.73,0,26:21,3:02,DET_GNB_2022-01-09
DEN,2021-12-05,404,Sun,12,13,@,KAN,L 9-22,404,72,5.61,54,4.94,3,33:30,2:54,DEN_KAN_2021-12-05
NWE,2021-01-03,404,Sun,16,17,,NYJ,W 28-14,404,63,6.41,62,5.65,0,26:28,3:01,NWE_NYJ_2021-01-03
BUF,2020-09-13,404,Sun,1,1,,NYJ,W 27-17,404,81,4.99,53,4.79,2,41:17,3:10,BUF_NYJ_2020-09-13
ARI,2020-09-13,404,Sun,1,1,@,SFO,W 24-20,404,78,5.18,61,6.00,1,31:26,3:04,ARI_SFO_2020-09-13
DAL,2018-11-22,404,Thu,11,12,,WAS,W 31-23,404,69,5.86,61,5.43,0,33:23,3:36,DAL_WAS_2018-11-22
KAN,2017-12-24,404,Sun,15,16,,MIA,W 29-13,404,74,5.46,54,6.39,0,37:53,3:11,KAN_MIA_2017-12-24
JAX,2022-11-06,403,Sun,9,9,,LVR,W 27-20,403,68,5.93,57,5.63,1,32:25,3:07,JAX_LVR_2022-11-06
CLE,2022-10-02,403,Sun,4,4,@,ATL,L 20-23,403,71,5.68,55,6.05,2,35:44,2:47,CLE_ATL_2022-10-02
LVR,2021-11-07,403,Sun,8,9,@,NYG,L 16-23,403,67,6.01,54,4.57,3,29:49,2:54,LVR_NYG_2021-11-07
MIN,2021-09-12,403,Sun,1,1,@,CIN,L 24-27 (OT),403,75,5.37,68,5.38,1,35:09,3:38,MIN_CIN_2021-09-12
JAX,2020-11-08,403,Sun,8,9,,HOU,L 25-27,403,67,6.01,62,6.03,1,32:07,3:11,JAX_HOU_2020-11-08
DET,2020-10-18,403,Sun,5,6,@,JAX,W 34-16,403,70,5.76,61,4.51,1,35:57,3:00,DET_JAX_2020-10-18
GNB,2020-10-05,403,Mon,4,4,,ATL,W 30-16,403,60,6.72,68,4.81,0,29:38,2:56,GNB_ATL_2020-10-05
TEN,2019-10-20,403,Sun,7,7,,LAC,W 23-20,403,61,6.61,60,6.08,1,32:15,3:10,TEN_LAC_2019-10-20
TEN,2018-12-02,403,Sun,12,13,,NYJ,W 26-22,403,60,6.72,65,4.31,1,26:38,3:17,TEN_NYJ_2018-12-02
BAL,2018-11-18,403,Sun,10,11,,CIN,W 24-21,403,75,5.37,54,4.72,1,38:09,3:05,BAL_CIN_2018-11-18
NWE,2017-10-22,403,Sun,7,7,,ATL,W 23-7,403,67,6.01,56,6.13,0,34:05,2:55,NWE_ATL_2017-10-22
SEA,2023-01-08,402,Sun,17,18,,LAR,W 19-16 (OT),402,70,5.74,59,4.56,2,35:31,3:07,SEA_LAR_2023-01-08
NYJ,2022-09-18,402,Sun,2,2,@,CLE,W 31-30,402,67,6.00,65,6.23,1,27:46,3:09,NYJ_CLE_2022-09-18
TAM,2021-11-22,402,Mon,10,11,,NYG,W 30-10,402,76,5.29,54,3.98,1,35:39,2:53,TAM_NYG_2021-11-22
LAC,2020-12-17,402,Thu,14,15,@,LVR,W 30-27 (OT),402,62,6.48,75,5.99,0,31:00,3:18,LAC_LVR_2020-12-17
SFO,2020-12-07,402,Mon,12,13,,BUF,L 24-34,402,60,6.70,68,6.60,2,25:02,3:03,SFO_BUF_2020-12-07
WAS,2020-11-08,402,Sun,8,9,,NYG,L 20-23,402,50,8.04,74,4.73,5,23:33,2:57,WAS_NYG_2020-11-08
DAL,2020-10-11,402,Sun,5,5,,NYG,W 37-34,402,64,6.28,62,4.84,2,27:38,3:18,DAL_NYG_2020-10-11
DAL,2019-10-20,402,Sun,7,7,,PHI,W 37-10,402,66,6.09,57,4.96,1,32:22,3:01,DAL_PHI_2019-10-20
DET,2018-12-30,402,Sun,16,17,@,GNB,W 31-0,402,72,5.58,56,3.13,0,36:54,2:45,DET_GNB_2018-12-30
IND,2018-12-23,402,Sun,15,16,,NYG,W 28-27,402,64,6.28,62,6.32,1,28:19,2:59,IND_NYG_2018-12-23
NYG,2018-12-09,402,Sun,13,14,@,WAS,W 40-16,402,63,6.38,57,5.05,1,30:09,3:01,NYG_WAS_2018-12-09
NYG,2018-11-25,402,Sun,11,12,@,PHI,L 22-25,402,57,7.05,60,5.68,1,27:22,3:06,NYG_PHI_2018-11-25
CHI,2018-11-11,402,Sun,9,10,,DET,W 34-22,402,53,7.58,72,4.24,0,28:00,3:13,CHI_DET_2018-11-11
CIN,2018-10-28,402,Sun,8,8,,TAM,W 37-34,402,63,6.38,83,6.94,0,24:01,3:23,CIN_TAM_2018-10-28
LAR,2017-12-24,402,Sun,15,16,@,TEN,W 27-23,402,66,6.09,66,5.55,1,30:04,3:20,LAR_TEN_2017-12-24
SFO,2017-10-08,402,Sun,5,5,@,IND,L 23-26 (OT),402,70,5.74,73,6.12,0,31:05,3:32,SFO_IND_2017-10-08
NWE,2017-10-05,402,Thu,5,5,@,TAM,W 19-14,402,66,6.09,68,6.01,2,30:50,3:13,NWE_TAM_2017-10-05
BUF,2022-11-24,401,Thu,11,12,@,DET,W 28-25,401,74,5.42,67,4.87,1,31:26,3:14,BUF_DET_2022-11-24
PHI,2022-10-30,401,Sun,7,8,,PIT,W 35-13,401,53,7.57,70,4.31,0,25:42,2:54,PHI_PIT_2022-10-30
PHI,2022-10-02,401,Sun,4,4,,JAX,W 29-21,401,77,5.21,46,4.76,1,39:51,2:56,PHI_JAX_2022-10-02
LAC,2022-09-15,401,Thu,2,2,@,KAN,L 24-27,401,74,5.42,54,5.91,1,33:37,2:58,LAC_KAN_2022-09-15
LAR,2021-10-03,401,Sun,4,4,,ARI,L 20-37,401,64,6.27,75,6.20,2,24:50,3:05,LAR_ARI_2021-10-03
BAL,2020-12-08,401,Tue,12,13,,DAL,W 34-17,401,54,7.43,77,5.04,1,27:34,2:58,BAL_DAL_2020-12-08
ATL,2020-10-29,401,Thu,8,8,@,CAR,W 25-17,401,68,5.90,52,5.85,1,36:30,3:04,ATL_CAR_2020-10-29
NYJ,2019-11-24,401,Sun,11,12,,OAK,W 34-3,401,60,6.68,57,3.65,1,31:30,2:52,NYJ_OAK_2019-11-24
CAR,2019-11-10,401,Sun,9,10,@,GNB,L 16-24,401,69,5.81,58,6.69,2,28:38,3:17,CAR_GNB_2019-11-10
CIN,2019-10-27,401,Sun,8,8,@,LAR,L 10-24,401,79,5.08,57,8.25,0,32:43,3:05,CIN_LAR_2019-10-27
SFO,2018-10-15,401,Mon,6,6,@,GNB,L 30-33,401,55,7.29,70,7.44,3,28:52,3:10,SFO_GNB_2018-10-15
NYG,2018-10-11,401,Thu,6,6,,PHI,L 13-34,401,64,6.27,68,5.57,1,27:30,3:13,NYG_PHI_2018-10-11
SEA,2017-12-10,401,Sun,13,14,@,JAX,L 24-30,401,57,7.04,66,6.42,3,26:59,3:21,SEA_JAX_2017-12-10
OAK,2017-12-03,401,Sun,12,13,,NYG,W 24-17,401,66,6.08,61,4.34,1,31:19,3:02,OAK_NYG_2017-12-03
CAR,2023-01-01,400,Sun,16,17,@,TAM,L 24-30,400,61,6.56,73,6.55,3,26:50,3:20,CAR_TAM_2023-01-01
LVR,2022-10-23,400,Sun,6,7,,HOU,W 38-20,400,55,7.27,65,6.22,0,30:43,2:50,LVR_HOU_2022-10-23
PHI,2022-09-25,400,Sun,3,3,@,WAS,W 24-8,400,68,5.88,74,3.24,0,27:06,3:11,PHI_WAS_2022-09-25
GNB,2020-11-01,400,Sun,7,8,,MIN,L 22-28,400,66,6.06,49,6.61,1,32:12,3:11,GNB_MIN_2020-11-01
PHI,2019-12-29,400,Sun,16,17,@,NYG,W 34-17,400,72,5.56,72,5.51,0,31:25,3:14,PHI_NYG_2019-12-29
NYJ,2019-11-17,400,Sun,10,11,@,WAS,W 34-17,400,66,6.06,61,3.69,2,32:19,3:16,NYJ_WAS_2019-11-17
PHI,2019-10-13,400,Sun,6,6,@,MIN,L 20-38,400,65,6.15,65,6.88,3,27:56,3:07,PHI_MIN_2019-10-13
TAM,2017-12-10,400,Sun,13,14,,DET,L 21-24,400,69,5.80,62,7.00,5,30:13,3:11,TAM_DET_2017-12-10
NOR,2017-12-03,400,Sun,12,13,,CAR,W 31-21,400,64,6.25,53,5.26,1,33:21,3:02,NOR_CAR_2017-12-03
LAC,2017-10-01,400,Sun,4,4,,PHI,L 24-26,400,53,7.55,74,6.14,1,20:42,2:46,LAC_PHI_2017-10-01
NOR,2022-10-16,399,Sun,6,6,,CIN,L 26-30,399,71,5.62,54,6.44,0,32:14,2:58,NOR_CIN_2022-10-16
NWE,2022-10-16,399,Sun,6,6,@,CLE,W 38-15,399,65,6.14,67,4.90,1,35:05,3:22,NWE_CLE_2022-10-16
ARI,2022-01-02,399,Sun,16,17,@,DAL,W 25-22,399,72,5.54,57,5.28,0,34:42,3:06,ARI_DAL_2022-01-02
GNB,2021-11-28,399,Sun,12,12,,LAR,W 36-28,399,78,5.12,61,5.79,1,39:40,3:19,GNB_LAR_2021-11-28
TAM,2021-10-14,399,Thu,6,6,@,PHI,W 28-22,399,73,5.47,47,4.53,1,39:56,3:00,TAM_PHI_2021-10-14
HOU,2020-11-22,399,Sun,10,11,,NWE,W 27-20,399,56,7.13,66,6.59,0,27:42,3:05,HOU_NWE_2020-11-22
DAL,2019-10-13,399,Sun,6,6,@,NYJ,L 22-24,399,75,5.32,54,7.07,0,32:03,2:59,DAL_NYJ_2019-10-13
IND,2023-01-08,398,Sun,17,18,,HOU,L 31-32,398,70,5.69,64,5.63,3,33:53,3:09,IND_HOU_2023-01-08
GNB,2022-10-30,398,Sun,8,8,@,BUF,L 17-27,398,63,6.32,54,6.83,1,33:48,3:04,GNB_BUF_2022-10-30
ARI,2021-12-19,398,Sun,14,15,@,DET,L 12-30,398,73,5.45,62,5.45,1,28:08,3:04,ARI_DET_2021-12-19
CIN,2021-10-17,398,Sun,6,6,@,DET,W 34-11,398,68,5.85,61,3.74,1,35:52,2:57,CIN_DET_2021-10-17
DEN,2021-09-19,398,Sun,2,2,@,JAX,W 23-13,398,67,5.94,50,3.78,0,38:52,3:06,DEN_JAX_2021-09-19
SFO,2020-12-26,398,Sat,15,16,@,ARI,W 20-12,398,55,7.24,80,4.38,1,27:44,2:58,SFO_ARI_2020-12-26
HOU,2020-12-06,398,Sun,12,13,,IND,L 20-26,398,62,6.42,67,5.54,2,26:28,3:10,HOU_IND_2020-12-06
CLE,2020-10-25,398,Sun,7,7,@,CIN,W 37-34,398,51,7.80,73,6.41,1,27:03,3:12,CLE_CIN_2020-10-25
CIN,2020-10-18,398,Sun,6,6,@,IND,L 27-31,398,73,5.45,60,7.17,1,34:28,3:10,CIN_IND_2020-10-18
SFO,2019-12-29,398,Sun,16,17,@,SEA,W 26-21,398,48,8.29,71,4.90,0,27:04,3:05,SFO_SEA_2019-12-29
OAK,2019-10-06,398,Sun,5,5,,CHI,W 24-21,398,71,5.61,51,4.63,2,34:43,3:08,OAK_CHI_2019-10-06
WAS,2019-09-08,398,Sun,1,1,@,PHI,L 27-32,398,58,6.86,71,6.14,0,25:33,3:13,WAS_PHI_2019-09-08
CHI,2017-11-19,398,Sun,10,11,,DET,L 24-27,398,61,6.52,58,6.07,1,29:24,3:07,CHI_DET_2017-11-19
JAX,2017-11-12,398,Sun,9,10,,LAC,W 20-17 (OT),398,81,4.91,67,4.81,2,35:01,3:43,JAX_LAC_2017-11-12
DAL,2022-12-18,397,Sun,14,15,@,JAX,L 34-40 (OT),397,74,5.36,70,7.19,2,35:26,3:15,DAL_JAX_2022-12-18
SFO,2022-10-09,397,Sun,5,5,@,CAR,W 37-15,397,61,6.51,65,4.74,1,30:18,3:07,SFO_CAR_2022-10-09
SFO,2021-12-19,397,Sun,14,15,,ATL,W 31-13,397,56,7.09,58,4.74,1,30:27,2:51,SFO_ATL_2021-12-19
CIN,2021-12-12,397,Sun,13,14,,SFO,L 23-26 (OT),397,65,6.11,69,5.14,2,34:17,3:24,CIN_SFO_2021-12-12
ATL,2021-10-24,397,Sun,6,7,@,MIA,W 30-28,397,63,6.30,70,5.90,2,25:22,3:09,ATL_MIA_2021-10-24
ARI,2021-10-24,397,Sun,7,7,,HOU,W 31-5,397,69,5.75,49,3.27,1,34:03,2:59,ARI_HOU_2021-10-24
SEA,2021-09-19,397,Sun,2,2,,TEN,L 30-33 (OT),397,52,7.63,83,6.41,0,22:42,3:27,SEA_TEN_2021-09-19
KAN,2021-09-12,397,Sun,1,1,,CLE,W 33-29,397,61,6.51,56,8.16,0,32:47,3:02,KAN_CLE_2021-09-12
CHI,2020-12-20,397,Sun,14,15,@,MIN,W 33-27,397,64,6.20,66,6.17,1,32:59,3:03,CHI_MIN_2020-12-20
KAN,2020-11-08,397,Sun,9,9,,CAR,W 33-31,397,58,6.84,76,5.72,1,21:59,3:20,KAN_CAR_2020-11-08
WAS,2020-10-25,397,Sun,7,7,,DAL,W 25-3,397,66,6.02,54,2.63,0,36:24,2:53,WAS_DAL_2020-10-25
NOR,2020-09-27,397,Sun,3,3,,GNB,L 30-37,397,58,6.84,59,6.25,1,28:20,3:11,NOR_GNB_2020-09-27
NYG,2019-12-29,397,Sun,16,17,,PHI,L 17-34,397,72,5.51,72,5.56,2,28:35,3:14,NYG_PHI_2019-12-29
TEN,2019-12-22,397,Sun,15,16,,NOR,L 28-38,397,58,6.84,66,5.71,1,28:56,3:20,TEN_NOR_2019-12-22
ATL,2019-09-22,397,Sun,3,3,@,IND,L 24-27,397,54,7.35,62,6.11,1,28:37,2:59,ATL_IND_2019-09-22
SEA,2018-11-25,397,Sun,11,12,@,CAR,W 30-27,397,61,6.51,57,8.35,0,30:26,3:03,SEA_CAR_2018-11-25
IND,2018-11-18,397,Sun,10,11,,TEN,W 38-10,397,60,6.62,61,4.38,0,31:16,2:51,IND_TEN_2018-11-18
TEN,2018-09-30,397,Sun,4,4,,PHI,W 26-23 (OT),397,68,5.84,76,5.68,1,35:30,3:36,TEN_PHI_2018-09-30
KAN,2017-12-16,397,Sat,14,15,,LAC,W 30-13,397,63,6.30,60,5.12,0,33:21,3:09,KAN_LAC_2017-12-16
TAM,2022-12-25,396,Sun,15,16,@,ARI,W 19-16 (OT),396,78,5.08,74,4.39,2,36:57,3:31,TAM_ARI_2022-12-25
TAM,2022-12-18,396,Sun,14,15,,CIN,L 23-34,396,70,5.66,62,3.82,4,30:35,3:07,TAM_CIN_2022-12-18
CLE,2022-11-20,396,Sun,10,11,@,BUF,L 23-31,396,68,5.82,62,5.76,1,31:22,3:15,CLE_BUF_2022-11-20
SEA,2022-10-09,396,Sun,5,5,@,NOR,L 32-39,396,49,8.08,74,5.92,1,22:25,3:20,SEA_NOR_2022-10-09
LVR,2022-09-25,396,Sun,3,3,@,TEN,L 22-24,396,65,6.09,55,6.56,1,30:45,3:09,LVR_TEN_2022-09-25
WAS,2022-09-18,396,Sun,2,2,@,DET,L 27-36,396,72,5.50,61,6.97,1,32:03,3:07,WAS_DET_2022-09-18
JAX,2021-10-17,396,Sun,6,6,,MIA,W 23-20,396,62,6.39,68,6.34,1,27:20,3:12,JAX_MIA_2021-10-17
DEN,2020-12-27,396,Sun,15,16,@,LAC,L 16-19,396,77,5.14,55,5.75,2,33:09,3:00,DEN_LAC_2020-12-27
HOU,2019-11-21,396,Thu,11,12,,IND,W 20-17,396,55,7.20,65,4.55,1,26:43,2:58,HOU_IND_2019-11-21
CIN,2018-09-23,396,Sun,3,3,@,CAR,L 21-31,396,61,6.49,66,5.71,4,26:05,3:07,CIN_CAR_2018-09-23
NWE,2017-11-12,396,Sun,9,10,@,DEN,W 41-16,396,67,5.91,61,5.56,0,29:43,3:00,NWE_DEN_2017-11-12
NWE,2017-09-24,396,Sun,3,3,,HOU,W 36-33,396,60,6.60,67,6.22,1,26:22,3:19,NWE_HOU_2017-09-24
MIN,2022-09-11,395,Sun,1,1,,GNB,W 23-7,395,61,6.48,61,5.54,0,31:23,3:03,MIN_GNB_2022-09-11
JAX,2021-09-12,395,Sun,1,1,@,HOU,L 21-37,395,68,5.81,75,5.99,3,24:56,3:24,JAX_HOU_2021-09-12
KAN,2020-12-27,395,Sun,15,16,,ATL,W 17-14,395,66,5.98,62,5.92,2,26:48,2:53,KAN_ATL_2020-12-27
GNB,2020-11-15,395,Sun,9,10,,JAX,W 24-20,395,60,6.58,61,4.26,2,31:41,3:15,GNB_JAX_2020-11-15
LAR,2019-12-21,395,Sat,15,16,@,SFO,L 31-34,395,70,5.64,56,5.96,1,32:21,3:06,LAR_SFO_2019-12-21
BAL,2019-09-29,395,Sun,4,4,,CLE,L 25-40,395,67,5.90,61,8.69,3,29:43,3:08,BAL_CLE_2019-09-29
PIT,2018-11-04,395,Sun,8,9,@,BAL,W 23-16,395,76,5.20,56,4.73,0,36:29,3:05,PIT_BAL_2018-11-04
CHI,2018-10-28,395,Sun,7,8,,NYJ,W 24-10,395,65,6.08,54,3.83,0,32:44,3:00,CHI_NYJ_2018-10-28
PHI,2018-10-28,395,Sun,8,8,@,JAX,W 24-18,395,62,6.37,62,5.40,2,32:38,2:53,PHI_JAX_2018-10-28
OAK,2018-09-10,395,Mon,1,1,,LAR,L 13-33,395,64,6.17,60,6.08,3,31:31,3:10,OAK_LAR_2018-09-10
TAM,2017-12-03,395,Sun,12,13,@,GNB,L 20-26 (OT),395,74,5.34,53,5.21,1,37:17,2:59,TAM_GNB_2017-12-03
MIA,2017-11-05,395,Sun,8,9,,OAK,L 24-27,395,61,6.48,58,6.53,1,29:04,3:05,MIA_OAK_2017-11-05
NYG,2023-01-01,394,Sun,16,17,,IND,W 38-10,394,61,6.46,56,4.50,1,31:36,2:42,NYG_IND_2023-01-01
BAL,2022-09-25,394,Sun,3,3,@,NWE,W 37-26,394,59,6.68,63,7.10,2,30:36,3:04,BAL_NWE_2022-09-25
NYG,2022-09-11,394,Sun,1,1,@,TEN,W 21-20,394,58,6.79,60,5.98,2,28:54,3:00,NYG_TEN_2022-09-11
NWE,2021-11-28,394,Sun,12,12,,TEN,W 36-13,394,58,6.79,62,5.73,0,28:58,2:57,NWE_TEN_2021-11-28
PIT,2021-01-03,394,Sun,16,17,@,CLE,L 22-24,394,65,6.06,62,5.77,1,27:50,3:02,PIT_CLE_2021-01-03
NOR,2020-11-01,394,Sun,7,8,@,CHI,W 26-23 (OT),394,72,5.47,69,4.77,0,35:15,3:34,NOR_CHI_2020-11-01
DEN,2019-11-17,394,Sun,10,11,@,MIN,L 23-27,394,75,5.25,58,5.53,1,36:43,3:15,DEN_MIN_2019-11-17
PIT,2019-10-28,394,Mon,7,8,,MIA,W 27-14,394,67,5.88,57,4.04,1,35:18,3:15,PIT_MIA_2019-10-28
WAS,2017-11-12,394,Sun,9,10,,MIN,L 30-38,394,73,5.40,60,6.77,1,31:06,3:10,WAS_MIN_2017-11-12
DET,2022-10-30,393,Sun,7,8,,MIA,L 27-31,393,57,6.89,64,7.44,0,25:38,2:50,DET_MIA_2022-10-30
GNB,2021-11-14,393,Sun,10,10,,SEA,W 17-0,393,70,5.61,59,3.53,1,39:09,3:03,GNB_SEA_2021-11-14
BAL,2021-10-24,393,Sun,7,7,,CIN,L 17-41,393,71,5.54,63,8.25,0,31:49,3:15,BAL_CIN_2021-10-24
NWE,2021-09-12,393,Sun,1,1,,MIA,L 16-17,393,70,5.61,52,4.98,2,36:43,2:54,NWE_MIA_2021-09-12
GNB,2020-11-29,393,Sun,11,12,,CHI,W 41-25,393,68,5.78,65,5.38,0,37:44,3:05,GNB_CHI_2020-11-29
ARI,2019-12-29,393,Sun,16,17,@,LAR,L 24-31,393,61,6.44,79,5.37,5,23:02,3:19,ARI_LAR_2019-12-29
CLE,2019-12-15,393,Sun,14,15,@,ARI,L 24-38,393,67,5.87,60,7.42,2,30:49,3:00,CLE_ARI_2019-12-15
CAR,2018-12-09,393,Sun,13,14,@,CLE,L 20-26,393,69,5.70,45,7.73,1,33:50,3:10,CAR_CLE_2018-12-09
BUF,2017-11-19,393,Sun,10,11,@,LAC,L 24-54,393,62,6.34,73,5.88,6,23:55,3:09,BUF_LAC_2017-11-19
IND,2021-11-28,392,Sun,12,12,,TAM,L 31-38,392,67,5.85,63,5.70,5,30:01,3:19,IND_TAM_2021-11-28
KAN,2021-10-10,392,Sun,5,5,,BUF,L 20-38,392,79,4.96,54,8.07,4,32:25,4:14,KAN_BUF_2021-10-10
CLE,2020-12-20,392,Sun,14,15,@,NYG,W 20-6,392,63,6.22,54,5.33,0,34:03,2:47,CLE_NYG_2020-12-20
NOR,2020-10-04,392,Sun,4,4,@,DET,W 35-29,392,69,5.68,56,5.02,1,36:46,3:06,NOR_DET_2020-10-04
NYG,2018-12-23,392,Sun,15,16,@,IND,L 27-28,392,62,6.32,64,6.28,1,31:41,2:59,NYG_IND_2018-12-23
TAM,2017-12-24,392,Sun,15,16,@,CAR,L 19-22,392,57,6.88,59,4.32,3,29:30,3:05,TAM_CAR_2017-12-24
PIT,2017-10-29,392,Sun,8,8,@,DET,W 20-15,392,60,6.53,69,6.99,2,28:23,3:02,PIT_DET_2017-10-29
HOU,2017-10-08,392,Sun,5,5,,KAN,L 34-42,392,57,6.88,73,6.16,1,21:43,3:24,HOU_KAN_2017-10-08
DAL,2017-09-10,392,Sun,1,1,,NYG,W 19-3,392,71,5.52,53,4.40,0,34:14,2:48,DAL_NYG_2017-09-10
CHI,2022-10-13,391,Thu,6,6,,WAS,L 7-12,391,69,5.67,53,4.04,2,32:12,2:51,CHI_WAS_2022-10-13
DAL,2022-09-26,391,Mon,3,3,@,NYG,W 23-16,391,61,6.41,67,5.01,0,32:42,3:11,DAL_NYG_2022-09-26
TAM,2021-12-26,391,Sun,15,16,@,CAR,W 32-6,391,62,6.31,67,4.07,0,33:24,3:09,TAM_CAR_2021-12-26
PIT,2021-10-10,391,Sun,5,5,,DEN,W 27-19,391,61,6.41,58,6.45,1,33:02,3:04,PIT_DEN_2021-10-10
NYG,2021-09-16,391,Thu,2,2,@,WAS,L 29-30,391,64,6.11,69,5.90,0,31:44,3:19,NYG_WAS_2021-09-16
CHI,2020-12-27,391,Sun,15,16,@,JAX,W 41-17,391,70,5.59,54,5.17,1,33:00,2:57,CHI_JAX_2020-12-27
DEN,2019-12-08,391,Sun,13,14,@,HOU,W 38-24,391,55,7.11,75,5.52,1,31:25,3:12,DEN_HOU_2019-12-08
IND,2019-12-01,391,Sun,12,13,,TEN,L 17-31,391,67,5.84,58,5.03,3,32:31,3:07,IND_TEN_2019-12-01
HOU,2019-10-20,391,Sun,7,7,@,IND,L 23-30,391,61,6.41,67,5.72,2,27:08,3:10,HOU_IND_2019-10-20
SFO,2018-12-30,391,Sun,16,17,@,LAR,L 32-48,391,58,6.74,71,5.31,4,28:10,3:15,SFO_LAR_2018-12-30
NYJ,2017-11-26,391,Sun,11,12,,CAR,L 27-35,391,65,6.02,64,4.67,1,28:10,3:25,NYJ_CAR_2017-11-26
CHI,2022-10-24,390,Mon,7,7,@,NWE,W 33-14,390,70,5.57,48,5.42,1,37:14,2:55,CHI_NWE_2022-10-24
WAS,2022-09-11,390,Sun,1,1,,JAX,W 28-22,390,70,5.57,62,6.18,3,33:33,3:19,WAS_JAX_2022-09-11
KAN,2022-01-08,390,Sat,17,18,@,DEN,W 28-24,390,74,5.27,54,6.74,0,33:04,2:59,KAN_DEN_2022-01-08
ARI,2020-12-13,390,Sun,13,14,@,NYG,W 26-7,390,79,4.94,49,3.24,0,37:53,3:07,ARI_NYG_2020-12-13
JAX,2020-12-06,390,Sun,12,13,@,MIN,L 24-27 (OT),390,69,5.65,85,4.94,4,30:38,3:39,JAX_MIN_2020-12-06
SFO,2020-10-18,390,Sun,6,6,,LAR,W 24-16,390,70,5.57,57,5.46,0,37:55,3:04,SFO_LAR_2020-10-18
LAC,2019-09-29,390,Sun,4,4,@,MIA,W 30-10,390,65,6.00,47,4.96,0,37:36,2:52,LAC_MIA_2019-09-29
NWE,2018-12-23,390,Sun,15,16,,BUF,W 24-12,390,73,5.34,59,4.90,3,35:38,3:01,NWE_BUF_2018-12-23
TEN,2018-10-21,390,Sun,7,7,@,LAC,L 19-20,390,67,5.82,44,7.82,1,35:23,2:54,TEN_LAC_2018-10-21
TEN,2017-09-17,390,Sun,2,2,@,JAX,W 37-16,390,64,6.09,61,5.08,1,30:46,3:02,TEN_JAX_2017-09-17
GNB,2022-11-06,389,Sun,9,9,@,DET,L 9-15,389,69,5.64,57,4.46,3,34:42,3:07,GNB_DET_2022-11-06
SFO,2021-12-23,389,Thu,15,16,@,TEN,L 17-20,389,58,6.71,58,4.79,2,30:31,3:50,SFO_TEN_2021-12-23
BAL,2021-12-12,389,Sun,13,14,@,CLE,L 22-24,389,69,5.64,61,4.75,2,26:10,3:09,BAL_CLE_2021-12-12
IND,2021-12-05,389,Sun,13,13,@,HOU,W 31-0,389,71,5.48,50,2.82,1,41:35,2:55,IND_HOU_2021-12-05
SEA,2021-09-26,389,Sun,3,3,@,MIN,L 17-30,389,52,7.48,73,6.21,0,24:07,2:57,SEA_MIN_2021-09-26
CHI,2020-12-06,389,Sun,12,13,,DET,L 30-34,389,67,5.81,66,6.97,1,32:18,4:06,CHI_DET_2020-12-06
LAR,2020-11-15,389,Sun,9,10,,SEA,W 23-16,389,69,5.64,65,5.12,1,33:36,3:04,LAR_SEA_2020-11-15
MIA,2019-12-29,389,Sun,16,17,@,NWE,W 27-24,389,68,5.72,57,6.18,0,33:51,3:01,MIA_NWE_2019-12-29
IND,2019-11-17,389,Sun,10,11,,JAX,W 33-13,389,63,6.17,58,5.31,2,33:52,3:00,IND_JAX_2019-11-17
JAX,2019-10-27,389,Sun,8,8,,NYJ,W 29-15,389,70,5.56,52,4.10,1,33:21,3:15,JAX_NYJ_2019-10-27
TAM,2019-10-27,389,Sun,7,8,@,TEN,L 23-27,389,76,5.12,57,4.32,4,31:34,3:22,TAM_TEN_2019-10-27
NYG,2019-09-29,389,Sun,4,4,,WAS,W 24-3,389,68,5.72,48,3.67,4,36:09,2:52,NYG_WAS_2019-09-29
SFO,2018-12-09,389,Sun,13,14,,DEN,W 20-14,389,66,5.89,71,3.86,1,30:41,3:19,SFO_DEN_2018-12-09
NOR,2018-09-30,389,Sun,4,4,@,NYG,W 33-18,389,67,5.81,59,5.07,0,31:00,3:02,NOR_NYG_2018-09-30
NWE,2018-09-09,389,Sun,1,1,,HOU,W 27-20,389,72,5.40,71,4.58,3,31:10,3:12,NWE_HOU_2018-09-09
