Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
MIN,2018-11-25,-3.5,Sun,11,12,,GNB,W 24-17,-3.5,covered,48.0,under,MIN_GNB_2018-11-25
ATL,2018-11-18,-3.5,Sun,10,11,,DAL,L 19-22,-3.5,did not cover,50.0,under,ATL_DAL_2018-11-18
TAM,2018-11-11,-3.5,Sun,9,10,,WAS,L 3-16,-3.5,did not cover,51.0,under,TAM_WAS_2018-11-11
PIT,2018-11-08,-3.5,Thu,9,10,,CAR,W 52-21,-3.5,covered,51.0,over,PIT_CAR_2018-11-08
IND,2018-10-28,-3.5,Sun,8,8,@,OAK,W 42-28,-3.5,covered,51.0,over,IND_OAK_2018-10-28
CIN,2018-10-28,-3.5,Sun,8,8,,TAM,W 37-34,-3.5,did not cover,55.0,over,CIN_TAM_2018-10-28
PHI,2018-10-28,-3.5,Sun,8,8,@,JAX,W 24-18,-3.5,covered,44.0,under,PHI_JAX_2018-10-28
MIN,2018-10-21,-3.5,Sun,7,7,@,NYJ,W 37-17,-3.5,covered,45.0,over,MIN_NYJ_2018-10-21
JAX,2018-10-21,-3.5,Sun,7,7,,HOU,L 7-20,-3.5,did not cover,42.5,under,JAX_HOU_2018-10-21
TAM,2018-10-21,-3.5,Sun,6,7,,CLE,W 26-23 (OT),-3.5,did not cover,52.5,under,TAM_CLE_2018-10-21
NWE,2018-10-14,-3.5,Sun,6,6,,KAN,W 43-40,-3.5,did not cover,59.5,over,NWE_KAN_2018-10-14
PHI,2018-10-07,-3.5,Sun,5,5,,MIN,L 21-23,-3.5,did not cover,48.0,under,PHI_MIN_2018-10-07
PIT,2018-10-07,-3.5,Sun,5,5,,ATL,W 41-17,-3.5,covered,57.0,over,PIT_ATL_2018-10-07
HOU,2018-10-07,-3.5,Sun,5,5,,DAL,W 19-16 (OT),-3.5,did not cover,45.5,under,HOU_DAL_2018-10-07
KAN,2018-10-01,-3.5,Mon,4,4,@,DEN,W 27-23,-3.5,covered,53.5,under,KAN_DEN_2018-10-01
NOR,2018-09-30,-3.5,Sun,4,4,@,NYG,W 33-18,-3.5,covered,51.5,under,NOR_NYG_2018-09-30
SEA,2018-09-30,-3.5,Sun,4,4,@,ARI,W 20-17,-3.5,did not cover,40.0,under,SEA_ARI_2018-09-30
ATL,2018-09-30,-3.5,Sun,4,4,,CIN,L 36-37,-3.5,did not cover,52.5,over,ATL_CIN_2018-09-30
HOU,2018-09-16,-3.5,Sun,2,2,@,TEN,L 17-20,-3.5,did not cover,41.0,under,HOU_TEN_2018-09-16
PIT,2018-09-09,-3.5,Sun,1,1,@,CLE,T 21-21 (OT),-3.5,did not cover,41.0,over,PIT_CLE_2018-09-09
LAC,2018-09-09,-3.5,Sun,1,1,,KAN,L 28-38,-3.5,did not cover,48.0,over,LAC_KAN_2018-09-09
DAL,2017-12-31,-3.5,Sun,16,17,@,PHI,W 6-0,-3.5,covered,41.0,under,DAL_PHI_2017-12-31
DET,2017-12-24,-3.5,Sun,15,16,@,CIN,L 17-26,-3.5,did not cover,43.5,under,DET_CIN_2017-12-24
BUF,2017-12-17,-3.5,Sun,14,15,,MIA,W 24-16,-3.5,covered,39.5,over,BUF_MIA_2017-12-17
BUF,2017-12-10,-3.5,Sun,13,14,,IND,W 13-7 (OT),-3.5,covered,36.5,under,BUF_IND_2017-12-10
PHI,2017-12-03,-3.5,Sun,12,13,@,SEA,L 10-24,-3.5,did not cover,46.5,under,PHI_SEA_2017-12-03
OAK,2017-11-26,-3.5,Sun,11,12,,DEN,W 21-14,-3.5,covered,41.0,under,OAK_DEN_2017-11-26
ATL,2017-11-12,-3.5,Sun,9,10,,DAL,W 27-7,-3.5,covered,49.0,under,ATL_DAL_2017-11-12
NOR,2017-10-22,-3.5,Sun,6,7,@,GNB,W 26-17,-3.5,covered,45.5,under,NOR_GNB_2017-10-22
KAN,2017-10-15,-3.5,Sun,6,6,,PIT,L 13-19,-3.5,did not cover,46.0,under,KAN_PIT_2017-10-15
MIN,2017-10-09,-3.5,Mon,5,5,@,CHI,W 20-17,-3.5,did not cover,41.0,under,MIN_CHI_2017-10-09
NWE,2017-10-05,-3.5,Thu,5,5,@,TAM,W 19-14,-3.5,covered,54.5,under,NWE_TAM_2017-10-05
PIT,2017-10-01,-3.5,Sun,4,4,@,BAL,W 26-9,-3.5,covered,42.0,under,PIT_BAL_2017-10-01
DEN,2017-10-01,-3.5,Sun,4,4,,OAK,W 16-10,-3.5,covered,44.0,under,DEN_OAK_2017-10-01
OAK,2017-09-24,-3.5,Sun,3,3,@,WAS,L 10-27,-3.5,did not cover,53.5,under,OAK_WAS_2017-09-24
DEN,2017-09-24,-3.5,Sun,3,3,@,BUF,L 16-26,-3.5,did not cover,40.0,over,DEN_BUF_2017-09-24
LAC,2017-09-17,-3.5,Sun,2,2,,MIA,L 17-19,-3.5,did not cover,46.0,under,LAC_MIA_2017-09-17
LAR,2017-09-10,-3.5,Sun,1,1,,IND,W 46-9,-3.5,covered,41.5,over,LAR_IND_2017-09-10
ATL,2023-01-08,-4.0,Sun,17,18,,TAM,W 30-17,-4.0,covered,40.5,over,ATL_TAM_2023-01-08
LAC,2022-12-26,-4.0,Mon,15,16,@,IND,W 20-3,-4.0,covered,45.5,under,LAC_IND_2022-12-26
MIN,2022-12-24,-4.0,Sat,15,16,,NYG,W 27-24,-4.0,did not cover,49.5,over,MIN_NYG_2022-12-24
NOR,2022-12-18,-4.0,Sun,14,15,,ATL,W 21-18,-4.0,did not cover,43.5,under,NOR_ATL_2022-12-18
DAL,2022-12-18,-4.0,Sun,14,15,@,JAX,L 34-40 (OT),-4.0,did not cover,48.0,over,DAL_JAX_2022-12-18
SEA,2022-12-11,-4.0,Sun,13,14,,CAR,L 24-30,-4.0,did not cover,44.5,over,SEA_CAR_2022-12-11
PHI,2022-12-04,-4.0,Sun,12,13,,TEN,W 35-10,-4.0,covered,44.0,over,PHI_TEN_2022-12-04
WAS,2022-11-27,-4.0,Sun,12,12,,ATL,W 19-13,-4.0,covered,40.5,under,WAS_ATL_2022-11-27
SEA,2022-11-27,-4.0,Sun,11,12,,LVR,L 34-40 (OT),-4.0,did not cover,47.5,over,SEA_LVR_2022-11-27
LVR,2022-11-13,-4.0,Sun,9,10,,IND,L 20-25,-4.0,did not cover,41.0,over,LVR_IND_2022-11-13
DAL,2022-11-13,-4.0,Sun,9,10,@,GNB,L 28-31 (OT),-4.0,did not cover,44.5,over,DAL_GNB_2022-11-13
MIA,2022-11-06,-4.0,Sun,9,9,@,CHI,W 35-32,-4.0,did not cover,45.5,over,MIA_CHI_2022-11-06
ATL,2022-10-30,-4.0,Sun,8,8,,CAR,W 37-34 (OT),-4.0,did not cover,41.0,over,ATL_CAR_2022-10-30
KAN,2022-09-15,-4.0,Thu,2,2,,LAC,W 27-24,-4.0,did not cover,54.0,under,KAN_LAC_2022-09-15
MIN,2022-01-09,-4.0,Sun,17,18,,CHI,W 31-17,-4.0,covered,44.5,over,MIN_CHI_2022-01-09
DAL,2022-01-08,-4.0,Sat,17,18,@,PHI,W 51-26,-4.0,covered,43.5,over,DAL_PHI_2022-01-08
KAN,2022-01-02,-4.0,Sun,16,17,@,CIN,L 31-34,-4.0,did not cover,51.5,over,KAN_CIN_2022-01-02
BUF,2021-12-06,-4.0,Mon,12,13,,NWE,L 10-14,-4.0,did not cover,44.0,under,BUF_NWE_2021-12-06
LAR,2021-11-15,-4.0,Mon,10,10,@,SFO,L 10-31,-4.0,did not cover,49.5,under,LAR_SFO_2021-11-15
SFO,2021-10-31,-4.0,Sun,7,8,@,CHI,W 33-22,-4.0,covered,39.5,over,SFO_CHI_2021-10-31
SFO,2021-10-24,-4.0,Sun,6,7,,IND,L 18-30,-4.0,did not cover,42.5,over,SFO_IND_2021-10-24
KAN,2021-10-24,-4.0,Sun,7,7,@,TEN,L 3-27,-4.0,did not cover,57.5,under,KAN_TEN_2021-10-24
DEN,2021-10-17,-4.0,Sun,6,6,,LVR,L 24-34,-4.0,did not cover,43.5,over,DEN_LVR_2021-10-17
LAR,2021-10-03,-4.0,Sun,4,4,,ARI,L 20-37,-4.0,did not cover,49.5,over,LAR_ARI_2021-10-03
DAL,2021-10-03,-4.0,Sun,4,4,,CAR,W 36-28,-4.0,covered,51.5,over,DAL_CAR_2021-10-03
LVR,2021-09-26,-4.0,Sun,3,3,,MIA,W 31-28 (OT),-4.0,did not cover,44.0,over,LVR_MIA_2021-09-26
KAN,2021-09-19,-4.0,Sun,2,2,@,BAL,L 35-36,-4.0,did not cover,54.5,over,KAN_BAL_2021-09-19
BAL,2021-09-13,-4.0,Mon,1,1,@,LVR,L 27-33 (OT),-4.0,did not cover,50.5,over,BAL_LVR_2021-09-13
CAR,2021-09-12,-4.0,Sun,1,1,,NYJ,W 19-14,-4.0,covered,45.0,under,CAR_NYJ_2021-09-12
SFO,2020-12-20,-4.0,Sun,14,15,@,DAL,L 33-41,-4.0,did not cover,46.0,over,SFO_DAL_2020-12-20
CAR,2020-12-13,-4.0,Sun,13,14,,DEN,L 27-32,-4.0,did not cover,46.5,over,CAR_DEN_2020-12-13
TEN,2020-12-06,-4.0,Sun,12,13,,CLE,L 35-41,-4.0,did not cover,54.0,over,TEN_CLE_2020-12-06
TAM,2020-11-23,-4.0,Mon,11,11,,LAR,L 24-27,-4.0,did not cover,47.5,over,TAM_LAR_2020-11-23
MIA,2020-11-22,-4.0,Sun,10,11,@,DEN,L 13-20,-4.0,did not cover,46.0,under,MIA_DEN_2020-11-22
BUF,2020-11-01,-4.0,Sun,8,8,,NWE,W 24-21,-4.0,did not cover,41.0,over,BUF_NWE_2020-11-01
BAL,2020-11-01,-4.0,Sun,7,8,,PIT,L 24-28,-4.0,did not cover,44.0,over,BAL_PIT_2020-11-01
TEN,2020-10-18,-4.0,Sun,5,6,,HOU,W 42-36 (OT),-4.0,covered,52.0,over,TEN_HOU_2020-10-18
NOR,2020-09-21,-4.0,Mon,2,2,@,LVR,L 24-34,-4.0,did not cover,47.5,over,NOR_LVR_2020-09-21
SEA,2020-09-20,-4.0,Sun,2,2,,NWE,W 35-30,-4.0,covered,45.0,over,SEA_NWE_2020-09-20
NOR,2020-09-13,-4.0,Sun,1,1,,TAM,W 34-23,-4.0,covered,48.5,over,NOR_TAM_2020-09-13
PHI,2019-12-29,-4.0,Sun,16,17,@,NYG,W 34-17,-4.0,covered,44.0,over,PHI_NYG_2019-12-29
MIN,2019-12-23,-4.0,Mon,15,16,,GNB,L 10-23,-4.0,did not cover,47.0,under,MIN_GNB_2019-12-23
GNB,2019-12-15,-4.0,Sun,14,15,,CHI,W 21-13,-4.0,covered,40.0,under,GNB_CHI_2019-12-15
DET,2019-11-24,-4.0,Sun,11,12,@,WAS,L 16-19,-4.0,did not cover,39.0,under,DET_WAS_2019-11-24
BAL,2019-11-17,-4.0,Sun,10,11,,HOU,W 41-7,-4.0,covered,51.0,under,BAL_HOU_2019-11-17
LAR,2019-11-10,-4.0,Sun,9,10,@,PIT,L 12-17,-4.0,did not cover,43.0,under,LAR_PIT_2019-11-10
SEA,2019-11-03,-4.0,Sun,9,9,,TAM,W 40-34 (OT),-4.0,covered,51.0,over,SEA_TAM_2019-11-03
CLE,2019-11-03,-4.0,Sun,8,9,@,DEN,L 19-24,-4.0,did not cover,39.0,over,CLE_DEN_2019-11-03
GNB,2019-11-03,-4.0,Sun,9,9,@,LAC,L 11-26,-4.0,did not cover,50.0,under,GNB_LAC_2019-11-03
JAX,2019-10-20,-4.0,Sun,7,7,@,CIN,W 27-17,-4.0,covered,44.5,under,JAX_CIN_2019-10-20
CHI,2019-10-20,-4.0,Sun,6,7,,NOR,L 25-36,-4.0,did not cover,37.0,over,CHI_NOR_2019-10-20
LAC,2019-10-06,-4.0,Sun,5,5,,DEN,L 13-20,-4.0,did not cover,46.0,under,LAC_DEN_2019-10-06
HOU,2019-10-06,-4.0,Sun,5,5,,ATL,W 53-32,-4.0,covered,49.0,over,HOU_ATL_2019-10-06
LAR,2019-09-22,-4.0,Sun,3,3,@,CLE,W 20-13,-4.0,covered,48.0,under,LAR_CLE_2019-09-22
PHI,2019-09-22,-4.0,Sun,3,3,,DET,L 24-27,-4.0,did not cover,45.0,over,PHI_DET_2019-09-22
PIT,2019-09-15,-4.0,Sun,2,2,,SEA,L 26-28,-4.0,did not cover,47.0,over,PIT_SEA_2019-09-15
CHI,2018-12-23,-4.0,Sun,15,16,@,SFO,W 14-9,-4.0,covered,44.0,under,CHI_SFO_2018-12-23
LAC,2018-12-22,-4.0,Sat,15,16,,BAL,L 10-22,-4.0,did not cover,42.5,under,LAC_BAL_2018-12-22
HOU,2018-12-09,-4.0,Sun,13,14,,IND,L 21-24,-4.0,did not cover,49.0,under,HOU_IND_2018-12-09
GNB,2018-12-09,-4.0,Sun,13,14,,ATL,W 34-20,-4.0,covered,50.5,over,GNB_ATL_2018-12-09
CHI,2018-12-02,-4.0,Sun,12,13,@,NYG,L 27-30 (OT),-4.0,did not cover,44.0,over,CHI_NYG_2018-12-02
DEN,2018-12-02,-4.0,Sun,12,13,@,CIN,W 24-10,-4.0,covered,45.0,under,DEN_CIN_2018-12-02
IND,2018-12-02,-4.0,Sun,12,13,@,JAX,L 0-6,-4.0,did not cover,45.5,under,IND_JAX_2018-12-02
CAR,2018-11-18,-4.0,Sun,10,11,@,DET,L 19-20,-4.0,did not cover,48.0,under,CAR_DET_2018-11-18
PIT,2018-11-18,-4.0,Sun,10,11,@,JAX,W 20-16,-4.0,push,47.0,under,PIT_JAX_2018-11-18
JAX,2017-12-24,-4.0,Sun,15,16,@,SFO,L 33-44,-4.0,did not cover,43.0,over,JAX_SFO_2017-12-24
WAS,2017-12-17,-4.0,Sun,14,15,,ARI,W 20-15,-4.0,covered,40.0,under,WAS_ARI_2017-12-17
DAL,2017-12-10,-4.0,Sun,13,14,@,NYG,W 30-10,-4.0,covered,42.0,under,DAL_NYG_2017-12-10
KAN,2017-12-03,-4.0,Sun,12,13,@,NYJ,L 31-38,-4.0,did not cover,44.0,over,KAN_NYJ_2017-12-03
PIT,2017-10-22,-4.0,Sun,7,7,,CIN,W 29-14,-4.0,covered,40.0,over,PIT_CIN_2017-10-22
SEA,2017-10-22,-4.0,Sun,6,7,@,NYG,W 24-7,-4.0,covered,39.0,under,SEA_NYG_2017-10-22
JAX,2017-10-01,-4.0,Sun,4,4,@,NYJ,L 20-23 (OT),-4.0,did not cover,38.5,over,JAX_NYJ_2017-10-01
NOR,2017-10-01,-4.0,Sun,4,4,@,MIA,W 20-0,-4.0,covered,51.5,under,NOR_MIA_2017-10-01
KAN,2017-09-17,-4.0,Sun,2,2,,PHI,W 27-20,-4.0,covered,46.5,over,KAN_PHI_2017-09-17
DAL,2022-12-24,-4.5,Sat,15,16,,PHI,W 40-34,-4.5,covered,47.0,over,DAL_PHI_2022-12-24
WAS,2022-12-18,-4.5,Sun,14,15,,NYG,L 12-20,-4.5,did not cover,40.5,under,WAS_NYG_2022-12-18
SFO,2022-12-04,-4.5,Sun,12,13,,MIA,W 33-17,-4.5,covered,45.5,over,SFO_MIA_2022-12-04
GNB,2022-12-04,-4.5,Sun,13,13,@,CHI,W 28-19,-4.5,covered,45.0,over,GNB_CHI_2022-12-04
NYG,2022-11-13,-4.5,Sun,9,10,,HOU,W 24-16,-4.5,covered,41.0,under,NYG_HOU_2022-11-13
GNB,2022-10-23,-4.5,Sun,7,7,@,WAS,L 21-23,-4.5,did not cover,41.5,over,GNB_WAS_2022-10-23
LAC,2022-10-23,-4.5,Sun,7,7,,SEA,L 23-37,-4.5,did not cover,50.5,over,LAC_SEA_2022-10-23
LAC,2022-10-17,-4.5,Mon,6,6,,DEN,W 19-16 (OT),-4.5,did not cover,45.5,under,LAC_DEN_2022-10-17
SFO,2022-10-16,-4.5,Sun,6,6,@,ATL,L 14-28,-4.5,did not cover,45.0,under,SFO_ATL_2022-10-16
BUF,2022-09-25,-4.5,Sun,3,3,@,MIA,L 19-21,-4.5,did not cover,53.0,under,BUF_MIA_2022-09-25
CLE,2022-09-22,-4.5,Thu,3,3,,PIT,W 29-17,-4.5,covered,38.5,over,CLE_PIT_2022-09-22
PHI,2022-01-02,-4.5,Sun,16,17,@,WAS,W 20-16,-4.5,did not cover,44.5,under,PHI_WAS_2022-01-02
DAL,2021-12-12,-4.5,Sun,13,14,@,WAS,W 27-20,-4.5,covered,48.0,under,DAL_WAS_2021-12-12
BAL,2021-12-05,-4.5,Sun,12,13,@,PIT,L 19-20,-4.5,did not cover,44.0,under,BAL_PIT_2021-12-05
LAC,2021-10-31,-4.5,Sun,7,8,,NWE,L 24-27,-4.5,did not cover,49.5,over,LAC_NWE_2021-10-31
TAM,2021-10-31,-4.5,Sun,8,8,@,NOR,L 27-36,-4.5,did not cover,49.0,over,TAM_NOR_2021-10-31
CLE,2021-10-31,-4.5,Sun,8,8,,PIT,L 10-15,-4.5,did not cover,43.0,under,CLE_PIT_2021-10-31
NOR,2021-10-25,-4.5,Mon,6,7,@,SEA,W 13-10,-4.5,did not cover,42.5,under,NOR_SEA_2021-10-25
TEN,2021-10-10,-4.5,Sun,5,5,@,JAX,W 37-19,-4.5,covered,48.5,over,TEN_JAX_2021-10-10
GNB,2021-01-03,-4.5,Sun,16,17,@,CHI,W 35-16,-4.5,covered,48.0,over,GNB_CHI_2021-01-03
BUF,2020-11-29,-4.5,Sun,11,12,,LAC,W 27-17,-4.5,covered,51.5,under,BUF_LAC_2020-11-29
CLE,2020-11-15,-4.5,Sun,9,10,,HOU,W 10-7,-4.5,did not cover,46.5,under,CLE_HOU_2020-11-15
ATL,2020-11-08,-4.5,Sun,9,9,,DEN,W 34-27,-4.5,covered,50.5,over,ATL_DEN_2020-11-08
CLE,2020-10-25,-4.5,Sun,7,7,@,CIN,W 37-34,-4.5,did not cover,50.0,over,CLE_CIN_2020-10-25
SEA,2020-10-04,-4.5,Sun,4,4,@,MIA,W 31-23,-4.5,covered,55.0,under,SEA_MIA_2020-10-04
ARI,2020-09-27,-4.5,Sun,3,3,,DET,L 23-26,-4.5,did not cover,55.5,under,ARI_DET_2020-09-27
CHI,2020-09-20,-4.5,Sun,2,2,,NYG,W 17-13,-4.5,did not cover,42.5,under,CHI_NYG_2020-09-20
LAC,2019-12-01,-4.5,Sun,12,13,@,DEN,L 20-23,-4.5,did not cover,39.0,over,LAC_DEN_2019-12-01
TEN,2019-11-24,-4.5,Sun,11,12,,JAX,W 42-20,-4.5,covered,42.0,over,TEN_JAX_2019-11-24
NWE,2019-11-17,-4.5,Sun,10,11,@,PHI,W 17-10,-4.5,covered,45.0,under,NWE_PHI_2019-11-17
SFO,2019-10-27,-4.5,Sun,7,8,,CAR,W 51-13,-4.5,covered,41.0,over,SFO_CAR_2019-10-27
KAN,2019-09-22,-4.5,Sun,3,3,,BAL,W 33-28,-4.5,covered,52.0,over,KAN_BAL_2019-09-22
BUF,2018-12-09,-4.5,Sun,13,14,,NYJ,L 23-27,-4.5,did not cover,37.0,over,BUF_NYJ_2018-12-09
PHI,2018-11-25,-4.5,Sun,11,12,,NYG,W 25-22,-4.5,did not cover,49.0,under,PHI_NYG_2018-11-25
ARI,2018-11-18,-4.5,Sun,10,11,,OAK,L 21-23,-4.5,did not cover,41.0,over,ARI_OAK_2018-11-18
DAL,2018-11-05,-4.5,Mon,8,9,,TEN,L 14-28,-4.5,did not cover,40.5,over,DAL_TEN_2018-11-05
MIN,2018-11-04,-4.5,Sun,9,9,,DET,W 24-9,-4.5,covered,47.5,under,MIN_DET_2018-11-04
ATL,2018-10-22,-4.5,Mon,7,7,,NYG,W 23-20,-4.5,did not cover,52.0,under,ATL_NYG_2018-10-22
CHI,2018-09-17,-4.5,Mon,2,2,,SEA,W 24-17,-4.5,covered,42.5,under,CHI_SEA_2018-09-17
PIT,2018-09-16,-4.5,Sun,2,2,,KAN,L 37-42,-4.5,did not cover,52.0,over,PIT_KAN_2018-09-16
WAS,2017-12-31,-4.5,Sun,16,17,@,NYG,L 10-18,-4.5,did not cover,41.0,under,WAS_NYG_2017-12-31
DAL,2017-12-24,-4.5,Sun,15,16,,SEA,L 12-21,-4.5,did not cover,47.0,under,DAL_SEA_2017-12-24
KAN,2017-12-10,-4.5,Sun,13,14,,OAK,W 26-15,-4.5,covered,48.5,under,KAN_OAK_2017-12-10
PIT,2017-12-04,-4.5,Mon,12,13,@,CIN,W 23-20,-4.5,did not cover,42.5,over,PIT_CIN_2017-12-04
TEN,2017-11-12,-4.5,Sun,9,10,,CIN,W 24-20,-4.5,did not cover,40.5,over,TEN_CIN_2017-11-12
CHI,2017-11-12,-4.5,Sun,9,10,,GNB,L 16-23,-4.5,did not cover,37.5,over,CHI_GNB_2017-11-12
CAR,2017-09-10,-4.5,Sun,1,1,@,SFO,W 23-3,-4.5,covered,45.5,under,CAR_SFO_2017-09-10
GNB,2023-01-08,-5.0,Sun,17,18,,DET,L 16-20,-5.0,did not cover,49.0,under,GNB_DET_2023-01-08
KAN,2022-11-20,-5.0,Sun,10,11,@,LAC,W 30-27,-5.0,did not cover,52.5,over,KAN_LAC_2022-11-20
NWE,2022-11-06,-5.0,Sun,9,9,,IND,W 26-3,-5.0,covered,40.5,under,NWE_IND_2022-11-06
PHI,2022-10-09,-5.0,Sun,5,5,@,ARI,W 20-17,-5.0,did not cover,49.0,under,PHI_ARI_2022-10-09
NOR,2022-10-09,-5.0,Sun,5,5,,SEA,W 39-32,-5.0,covered,45.0,over,NOR_SEA_2022-10-09
TEN,2022-09-11,-5.0,Sun,1,1,,NYG,L 20-21,-5.0,did not cover,44.0,under,TEN_NYG_2022-09-11
PHI,2021-12-05,-5.0,Sun,13,13,@,NYJ,W 33-18,-5.0,covered,43.5,over,PHI_NYJ_2021-12-05
DAL,2021-12-02,-5.0,Thu,12,13,@,NOR,W 27-17,-5.0,covered,47.5,under,DAL_NOR_2021-12-02
BAL,2021-11-21,-5.0,Sun,10,11,@,CHI,W 16-13,-5.0,did not cover,43.5,under,BAL_CHI_2021-11-21
PIT,2021-10-17,-5.0,Sun,6,6,,SEA,W 23-20 (OT),-5.0,did not cover,43.0,push,PIT_SEA_2021-10-17
ARI,2021-10-10,-5.0,Sun,5,5,,SFO,W 17-10,-5.0,covered,48.5,under,ARI_SFO_2021-10-10
ARI,2020-12-26,-5.0,Sat,15,16,,SFO,L 12-20,-5.0,did not cover,48.5,under,ARI_SFO_2020-12-26
LAR,2020-12-10,-5.0,Thu,13,14,,NWE,W 24-3,-5.0,covered,43.5,under,LAR_NWE_2020-12-10
LAR,2020-11-29,-5.0,Sun,11,12,,SFO,L 20-23,-5.0,did not cover,45.0,under,LAR_SFO_2020-11-29
PHI,2020-11-15,-5.0,Sun,9,10,@,NYG,L 17-27,-5.0,did not cover,46.5,under,PHI_NYG_2020-11-15
PHI,2020-10-22,-5.0,Thu,7,7,,NYG,W 22-21,-5.0,did not cover,44.5,under,PHI_NYG_2020-10-22
GNB,2020-10-05,-5.0,Mon,4,4,,ATL,W 30-16,-5.0,covered,56.5,under,GNB_ATL_2020-10-05
CHI,2019-12-29,-5.0,Sun,16,17,@,MIN,W 21-19,-5.0,did not cover,36.5,over,CHI_MIN_2019-12-29
IND,2019-12-29,-5.0,Sun,16,17,@,JAX,L 20-38,-5.0,did not cover,41.5,over,IND_JAX_2019-12-29
NYJ,2019-12-08,-5.0,Sun,13,14,,MIA,W 22-21,-5.0,did not cover,47.0,under,NYJ_MIA_2019-12-08
NOR,2019-11-17,-5.0,Sun,10,11,@,TAM,W 34-17,-5.0,covered,50.5,over,NOR_TAM_2019-11-17
LAR,2019-11-17,-5.0,Sun,10,11,,CHI,W 17-7,-5.0,covered,40.0,under,LAR_CHI_2019-11-17
KAN,2019-11-10,-5.0,Sun,10,10,@,TEN,L 32-35,-5.0,did not cover,49.0,over,KAN_TEN_2019-11-10
GNB,2019-11-10,-5.0,Sun,10,10,,CAR,W 24-16,-5.0,covered,49.0,under,GNB_CAR_2019-11-10
PHI,2019-11-03,-5.0,Sun,9,9,,CHI,W 22-14,-5.0,covered,41.0,under,PHI_CHI_2019-11-03
GNB,2019-10-27,-5.0,Sun,8,8,@,KAN,W 31-24,-5.0,covered,48.0,over,GNB_KAN_2019-10-27
HOU,2019-10-27,-5.0,Sun,8,8,,OAK,W 27-24,-5.0,did not cover,52.0,under,HOU_OAK_2019-10-27
SFO,2019-10-07,-5.0,Mon,4,5,,CLE,W 31-3,-5.0,covered,47.5,under,SFO_CLE_2019-10-07
CHI,2019-09-23,-5.0,Mon,3,3,@,WAS,W 31-15,-5.0,covered,41.0,over,CHI_WAS_2019-09-23
SEA,2019-09-22,-5.0,Sun,3,3,,NOR,L 27-33,-5.0,did not cover,44.0,over,SEA_NOR_2019-09-22
TAM,2019-09-22,-5.0,Sun,3,3,,NYG,L 31-32,-5.0,did not cover,48.0,over,TAM_NYG_2019-09-22
HOU,2018-12-02,-5.0,Sun,12,13,,CLE,W 29-13,-5.0,covered,47.5,under,HOU_CLE_2018-12-02
NWE,2018-11-04,-5.0,Sun,9,9,,GNB,W 31-17,-5.0,covered,56.0,under,NWE_GNB_2018-11-04
PHI,2018-10-21,-5.0,Sun,7,7,,CAR,L 17-21,-5.0,did not cover,45.0,under,PHI_CAR_2018-10-21
LAC,2018-10-07,-5.0,Sun,5,5,,OAK,W 26-10,-5.0,covered,52.0,under,LAC_OAK_2018-10-07
ATL,2017-12-31,-5.0,Sun,16,17,,CAR,W 22-10,-5.0,covered,44.5,under,ATL_CAR_2017-12-31
PIT,2017-12-31,-5.0,Sun,16,17,,CLE,W 28-24,-5.0,did not cover,38.5,over,PIT_CLE_2017-12-31
DET,2017-12-16,-5.0,Sat,14,15,,CHI,W 20-10,-5.0,covered,43.5,under,DET_CHI_2017-12-16
JAX,2017-11-12,-5.0,Sun,9,10,,LAC,W 20-17 (OT),-5.0,did not cover,40.5,under,JAX_LAC_2017-11-12
PHI,2017-10-23,-5.0,Mon,7,7,,WAS,W 34-24,-5.0,covered,48.5,over,PHI_WAS_2017-10-23
MIN,2017-10-22,-5.0,Sun,7,7,,BAL,W 24-16,-5.0,covered,37.5,over,MIN_BAL_2017-10-22
DAL,2017-10-01,-5.0,Sun,4,4,,LAR,L 30-35,-5.0,did not cover,51.0,over,DAL_LAR_2017-10-01
CAR,2017-09-24,-5.0,Sun,3,3,,NOR,L 13-34,-5.0,did not cover,46.5,over,CAR_NOR_2017-09-24
PHI,2017-09-24,-5.0,Sun,3,3,,NYG,W 27-24,-5.0,did not cover,43.0,over,PHI_NYG_2017-09-24
CIN,2017-09-14,-5.0,Thu,2,2,,HOU,L 9-13,-5.0,did not cover,38.0,under,CIN_HOU_2017-09-14
PHI,2023-01-01,-5.5,Sun,16,17,,NOR,L 10-20,-5.5,did not cover,41.5,under,PHI_NOR_2023-01-01
NYG,2023-01-01,-5.5,Sun,16,17,,IND,W 38-10,-5.5,covered,39.0,over,NYG_IND_2023-01-01
CIN,2022-12-11,-5.5,Sun,13,14,,CLE,W 23-10,-5.5,covered,46.5,under,CIN_CLE_2022-12-11
BAL,2022-10-16,-5.5,Sun,6,6,@,NYG,L 20-24,-5.5,did not cover,45.5,under,BAL_NYG_2022-10-16
LAR,2022-10-09,-5.5,Sun,5,5,,DAL,L 10-22,-5.5,did not cover,42.0,under,LAR_DAL_2022-10-09
KAN,2022-09-25,-5.5,Sun,3,3,@,IND,L 17-20,-5.5,did not cover,51.0,under,KAN_IND_2022-09-25
LVR,2022-09-18,-5.5,Sun,2,2,,ARI,L 23-29 (OT),-5.5,did not cover,51.5,over,LVR_ARI_2022-09-18
NOR,2022-09-11,-5.5,Sun,1,1,@,ATL,W 27-26,-5.5,did not cover,43.5,over,NOR_ATL_2022-09-11
