Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
SFO,2019-11-24,-3.0,Sun,11,12,,GNB,W 37-8,-3.0,covered,48.0,under,SFO_GNB_2019-11-24
CLE,2019-11-14,-3.0,Thu,10,11,,PIT,W 21-7,-3.0,covered,41.5,under,CLE_PIT_2019-11-14
CLE,2019-11-10,-3.0,Sun,9,10,,BUF,W 19-16,-3.0,push,42.0,under,CLE_BUF_2019-11-10
NYG,2019-11-10,-3.0,Sun,10,10,@,NYJ,L 27-34,-3.0,did not cover,43.0,over,NYG_NYJ_2019-11-10
NWE,2019-11-03,-3.0,Sun,9,9,@,BAL,L 20-37,-3.0,did not cover,44.5,over,NWE_BAL_2019-11-03
SEA,2019-10-20,-3.0,Sun,7,7,,BAL,L 16-30,-3.0,did not cover,49.0,under,SEA_BAL_2019-10-20
TEN,2019-10-20,-3.0,Sun,7,7,,LAC,W 23-20,-3.0,push,42.5,over,TEN_LAC_2019-10-20
LAR,2019-10-20,-3.0,Sun,7,7,@,ATL,W 37-10,-3.0,covered,54.5,under,LAR_ATL_2019-10-20
DAL,2019-10-20,-3.0,Sun,7,7,,PHI,W 37-10,-3.0,covered,50.0,under,DAL_PHI_2019-10-20
KAN,2019-10-17,-3.0,Thu,7,7,@,DEN,W 30-6,-3.0,covered,49.5,under,KAN_DEN_2019-10-17
ATL,2019-10-13,-3.0,Sun,6,6,@,ARI,L 33-34,-3.0,did not cover,52.5,over,ATL_ARI_2019-10-13
LAR,2019-10-13,-3.0,Sun,6,6,,SFO,L 7-20,-3.0,did not cover,49.5,under,LAR_SFO_2019-10-13
NOR,2019-10-06,-3.0,Sun,5,5,,TAM,W 31-24,-3.0,covered,46.0,over,NOR_TAM_2019-10-06
CIN,2019-10-06,-3.0,Sun,5,5,,ARI,L 23-26,-3.0,did not cover,45.0,over,CIN_ARI_2019-10-06
CAR,2019-10-06,-3.0,Sun,5,5,,JAX,W 34-27,-3.0,covered,41.0,over,CAR_JAX_2019-10-06
NYG,2019-09-29,-3.0,Sun,4,4,,WAS,W 24-3,-3.0,covered,48.0,under,NYG_WAS_2019-09-29
LAC,2019-09-22,-3.0,Sun,3,3,,HOU,L 20-27,-3.0,did not cover,49.0,under,LAC_HOU_2019-09-22
TEN,2019-09-15,-3.0,Sun,2,2,,IND,L 17-19,-3.0,did not cover,43.5,under,TEN_IND_2019-09-15
CHI,2019-09-15,-3.0,Sun,2,2,@,DEN,W 16-14,-3.0,did not cover,41.0,under,CHI_DEN_2019-09-15
GNB,2019-09-15,-3.0,Sun,2,2,,MIN,W 21-16,-3.0,covered,43.0,under,GNB_MIN_2019-09-15
DEN,2019-09-09,-3.0,Mon,1,1,@,OAK,L 16-24,-3.0,did not cover,42.5,under,DEN_OAK_2019-09-09
ATL,2018-12-23,-3.0,Sun,15,16,@,CAR,W 24-10,-3.0,covered,46.0,under,ATL_CAR_2018-12-23
MIA,2018-12-23,-3.0,Sun,15,16,,JAX,L 7-17,-3.0,did not cover,39.5,under,MIA_JAX_2018-12-23
GNB,2018-12-23,-3.0,Sun,15,16,@,NYJ,W 44-38 (OT),-3.0,covered,47.5,over,GNB_NYJ_2018-12-23
IND,2018-12-16,-3.0,Sun,14,15,,DAL,W 23-0,-3.0,covered,46.5,under,IND_DAL_2018-12-16
CIN,2018-12-16,-3.0,Sun,14,15,,OAK,W 30-16,-3.0,covered,46.0,push,CIN_OAK_2018-12-16
SEA,2018-12-10,-3.0,Mon,13,14,,MIN,W 21-7,-3.0,covered,45.5,under,SEA_MIN_2018-12-10
LAR,2018-12-09,-3.0,Sun,13,14,@,CHI,L 6-15,-3.0,did not cover,51.0,under,LAR_CHI_2018-12-09
DEN,2018-12-09,-3.0,Sun,13,14,@,SFO,L 14-20,-3.0,did not cover,45.5,under,DEN_SFO_2018-12-09
NYG,2018-12-09,-3.0,Sun,13,14,@,WAS,W 40-16,-3.0,covered,40.5,over,NYG_WAS_2018-12-09
PIT,2018-12-02,-3.0,Sun,12,13,,LAC,L 30-33,-3.0,did not cover,52.5,over,PIT_LAC_2018-12-02
JAX,2018-11-25,-3.0,Sun,11,12,@,BUF,L 21-24,-3.0,did not cover,36.5,over,JAX_BUF_2018-11-25
PIT,2018-11-25,-3.0,Sun,11,12,@,DEN,L 17-24,-3.0,did not cover,47.5,under,PIT_DEN_2018-11-25
CAR,2018-11-25,-3.0,Sun,11,12,,SEA,L 27-30,-3.0,did not cover,46.5,over,CAR_SEA_2018-11-25
CHI,2018-11-22,-3.0,Thu,11,12,@,DET,W 23-16,-3.0,covered,43.0,under,CHI_DET_2018-11-22
LAR,2018-11-19,-3.0,Mon,11,11,,KAN,W 54-51,-3.0,push,63.5,over,LAR_KAN_2018-11-19
NYG,2018-11-18,-3.0,Sun,10,11,,TAM,W 38-35,-3.0,push,53.5,over,NYG_TAM_2018-11-18
HOU,2018-11-18,-3.0,Sun,10,11,@,WAS,W 23-21,-3.0,did not cover,40.5,over,HOU_WAS_2018-11-18
SEA,2018-11-15,-3.0,Thu,10,11,,GNB,W 27-24,-3.0,push,49.0,over,SEA_GNB_2018-11-15
SFO,2018-11-12,-3.0,Mon,10,10,,NYG,L 23-27,-3.0,did not cover,45.0,over,SFO_NYG_2018-11-12
IND,2018-11-11,-3.0,Sun,9,10,,JAX,W 29-26,-3.0,push,48.0,over,IND_JAX_2018-11-11
MIA,2018-11-04,-3.0,Sun,9,9,,NYJ,W 13-6,-3.0,covered,43.0,under,MIA_NYJ_2018-11-04
DET,2018-10-28,-3.0,Sun,7,8,,SEA,L 14-28,-3.0,did not cover,48.0,under,DET_SEA_2018-10-28
DET,2018-10-21,-3.0,Sun,6,7,@,MIA,W 32-21,-3.0,covered,47.0,over,DET_MIA_2018-10-21
JAX,2018-10-14,-3.0,Sun,6,6,@,DAL,L 7-40,-3.0,did not cover,39.0,over,JAX_DAL_2018-10-14
SEA,2018-10-14,-3.0,Sun,6,6,@,OAK,W 27-3,-3.0,covered,48.0,under,SEA_OAK_2018-10-14
ATL,2018-10-14,-3.0,Sun,6,6,,TAM,W 34-29,-3.0,covered,57.0,over,ATL_TAM_2018-10-14
BAL,2018-10-07,-3.0,Sun,5,5,@,CLE,L 9-12 (OT),-3.0,did not cover,44.5,under,BAL_CLE_2018-10-07
SFO,2018-10-07,-3.0,Sun,5,5,,ARI,L 18-28,-3.0,did not cover,40.5,over,SFO_ARI_2018-10-07
KAN,2018-10-07,-3.0,Sun,5,5,,JAX,W 30-14,-3.0,covered,48.0,under,KAN_JAX_2018-10-07
PHI,2018-09-30,-3.0,Sun,4,4,@,TEN,L 23-26 (OT),-3.0,did not cover,41.5,over,PHI_TEN_2018-09-30
PIT,2018-09-30,-3.0,Sun,4,4,,BAL,L 14-26,-3.0,did not cover,51.0,under,PIT_BAL_2018-09-30
CHI,2018-09-30,-3.0,Sun,4,4,,TAM,W 48-10,-3.0,covered,46.0,over,CHI_TAM_2018-09-30
MIA,2018-09-23,-3.0,Sun,3,3,,OAK,W 28-20,-3.0,covered,46.0,over,MIA_OAK_2018-09-23
CLE,2018-09-20,-3.0,Thu,3,3,,NYJ,W 21-17,-3.0,covered,41.0,under,CLE_NYJ_2018-09-20
NYJ,2018-09-16,-3.0,Sun,2,2,,MIA,L 12-20,-3.0,did not cover,43.0,under,NYJ_MIA_2018-09-16
DAL,2018-09-16,-3.0,Sun,2,2,,NYG,W 20-13,-3.0,covered,42.0,under,DAL_NYG_2018-09-16
PHI,2018-09-16,-3.0,Sun,2,2,@,TAM,L 21-27,-3.0,did not cover,46.5,over,PHI_TAM_2018-09-16
DEN,2018-09-09,-3.0,Sun,1,1,,SEA,W 27-24,-3.0,push,42.5,over,DEN_SEA_2018-09-09
DEN,2017-12-31,-3.0,Sun,16,17,,KAN,L 24-27,-3.0,did not cover,37.5,over,DEN_KAN_2017-12-31
WAS,2017-12-24,-3.0,Sun,15,16,,DEN,W 27-11,-3.0,covered,39.5,under,WAS_DEN_2017-12-24
ARI,2017-12-24,-3.0,Sun,15,16,,NYG,W 23-0,-3.0,covered,39.0,under,ARI_NYG_2017-12-24
CAR,2017-12-17,-3.0,Sun,14,15,,GNB,W 31-24,-3.0,covered,46.5,over,CAR_GNB_2017-12-17
DAL,2017-12-17,-3.0,Sun,14,15,@,OAK,W 20-17,-3.0,push,46.0,under,DAL_OAK_2017-12-17
DEN,2017-12-14,-3.0,Thu,14,15,@,IND,W 25-13,-3.0,covered,40.5,under,DEN_IND_2017-12-14
JAX,2017-12-10,-3.0,Sun,13,14,,SEA,W 30-24,-3.0,covered,41.0,over,JAX_SEA_2017-12-10
GNB,2017-12-03,-3.0,Sun,12,13,,TAM,W 26-20 (OT),-3.0,covered,45.0,over,GNB_TAM_2017-12-03
TEN,2017-11-26,-3.0,Sun,11,12,@,IND,W 20-16,-3.0,covered,46.5,under,TEN_IND_2017-11-26
DET,2017-11-19,-3.0,Sun,10,11,@,CHI,W 27-24,-3.0,push,41.0,over,DET_CHI_2017-11-19
NYG,2017-11-12,-3.0,Sun,9,10,@,SFO,L 21-31,-3.0,did not cover,41.5,over,NYG_SFO_2017-11-12
ATL,2017-11-05,-3.0,Sun,8,9,@,CAR,L 17-20,-3.0,did not cover,42.0,under,ATL_CAR_2017-11-05
OAK,2017-11-05,-3.0,Sun,9,9,@,MIA,W 27-24,-3.0,push,44.5,over,OAK_MIA_2017-11-05
TEN,2017-11-05,-3.0,Sun,8,9,,BAL,W 23-20,-3.0,push,41.0,over,TEN_BAL_2017-11-05
BUF,2017-11-02,-3.0,Thu,8,9,@,NYJ,L 21-34,-3.0,did not cover,42.0,over,BUF_NYJ_2017-11-02
PIT,2017-10-29,-3.0,Sun,8,8,@,DET,W 20-15,-3.0,covered,44.5,under,PIT_DET_2017-10-29
DAL,2017-10-29,-3.0,Sun,7,8,@,WAS,W 33-19,-3.0,covered,46.5,over,DAL_WAS_2017-10-29
BAL,2017-10-26,-3.0,Thu,8,8,,MIA,W 40-0,-3.0,covered,38.0,over,BAL_MIA_2017-10-26
NWE,2017-10-22,-3.0,Sun,7,7,,ATL,W 23-7,-3.0,covered,56.5,under,NWE_ATL_2017-10-22
JAX,2017-10-22,-3.0,Sun,7,7,@,IND,W 27-0,-3.0,covered,41.0,under,JAX_IND_2017-10-22
LAR,2017-10-22,-3.0,Sun,7,7,,ARI,W 33-0,-3.0,covered,45.5,under,LAR_ARI_2017-10-22
MIA,2017-10-22,-3.0,Sun,6,7,,NYJ,W 31-28,-3.0,push,40.0,over,MIA_NYJ_2017-10-22
BUF,2017-10-22,-3.0,Sun,6,7,,TAM,W 30-27,-3.0,push,46.5,over,BUF_TAM_2017-10-22
KAN,2017-10-19,-3.0,Thu,7,7,@,OAK,L 30-31,-3.0,did not cover,46.5,over,KAN_OAK_2017-10-19
GNB,2017-10-15,-3.0,Sun,6,6,@,MIN,L 10-23,-3.0,did not cover,46.0,under,GNB_MIN_2017-10-15
OAK,2017-10-15,-3.0,Sun,6,6,,LAC,L 16-17,-3.0,did not cover,48.5,under,OAK_LAC_2017-10-15
CAR,2017-10-12,-3.0,Thu,6,6,,PHI,L 23-28,-3.0,did not cover,44.0,over,CAR_PHI_2017-10-12
CIN,2017-10-08,-3.0,Sun,5,5,,BUF,W 20-16,-3.0,covered,39.0,under,CIN_BUF_2017-10-08
OAK,2017-10-08,-3.0,Sun,5,5,,BAL,L 17-30,-3.0,did not cover,40.5,over,OAK_BAL_2017-10-08
NYG,2017-10-08,-3.0,Sun,5,5,,LAC,L 22-27,-3.0,did not cover,45.5,over,NYG_LAC_2017-10-08
CIN,2017-10-01,-3.0,Sun,4,4,@,CLE,W 31-7,-3.0,covered,41.5,under,CIN_CLE_2017-10-01
DAL,2017-09-25,-3.0,Mon,3,3,@,ARI,W 28-17,-3.0,covered,46.5,under,DAL_ARI_2017-09-25
ATL,2017-09-24,-3.0,Sun,3,3,@,DET,W 30-26,-3.0,covered,51.0,over,ATL_DET_2017-09-24
BAL,2017-09-24,-3.0,Sun,3,3,@,JAX,L 7-44,-3.0,did not cover,38.0,over,BAL_JAX_2017-09-24
KAN,2017-09-24,-3.0,Sun,3,3,@,LAC,W 24-10,-3.0,covered,47.5,under,KAN_LAC_2017-09-24
LAR,2017-09-21,-3.0,Thu,3,3,@,SFO,W 41-39,-3.0,did not cover,40.5,over,LAR_SFO_2017-09-21
NYG,2017-09-18,-3.0,Mon,2,2,,DET,L 10-24,-3.0,did not cover,42.0,under,NYG_DET_2017-09-18
ATL,2017-09-17,-3.0,Sun,2,2,,GNB,W 34-23,-3.0,covered,55.0,over,ATL_GNB_2017-09-17
LAR,2017-09-17,-3.0,Sun,2,2,,WAS,L 20-27,-3.0,did not cover,46.5,over,LAR_WAS_2017-09-17
MIN,2017-09-11,-3.0,Mon,1,1,,NOR,W 29-19,-3.0,covered,47.5,over,MIN_NOR_2017-09-11
DEN,2017-09-11,-3.0,Mon,1,1,,LAC,W 24-21,-3.0,push,41.5,over,DEN_LAC_2017-09-11
MIA,2023-01-08,-3.5,Sun,17,18,,NYJ,W 11-6,-3.5,covered,37.0,under,MIA_NYJ_2023-01-08
NOR,2023-01-08,-3.5,Sun,17,18,,CAR,L 7-10,-3.5,did not cover,41.5,under,NOR_CAR_2023-01-08
TAM,2023-01-01,-3.5,Sun,16,17,,CAR,W 30-24,-3.5,covered,40.5,over,TAM_CAR_2023-01-01
MIA,2022-12-25,-3.5,Sun,15,16,,GNB,L 20-26,-3.5,did not cover,49.5,under,MIA_GNB_2022-12-25
CIN,2022-12-18,-3.5,Sun,14,15,@,TAM,W 34-23,-3.5,covered,45.0,over,CIN_TAM_2022-12-18
MIN,2022-12-17,-3.5,Sat,14,15,,IND,W 39-36 (OT),-3.5,did not cover,47.5,over,MIN_IND_2022-12-17
TEN,2022-12-11,-3.5,Sun,13,14,,JAX,L 22-36,-3.5,did not cover,41.0,over,TEN_JAX_2022-12-11
SFO,2022-12-11,-3.5,Sun,13,14,,TAM,W 35-7,-3.5,covered,37.5,over,SFO_TAM_2022-12-11
BUF,2022-12-01,-3.5,Thu,12,13,@,NWE,W 24-10,-3.5,covered,43.5,under,BUF_NWE_2022-12-01
BAL,2022-11-27,-3.5,Sun,11,12,@,JAX,L 27-28,-3.5,did not cover,43.0,over,BAL_JAX_2022-11-27
NWE,2022-11-20,-3.5,Sun,10,11,,NYJ,W 10-3,-3.5,covered,38.0,under,NWE_NYJ_2022-11-20
CIN,2022-11-20,-3.5,Sun,10,11,@,PIT,W 37-30,-3.5,covered,40.0,over,CIN_PIT_2022-11-20
MIA,2022-11-13,-3.5,Sun,10,10,,CLE,W 39-17,-3.5,covered,49.5,over,MIA_CLE_2022-11-13
GNB,2022-11-06,-3.5,Sun,9,9,@,DET,L 9-15,-3.5,did not cover,49.5,under,GNB_DET_2022-11-06
MIN,2022-10-30,-3.5,Sun,7,8,,ARI,W 34-26,-3.5,covered,48.5,over,MIN_ARI_2022-10-30
MIA,2022-10-30,-3.5,Sun,8,8,@,DET,W 31-27,-3.5,covered,51.5,over,MIA_DET_2022-10-30
TEN,2022-10-30,-3.5,Sun,7,8,@,HOU,W 17-10,-3.5,covered,39.0,under,TEN_HOU_2022-10-30
BAL,2022-10-09,-3.5,Sun,5,5,,CIN,W 19-17,-3.5,did not cover,47.5,under,BAL_CIN_2022-10-09
MIA,2022-10-09,-3.5,Sun,5,5,@,NYJ,L 17-40,-3.5,did not cover,45.0,over,MIA_NYJ_2022-10-09
MIN,2022-10-02,-3.5,Sun,4,4,@,NOR,W 28-25,-3.5,did not cover,42.0,over,MIN_NOR_2022-10-02
PIT,2022-10-02,-3.5,Sun,4,4,,NYJ,L 20-24,-3.5,did not cover,41.5,over,PIT_NYJ_2022-10-02
IND,2022-10-02,-3.5,Sun,4,4,,TEN,L 17-24,-3.5,did not cover,43.0,under,IND_TEN_2022-10-02
DET,2022-10-02,-3.5,Sun,4,4,,SEA,L 45-48,-3.5,did not cover,48.0,over,DET_SEA_2022-10-02
CIN,2022-09-29,-3.5,Thu,4,4,,MIA,W 27-15,-3.5,covered,47.5,under,CIN_MIA_2022-09-29
LAR,2022-09-25,-3.5,Sun,3,3,@,ARI,W 20-12,-3.5,covered,48.5,under,LAR_ARI_2022-09-25
BAL,2022-09-18,-3.5,Sun,2,2,,MIA,L 38-42,-3.5,did not cover,44.5,over,BAL_MIA_2022-09-18
LAC,2022-09-11,-3.5,Sun,1,1,,LVR,W 24-19,-3.5,covered,52.5,under,LAC_LVR_2022-09-11
NOR,2022-01-09,-3.5,Sun,17,18,@,ATL,W 30-20,-3.5,covered,40.0,over,NOR_ATL_2022-01-09
BAL,2022-01-09,-3.5,Sun,17,18,,PIT,L 13-16 (OT),-3.5,did not cover,41.0,under,BAL_PIT_2022-01-09
LAR,2022-01-09,-3.5,Sun,17,18,,SFO,L 24-27 (OT),-3.5,did not cover,44.5,over,LAR_SFO_2022-01-09
LAR,2021-12-26,-3.5,Sun,15,16,@,MIN,W 30-23,-3.5,covered,49.0,over,LAR_MIN_2021-12-26
SFO,2021-12-23,-3.5,Thu,15,16,@,TEN,L 17-20,-3.5,did not cover,44.0,under,SFO_TEN_2021-12-23
TAM,2021-12-12,-3.5,Sun,13,14,,BUF,W 33-27 (OT),-3.5,covered,54.5,over,TAM_BUF_2021-12-12
SFO,2021-12-05,-3.5,Sun,12,13,@,SEA,L 23-30,-3.5,did not cover,45.5,over,SFO_SEA_2021-12-05
BAL,2021-11-28,-3.5,Sun,11,12,,CLE,W 16-10,-3.5,covered,47.0,under,BAL_CLE_2021-11-28
SFO,2021-11-28,-3.5,Sun,11,12,,MIN,W 34-26,-3.5,covered,49.0,over,SFO_MIN_2021-11-28
PHI,2021-11-28,-3.5,Sun,12,12,@,NYG,L 7-13,-3.5,did not cover,45.5,under,PHI_NYG_2021-11-28
CIN,2021-11-28,-3.5,Sun,11,12,,PIT,W 41-10,-3.5,covered,44.0,over,CIN_PIT_2021-11-28
MIA,2021-11-21,-3.5,Sun,11,11,@,NYJ,W 24-17,-3.5,covered,44.5,under,MIA_NYJ_2021-11-21
CAR,2021-11-21,-3.5,Sun,11,11,,WAS,L 21-27,-3.5,did not cover,43.0,over,CAR_WAS_2021-11-21
GNB,2021-11-14,-3.5,Sun,10,10,,SEA,W 17-0,-3.5,covered,49.5,under,GNB_SEA_2021-11-14
NWE,2021-11-07,-3.5,Sun,9,9,@,CAR,W 24-6,-3.5,covered,41.0,under,NWE_CAR_2021-11-07
SFO,2021-11-07,-3.5,Sun,8,9,,ARI,L 17-31,-3.5,did not cover,45.0,over,SFO_ARI_2021-11-07
PHI,2021-10-31,-3.5,Sun,8,8,@,DET,W 44-6,-3.5,covered,48.0,over,PHI_DET_2021-10-31
SEA,2021-10-31,-3.5,Sun,8,8,,JAX,W 31-7,-3.5,covered,44.5,under,SEA_JAX_2021-10-31
DEN,2021-10-31,-3.5,Sun,8,8,,WAS,W 17-10,-3.5,covered,45.0,under,DEN_WAS_2021-10-31
CLE,2021-10-17,-3.5,Sun,6,6,,ARI,L 14-37,-3.5,did not cover,48.5,over,CLE_ARI_2021-10-17
CIN,2021-10-17,-3.5,Sun,6,6,@,DET,W 34-11,-3.5,covered,47.0,under,CIN_DET_2021-10-17
DAL,2021-10-17,-3.5,Sun,6,6,@,NWE,W 35-29 (OT),-3.5,covered,50.5,over,DAL_NWE_2021-10-17
DAL,2021-09-27,-3.5,Mon,3,3,,PHI,W 41-21,-3.5,covered,51.5,over,DAL_PHI_2021-09-27
LAR,2021-09-19,-3.5,Sun,2,2,@,IND,W 27-24,-3.5,did not cover,48.0,over,LAR_IND_2021-09-19
BUF,2021-09-19,-3.5,Sun,2,2,@,MIA,W 35-0,-3.5,covered,47.5,under,BUF_MIA_2021-09-19
ARI,2021-09-19,-3.5,Sun,2,2,,MIN,W 34-33,-3.5,did not cover,50.5,over,ARI_MIN_2021-09-19
WAS,2021-09-16,-3.5,Thu,2,2,,NYG,W 30-29,-3.5,did not cover,40.5,over,WAS_NYG_2021-09-16
GNB,2021-09-12,-3.5,Sun,1,1,@,NOR,L 3-38,-3.5,did not cover,49.5,under,GNB_NOR_2021-09-12
ATL,2021-09-12,-3.5,Sun,1,1,,PHI,L 6-32,-3.5,did not cover,49.0,under,ATL_PHI_2021-09-12
MIA,2021-01-03,-3.5,Sun,16,17,@,BUF,L 26-56,-3.5,did not cover,43.0,over,MIA_BUF_2021-01-03
LVR,2020-12-17,-3.5,Thu,14,15,,LAC,L 27-30 (OT),-3.5,did not cover,52.5,over,LVR_LAC_2020-12-17
IND,2020-12-06,-3.5,Sun,12,13,@,HOU,W 26-20,-3.5,covered,50.0,under,IND_HOU_2020-12-06
LVR,2020-11-29,-3.5,Sun,11,12,@,ATL,L 6-43,-3.5,did not cover,53.0,under,LVR_ATL_2020-11-29
KAN,2020-11-29,-3.5,Sun,11,12,@,TAM,W 27-24,-3.5,did not cover,56.0,under,KAN_TAM_2020-11-29
NOR,2020-11-22,-3.5,Sun,10,11,,ATL,W 24-9,-3.5,covered,49.5,under,NOR_ATL_2020-11-22
MIN,2020-11-16,-3.5,Mon,9,10,@,CHI,W 19-13,-3.5,covered,44.5,under,MIN_CHI_2020-11-16
LVR,2020-11-15,-3.5,Sun,9,10,,DEN,W 37-12,-3.5,covered,50.0,under,LVR_DEN_2020-11-15
IND,2020-11-01,-3.5,Sun,7,8,@,DET,W 41-21,-3.5,covered,49.0,over,IND_DET_2020-11-01
LAR,2020-11-01,-3.5,Sun,8,8,@,MIA,L 17-28,-3.5,did not cover,46.5,under,LAR_MIA_2020-11-01
SEA,2020-10-25,-3.5,Sun,6,7,@,ARI,L 34-37 (OT),-3.5,did not cover,55.5,over,SEA_ARI_2020-10-25
TAM,2020-10-25,-3.5,Sun,7,7,@,LVR,W 45-20,-3.5,covered,51.5,over,TAM_LVR_2020-10-25
MIN,2020-10-18,-3.5,Sun,6,6,,ATL,L 23-40,-3.5,did not cover,53.5,over,MIN_ATL_2020-10-18
TAM,2020-10-08,-3.5,Thu,5,5,@,CHI,L 19-20,-3.5,did not cover,44.0,under,TAM_CHI_2020-10-08
IND,2020-10-04,-3.5,Sun,4,4,@,CHI,W 19-11,-3.5,covered,43.5,under,IND_CHI_2020-10-04
DAL,2020-10-04,-3.5,Sun,4,4,,CLE,L 38-49,-3.5,did not cover,56.5,over,DAL_CLE_2020-10-04
HOU,2020-10-04,-3.5,Sun,4,4,,MIN,L 23-31,-3.5,did not cover,52.5,over,HOU_MIN_2020-10-04
BAL,2020-09-28,-3.5,Mon,3,3,,KAN,L 20-34,-3.5,did not cover,55.0,under,BAL_KAN_2020-09-28
NOR,2020-09-27,-3.5,Sun,3,3,,GNB,L 30-37,-3.5,did not cover,52.0,over,NOR_GNB_2020-09-27
PIT,2020-09-27,-3.5,Sun,3,3,,HOU,W 28-21,-3.5,covered,46.5,over,PIT_HOU_2020-09-27
IND,2020-09-20,-3.5,Sun,2,2,,MIN,W 28-11,-3.5,covered,49.0,under,IND_MIN_2020-09-20
TEN,2020-09-14,-3.5,Mon,1,1,@,DEN,W 16-14,-3.5,did not cover,41.5,under,TEN_DEN_2020-09-14
SFO,2019-12-29,-3.5,Sun,16,17,@,SEA,W 26-21,-3.5,covered,47.0,push,SFO_SEA_2019-12-29
NOR,2019-12-22,-3.5,Sun,15,16,@,TEN,W 38-28,-3.5,covered,49.0,over,NOR_TEN_2019-12-22
NYG,2019-12-15,-3.5,Sun,14,15,,MIA,W 36-20,-3.5,covered,47.0,over,NYG_MIA_2019-12-15
ATL,2019-12-08,-3.5,Sun,13,14,,CAR,W 40-20,-3.5,covered,48.0,over,ATL_CAR_2019-12-08
LAC,2019-12-08,-3.5,Sun,13,14,@,JAX,W 45-10,-3.5,covered,42.0,over,LAC_JAX_2019-12-08
NWE,2019-12-01,-3.5,Sun,12,13,@,HOU,L 22-28,-3.5,did not cover,47.0,over,NWE_HOU_2019-12-01
BAL,2019-11-25,-3.5,Mon,11,12,@,LAR,W 45-6,-3.5,covered,47.0,over,BAL_LAR_2019-11-25
OAK,2019-11-24,-3.5,Sun,11,12,@,NYJ,L 3-34,-3.5,did not cover,45.0,under,OAK_NYJ_2019-11-24
ATL,2019-11-24,-3.5,Sun,11,12,,TAM,L 22-35,-3.5,did not cover,51.5,over,ATL_TAM_2019-11-24
BUF,2019-11-24,-3.5,Sun,11,12,,DEN,W 20-3,-3.5,covered,37.0,under,BUF_DEN_2019-11-24
HOU,2019-11-21,-3.5,Thu,11,12,,IND,W 20-17,-3.5,did not cover,46.0,under,HOU_IND_2019-11-21
CAR,2019-11-17,-3.5,Sun,10,11,,ATL,L 3-29,-3.5,did not cover,49.0,under,CAR_ATL_2019-11-17
DAL,2019-11-10,-3.5,Sun,9,10,,MIN,L 24-28,-3.5,did not cover,48.5,over,DAL_MIN_2019-11-10
NYJ,2019-11-03,-3.5,Sun,8,9,@,MIA,L 18-26,-3.5,did not cover,42.5,over,NYJ_MIA_2019-11-03
CAR,2019-11-03,-3.5,Sun,8,9,,TEN,W 30-20,-3.5,covered,43.0,over,CAR_TEN_2019-11-03
CHI,2019-10-27,-3.5,Sun,7,8,,LAC,L 16-17,-3.5,did not cover,41.0,under,CHI_LAC_2019-10-27
NYG,2019-10-20,-3.5,Sun,7,7,,ARI,L 21-27,-3.5,did not cover,49.5,under,NYG_ARI_2019-10-20
GNB,2019-10-14,-3.5,Mon,6,6,,DET,W 23-22,-3.5,did not cover,47.0,under,GNB_DET_2019-10-14
MIN,2019-10-13,-3.5,Sun,6,6,,PHI,W 38-20,-3.5,covered,44.0,over,MIN_PHI_2019-10-13
KAN,2019-10-13,-3.5,Sun,6,6,,HOU,L 24-31,-3.5,did not cover,54.5,over,KAN_HOU_2019-10-13
TEN,2019-10-06,-3.5,Sun,5,5,,BUF,L 7-14,-3.5,did not cover,39.5,under,TEN_BUF_2019-10-06
DAL,2019-10-06,-3.5,Sun,5,5,,GNB,L 24-34,-3.5,did not cover,46.5,over,DAL_GNB_2019-10-06
BAL,2019-10-06,-3.5,Sun,5,5,@,PIT,W 26-23 (OT),-3.5,did not cover,44.0,over,BAL_PIT_2019-10-06
PIT,2019-09-30,-3.5,Mon,4,4,,CIN,W 27-3,-3.5,covered,45.5,under,PIT_CIN_2019-09-30
ATL,2019-09-29,-3.5,Sun,4,4,,TEN,L 10-24,-3.5,did not cover,46.0,under,ATL_TEN_2019-09-29
GNB,2019-09-26,-3.5,Thu,4,4,,PHI,L 27-34,-3.5,did not cover,46.0,over,GNB_PHI_2019-09-26
MIN,2019-09-08,-3.5,Sun,1,1,,ATL,W 28-12,-3.5,covered,47.0,under,MIN_ATL_2019-09-08
KAN,2019-09-08,-3.5,Sun,1,1,@,JAX,W 40-26,-3.5,covered,49.0,over,KAN_JAX_2019-09-08
CHI,2019-09-05,-3.5,Thu,1,1,,GNB,L 3-10,-3.5,did not cover,47.0,under,CHI_GNB_2019-09-05
SEA,2018-12-16,-3.5,Sun,14,15,@,SFO,L 23-26 (OT),-3.5,did not cover,44.0,over,SEA_SFO_2018-12-16
KAN,2018-12-13,-3.5,Thu,14,15,,LAC,L 28-29,-3.5,did not cover,54.0,over,KAN_LAC_2018-12-13
DAL,2018-12-09,-3.5,Sun,13,14,,PHI,W 29-23 (OT),-3.5,covered,45.5,over,DAL_PHI_2018-12-09
CAR,2018-12-02,-3.5,Sun,12,13,@,TAM,L 17-24,-3.5,did not cover,52.0,under,CAR_TAM_2018-12-02
MIA,2018-12-02,-3.5,Sun,12,13,,BUF,W 21-17,-3.5,covered,40.0,under,MIA_BUF_2018-12-02
HOU,2018-11-26,-3.5,Mon,11,12,,TEN,W 34-17,-3.5,covered,42.5,over,HOU_TEN_2018-11-26
