Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
MIN,2021-09-12,36,Sun,1,1,@,CIN,L 24-27 (OT),36,149,4.1,1,MIN_CIN_2021-09-12
DAL,2020-12-20,36,Sun,14,15,,SFO,W 41-33,36,150,4.2,1,DAL_SFO_2020-12-20
NYJ,2020-12-13,36,Sun,13,14,@,SEA,L 3-40,36,174,4.8,1,NYJ_SEA_2020-12-13
NOR,2020-12-13,36,Sun,13,14,@,PHI,L 21-24,36,246,6.8,2,NOR_PHI_2020-12-13
NWE,2020-12-10,36,Thu,13,14,@,LAR,L 3-24,36,186,5.2,1,NWE_LAR_2020-12-10
ATL,2020-12-06,36,Sun,12,13,,NOR,L 16-21,36,207,5.8,1,ATL_NOR_2020-12-06
TEN,2020-12-06,36,Sun,12,13,,CLE,L 35-41,36,118,3.3,1,TEN_CLE_2020-12-06
DAL,2020-11-26,36,Thu,11,12,,WAS,L 16-41,36,182,5.1,3,DAL_WAS_2020-11-26
ATL,2020-11-22,36,Sun,10,11,@,NOR,L 9-24,36,166,4.6,3,ATL_NOR_2020-11-22
PHI,2020-11-15,36,Sun,9,10,@,NYG,L 17-27,36,151,4.2,3,PHI_NYG_2020-11-15
CAR,2020-10-29,36,Thu,8,8,,ATL,L 17-25,36,131,3.6,2,CAR_ATL_2020-10-29
CIN,2020-09-27,36,Sun,3,3,@,PHI,T 23-23 (OT),36,172,4.8,1,CIN_PHI_2020-09-27
JAX,2020-09-24,36,Thu,3,3,,MIA,L 13-31,36,138,3.8,2,JAX_MIA_2020-09-24
PHI,2020-09-13,36,Sun,1,1,@,WAS,L 17-27,36,80,2.2,2,PHI_WAS_2020-09-13
SFO,2020-09-13,36,Sun,1,1,,ARI,L 20-24,36,180,5.0,2,SFO_ARI_2020-09-13
WAS,2019-12-29,36,Sun,16,17,@,DAL,L 16-47,36,223,6.2,1,WAS_DAL_2019-12-29
JAX,2019-11-17,36,Sun,10,11,@,IND,L 13-33,36,264,7.3,3,JAX_IND_2019-11-17
DAL,2019-11-10,36,Sun,9,10,,MIN,L 24-28,36,153,4.3,1,DAL_MIN_2019-11-10
DET,2019-11-03,36,Sun,8,9,@,OAK,L 24-31,36,171,4.8,2,DET_OAK_2019-11-03
ATL,2019-10-20,36,Sun,7,7,,LAR,L 10-37,36,90,2.5,1,ATL_LAR_2019-10-20
PHI,2019-10-20,36,Sun,7,7,@,DAL,L 10-37,36,189,5.3,3,PHI_DAL_2019-10-20
LAC,2019-10-13,36,Sun,6,6,,PIT,L 17-24,36,124,3.4,1,LAC_PIT_2019-10-13
CIN,2019-09-22,36,Sun,3,3,@,BUF,L 17-21,36,175,4.9,1,CIN_BUF_2019-09-22
TEN,2018-12-30,36,Sun,16,17,,IND,L 17-33,36,158,4.4,1,TEN_IND_2018-12-30
PHI,2018-12-09,36,Sun,13,14,@,DAL,L 23-29 (OT),36,142,3.9,0,PHI_DAL_2018-12-09
NYJ,2018-11-25,36,Sun,11,12,,NWE,L 13-27,36,215,6.0,1,NYJ_NWE_2018-11-25
NWE,2018-11-11,36,Sun,10,10,@,TEN,L 10-34,36,150,4.2,2,NWE_TEN_2018-11-11
DAL,2018-11-05,36,Mon,8,9,,TEN,L 14-28,36,125,3.5,2,DAL_TEN_2018-11-05
SFO,2018-10-21,36,Sun,7,7,,LAR,L 10-39,36,146,4.1,2,SFO_LAR_2018-10-21
CLE,2018-10-14,36,Sun,6,6,,LAC,L 14-38,36,246,6.8,3,CLE_LAC_2018-10-14
IND,2018-10-14,36,Sun,6,6,@,NYJ,L 34-42,36,107,3.0,0,IND_NYJ_2018-10-14
DET,2018-09-10,36,Mon,1,1,,NYJ,L 17-48,36,169,4.7,2,DET_NYJ_2018-09-10
CHI,2017-12-31,36,Sun,16,17,@,MIN,L 10-23,36,147,4.1,2,CHI_MIN_2017-12-31
HOU,2017-12-31,36,Sun,16,17,@,IND,L 13-22,36,146,4.1,1,HOU_IND_2017-12-31
MIN,2017-12-10,36,Sun,13,14,@,CAR,L 24-31,36,216,6.0,3,MIN_CAR_2017-12-10
MIA,2017-11-13,36,Mon,9,10,@,CAR,L 21-45,36,294,8.2,2,MIA_CAR_2017-11-13
CIN,2017-11-12,36,Sun,9,10,@,TEN,L 20-24,36,180,5.0,2,CIN_TEN_2017-11-12
GNB,2017-10-22,36,Sun,7,7,,NOR,L 17-26,36,161,4.5,2,GNB_NOR_2017-10-22
ATL,2017-10-22,36,Sun,6,7,@,NWE,L 7-23,36,162,4.5,0,ATL_NWE_2017-10-22
ATL,2017-10-01,36,Sun,4,4,,BUF,L 17-23,36,117,3.3,0,ATL_BUF_2017-10-01
CLE,2017-09-24,36,Sun,3,3,@,IND,L 28-31,36,92,2.6,3,CLE_IND_2017-09-24
JAX,2017-09-17,36,Sun,2,2,,TEN,L 16-37,36,179,5.0,3,JAX_TEN_2017-09-17
LAC,2017-09-11,36,Mon,1,1,@,DEN,L 21-24,36,140,3.9,1,LAC_DEN_2017-09-11
TAM,2023-01-08,35,Sun,17,18,@,ATL,L 17-30,35,174,5.0,1,TAM_ATL_2023-01-08
PHI,2023-01-01,35,Sun,16,17,,NOR,L 10-20,35,129,3.7,1,PHI_NOR_2023-01-01
LAR,2022-12-19,35,Mon,14,15,@,GNB,L 12-24,35,138,3.9,2,LAR_GNB_2022-12-19
JAX,2022-11-27,35,Sun,11,12,,BAL,W 28-27,35,162,4.6,1,JAX_BAL_2022-11-27
DET,2022-11-13,35,Sun,9,10,@,CHI,W 31-30,35,258,7.4,2,DET_CHI_2022-11-13
LAC,2022-11-06,35,Sun,8,9,@,ATL,W 20-17,35,201,5.7,2,LAC_ATL_2022-11-06
IND,2022-10-23,35,Sun,7,7,@,TEN,L 10-19,35,138,3.9,0,IND_TEN_2022-10-23
DET,2022-10-09,35,Sun,5,5,@,NWE,L 0-29,35,176,5.0,0,DET_NWE_2022-10-09
ATL,2022-10-02,35,Sun,4,4,,CLE,W 23-20,35,177,5.1,2,ATL_CLE_2022-10-02
CLE,2022-10-02,35,Sun,4,4,@,ATL,L 20-23,35,202,5.8,2,CLE_ATL_2022-10-02
NWE,2022-10-02,35,Sun,4,4,@,GNB,L 24-27 (OT),35,199,5.7,1,NWE_GNB_2022-10-02
MIN,2022-09-25,35,Sun,3,3,,DET,W 28-24,35,139,4.0,2,MIN_DET_2022-09-25
DEN,2022-01-02,35,Sun,16,17,@,LAC,L 13-34,35,104,3.0,1,DEN_LAC_2022-01-02
PIT,2021-12-26,35,Sun,15,16,@,KAN,L 10-36,35,127,3.6,1,PIT_KAN_2021-12-26
WAS,2021-12-12,35,Sun,13,14,,DAL,L 20-27,35,122,3.5,0,WAS_DAL_2021-12-12
CHI,2021-12-05,35,Sun,12,13,,ARI,L 22-33,35,137,3.9,2,CHI_ARI_2021-12-05
DAL,2021-11-25,35,Thu,11,12,,LVR,L 33-36 (OT),35,143,4.1,2,DAL_LVR_2021-11-25
KAN,2021-10-24,35,Sun,7,7,@,TEN,L 3-27,35,103,2.9,1,KAN_TEN_2021-10-24
LAC,2021-10-10,35,Sun,5,5,,CLE,W 47-42,35,230,6.6,3,LAC_CLE_2021-10-10
DEN,2021-10-10,35,Sun,5,5,@,PIT,L 19-27,35,147,4.2,1,DEN_PIT_2021-10-10
MIA,2021-09-26,35,Sun,3,3,@,LVR,L 28-31 (OT),35,140,4.0,1,MIA_LVR_2021-09-26
KAN,2021-01-03,35,Sun,16,17,,LAC,L 21-38,35,135,3.9,2,KAN_LAC_2021-01-03
WAS,2020-12-27,35,Sun,15,16,,CAR,L 13-20,35,113,3.2,1,WAS_CAR_2020-12-27
BUF,2020-11-15,35,Sun,10,10,@,ARI,L 30-32,35,217,6.2,2,BUF_ARI_2020-11-15
WAS,2020-11-08,35,Sun,8,9,,NYG,L 20-23,35,166,4.7,1,WAS_NYG_2020-11-08
PHI,2020-11-01,35,Sun,8,8,,DAL,W 23-9,35,133,3.8,0,PHI_DAL_2020-11-01
DAL,2020-10-19,35,Mon,6,6,,ARI,L 10-38,35,261,7.5,3,DAL_ARI_2020-10-19
GNB,2020-10-18,35,Sun,5,6,@,TAM,L 10-38,35,158,4.5,2,GNB_TAM_2020-10-18
KAN,2020-10-11,35,Sun,5,5,,LVR,L 32-40,35,144,4.1,2,KAN_LVR_2020-10-11
WAS,2020-10-11,35,Sun,5,5,,LAR,L 10-30,35,129,3.7,2,WAS_LAR_2020-10-11
KAN,2020-10-05,35,Mon,4,4,,NWE,W 26-10,35,185,5.3,0,KAN_NWE_2020-10-05
ARI,2020-10-04,35,Sun,4,4,@,CAR,L 21-31,35,168,4.8,2,ARI_CAR_2020-10-04
NYG,2020-09-27,35,Sun,3,3,,SFO,L 9-36,35,93,2.7,3,NYG_SFO_2020-09-27
NOR,2020-09-21,35,Mon,2,2,@,LVR,L 24-34,35,116,3.3,1,NOR_LVR_2020-09-21
DET,2020-09-20,35,Sun,2,2,@,GNB,L 21-42,35,259,7.4,2,DET_GNB_2020-09-20
CIN,2020-09-17,35,Thu,2,2,@,CLE,L 30-35,35,215,6.1,3,CIN_CLE_2020-09-17
CAR,2019-12-29,35,Sun,16,17,,NOR,L 10-42,35,115,3.3,2,CAR_NOR_2019-12-29
BUF,2019-12-21,35,Sat,15,16,@,NWE,L 17-24,35,143,4.1,1,BUF_NWE_2019-12-21
CLE,2019-12-15,35,Sun,14,15,@,ARI,L 24-38,35,226,6.5,4,CLE_ARI_2019-12-15
TEN,2019-12-15,35,Sun,14,15,,HOU,L 21-24,35,140,4.0,1,TEN_HOU_2019-12-15
SEA,2019-12-08,35,Sun,13,14,@,LAR,L 12-28,35,162,4.6,2,SEA_LAR_2019-12-08
ARI,2019-12-08,35,Sun,13,14,,PIT,L 17-23,35,140,4.0,0,ARI_PIT_2019-12-08
PIT,2019-11-14,35,Thu,10,11,@,CLE,L 7-21,35,104,3.0,1,PIT_CLE_2019-11-14
CHI,2019-11-03,35,Sun,8,9,@,PHI,L 14-22,35,146,4.2,1,CHI_PHI_2019-11-03
CHI,2019-10-20,35,Sun,6,7,,NOR,L 25-36,35,151,4.3,2,CHI_NOR_2019-10-20
SEA,2019-10-20,35,Sun,7,7,,BAL,L 16-30,35,199,5.7,1,SEA_BAL_2019-10-20
PHI,2019-10-13,35,Sun,6,6,@,MIN,L 20-38,35,122,3.5,1,PHI_MIN_2019-10-13
KAN,2019-09-29,35,Sun,4,4,@,DET,W 34-30,35,186,5.3,0,KAN_DET_2019-09-29
MIA,2019-09-15,35,Sun,2,2,,NWE,L 0-43,35,124,3.5,2,MIA_NWE_2019-09-15
LAC,2018-12-22,35,Sat,15,16,,BAL,L 10-22,35,159,4.5,0,LAC_BAL_2018-12-22
SFO,2018-12-16,35,Sun,14,15,,SEA,W 26-23 (OT),35,168,4.8,1,SFO_SEA_2018-12-16
LAR,2018-12-09,35,Sun,13,14,@,CHI,L 6-15,35,194,5.5,0,LAR_CHI_2018-12-09
CIN,2018-11-25,35,Sun,11,12,,CLE,L 20-35,35,84,2.4,1,CIN_CLE_2018-11-25
JAX,2018-11-25,35,Sun,11,12,@,BUF,L 21-24,35,167,4.8,2,JAX_BUF_2018-11-25
GNB,2018-11-15,35,Thu,10,11,@,SEA,L 24-27,35,173,4.9,1,GNB_SEA_2018-11-15
MIA,2018-10-25,35,Thu,8,8,@,HOU,L 23-42,35,188,5.4,1,MIA_HOU_2018-10-25
MIA,2018-10-21,35,Sun,7,7,,DET,L 21-32,35,248,7.1,1,MIA_DET_2018-10-21
TEN,2018-10-14,35,Sun,6,6,,BAL,L 0-21,35,123,3.5,2,TEN_BAL_2018-10-14
IND,2018-09-30,35,Sun,4,4,,HOU,L 34-37 (OT),35,119,3.4,1,IND_HOU_2018-09-30
DET,2018-09-30,35,Sun,4,4,@,DAL,L 24-26,35,183,5.2,0,DET_DAL_2018-09-30
IND,2018-09-23,35,Sun,3,3,@,PHI,L 16-20,35,152,4.3,1,IND_PHI_2018-09-23
GNB,2018-09-23,35,Sun,3,3,@,WAS,L 17-31,35,166,4.7,2,GNB_WAS_2018-09-23
JAX,2018-09-23,35,Sun,3,3,,TEN,L 6-9,35,150,4.3,0,JAX_TEN_2018-09-23
LAC,2018-09-23,35,Sun,3,3,@,LAR,L 23-35,35,171,4.9,1,LAC_LAR_2018-09-23
CLE,2018-09-09,35,Sun,1,1,,PIT,T 21-21 (OT),35,159,4.5,2,CLE_PIT_2018-09-09
JAX,2017-12-24,35,Sun,15,16,@,SFO,L 33-44,35,131,3.7,3,JAX_SFO_2017-12-24
TAM,2017-12-18,35,Mon,14,15,,ATL,L 21-24,35,201,5.7,1,TAM_ATL_2017-12-18
NYJ,2017-12-10,35,Sun,13,14,@,DEN,L 0-23,35,84,2.4,1,NYJ_DEN_2017-12-10
WAS,2017-12-10,35,Sun,13,14,@,LAC,L 13-30,35,174,5.0,1,WAS_LAC_2017-12-10
BUF,2017-12-03,35,Sun,12,13,,NWE,L 3-23,35,191,5.5,2,BUF_NWE_2017-12-03
GNB,2017-12-03,35,Sun,12,13,,TAM,W 26-20 (OT),35,165,4.7,0,GNB_TAM_2017-12-03
LAR,2017-11-19,35,Sun,10,11,@,MIN,L 7-24,35,171,4.9,2,LAR_MIN_2017-11-19
BUF,2017-11-19,35,Sun,10,11,@,LAC,L 24-54,35,146,4.2,2,BUF_LAC_2017-11-19
TAM,2017-10-15,35,Sun,5,6,@,ARI,L 33-38,35,160,4.6,2,TAM_ARI_2017-10-15
GNB,2017-10-08,35,Sun,5,5,@,DAL,W 35-31,35,163,4.7,1,GNB_DAL_2017-10-08
HOU,2017-10-08,35,Sun,5,5,,KAN,L 34-42,35,127,3.6,0,HOU_KAN_2017-10-08
SFO,2017-10-08,35,Sun,5,5,@,IND,L 23-26 (OT),35,159,4.5,2,SFO_IND_2017-10-08
SEA,2017-09-24,35,Sun,3,3,@,TEN,L 27-33,35,195,5.6,1,SEA_TEN_2017-09-24
BAL,2017-09-24,35,Sun,3,3,@,JAX,L 7-44,35,166,4.7,1,BAL_JAX_2017-09-24
CIN,2017-09-14,35,Thu,2,2,,HOU,L 9-13,35,168,4.8,1,CIN_HOU_2017-09-14
KAN,2017-09-07,35,Thu,1,1,@,NWE,W 42-27,35,124,3.5,3,KAN_NWE_2017-09-07
NYG,2023-01-08,34,Sun,17,18,@,PHI,L 16-22,34,135,4.0,1,NYG_PHI_2023-01-08
ARI,2023-01-01,34,Sun,16,17,@,ATL,L 19-20,34,132,3.9,2,ARI_ATL_2023-01-01
ATL,2022-12-24,34,Sat,15,16,@,BAL,L 9-17,34,184,5.4,0,ATL_BAL_2022-12-24
NOR,2022-12-24,34,Sat,15,16,@,CLE,W 17-10,34,124,3.6,1,NOR_CLE_2022-12-24
ATL,2022-12-18,34,Sun,14,15,@,NOR,L 18-21,34,134,3.9,0,ATL_NOR_2022-12-18
ARI,2022-12-18,34,Sun,14,15,@,DEN,L 15-24,34,168,4.9,2,ARI_DEN_2022-12-18
SEA,2022-12-15,34,Thu,14,15,,SFO,L 13-21,34,170,5.0,1,SEA_SFO_2022-12-15
IND,2022-12-04,34,Sun,13,13,@,DAL,L 19-54,34,220,6.5,4,IND_DAL_2022-12-04
KAN,2022-12-04,34,Sun,12,13,@,CIN,L 24-27,34,152,4.5,1,KAN_CIN_2022-12-04
MIA,2022-12-04,34,Sun,12,13,@,SFO,L 17-33,34,121,3.6,0,MIA_SFO_2022-12-04
TAM,2022-11-27,34,Sun,11,12,@,CLE,L 17-23 (OT),34,189,5.6,2,TAM_CLE_2022-11-27
LAC,2022-11-27,34,Sun,11,12,@,ARI,W 25-24,34,181,5.3,1,LAC_ARI_2022-11-27
BUF,2022-11-06,34,Sun,8,9,@,NYJ,L 17-20,34,174,5.1,1,BUF_NYJ_2022-11-06
ARI,2022-11-06,34,Sun,9,9,,SEA,L 21-31,34,158,4.6,2,ARI_SEA_2022-11-06
NYJ,2022-10-30,34,Sun,8,8,,NWE,L 17-22,34,127,3.7,0,NYJ_NWE_2022-10-30
LAC,2022-10-23,34,Sun,7,7,,SEA,L 23-37,34,213,6.3,2,LAC_SEA_2022-10-23
CIN,2022-10-16,34,Sun,6,6,@,NOR,W 30-26,34,228,6.7,1,CIN_NOR_2022-10-16
CLE,2022-10-09,34,Sun,5,5,,LAC,L 28-30,34,238,7.0,2,CLE_LAC_2022-10-09
LAR,2022-10-09,34,Sun,5,5,,DAL,L 10-22,34,163,4.8,1,LAR_DAL_2022-10-09
MIN,2022-09-19,34,Mon,2,2,@,PHI,L 7-24,34,163,4.8,2,MIN_PHI_2022-09-19
PIT,2022-09-11,34,Sun,1,1,@,CIN,W 23-20 (OT),34,133,3.9,0,PIT_CIN_2022-09-11
LAC,2022-01-09,34,Sun,17,18,@,LVR,L 32-35 (OT),34,174,5.1,1,LAC_LVR_2022-01-09
WAS,2022-01-02,34,Sun,16,17,,PHI,L 16-20,34,118,3.5,2,WAS_PHI_2022-01-02
CIN,2021-12-19,34,Sun,14,15,@,DEN,W 15-10,34,133,3.9,0,CIN_DEN_2021-12-19
ARI,2021-12-19,34,Sun,14,15,@,DET,L 12-30,34,126,3.7,0,ARI_DET_2021-12-19
JAX,2021-12-12,34,Sun,13,14,@,TEN,L 0-20,34,102,3.0,2,JAX_TEN_2021-12-12
HOU,2021-11-28,34,Sun,11,12,,NYJ,L 14-21,34,157,4.6,2,HOU_NYJ_2021-11-28
CHI,2021-11-21,34,Sun,10,11,,BAL,L 13-16,34,123,3.6,1,CHI_BAL_2021-11-21
CLE,2021-11-14,34,Sun,10,10,@,NWE,L 7-45,34,184,5.4,2,CLE_NWE_2021-11-14
TAM,2021-11-14,34,Sun,9,10,@,WAS,L 19-29,34,94,2.8,2,TAM_WAS_2021-11-14
ARI,2021-10-28,34,Thu,8,8,,GNB,L 21-24,34,151,4.4,1,ARI_GNB_2021-10-28
NYG,2021-10-17,34,Sun,6,6,,LAR,L 11-38,34,131,3.9,1,NYG_LAR_2021-10-17
LVR,2021-10-04,34,Mon,4,4,@,LAC,L 14-28,34,168,4.9,1,LVR_LAC_2021-10-04
CAR,2021-10-03,34,Sun,4,4,@,DAL,L 28-36,34,245,7.2,1,CAR_DAL_2021-10-03
SEA,2021-09-26,34,Sun,3,3,@,MIN,L 17-30,34,140,4.1,0,SEA_MIN_2021-09-26
HOU,2021-09-19,34,Sun,2,2,@,CLE,L 21-31,34,156,4.6,3,HOU_CLE_2021-09-19
CIN,2021-09-19,34,Sun,2,2,@,CHI,L 17-20,34,123,3.6,0,CIN_CHI_2021-09-19
LVR,2021-09-13,34,Mon,1,1,,BAL,W 33-27 (OT),34,189,5.6,2,LVR_BAL_2021-09-13
PHI,2020-12-27,34,Sun,15,16,@,DAL,L 17-37,34,151,4.4,1,PHI_DAL_2020-12-27
CLE,2020-12-27,34,Sun,15,16,@,NYJ,L 16-23,34,131,3.9,0,CLE_NYJ_2020-12-27
LVR,2020-12-06,34,Sun,12,13,@,NYJ,W 31-28,34,206,6.1,2,LVR_NYJ_2020-12-06
NWE,2020-11-29,34,Sun,11,12,,ARI,W 20-17,34,138,4.1,2,NWE_ARI_2020-11-29
DET,2020-11-22,34,Sun,10,11,@,CAR,L 0-20,34,116,3.4,1,DET_CAR_2020-11-22
CIN,2020-11-22,34,Sun,10,11,@,WAS,L 9-20,34,164,4.8,1,CIN_WAS_2020-11-22
BAL,2020-11-22,34,Sun,10,11,,TEN,L 24-30 (OT),34,173,5.1,1,BAL_TEN_2020-11-22
DET,2020-11-08,34,Sun,8,9,@,MIN,L 20-34,34,275,8.1,2,DET_MIN_2020-11-08
GNB,2020-11-01,34,Sun,7,8,,MIN,L 22-28,34,173,5.1,3,GNB_MIN_2020-11-01
BUF,2020-11-01,34,Sun,8,8,,NWE,W 24-21,34,188,5.5,2,BUF_NWE_2020-11-01
CHI,2020-10-26,34,Mon,7,7,@,LAR,L 10-24,34,160,4.7,1,CHI_LAR_2020-10-26
BUF,2020-10-13,34,Tue,5,5,@,TEN,L 16-42,34,139,4.1,3,BUF_TEN_2020-10-13
JAX,2020-10-04,34,Sun,4,4,@,CIN,L 25-33,34,205,6.0,2,JAX_CIN_2020-10-04
MIN,2020-09-27,34,Sun,3,3,,TEN,L 30-31,34,134,3.9,2,MIN_TEN_2020-09-27
DAL,2020-09-20,34,Sun,2,2,,ATL,W 40-39,34,113,3.3,0,DAL_ATL_2020-09-20
JAX,2020-09-20,34,Sun,2,2,@,TEN,L 30-33,34,123,3.6,0,JAX_TEN_2020-09-20
DEN,2020-09-14,34,Mon,1,1,,TEN,L 14-16,34,130,3.8,0,DEN_TEN_2020-09-14
TAM,2020-09-13,34,Sun,1,1,@,NOR,L 23-34,34,82,2.4,1,TAM_NOR_2020-09-13
HOU,2020-09-10,34,Thu,1,1,@,KAN,L 20-34,34,166,4.9,1,HOU_KAN_2020-09-10
MIN,2019-12-29,34,Sun,16,17,,CHI,L 19-21,34,158,4.6,1,MIN_CHI_2019-12-29
CIN,2019-12-22,34,Sun,15,16,@,MIA,L 35-38 (OT),34,96,2.8,1,CIN_MIA_2019-12-22
CAR,2019-12-15,34,Sun,14,15,,SEA,L 24-30,34,154,4.5,2,CAR_SEA_2019-12-15
NYJ,2019-12-12,34,Thu,14,15,@,BAL,L 21-42,34,218,6.4,1,NYJ_BAL_2019-12-12
DAL,2019-12-05,34,Thu,13,14,@,CHI,L 24-31,34,151,4.4,1,DAL_CHI_2019-12-05
DAL,2019-11-28,34,Thu,12,13,,BUF,L 15-26,34,124,3.6,1,DAL_BUF_2019-11-28
ATL,2019-11-24,34,Sun,11,12,,TAM,L 22-35,34,133,3.9,1,ATL_TAM_2019-11-24
CHI,2019-11-17,34,Sun,10,11,@,LAR,L 7-17,34,110,3.2,2,CHI_LAR_2019-11-17
CIN,2019-11-17,34,Sun,10,11,@,OAK,L 10-17,34,113,3.3,1,CIN_OAK_2019-11-17
MIA,2019-11-17,34,Sun,10,11,,BUF,L 20-37,34,168,4.9,1,MIA_BUF_2019-11-17
SFO,2019-11-11,34,Mon,9,10,,SEA,L 24-27 (OT),34,147,4.3,1,SFO_SEA_2019-11-11
NOR,2019-11-10,34,Sun,9,10,,ATL,L 9-26,34,143,4.2,0,NOR_ATL_2019-11-10
JAX,2019-11-03,34,Sun,9,9,,HOU,L 3-26,34,216,6.4,1,JAX_HOU_2019-11-03
NYJ,2019-10-27,34,Sun,7,8,@,JAX,L 15-29,34,111,3.3,0,NYJ_JAX_2019-10-27
NYJ,2019-10-21,34,Mon,6,7,,NWE,L 0-33,34,74,2.2,3,NYJ_NWE_2019-10-21
NYJ,2019-10-13,34,Sun,5,6,,DAL,W 24-22,34,129,3.8,2,NYJ_DAL_2019-10-13
NYG,2019-10-10,34,Thu,6,6,@,NWE,L 14-35,34,114,3.4,3,NYG_NWE_2019-10-10
ATL,2019-10-06,34,Sun,5,5,@,HOU,L 32-53,34,166,4.9,1,ATL_HOU_2019-10-06
NYG,2019-10-06,34,Sun,5,5,,MIN,L 10-28,34,211,6.2,0,NYG_MIN_2019-10-06
ATL,2019-09-29,34,Sun,4,4,,TEN,L 10-24,34,138,4.1,0,ATL_TEN_2019-09-29
MIA,2019-09-22,34,Sun,3,3,@,DAL,L 6-31,34,235,6.9,2,MIA_DAL_2019-09-22
WAS,2019-09-15,34,Sun,2,2,,DAL,L 21-31,34,213,6.3,1,WAS_DAL_2019-09-15
NYG,2019-09-15,34,Sun,2,2,,BUF,L 14-28,34,151,4.4,3,NYG_BUF_2019-09-15
TEN,2019-09-15,34,Sun,2,2,,IND,L 17-19,34,167,4.9,0,TEN_IND_2019-09-15
WAS,2018-12-30,34,Sun,16,17,,PHI,L 0-24,34,129,3.8,0,WAS_PHI_2018-12-30
ARI,2018-12-30,34,Sun,16,17,@,SEA,L 24-27,34,182,5.4,2,ARI_SEA_2018-12-30
TEN,2018-12-22,34,Sat,15,16,,WAS,W 25-16,34,161,4.7,0,TEN_WAS_2018-12-22
WAS,2018-12-09,34,Sun,13,14,,NYG,L 16-40,34,227,6.7,1,WAS_NYG_2018-12-09
CIN,2018-12-02,34,Sun,12,13,,DEN,L 10-24,34,218,6.4,2,CIN_DEN_2018-12-02
TEN,2018-11-26,34,Mon,11,12,@,HOU,L 17-34,34,281,8.3,2,TEN_HOU_2018-11-26
WAS,2018-11-22,34,Thu,11,12,@,DAL,L 23-31,34,146,4.3,2,WAS_DAL_2018-11-22
IND,2018-11-11,34,Sun,9,10,,JAX,W 29-26,34,91,2.7,1,IND_JAX_2018-11-11
LAR,2018-11-11,34,Sun,10,10,,SEA,W 36-31,34,273,8.0,1,LAR_SEA_2018-11-11
LAR,2018-11-04,34,Sun,9,9,@,NOR,L 35-45,34,141,4.1,2,LAR_NOR_2018-11-04
NYJ,2018-10-28,34,Sun,8,8,@,CHI,L 10-24,34,179,5.3,1,NYJ_CHI_2018-10-28
GNB,2018-10-28,34,Sun,7,8,@,LAR,L 27-29,34,135,4.0,0,GNB_LAR_2018-10-28
ARI,2018-10-07,34,Sun,5,5,@,SFO,W 28-18,34,147,4.3,1,ARI_SFO_2018-10-07
NYJ,2018-09-30,34,Sun,4,4,@,JAX,L 12-31,34,126,3.7,1,NYJ_JAX_2018-09-30
ARI,2018-09-30,34,Sun,4,4,,SEA,L 17-20,34,171,5.0,2,ARI_SEA_2018-09-30
HOU,2018-09-16,34,Sun,2,2,@,TEN,L 17-20,34,100,2.9,0,HOU_TEN_2018-09-16
NOR,2018-09-09,34,Sun,1,1,,TAM,L 40-48,34,112,3.3,1,NOR_TAM_2018-09-09
NWE,2018-09-09,34,Sun,1,1,,HOU,W 27-20,34,167,4.9,1,NWE_HOU_2018-09-09
BUF,2018-09-09,34,Sun,1,1,@,BAL,L 3-47,34,117,3.4,3,BUF_BAL_2018-09-09
DET,2017-12-24,34,Sun,15,16,@,CIN,L 17-26,34,142,4.2,1,DET_CIN_2017-12-24
MIA,2017-12-24,34,Sun,15,16,@,KAN,L 13-29,34,103,3.0,1,MIA_KAN_2017-12-24
WAS,2017-12-17,34,Sun,14,15,,ARI,W 20-15,34,141,4.1,0,WAS_ARI_2017-12-17
CIN,2017-12-17,34,Sun,14,15,@,MIN,L 7-34,34,124,3.6,1,CIN_MIN_2017-12-17
CHI,2017-12-03,34,Sun,12,13,,SFO,L 14-15,34,110,3.2,0,CHI_SFO_2017-12-03
ARI,2017-11-19,34,Sun,10,11,@,HOU,L 21-31,34,134,3.9,2,ARI_HOU_2017-11-19
CIN,2017-11-19,34,Sun,10,11,@,DEN,W 20-17,34,112,3.3,1,CIN_DEN_2017-11-19
DAL,2017-11-12,34,Sun,9,10,@,ATL,L 7-27,34,132,3.9,1,DAL_ATL_2017-11-12
SEA,2017-10-29,34,Sun,7,8,,HOU,W 41-38,34,142,4.2,1,SEA_HOU_2017-10-29
CLE,2017-10-29,34,Sun,8,8,,MIN,L 16-33,34,88,2.6,1,CLE_MIN_2017-10-29
IND,2017-10-16,34,Mon,6,6,@,TEN,L 22-36,34,168,4.9,2,IND_TEN_2017-10-16
MIA,2017-09-24,34,Sun,2,3,@,NYJ,L 6-20,34,103,3.0,1,MIA_NYJ_2017-09-24
OAK,2017-09-24,34,Sun,3,3,@,WAS,L 10-27,34,116,3.4,0,OAK_WAS_2017-09-24
CHI,2017-09-17,34,Sun,2,2,@,TAM,L 7-29,34,117,3.4,1,CHI_TAM_2017-09-17
HOU,2023-01-08,33,Sun,17,18,@,IND,W 32-31,33,196,5.9,1,HOU_IND_2023-01-08
MIN,2023-01-01,33,Sun,16,17,@,GNB,L 17-41,33,163,4.9,2,MIN_GNB_2023-01-01
BAL,2022-12-24,33,Sat,15,16,,ATL,W 17-9,33,115,3.5,0,BAL_ATL_2022-12-24
