Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,Season,game_id
ARI,2020-09-13,2,Sun,1,1,@,SFO,W 24-20,2,2,2,2,2,0,2020,2020_01_ARI_SFO
DAL,2020-09-13,2,Sun,1,1,@,LAR,L 17-20,2,2,2,3,2,0,2020,2020_01_DAL_LAR
DET,2019-12-29,2,Sun,16,17,,GNB,L 20-23,2,2,2,4,3,0,2019,2019_17_DET_GNB
TAM,2019-12-29,2,Sun,16,17,,ATL,L 22-28 (OT),2,1,1,5,5,0,2019,2019_17_TAM_ATL
TEN,2019-12-29,2,Sun,16,17,@,HOU,W 35-14,2,2,2,0,0,0,2019,2019_17_TEN_HOU
PHI,2019-12-29,2,Sun,16,17,@,NYG,W 34-17,2,2,2,1,1,0,2019,2019_17_PHI_NYG
PIT,2019-12-29,2,Sun,16,17,@,BAL,L 10-28,2,2,2,4,4,1,2019,2019_17_PIT_BAL
JAX,2019-12-29,2,Sun,16,17,,IND,W 38-20,2,2,2,2,2,0,2019,2019_17_JAX_IND
GNB,2019-12-29,2,Sun,16,17,@,DET,W 23-20,2,2,2,2,2,0,2019,2019_17_GNB_DET
MIN,2019-12-23,2,Mon,15,16,,GNB,L 10-23,2,1,0,3,3,0,2019,2019_16_MIN_GNB
DAL,2019-12-22,2,Sun,15,16,@,PHI,L 9-17,2,2,2,3,1,0,2019,2019_16_DAL_PHI
BAL,2019-12-22,2,Sun,15,16,@,CLE,W 31-15,2,1,0,1,1,0,2019,2019_16_BAL_CLE
DEN,2019-12-22,2,Sun,15,16,,DET,W 27-17,2,2,2,1,1,0,2019,2019_16_DEN_DET
OAK,2019-12-22,2,Sun,15,16,@,LAC,W 24-17,2,2,2,1,1,0,2019,2019_16_OAK_LAC
HOU,2019-12-21,2,Sat,15,16,@,TAM,W 23-20,2,2,2,3,2,0,2019,2019_16_HOU_TAM
NWE,2019-12-21,2,Sat,15,16,,BUF,W 24-17,2,2,2,1,1,0,2019,2019_16_NWE_BUF
BUF,2019-12-21,2,Sat,15,16,@,NWE,L 17-24,2,1,1,3,3,0,2019,2019_16_BUF_NWE
TAM,2019-12-21,2,Sat,15,16,,HOU,L 20-23,2,2,2,3,3,0,2019,2019_16_TAM_HOU
PIT,2019-12-15,2,Sun,14,15,,BUF,L 10-17,2,2,2,1,1,0,2019,2019_15_PIT_BUF
NYG,2019-12-15,2,Sun,14,15,,MIA,W 36-20,2,2,2,3,2,0,2019,2019_15_NYG_MIA
ATL,2019-12-15,2,Sun,14,15,@,SFO,W 29-22,2,2,1,3,3,0,2019,2019_15_ATL_SFO
OAK,2019-12-15,2,Sun,14,15,,JAX,L 16-20,2,2,2,2,2,0,2019,2019_15_OAK_JAX
DEN,2019-12-15,2,Sun,14,15,@,KAN,L 3-23,2,0,0,3,3,0,2019,2019_15_DEN_KAN
TAM,2019-12-15,2,Sun,14,15,@,DET,W 38-17,2,2,2,1,1,0,2019,2019_15_TAM_DET
BAL,2019-12-12,2,Thu,14,15,,NYJ,W 42-21,2,2,1,1,0,0,2019,2019_15_BAL_NYJ
PHI,2019-12-09,2,Mon,13,14,,NYG,W 23-17 (OT),2,2,2,1,1,0,2019,2019_14_PHI_NYG
MIA,2019-12-08,2,Sun,13,14,@,NYJ,L 21-22,2,2,1,3,3,0,2019,2019_14_MIA_NYJ
WAS,2019-12-08,2,Sun,13,14,@,GNB,L 15-20,2,2,2,2,2,0,2019,2019_14_WAS_GNB
PIT,2019-12-08,2,Sun,13,14,@,ARI,W 23-17,2,2,2,1,1,0,2019,2019_14_PIT_ARI
KAN,2019-12-08,2,Sun,13,14,@,NWE,W 23-16,2,1,1,2,1,0,2019,2019_14_KAN_NWE
ARI,2019-12-08,2,Sun,13,14,,PIT,L 17-23,2,2,2,3,3,0,2019,2019_14_ARI_PIT
ATL,2019-12-08,2,Sun,13,14,,CAR,W 40-20,2,2,2,2,2,0,2019,2019_14_ATL_CAR
NWE,2019-12-08,2,Sun,13,14,,KAN,L 16-23,2,2,2,3,3,0,2019,2019_14_NWE_KAN
GNB,2019-12-08,2,Sun,13,14,,WAS,W 20-15,2,1,0,1,1,0,2019,2019_14_GNB_WAS
DET,2019-12-08,2,Sun,13,14,@,MIN,L 7-20,2,2,2,2,2,0,2019,2019_14_DET_MIN
LAC,2019-12-01,2,Sun,12,13,@,DEN,L 20-23,2,2,2,3,3,0,2019,2019_13_LAC_DEN
BAL,2019-12-01,2,Sun,12,13,,SFO,W 20-17,2,2,2,2,1,0,2019,2019_13_BAL_SFO
NYJ,2019-12-01,2,Sun,12,13,@,CIN,L 6-22,2,2,2,3,2,1,2019,2019_13_NYJ_CIN
CLE,2019-12-01,2,Sun,12,13,@,PIT,L 13-20,2,2,2,2,2,0,2019,2019_13_CLE_PIT
SFO,2019-12-01,2,Sun,12,13,@,BAL,L 17-20,2,2,2,2,2,0,2019,2019_13_SFO_BAL
TEN,2019-12-01,2,Sun,12,13,@,IND,W 31-17,2,2,2,4,1,0,2019,2019_13_TEN_IND
DEN,2019-12-01,2,Sun,12,13,,LAC,W 23-20,2,2,2,3,2,0,2019,2019_13_DEN_LAC
ATL,2019-11-28,2,Thu,12,13,,NOR,L 18-26,2,2,2,4,4,0,2019,2019_13_ATL_NOR
NOR,2019-11-28,2,Thu,12,13,@,ATL,W 26-18,2,1,0,3,2,0,2019,2019_13_NOR_ATL
BUF,2019-11-28,2,Thu,12,13,@,DAL,W 26-15,2,1,1,2,0,0,2019,2019_13_BUF_DAL
CHI,2019-11-28,2,Thu,12,13,@,DET,W 24-20,2,2,2,2,2,0,2019,2019_13_CHI_DET
DEN,2019-11-24,2,Sun,11,12,@,BUF,L 3-20,2,2,2,2,2,0,2019,2019_12_DEN_BUF
NYG,2019-11-24,2,Sun,11,12,@,CHI,L 14-19,2,2,1,2,2,0,2019,2019_12_NYG_CHI
PHI,2019-11-24,2,Sun,11,12,,SEA,L 9-17,2,2,2,1,1,0,2019,2019_12_PHI_SEA
TAM,2019-11-24,2,Sun,11,12,@,ATL,W 35-22,2,1,1,3,3,0,2019,2019_12_TAM_ATL
TEN,2019-11-24,2,Sun,11,12,,JAX,W 42-20,2,0,0,2,2,0,2019,2019_12_TEN_JAX
CHI,2019-11-24,2,Sun,11,12,,NYG,W 19-14,2,2,2,2,0,0,2019,2019_12_CHI_NYG
IND,2019-11-21,2,Thu,11,12,@,HOU,L 17-20,2,2,2,2,2,0,2019,2019_12_IND_HOU
HOU,2019-11-21,2,Thu,11,12,,IND,W 20-17,2,2,2,1,1,0,2019,2019_12_HOU_IND
NOR,2019-11-17,2,Sun,10,11,@,TAM,W 34-17,2,2,2,1,1,0,2019,2019_11_NOR_TAM
MIN,2019-11-17,2,Sun,11,11,,DEN,W 27-23,2,2,2,4,3,0,2019,2019_11_MIN_DEN
CHI,2019-11-17,2,Sun,10,11,@,LAR,L 7-17,2,2,2,1,1,0,2019,2019_11_CHI_LAR
IND,2019-11-17,2,Sun,10,11,,JAX,W 33-13,2,1,1,1,0,0,2019,2019_11_IND_JAX
NYJ,2019-11-17,2,Sun,10,11,@,WAS,W 34-17,2,0,0,2,1,0,2019,2019_11_NYJ_WAS
CIN,2019-11-17,2,Sun,10,11,@,OAK,L 10-17,2,2,2,1,1,0,2019,2019_11_CIN_OAK
SEA,2019-11-11,2,Mon,10,10,@,SFO,W 27-24 (OT),2,1,1,4,3,0,2019,2019_10_SEA_SFO
CLE,2019-11-10,2,Sun,9,10,,BUF,W 19-16,2,2,2,2,0,1,2019,2019_10_CLE_BUF
LAR,2019-11-10,2,Sun,9,10,@,PIT,L 12-17,2,2,2,1,1,0,2019,2019_10_LAR_PIT
GNB,2019-11-10,2,Sun,10,10,,CAR,W 24-16,2,1,1,1,1,0,2019,2019_10_GNB_CAR
NOR,2019-11-10,2,Sun,9,10,,ATL,L 9-26,2,2,2,4,4,0,2019,2019_10_NOR_ATL
BUF,2019-11-10,2,Sun,9,10,@,CLE,L 16-19,2,2,1,2,2,0,2019,2019_10_BUF_CLE
CHI,2019-11-03,2,Sun,8,9,@,PHI,L 14-22,2,2,1,3,3,0,2019,2019_09_CHI_PHI
PHI,2019-11-03,2,Sun,9,9,,CHI,W 22-14,2,2,2,0,0,0,2019,2019_09_PHI_CHI
BAL,2019-11-03,2,Sun,8,9,,NWE,W 37-20,2,2,2,2,2,0,2019,2019_09_BAL_NWE
IND,2019-11-03,2,Sun,8,9,@,PIT,L 24-26,2,2,2,4,4,0,2019,2019_09_IND_PIT
MIN,2019-11-03,2,Sun,9,9,@,KAN,L 23-26,2,2,2,4,4,0,2019,2019_09_MIN_KAN
GNB,2019-11-03,2,Sun,9,9,@,LAC,L 11-26,2,2,2,5,4,0,2019,2019_09_GNB_LAC
PIT,2019-10-28,2,Mon,7,8,,MIA,W 27-14,2,2,2,0,0,0,2019,2019_08_PIT_MIA
JAX,2019-10-27,2,Sun,8,8,,NYJ,W 29-15,2,1,1,0,0,0,2019,2019_08_JAX_NYJ
TEN,2019-10-27,2,Sun,8,8,,TAM,W 27-23,2,0,0,3,3,0,2019,2019_08_TEN_TAM
PHI,2019-10-27,2,Sun,8,8,@,BUF,W 31-13,2,2,1,1,0,0,2019,2019_08_PHI_BUF
SEA,2019-10-27,2,Sun,8,8,@,ATL,W 27-20,2,0,0,4,2,0,2019,2019_08_SEA_ATL
CHI,2019-10-27,2,Sun,7,8,,LAC,L 16-17,2,2,2,2,1,0,2019,2019_08_CHI_LAC
JAX,2019-10-20,2,Sun,7,7,@,CIN,W 27-17,2,2,2,1,1,0,2019,2019_07_JAX_CIN
IND,2019-10-20,2,Sun,6,7,,HOU,W 30-23,2,2,2,3,3,0,2019,2019_07_IND_HOU
CIN,2019-10-20,2,Sun,7,7,,JAX,L 17-27,2,1,1,4,4,0,2019,2019_07_CIN_JAX
ARI,2019-10-20,2,Sun,7,7,@,NYG,W 27-21,2,3,3,1,0,0,2019,2019_07_ARI_NYG
TEN,2019-10-20,2,Sun,7,7,,LAC,W 23-20,2,2,2,2,2,0,2019,2019_07_TEN_LAC
DET,2019-10-14,2,Mon,5,6,@,GNB,L 22-23,2,2,2,3,3,0,2019,2019_06_DET_GNB
MIN,2019-10-13,2,Sun,6,6,,PHI,W 38-20,2,2,2,2,2,0,2019,2019_06_MIN_PHI
WAS,2019-10-13,2,Sun,6,6,@,MIA,W 17-16,2,1,1,1,1,0,2019,2019_06_WAS_MIA
LAR,2019-10-13,2,Sun,6,6,,SFO,L 7-20,2,2,2,3,2,0,2019,2019_06_LAR_SFO
BAL,2019-10-13,2,Sun,6,6,,CIN,W 23-17,2,2,2,1,1,0,2019,2019_06_BAL_CIN
NYJ,2019-10-13,2,Sun,5,6,,DAL,W 24-22,2,1,1,4,3,0,2019,2019_06_NYJ_DAL
MIA,2019-10-13,2,Sun,5,6,,WAS,L 16-17,2,2,2,2,1,0,2019,2019_06_MIA_WAS
CIN,2019-10-13,2,Sun,6,6,@,BAL,L 17-23,2,2,2,3,3,0,2019,2019_06_CIN_BAL
PIT,2019-10-13,2,Sun,6,6,@,LAC,W 24-17,2,2,2,2,1,0,2019,2019_06_PIT_LAC
NWE,2019-10-10,2,Thu,6,6,,NYG,W 35-14,2,2,2,0,0,0,2019,2019_06_NWE_NYG
LAC,2019-10-06,2,Sun,5,5,,DEN,L 13-20,2,2,2,3,2,0,2019,2019_05_LAC_DEN
TEN,2019-10-06,2,Sun,5,5,,BUF,L 7-14,2,2,2,0,0,0,2019,2019_05_TEN_BUF
CIN,2019-10-06,2,Sun,5,5,,ARI,L 23-26,2,2,2,5,4,0,2019,2019_05_CIN_ARI
ARI,2019-10-06,2,Sun,5,5,@,CIN,W 26-23,2,2,2,3,3,0,2019,2019_05_ARI_CIN
BAL,2019-10-06,2,Sun,5,5,@,PIT,W 26-23 (OT),2,2,2,3,3,0,2019,2019_05_BAL_PIT
PIT,2019-10-06,2,Sun,5,5,,BAL,L 23-26 (OT),2,2,2,4,4,0,2019,2019_05_PIT_BAL
NYG,2019-10-06,2,Sun,5,5,,MIN,L 10-28,2,2,2,4,4,1,2019,2019_05_NYG_MIN
DEN,2019-09-29,2,Sun,4,4,,JAX,L 24-26,2,2,2,4,4,0,2019,2019_04_DEN_JAX
CHI,2019-09-23,2,Mon,3,3,@,WAS,W 31-15,2,0,0,2,1,0,2019,2019_03_CHI_WAS
NWE,2019-09-22,2,Sun,3,3,,NYJ,W 30-14,2,2,2,0,0,0,2019,2019_03_NWE_NYJ
GNB,2019-09-22,2,Sun,3,3,,DEN,W 27-16,2,2,1,1,1,0,2019,2019_03_GNB_DEN
CIN,2019-09-22,2,Sun,3,3,@,BUF,L 17-21,2,1,1,3,2,0,2019,2019_03_CIN_BUF
CAR,2019-09-22,2,Sun,3,3,@,ARI,W 38-20,2,2,2,2,2,0,2019,2019_03_CAR_ARI
BUF,2019-09-22,2,Sun,3,3,,CIN,W 21-17,2,2,2,1,1,0,2019,2019_03_BUF_CIN
CLE,2019-09-22,2,Sun,3,3,,LAR,L 13-20,2,2,2,3,2,0,2019,2019_03_CLE_LAR
SFO,2019-09-22,2,Sun,3,3,,PIT,W 24-20,2,2,2,2,2,0,2019,2019_03_SFO_PIT
MIN,2019-09-22,2,Sun,3,3,,OAK,W 34-14,2,2,2,1,0,0,2019,2019_03_MIN_OAK
HOU,2019-09-22,2,Sun,3,3,@,LAC,W 27-20,2,2,2,2,2,0,2019,2019_03_HOU_LAC
TEN,2019-09-19,2,Thu,3,3,@,JAX,L 7-20,2,2,2,2,2,0,2019,2019_03_TEN_JAX
NYJ,2019-09-16,2,Mon,2,2,,CLE,L 3-23,2,2,2,3,3,0,2019,2019_02_NYJ_CLE
ATL,2019-09-15,2,Sun,2,2,,PHI,W 24-20,2,0,0,2,2,0,2019,2019_02_ATL_PHI
IND,2019-09-15,2,Sun,2,2,@,TEN,W 19-17,2,2,2,2,1,0,2019,2019_02_IND_TEN
SFO,2019-09-15,2,Sun,2,2,@,CIN,W 41-17,2,2,2,2,1,0,2019,2019_02_SFO_CIN
BUF,2019-09-15,2,Sun,2,2,@,NYG,W 28-14,2,2,2,1,0,0,2019,2019_02_BUF_NYG
ARI,2019-09-15,2,Sun,2,2,@,BAL,L 17-23,2,2,2,3,3,0,2019,2019_02_ARI_BAL
GNB,2019-09-15,2,Sun,2,2,,MIN,W 21-16,2,2,1,2,1,0,2019,2019_02_GNB_MIN
LAC,2019-09-15,2,Sun,2,2,@,DET,L 10-13,2,2,1,1,0,0,2019,2019_02_LAC_DET
CAR,2019-09-12,2,Thu,2,2,,TAM,L 14-20,2,2,2,3,2,0,2019,2019_02_CAR_TAM
BUF,2019-09-08,2,Sun,1,1,@,NYJ,W 17-16,2,1,0,1,0,1,2019,2019_01_BUF_NYJ
SFO,2019-09-08,2,Sun,1,1,@,TAM,W 31-17,2,2,2,1,1,0,2019,2019_01_SFO_TAM
NYJ,2019-09-08,2,Sun,1,1,,BUF,L 16-17,2,2,2,1,1,0,2019,2019_01_NYJ_BUF
DET,2019-09-08,2,Sun,1,1,@,ARI,T 27-27 (OT),2,1,1,4,4,0,2019,2019_01_DET_ARI
SEA,2019-09-08,2,Sun,1,1,,CIN,W 21-20,2,2,2,3,2,0,2019,2019_01_SEA_CIN
MIN,2019-09-08,2,Sun,1,1,,ATL,W 28-12,2,0,0,0,0,0,2019,2019_01_MIN_ATL
TEN,2019-09-08,2,Sun,1,1,@,CLE,W 43-13,2,2,1,0,0,0,2019,2019_01_TEN_CLE
DAL,2019-09-08,2,Sun,1,1,,NYG,W 35-17,2,2,2,1,1,0,2019,2019_01_DAL_NYG
CLE,2018-12-30,2,Sun,16,17,@,BAL,L 24-26,2,2,2,4,4,0,2018,2018_17_CLE_BAL
BUF,2018-12-30,2,Sun,16,17,,MIA,W 42-17,2,2,2,1,1,0,2018,2018_17_BUF_MIA
SEA,2018-12-30,2,Sun,16,17,,ARI,W 27-24,2,1,1,3,3,0,2018,2018_17_SEA_ARI
IND,2018-12-30,2,Sun,16,17,@,TEN,W 33-17,2,2,2,1,1,0,2018,2018_17_IND_TEN
CAR,2018-12-30,2,Sun,16,17,@,NOR,W 33-14,2,2,2,0,0,0,2018,2018_17_CAR_NOR
JAX,2018-12-30,2,Sun,16,17,@,HOU,L 3-20,2,2,2,2,2,0,2018,2018_17_JAX_HOU
OAK,2018-12-24,2,Mon,15,16,,DEN,W 27-14,2,2,2,1,0,0,2018,2018_16_OAK_DEN
DAL,2018-12-23,2,Sun,15,16,,TAM,W 27-20,2,2,2,3,2,0,2018,2018_16_DAL_TAM
SFO,2018-12-23,2,Sun,15,16,,CHI,L 9-14,2,2,2,1,0,0,2018,2018_16_SFO_CHI
CLE,2018-12-23,2,Sun,15,16,,CIN,W 26-18,2,1,1,1,1,0,2018,2018_16_CLE_CIN
MIA,2018-12-23,2,Sun,15,16,,JAX,L 7-17,2,2,2,2,1,0,2018,2018_16_MIA_JAX
LAC,2018-12-22,2,Sat,15,16,,BAL,L 10-22,2,1,1,5,3,0,2018,2018_16_LAC_BAL
TAM,2018-12-16,2,Sun,14,15,@,BAL,L 12-20,2,2,2,2,2,0,2018,2018_15_TAM_BAL
DAL,2018-12-16,2,Sun,14,15,@,IND,L 0-23,2,2,2,3,3,0,2018,2018_15_DAL_IND
BUF,2018-12-16,2,Sun,14,15,,DET,W 14-13,2,1,1,1,0,0,2018,2018_15_BUF_DET
DET,2018-12-16,2,Sun,14,15,@,BUF,L 13-14,2,2,2,0,0,0,2018,2018_15_DET_BUF
MIN,2018-12-16,2,Sun,14,15,,MIA,W 41-17,2,2,2,1,1,0,2018,2018_15_MIN_MIA
SEA,2018-12-16,2,Sun,14,15,@,SFO,L 23-26 (OT),2,2,2,4,4,0,2018,2018_15_SEA_SFO
ATL,2018-12-16,2,Sun,14,15,,ARI,W 40-14,2,2,2,0,0,0,2018,2018_15_ATL_ARI
NYG,2018-12-16,2,Sun,14,15,,TEN,L 0-17,2,2,2,2,1,0,2018,2018_15_NYG_TEN
PHI,2018-12-16,2,Sun,14,15,@,LAR,W 30-23,2,2,2,3,3,0,2018,2018_15_PHI_LAR
NWE,2018-12-16,2,Sun,14,15,@,PIT,L 10-17,2,2,2,2,1,0,2018,2018_15_NWE_PIT
DEN,2018-12-15,2,Sat,14,15,,CLE,L 16-17,2,2,2,1,1,0,2018,2018_15_DEN_CLE
NYJ,2018-12-15,2,Sat,14,15,,HOU,L 22-29,2,2,2,5,5,0,2018,2018_15_NYJ_HOU
MIN,2018-12-10,2,Mon,13,14,@,SEA,L 7-21,2,1,1,2,2,0,2018,2018_14_MIN_SEA
NYG,2018-12-09,2,Sun,13,14,@,WAS,W 40-16,2,0,0,0,0,0,2018,2018_14_NYG_WAS
ARI,2018-12-09,2,Sun,13,14,,DET,L 3-17,2,2,2,1,1,0,2018,2018_14_ARI_DET
CIN,2018-12-09,2,Sun,13,14,@,LAC,L 21-26,2,2,2,4,4,0,2018,2018_14_CIN_LAC
NOR,2018-12-09,2,Sun,13,14,@,TAM,W 28-14,2,2,2,2,0,0,2018,2018_14_NOR_TAM
SFO,2018-12-09,2,Sun,13,14,,DEN,W 20-14,2,2,2,0,0,0,2018,2018_14_SFO_DEN
NYJ,2018-12-09,2,Sun,13,14,@,BUF,W 27-23,2,2,2,5,3,0,2018,2018_14_NYJ_BUF
DEN,2018-12-09,2,Sun,13,14,@,SFO,L 14-20,2,2,2,2,2,0,2018,2018_14_DEN_SFO
LAC,2018-12-09,2,Sun,13,14,,CIN,W 26-21,2,0,0,3,3,0,2018,2018_14_LAC_CIN
CLE,2018-12-09,2,Sun,13,14,,CAR,W 26-20,2,2,2,2,2,0,2018,2018_14_CLE_CAR
ATL,2018-12-02,2,Sun,12,13,,BAL,L 16-26,2,2,2,4,4,0,2018,2018_13_ATL_BAL
MIA,2018-12-02,2,Sun,12,13,,BUF,W 21-17,2,1,0,2,1,0,2018,2018_13_MIA_BUF
ARI,2018-12-02,2,Sun,12,13,@,GNB,W 20-17,2,2,2,2,1,0,2018,2018_13_ARI_GNB
SEA,2018-12-02,2,Sun,12,13,,SFO,W 43-16,2,1,1,1,1,0,2018,2018_13_SEA_SFO
GNB,2018-12-02,2,Sun,12,13,,ARI,L 17-20,2,2,2,2,2,0,2018,2018_13_GNB_ARI
TAM,2018-12-02,2,Sun,12,13,,CAR,W 24-17,2,2,2,1,1,0,2018,2018_13_TAM_CAR
BAL,2018-12-02,2,Sun,12,13,@,ATL,W 26-16,2,1,1,1,1,0,2018,2018_13_BAL_ATL
HOU,2018-12-02,2,Sun,12,13,,CLE,W 29-13,2,1,1,0,0,0,2018,2018_13_HOU_CLE
CLE,2018-12-02,2,Sun,12,13,@,HOU,L 13-29,2,2,2,5,5,0,2018,2018_13_CLE_HOU
HOU,2018-11-26,2,Mon,11,12,,TEN,W 34-17,2,2,2,1,1,0,2018,2018_12_HOU_TEN
PHI,2018-11-25,2,Sun,11,12,,NYG,W 25-22,2,1,1,3,3,0,2018,2018_12_PHI_NYG
BAL,2018-11-25,2,Sun,11,12,,OAK,W 34-17,2,2,2,1,1,0,2018,2018_12_BAL_OAK
NYG,2018-11-25,2,Sun,11,12,@,PHI,L 22-25,2,0,0,3,3,0,2018,2018_12_NYG_PHI
MIN,2018-11-25,2,Sun,11,12,,GNB,W 24-17,2,2,2,1,1,0,2018,2018_12_MIN_GNB
DEN,2018-11-25,2,Sun,11,12,,PIT,W 24-17,2,2,2,2,1,0,2018,2018_12_DEN_PIT
CHI,2018-11-22,2,Thu,11,12,@,DET,W 23-16,2,1,1,1,1,0,2018,2018_12_CHI_DET
NOR,2018-11-22,2,Thu,11,12,,ATL,W 31-17,2,2,2,1,1,0,2018,2018_12_NOR_ATL
CIN,2018-11-18,2,Sun,10,11,@,BAL,L 21-24,2,1,1,3,3,0,2018,2018_11_CIN_BAL
CHI,2018-11-18,2,Sun,10,11,,MIN,W 25-20,2,0,0,2,2,0,2018,2018_11_CHI_MIN
CAR,2018-11-18,2,Sun,10,11,@,DET,L 19-20,2,2,2,2,2,0,2018,2018_11_CAR_DET
ARI,2018-11-18,2,Sun,10,11,,OAK,L 21-23,2,2,2,3,3,0,2018,2018_11_ARI_OAK
DEN,2018-11-18,2,Sun,10,11,@,LAC,W 23-22,2,2,1,3,3,0,2018,2018_11_DEN_LAC
MIN,2018-11-18,2,Sun,10,11,@,CHI,L 20-25,2,0,0,3,3,0,2018,2018_11_MIN_CHI
WAS,2018-11-18,2,Sun,10,11,,HOU,L 21-23,2,2,2,5,3,0,2018,2018_11_WAS_HOU
ATL,2018-11-18,2,Sun,10,11,,DAL,L 19-22,2,2,1,3,3,0,2018,2018_11_ATL_DAL
NYG,2018-11-12,2,Mon,9,10,@,SFO,W 27-23,2,2,2,3,3,0,2018,2018_10_NYG_SFO
OAK,2018-11-11,2,Sun,9,10,,LAC,L 6-20,2,2,2,2,2,0,2018,2018_10_OAK_LAC
DAL,2018-11-11,2,Sun,9,10,@,PHI,W 27-20,2,2,2,2,2,0,2018,2018_10_DAL_PHI
KAN,2018-11-11,2,Sun,10,10,,ARI,W 26-14,2,2,2,0,0,0,2018,2018_10_KAN_ARI
NOR,2018-11-11,2,Sun,9,10,@,CIN,W 51-14,2,2,2,0,0,0,2018,2018_10_NOR_CIN
CLE,2018-11-11,2,Sun,10,10,,ATL,W 28-16,2,1,1,1,1,0,2018,2018_10_CLE_ATL
TEN,2018-11-05,2,Mon,8,9,@,DAL,W 28-14,2,2,2,1,0,0,2018,2018_09_TEN_DAL
ATL,2018-11-04,2,Sun,8,9,@,WAS,W 38-14,2,2,2,0,0,0,2018,2018_09_ATL_WAS
HOU,2018-11-04,2,Sun,9,9,@,DEN,W 19-17,2,2,2,3,1,0,2018,2018_09_HOU_DEN
NWE,2018-11-04,2,Sun,9,9,,GNB,W 31-17,2,2,2,1,1,0,2018,2018_09_NWE_GNB
LAC,2018-11-04,2,Sun,8,9,@,SEA,W 25-17,2,2,2,2,1,0,2018,2018_09_LAC_SEA
DEN,2018-11-04,2,Sun,9,9,,HOU,L 17-19,2,2,1,2,2,0,2018,2018_09_DEN_HOU
BUF,2018-10-29,2,Mon,8,8,,NWE,L 6-25,2,1,1,5,4,0,2018,2018_08_BUF_NWE
NYG,2018-10-28,2,Sun,8,8,,WAS,L 13-20,2,2,2,3,2,0,2018,2018_08_NYG_WAS
SEA,2018-10-28,2,Sun,7,8,@,DET,W 28-14,2,2,2,0,0,0,2018,2018_08_SEA_DET
SFO,2018-10-28,2,Sun,8,8,@,ARI,L 15-18,2,1,1,1,1,0,2018,2018_08_SFO_ARI
PIT,2018-10-28,2,Sun,7,8,,CLE,W 33-18,2,1,0,3,2,0,2018,2018_08_PIT_CLE
HOU,2018-10-25,2,Thu,8,8,,MIA,W 42-23,2,2,2,3,3,0,2018,2018_08_HOU_MIA
ATL,2018-10-22,2,Mon,7,7,,NYG,W 23-20,2,0,0,2,2,0,2018,2018_07_ATL_NYG
NYG,2018-10-22,2,Mon,7,7,@,ATL,L 20-23,2,2,2,3,3,0,2018,2018_07_NYG_ATL
DAL,2018-10-21,2,Sun,7,7,@,WAS,L 17-20,2,2,2,2,2,0,2018,2018_07_DAL_WAS
TEN,2018-10-21,2,Sun,7,7,@,LAC,L 19-20,2,2,2,2,2,0,2018,2018_07_TEN_LAC
MIN,2018-10-21,2,Sun,7,7,@,NYJ,W 37-17,2,2,2,1,1,0,2018,2018_07_MIN_NYJ
CAR,2018-10-21,2,Sun,6,7,@,PHI,W 21-17,2,2,2,2,1,0,2018,2018_07_CAR_PHI
LAC,2018-10-21,2,Sun,7,7,,TEN,W 20-19,2,1,1,3,2,0,2018,2018_07_LAC_TEN
JAX,2018-10-21,2,Sun,7,7,,HOU,L 7-20,2,2,2,2,2,0,2018,2018_07_JAX_HOU
WAS,2018-10-21,2,Sun,6,7,,DAL,W 20-17,2,2,2,2,1,0,2018,2018_07_WAS_DAL
CAR,2018-10-14,2,Sun,5,6,@,WAS,L 17-23,2,2,2,3,3,0,2018,2018_06_CAR_WAS
LAR,2018-10-14,2,Sun,6,6,@,DEN,W 23-20,2,2,2,2,2,0,2018,2018_06_LAR_DEN
MIN,2018-10-14,2,Sun,6,6,,ARI,W 27-17,2,2,2,1,1,0,2018,2018_06_MIN_ARI
DEN,2018-10-14,2,Sun,6,6,,LAR,L 20-23,2,2,2,4,3,0,2018,2018_06_DEN_LAR
WAS,2018-10-14,2,Sun,5,6,,CAR,W 23-17,2,1,0,1,1,0,2018,2018_06_WAS_CAR
BUF,2018-10-14,2,Sun,6,6,@,HOU,L 13-20,2,2,2,2,2,0,2018,2018_06_BUF_HOU
NOR,2018-10-08,2,Mon,5,5,,WAS,W 43-19,2,1,1,2,2,0,2018,2018_05_NOR_WAS
PHI,2018-10-07,2,Sun,5,5,,MIN,L 21-23,2,2,2,5,3,0,2018,2018_05_PHI_MIN
MIN,2018-10-07,2,Sun,5,5,@,PHI,W 23-21,2,1,1,2,2,0,2018,2018_05_MIN_PHI
NYJ,2018-10-07,2,Sun,5,5,,DEN,W 34-16,2,1,1,1,1,0,2018,2018_05_NYJ_DEN
CIN,2018-10-07,2,Sun,5,5,,MIA,W 27-17,2,2,2,1,1,0,2018,2018_05_CIN_MIA
PIT,2018-10-07,2,Sun,5,5,,ATL,W 41-17,2,2,2,1,1,0,2018,2018_05_PIT_ATL
KAN,2018-10-07,2,Sun,5,5,,JAX,W 30-14,2,2,2,0,0,0,2018,2018_05_KAN_JAX
KAN,2018-10-01,2,Mon,4,4,@,DEN,W 27-23,2,2,2,3,3,0,2018,2018_04_KAN_DEN
NOR,2018-09-30,2,Sun,4,4,@,NYG,W 33-18,2,1,1,1,1,0,2018,2018_04_NOR_NYG
