Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Season,game_id
KAN,2020-12-27,23,Sun,15,16,,ATL,W 17-14,23,4,17,2,12,6,50.0,0,0,,2020,2020_16_KAN_ATL
NYJ,2020-12-27,23,Sun,15,16,,CLE,W 23-16,23,8,12,3,15,6,40.0,1,0,0.0,2020,2020_16_NYJ_CLE
LAC,2020-12-27,23,Sun,15,16,,DEN,W 19-16,23,8,15,0,17,7,41.2,2,2,100.0,2020,2020_16_LAC_DEN
CIN,2020-12-27,23,Sun,15,16,@,HOU,W 37-31,23,8,14,1,9,4,44.4,0,0,,2020,2020_16_CIN_HOU
ATL,2020-12-27,23,Sun,15,16,@,KAN,L 14-17,23,9,14,0,13,5,38.5,2,1,50.0,2020,2020_16_ATL_KAN
MIA,2020-12-26,23,Sat,15,16,@,LVR,W 26-25,23,5,15,3,10,0,0.0,2,1,50.0,2020,2020_16_MIA_LVR
TAM,2020-12-20,23,Sun,14,15,@,ATL,W 31-27,23,2,21,0,15,6,40.0,2,1,50.0,2020,2020_15_TAM_ATL
MIN,2020-12-20,23,Sun,14,15,,CHI,L 27-33,23,13,10,0,12,6,50.0,0,0,,2020,2020_15_MIN_CHI
HOU,2020-12-13,23,Sun,13,14,@,CHI,L 7-36,23,5,17,1,10,3,30.0,0,0,,2020,2020_14_HOU_CHI
CAR,2020-12-13,23,Sun,13,14,,DEN,L 27-32,23,7,13,3,8,3,37.5,0,0,,2020,2020_14_CAR_DEN
ATL,2020-12-13,23,Sun,13,14,@,LAC,L 17-20,23,8,14,1,15,9,60.0,0,0,,2020,2020_14_ATL_LAC
CIN,2020-12-06,23,Sun,12,13,@,MIA,L 7-19,23,4,16,3,10,1,10.0,1,1,100.0,2020,2020_13_CIN_MIA
ATL,2020-12-06,23,Sun,12,13,,NOR,L 16-21,23,9,13,1,17,8,47.1,3,2,66.7,2020,2020_13_ATL_NOR
LVR,2020-11-29,23,Sun,11,12,@,ATL,L 6-43,23,5,13,5,19,9,47.4,1,1,100.0,2020,2020_12_LVR_ATL
LAC,2020-11-29,23,Sun,11,12,@,BUF,L 17-27,23,11,8,4,9,4,44.4,0,0,,2020,2020_12_LAC_BUF
NWE,2020-11-29,23,Sun,11,12,,ARI,W 20-17,23,9,12,2,14,6,42.9,1,0,0.0,2020,2020_12_NWE_ARI
GNB,2020-11-22,23,Sun,10,11,@,IND,L 31-34 (OT),23,10,12,1,16,6,37.5,2,2,100.0,2020,2020_11_GNB_IND
JAX,2020-11-22,23,Sun,10,11,,PIT,L 3-27,23,7,12,4,17,7,41.2,1,1,100.0,2020,2020_11_JAX_PIT
DEN,2020-11-08,23,Sun,8,9,@,ATL,L 27-34,23,5,15,3,13,6,46.2,0,0,,2020,2020_09_DEN_ATL
ATL,2020-11-08,23,Sun,9,9,,DEN,W 34-27,23,3,17,3,16,7,43.8,2,0,0.0,2020,2020_09_ATL_DEN
NYG,2020-11-02,23,Mon,8,8,,TAM,L 23-25,23,3,18,2,12,4,33.3,1,1,100.0,2020,2020_08_NYG_TAM
CHI,2020-11-01,23,Sun,8,8,,NOR,L 23-26 (OT),23,10,11,2,13,2,15.4,3,2,66.7,2020,2020_08_CHI_NOR
CIN,2020-10-25,23,Sun,7,7,,CLE,L 34-37,23,5,16,2,7,5,71.4,0,0,,2020,2020_07_CIN_CLE
TEN,2020-10-25,23,Sun,6,7,,PIT,L 24-27,23,6,15,2,18,13,72.2,0,0,,2020,2020_07_TEN_PIT
CHI,2020-10-18,23,Sun,6,6,@,CAR,W 23-16,23,8,8,7,13,3,23.1,2,1,50.0,2020,2020_06_CHI_CAR
CIN,2020-10-18,23,Sun,6,6,@,IND,L 27-31,23,5,18,0,11,7,63.6,0,0,,2020,2020_06_CIN_IND
TEN,2020-10-13,23,Tue,4,5,,BUF,W 42-16,23,7,16,0,17,13,76.5,0,0,,2020,2020_05_TEN_BUF
LAC,2020-10-12,23,Mon,5,5,@,NOR,L 27-30 (OT),23,6,17,0,15,5,33.3,0,0,,2020,2020_05_LAC_NOR
LAR,2020-09-27,23,Sun,3,3,@,BUF,L 32-35,23,8,14,1,10,5,50.0,1,1,100.0,2020,2020_03_LAR_BUF
MIN,2020-09-27,23,Sun,3,3,,TEN,L 30-31,23,10,13,0,13,3,23.1,1,1,100.0,2020,2020_03_MIN_TEN
DAL,2020-09-27,23,Sun,3,3,@,SEA,L 31-38,23,4,15,4,13,5,38.5,1,1,100.0,2020,2020_03_DAL_SEA
JAX,2020-09-24,23,Thu,3,3,,MIA,L 13-31,23,10,9,4,13,7,53.8,1,1,100.0,2020,2020_03_JAX_MIA
MIA,2020-09-20,23,Sun,2,2,,BUF,L 28-31,23,7,15,1,10,5,50.0,0,0,,2020,2020_02_MIA_BUF
PIT,2020-09-20,23,Sun,2,2,,DEN,W 26-21,23,5,12,6,15,5,33.3,2,0,0.0,2020,2020_02_PIT_DEN
LAC,2020-09-20,23,Sun,2,2,,KAN,L 20-23 (OT),23,8,15,0,15,7,46.7,1,1,100.0,2020,2020_02_LAC_KAN
JAX,2020-09-20,23,Sun,2,2,@,TEN,L 30-33,23,7,12,4,11,7,63.6,0,0,,2020,2020_02_JAX_TEN
HOU,2020-09-20,23,Sun,2,2,,BAL,L 16-33,23,11,11,1,14,5,35.7,2,2,100.0,2020,2020_02_HOU_BAL
CIN,2020-09-17,23,Thu,2,2,@,CLE,L 30-35,23,14,9,0,8,5,62.5,2,1,50.0,2020,2020_02_CIN_CLE
CAR,2020-09-13,23,Sun,1,1,,LVR,L 30-34,23,10,11,2,11,6,54.5,0,0,,2020,2020_01_CAR_LVR
DAL,2020-09-13,23,Sun,1,1,@,LAR,L 17-20,23,11,12,0,17,9,52.9,1,1,100.0,2020,2020_01_DAL_LAR
CLE,2020-09-13,23,Sun,1,1,@,BAL,L 6-38,23,7,16,0,11,6,54.5,0,0,,2020,2020_01_CLE_BAL
NOR,2020-09-13,23,Sun,1,1,,TAM,W 34-23,23,7,10,6,13,5,38.5,1,1,100.0,2020,2020_01_NOR_TAM
IND,2019-12-29,23,Sun,16,17,@,JAX,L 20-38,23,7,15,1,14,9,64.3,0,0,,2019,2019_17_IND_JAX
TEN,2019-12-22,23,Sun,15,16,,NOR,L 28-38,23,5,16,2,12,4,33.3,1,0,0.0,2019,2019_16_TEN_NOR
DAL,2019-12-22,23,Sun,15,16,@,PHI,L 9-17,23,4,18,1,14,6,42.9,1,0,0.0,2019,2019_16_DAL_PHI
BUF,2019-12-21,23,Sat,15,16,@,NWE,L 17-24,23,10,11,2,14,7,50.0,2,1,50.0,2019,2019_16_BUF_NWE
TEN,2019-12-15,23,Sun,14,15,,HOU,L 21-24,23,9,12,2,10,5,50.0,0,0,,2019,2019_15_TEN_HOU
DAL,2019-12-15,23,Sun,14,15,,LAR,W 44-21,23,3,17,3,12,4,33.3,2,1,50.0,2019,2019_15_DAL_LAR
DET,2019-12-15,23,Sun,14,15,,TAM,L 17-38,23,4,19,0,14,7,50.0,2,1,50.0,2019,2019_15_DET_TAM
NYJ,2019-12-12,23,Thu,14,15,@,BAL,L 21-42,23,10,11,2,8,2,25.0,1,1,100.0,2019,2019_15_NYJ_BAL
MIA,2019-12-01,23,Sun,12,13,,PHI,W 37-31,23,3,19,1,14,7,50.0,0,0,,2019,2019_13_MIA_PHI
TEN,2019-11-24,23,Sun,11,12,,JAX,W 42-20,23,8,12,3,18,7,38.9,2,1,50.0,2019,2019_12_TEN_JAX
CAR,2019-11-24,23,Sun,11,12,@,NOR,L 31-34,23,5,17,1,10,4,40.0,1,0,0.0,2019,2019_12_CAR_NOR
SEA,2019-11-24,23,Sun,11,12,@,PHI,W 17-9,23,5,16,2,12,4,33.3,1,0,0.0,2019,2019_12_SEA_PHI
KAN,2019-11-18,23,Mon,11,11,@,LAC,W 24-17,23,6,14,3,15,5,33.3,1,1,100.0,2019,2019_11_KAN_LAC
WAS,2019-11-17,23,Sun,10,11,,NYJ,L 17-34,23,6,15,2,12,5,41.7,1,1,100.0,2019,2019_11_WAS_NYJ
JAX,2019-11-17,23,Sun,10,11,@,IND,L 13-33,23,12,9,2,11,4,36.4,2,1,50.0,2019,2019_11_JAX_IND
CAR,2019-11-10,23,Sun,9,10,@,GNB,L 16-24,23,10,9,4,9,4,44.4,0,0,,2019,2019_10_CAR_GNB
TEN,2019-10-27,23,Sun,8,8,,TAM,W 27-23,23,5,17,1,15,7,46.7,2,1,50.0,2019,2019_08_TEN_TAM
PHI,2019-10-20,23,Sun,7,7,@,DAL,L 10-37,23,10,12,1,14,8,57.1,1,1,100.0,2019,2019_07_PHI_DAL
ATL,2019-10-20,23,Sun,7,7,,LAR,L 10-37,23,9,13,1,16,8,50.0,1,1,100.0,2019,2019_07_ATL_LAR
HOU,2019-10-20,23,Sun,7,7,@,IND,L 23-30,23,0,18,5,16,8,50.0,1,0,0.0,2019,2019_07_HOU_IND
PIT,2019-10-13,23,Sun,6,6,@,LAC,W 24-17,23,2,18,3,12,7,58.3,0,0,,2019,2019_06_PIT_LAC
CAR,2019-10-13,23,Sun,6,6,@,TAM,W 37-26,23,3,19,1,15,5,33.3,2,1,50.0,2019,2019_06_CAR_TAM
WAS,2019-10-06,23,Sun,5,5,,NWE,L 7-33,23,6,16,1,15,5,33.3,1,0,0.0,2019,2019_05_WAS_NWE
NWE,2019-09-29,23,Sun,4,4,@,BUF,W 16-10,23,6,13,4,13,2,15.4,2,1,50.0,2019,2019_04_NWE_BUF
OAK,2019-09-22,23,Sun,3,3,@,MIN,L 14-34,23,10,8,5,9,5,55.6,0,0,,2019,2019_03_OAK_MIN
NYG,2019-09-08,23,Sun,1,1,@,DAL,L 17-35,23,4,18,1,10,6,60.0,0,0,,2019,2019_01_NYG_DAL
ARI,2019-09-08,23,Sun,1,1,,DET,T 27-27 (OT),23,5,17,1,18,6,33.3,1,0,0.0,2019,2019_01_ARI_DET
NYJ,2019-09-08,23,Sun,1,1,,BUF,L 16-17,23,8,11,4,10,5,50.0,1,0,0.0,2019,2019_01_NYJ_BUF
MIA,2018-12-30,23,Sun,16,17,@,BUF,L 17-42,23,11,9,3,11,5,45.5,2,1,50.0,2018,2018_17_MIA_BUF
NYG,2018-12-30,23,Sun,16,17,,DAL,L 35-36,23,4,18,1,17,11,64.7,2,2,100.0,2018,2018_17_NYG_DAL
JAX,2018-12-30,23,Sun,16,17,@,HOU,L 3-20,23,8,13,2,17,6,35.3,1,1,100.0,2018,2018_17_JAX_HOU
CIN,2018-12-23,23,Sun,15,16,@,CLE,L 18-26,23,8,14,1,12,5,41.7,1,1,100.0,2018,2018_16_CIN_CLE
GNB,2018-12-23,23,Sun,15,16,@,NYJ,W 44-38 (OT),23,4,18,1,11,3,27.3,2,2,100.0,2018,2018_16_GNB_NYJ
ARI,2018-12-16,23,Sun,14,15,@,ATL,L 14-40,23,8,14,1,13,5,38.5,0,0,,2018,2018_15_ARI_ATL
PHI,2018-12-16,23,Sun,14,15,@,LAR,W 30-23,23,5,18,0,12,4,33.3,1,0,0.0,2018,2018_15_PHI_LAR
ATL,2018-12-09,23,Sun,13,14,@,GNB,L 20-34,23,6,11,6,13,7,53.8,0,0,,2018,2018_14_ATL_GNB
NYG,2018-12-02,23,Sun,12,13,,CHI,W 30-27 (OT),23,5,13,5,15,2,13.3,5,4,80.0,2018,2018_13_NYG_CHI
LAR,2018-12-02,23,Sun,12,13,@,DET,W 30-16,23,5,14,4,12,2,16.7,0,0,,2018,2018_13_LAR_DET
LAC,2018-12-02,23,Sun,12,13,@,PIT,W 33-30,23,5,15,3,10,3,30.0,1,1,100.0,2018,2018_13_LAC_PIT
OAK,2018-11-25,23,Sun,11,12,@,BAL,L 17-34,23,13,9,1,13,8,61.5,0,0,,2018,2018_12_OAK_BAL
TAM,2018-11-25,23,Sun,11,12,,SFO,W 27-9,23,9,12,2,8,1,12.5,0,0,,2018,2018_12_TAM_SFO
CIN,2018-11-18,23,Sun,10,11,@,BAL,L 21-24,23,15,7,1,16,8,50.0,1,0,0.0,2018,2018_11_CIN_BAL
HOU,2018-11-18,23,Sun,10,11,@,WAS,W 23-21,23,9,12,2,15,6,40.0,1,1,100.0,2018,2018_11_HOU_WAS
GNB,2018-11-15,23,Thu,10,11,@,SEA,L 24-27,23,9,12,2,15,6,40.0,2,2,100.0,2018,2018_11_GNB_SEA
NYJ,2018-11-11,23,Sun,10,10,,BUF,L 10-41,23,10,13,0,16,8,50.0,1,1,100.0,2018,2018_10_NYJ_BUF
PHI,2018-11-11,23,Sun,9,10,,DAL,L 20-27,23,9,14,0,16,8,50.0,1,1,100.0,2018,2018_10_PHI_DAL
NWE,2018-11-11,23,Sun,10,10,@,TEN,L 10-34,23,11,11,1,12,5,41.7,0,0,,2018,2018_10_NWE_TEN
DAL,2018-11-11,23,Sun,9,10,@,PHI,W 27-20,23,3,20,0,10,4,40.0,2,0,0.0,2018,2018_10_DAL_PHI
NOR,2018-11-04,23,Sun,8,9,,LAR,W 45-35,23,5,17,1,8,3,37.5,2,0,0.0,2018,2018_09_NOR_LAR
CAR,2018-11-04,23,Sun,8,9,,TAM,W 42-28,23,3,17,3,12,5,41.7,2,1,50.0,2018,2018_09_CAR_TAM
GNB,2018-10-28,23,Sun,7,8,@,LAR,L 27-29,23,4,18,1,18,8,44.4,1,1,100.0,2018,2018_08_GNB_LAR
LAC,2018-10-21,23,Sun,7,7,,TEN,W 20-19,23,7,16,0,15,9,60.0,1,1,100.0,2018,2018_07_LAC_TEN
MIA,2018-10-14,23,Sun,6,6,,CHI,W 31-28 (OT),23,8,11,4,12,8,66.7,1,0,0.0,2018,2018_06_MIA_CHI
JAX,2018-10-14,23,Sun,6,6,@,DAL,L 7-40,23,11,10,2,17,7,41.2,2,2,100.0,2018,2018_06_JAX_DAL
LAR,2018-10-14,23,Sun,6,6,@,DEN,W 23-20,23,3,14,6,10,3,30.0,1,0,0.0,2018,2018_06_LAR_DEN
CHI,2018-10-14,23,Sun,5,6,@,MIA,L 28-31 (OT),23,6,15,2,17,8,47.1,0,0,,2018,2018_06_CHI_MIA
TEN,2018-10-14,23,Sun,6,6,,BAL,L 0-21,23,9,13,1,17,12,70.6,1,1,100.0,2018,2018_06_TEN_BAL
NYG,2018-10-11,23,Thu,6,6,,PHI,L 13-34,23,5,15,3,16,9,56.3,0,0,,2018,2018_06_NYG_PHI
NYJ,2018-09-30,23,Sun,4,4,@,JAX,L 12-31,23,5,16,2,15,6,40.0,1,1,100.0,2018,2018_04_NYJ_JAX
CIN,2018-09-23,23,Sun,3,3,@,CAR,L 21-31,23,11,10,2,13,6,46.2,1,0,0.0,2018,2018_03_CIN_CAR
CAR,2018-09-16,23,Sun,2,2,@,ATL,L 24-31,23,10,12,1,11,6,54.5,0,0,,2018,2018_02_CAR_ATL
DET,2018-09-16,23,Sun,2,2,@,SFO,L 27-30,23,6,13,4,11,3,27.3,0,0,,2018,2018_02_DET_SFO
OAK,2018-09-10,23,Mon,1,1,,LAR,L 13-33,23,8,13,2,11,4,36.4,0,0,,2018,2018_01_OAK_LAR
HOU,2018-09-09,23,Sun,1,1,@,NWE,L 20-27,23,5,16,2,14,4,28.6,1,1,100.0,2018,2018_01_HOU_NWE
MIA,2017-12-31,23,Sun,16,17,,BUF,L 16-22,23,8,10,5,12,5,41.7,0,0,,2017,2017_17_MIA_BUF
DEN,2017-12-31,23,Sun,16,17,,KAN,L 24-27,23,7,14,2,11,4,36.4,1,1,100.0,2017,2017_17_DEN_KAN
MIA,2017-12-24,23,Sun,15,16,@,KAN,L 13-29,23,7,12,4,16,8,50.0,1,0,0.0,2017,2017_16_MIA_KAN
IND,2017-12-23,23,Sat,15,16,@,BAL,L 16-23,23,8,13,2,14,6,42.9,1,1,100.0,2017,2017_16_IND_BAL
NYJ,2017-12-17,23,Sun,14,15,@,NOR,L 19-31,23,7,13,3,10,3,30.0,1,1,100.0,2017,2017_15_NYJ_NOR
SFO,2017-12-17,23,Sun,14,15,,TEN,W 25-23,23,7,14,2,12,6,50.0,1,1,100.0,2017,2017_15_SFO_TEN
CLE,2017-12-17,23,Sun,14,15,,BAL,L 10-27,23,10,12,1,16,7,43.8,1,0,0.0,2017,2017_15_CLE_BAL
TEN,2017-12-17,23,Sun,14,15,@,SFO,L 23-25,23,2,20,1,14,7,50.0,0,0,,2017,2017_15_TEN_SFO
IND,2017-12-14,23,Thu,14,15,,DEN,L 13-25,23,10,11,2,15,7,46.7,3,1,33.3,2017,2017_15_IND_DEN
OAK,2017-12-10,23,Sun,13,14,@,KAN,L 15-26,23,10,12,1,13,5,38.5,0,0,,2017,2017_14_OAK_KAN
BUF,2017-12-03,23,Sun,12,13,,NWE,L 3-23,23,8,15,0,12,5,41.7,0,0,,2017,2017_13_BUF_NWE
CLE,2017-12-03,23,Sun,12,13,@,LAC,L 10-19,23,4,19,0,15,8,53.3,1,1,100.0,2017,2017_13_CLE_LAC
CHI,2017-12-03,23,Sun,12,13,,SFO,L 14-15,23,6,16,1,18,10,55.6,0,0,,2017,2017_13_CHI_SFO
TAM,2017-11-26,23,Sun,11,12,@,ATL,L 20-34,23,7,16,0,14,11,78.6,0,0,,2017,2017_12_TAM_ATL
CLE,2017-11-26,23,Sun,11,12,@,CIN,L 16-30,23,9,12,2,10,4,40.0,0,0,,2017,2017_12_CLE_CIN
OAK,2017-11-05,23,Sun,9,9,@,MIA,W 27-24,23,4,15,4,12,5,41.7,1,0,0.0,2017,2017_09_OAK_MIA
KAN,2017-10-30,23,Mon,8,8,,DEN,W 29-19,23,8,13,2,13,5,38.5,1,0,0.0,2017,2017_08_KAN_DEN
BUF,2017-10-29,23,Sun,7,8,,OAK,W 34-14,23,4,17,2,10,3,30.0,2,1,50.0,2017,2017_08_BUF_OAK
WAS,2017-10-23,23,Mon,6,7,@,PHI,L 24-34,23,8,11,4,12,6,50.0,0,0,,2017,2017_07_WAS_PHI
TAM,2017-10-22,23,Sun,6,7,@,BUF,L 27-30,23,9,13,1,16,10,62.5,0,0,,2017,2017_07_TAM_BUF
IND,2017-10-22,23,Sun,7,7,,JAX,L 0-27,23,6,14,3,14,8,57.1,1,0,0.0,2017,2017_07_IND_JAX
DAL,2017-10-22,23,Sun,6,7,@,SFO,W 40-10,23,9,12,2,13,6,46.2,2,0,0.0,2017,2017_07_DAL_SFO
TAM,2017-10-15,23,Sun,5,6,@,ARI,L 33-38,23,7,14,2,9,4,44.4,1,0,0.0,2017,2017_06_TAM_ARI
NYJ,2017-10-15,23,Sun,6,6,,NWE,L 17-24,23,6,13,4,13,7,53.8,0,0,,2017,2017_06_NYJ_NWE
NWE,2017-10-15,23,Sun,6,6,@,NYJ,W 24-17,23,6,15,2,17,9,52.9,3,1,33.3,2017,2017_06_NWE_NYJ
KAN,2017-10-15,23,Sun,6,6,,PIT,L 13-19,23,13,9,1,11,4,36.4,0,0,,2017,2017_06_KAN_PIT
PHI,2017-10-12,23,Thu,6,6,@,CAR,W 28-23,23,7,12,4,16,4,25.0,3,1,33.3,2017,2017_06_PHI_CAR
IND,2017-10-08,23,Sun,5,5,,SFO,W 26-23 (OT),23,3,19,1,14,4,28.6,2,2,100.0,2017,2017_05_IND_SFO
TAM,2017-10-05,23,Thu,4,5,,NWE,L 14-19,23,5,15,3,12,4,33.3,0,0,,2017,2017_05_TAM_NWE
NWE,2017-09-24,23,Sun,3,3,,HOU,W 36-33,23,7,13,3,14,6,42.9,0,0,,2017,2017_03_NWE_HOU
NOR,2017-09-11,23,Mon,1,1,@,MIN,L 19-29,23,5,14,4,14,9,64.3,0,0,,2017,2017_01_NOR_MIN
NYJ,2017-09-10,23,Sun,1,1,@,BUF,L 12-21,23,10,11,2,17,8,47.1,0,0,,2017,2017_01_NYJ_BUF
JAX,2017-09-10,23,Sun,1,1,@,HOU,W 29-7,23,4,11,8,12,5,41.7,1,0,0.0,2017,2017_01_JAX_HOU
TAM,2023-01-08,22,Sun,17,18,@,ATL,L 17-30,22,10,11,1,15,6,40.0,3,3,100.0,2022,2022_18_TAM_ATL
LAC,2023-01-08,22,Sun,17,18,@,DEN,L 28-31,22,12,8,2,12,5,41.7,1,1,100.0,2022,2022_18_LAC_DEN
LAR,2023-01-08,22,Sun,17,18,@,SEA,L 16-19 (OT),22,10,10,2,11,1,9.1,1,1,100.0,2022,2022_18_LAR_SEA
TAM,2023-01-01,22,Sun,16,17,,CAR,W 30-24,22,4,15,3,11,4,36.4,2,1,50.0,2022,2022_17_TAM_CAR
ATL,2023-01-01,22,Sun,16,17,,ARI,W 20-19,22,8,13,1,11,4,36.4,1,0,0.0,2022,2022_17_ATL_ARI
DEN,2023-01-01,22,Sun,16,17,@,KAN,L 24-27,22,3,18,1,9,2,22.2,1,1,100.0,2022,2022_17_DEN_KAN
BAL,2023-01-01,22,Sun,16,17,,PIT,L 13-16,22,13,9,0,16,10,62.5,0,0,,2022,2022_17_BAL_PIT
LAR,2023-01-01,22,Sun,16,17,@,LAC,L 10-31,22,10,12,0,13,8,61.5,0,0,,2022,2022_17_LAR_LAC
CAR,2022-12-24,22,Sat,15,16,,DET,W 37-23,22,3,15,4,12,4,33.3,3,2,66.7,2022,2022_16_CAR_DET
CAR,2022-12-18,22,Sun,14,15,,PIT,L 16-24,22,13,9,0,16,12,75.0,0,0,,2022,2022_15_CAR_PIT
TEN,2022-12-11,22,Sun,13,14,,JAX,L 22-36,22,3,18,1,13,6,46.2,1,0,0.0,2022,2022_14_TEN_JAX
JAX,2022-12-11,22,Sun,13,14,@,TEN,W 36-22,22,7,14,1,10,5,50.0,1,0,0.0,2022,2022_14_JAX_TEN
ATL,2022-12-04,22,Sun,13,13,,PIT,L 16-19,22,11,10,1,12,6,50.0,0,0,,2022,2022_13_ATL_PIT
LVR,2022-12-04,22,Sun,12,13,,LAC,W 27-20,22,4,16,2,16,5,31.3,5,3,60.0,2022,2022_13_LVR_LAC
NWE,2022-12-01,22,Thu,12,13,,BUF,L 10-24,22,6,15,1,15,9,60.0,0,0,,2022,2022_13_NWE_BUF
IND,2022-11-28,22,Mon,12,12,,PIT,L 17-24,22,11,10,1,14,7,50.0,0,0,,2022,2022_12_IND_PIT
TAM,2022-11-27,22,Sun,11,12,@,CLE,L 17-23 (OT),22,10,10,2,17,5,29.4,4,2,50.0,2022,2022_12_TAM_CLE
CHI,2022-11-27,22,Sun,12,12,@,NYJ,L 10-31,22,8,14,0,12,7,58.3,1,0,0.0,2022,2022_12_CHI_NYJ
ARI,2022-11-27,22,Sun,12,12,,LAC,L 24-25,22,4,18,0,13,6,46.2,0,0,,2022,2022_12_ARI_LAC
LVR,2022-11-27,22,Sun,11,12,@,SEA,W 40-34 (OT),22,6,15,1,9,3,33.3,0,0,,2022,2022_12_LVR_SEA
BUF,2022-11-24,22,Thu,11,12,@,DET,W 28-25,22,7,13,2,15,6,40.0,3,3,100.0,2022,2022_12_BUF_DET
CLE,2022-11-20,22,Sun,10,11,@,BUF,L 23-31,22,12,9,1,11,3,27.3,0,0,,2022,2022_11_CLE_BUF
PIT,2022-11-20,22,Sun,10,11,,CIN,L 30-37,22,3,18,1,9,3,33.3,0,0,,2022,2022_11_PIT_CIN
KAN,2022-11-20,22,Sun,10,11,@,LAC,W 30-27,22,9,12,1,14,8,57.1,0,0,,2022,2022_11_KAN_LAC
NYG,2022-11-13,22,Sun,9,10,,HOU,W 24-16,22,6,15,1,10,3,30.0,0,0,,2022,2022_10_NYG_HOU
LAC,2022-11-13,22,Sun,9,10,@,SFO,L 16-22,22,12,10,0,17,9,52.9,1,1,100.0,2022,2022_10_LAC_SFO
LVR,2022-11-06,22,Sun,8,9,@,JAX,L 20-27,22,10,12,0,15,9,60.0,0,0,,2022,2022_09_LVR_JAX
DAL,2022-10-30,22,Sun,8,8,,CHI,W 49-29,22,15,4,3,15,6,40.0,3,2,66.7,2022,2022_08_DAL_CHI
MIA,2022-10-30,22,Sun,8,8,@,DET,W 31-27,22,7,13,2,9,4,44.4,2,1,50.0,2022,2022_08_MIA_DET
LVR,2022-10-30,22,Sun,7,8,@,NOR,L 0-24,22,9,12,1,12,7,58.3,1,0,0.0,2022,2022_08_LVR_NOR
LAR,2022-10-30,22,Sun,7,8,,SFO,L 14-31,22,8,12,2,9,5,55.6,0,0,,2022,2022_08_LAR_SFO
GNB,2022-10-23,22,Sun,7,7,@,WAS,L 21-23,22,8,11,3,16,7,43.8,0,0,,2022,2022_07_GNB_WAS
CIN,2022-10-16,22,Sun,6,6,@,NOR,W 30-26,22,9,12,1,17,8,47.1,1,0,0.0,2022,2022_06_CIN_NOR
DAL,2022-10-16,22,Sun,6,6,@,PHI,L 17-26,22,9,9,4,14,6,42.9,1,1,100.0,2022,2022_06_DAL_PHI
CAR,2022-10-16,22,Sun,6,6,@,LAR,L 10-24,22,5,16,1,12,6,50.0,0,0,,2022,2022_06_CAR_LAR
NYG,2022-10-09,22,Sun,5,5,@,GNB,W 27-22,22,5,15,2,10,4,40.0,1,0,0.0,2022,2022_05_NYG_GNB
HOU,2022-10-09,22,Sun,5,5,@,JAX,W 13-6,22,6,15,1,14,6,42.9,3,0,0.0,2022,2022_05_HOU_JAX
DET,2022-10-09,22,Sun,5,5,@,NWE,L 0-29,22,7,11,4,9,3,33.3,0,0,,2022,2022_05_DET_NWE
CIN,2022-10-09,22,Sun,5,5,@,BAL,L 17-19,22,13,7,2,11,5,45.5,1,0,0.0,2022,2022_05_CIN_BAL
CAR,2022-10-09,22,Sun,5,5,,SFO,L 15-37,22,9,12,1,12,7,58.3,0,0,,2022,2022_05_CAR_SFO
BAL,2022-10-02,22,Sun,4,4,,BUF,L 20-23,22,7,14,1,11,4,36.4,1,1,100.0,2022,2022_04_BAL_BUF
ATL,2022-10-02,22,Sun,4,4,,CLE,W 23-20,22,13,9,0,14,5,35.7,3,2,66.7,2022,2022_04_ATL_CLE
BUF,2022-10-02,22,Sun,4,4,@,BAL,W 23-20,22,13,7,2,13,6,46.2,2,1,50.0,2022,2022_04_BUF_BAL
HOU,2022-10-02,22,Sun,4,4,,LAC,L 24-34,22,5,15,2,16,8,50.0,2,1,50.0,2022,2022_04_HOU_LAC
DAL,2022-09-26,22,Mon,3,3,@,NYG,W 23-16,22,10,8,4,11,3,27.3,1,0,0.0,2022,2022_03_DAL_NYG
BAL,2022-09-25,22,Sun,3,3,@,NWE,W 37-26,22,10,12,0,9,2,22.2,2,1,50.0,2022,2022_03_BAL_NWE
PIT,2022-09-22,22,Thu,3,3,@,CLE,L 17-29,22,10,12,0,16,6,37.5,4,3,75.0,2022,2022_03_PIT_CLE
DET,2022-01-09,22,Sun,17,18,,GNB,W 37-30,22,6,15,1,14,8,57.1,2,1,50.0,2021,2021_18_DET_GNB
ATL,2022-01-09,22,Sun,17,18,,NOR,L 20-30,22,10,9,3,16,8,50.0,1,0,0.0,2021,2021_18_ATL_NOR
DAL,2022-01-08,22,Sat,17,18,@,PHI,W 51-26,22,9,11,2,18,10,55.6,3,3,100.0,2021,2021_18_DAL_PHI
PHI,2022-01-08,22,Sat,17,18,,DAL,L 26-51,22,9,13,0,13,8,61.5,2,2,100.0,2021,2021_18_PHI_DAL
TAM,2022-01-02,22,Sun,16,17,@,NYJ,W 28-24,22,8,14,0,11,6,54.5,1,0,0.0,2021,2021_17_TAM_NYJ
DEN,2021-12-26,22,Sun,15,16,@,LVR,L 13-17,22,10,11,1,12,6,50.0,1,1,100.0,2021,2021_16_DEN_LVR
MIN,2021-12-26,22,Sun,15,16,,LAR,L 23-30,22,11,11,0,14,7,50.0,1,1,100.0,2021,2021_16_MIN_LAR
