Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Season,game_id
IND,2021-10-31,18,Sun,8,8,,TEN,L 31-34 (OT),18,6,10,2,17,8,47.1,2,2,100.0,2021,2021_08_IND_TEN
NYJ,2021-10-31,18,Sun,7,8,,CIN,W 34-31,18,3,13,2,10,4,40.0,1,0,0.0,2021,2021_08_NYJ_CIN
LAR,2021-10-31,18,Sun,8,8,@,HOU,W 38-22,18,4,13,1,12,4,33.3,0,0,,2021,2021_08_LAR_HOU
NWE,2021-10-24,18,Sun,7,7,,NYJ,W 54-13,18,3,13,2,13,7,53.8,2,0,0.0,2021,2021_07_NWE_NYJ
PIT,2021-10-17,18,Sun,6,6,,SEA,W 23-20 (OT),18,8,9,1,12,3,25.0,0,0,,2021,2021_06_PIT_SEA
GNB,2021-10-10,18,Sun,5,5,@,CIN,W 25-22 (OT),18,6,12,0,14,5,35.7,2,2,100.0,2021,2021_05_GNB_CIN
WAS,2021-10-10,18,Sun,5,5,,NOR,L 22-33,18,5,12,1,11,4,36.4,1,1,100.0,2021,2021_05_WAS_NOR
DET,2021-10-10,18,Sun,5,5,@,MIN,L 17-19,18,5,12,1,13,5,38.5,0,0,,2021,2021_05_DET_MIN
NYG,2021-09-26,18,Sun,3,3,,ATL,L 14-17,18,3,12,3,13,5,38.5,0,0,,2021,2021_03_NYG_ATL
NWE,2021-09-19,18,Sun,2,2,@,NYJ,W 25-6,18,9,6,3,13,5,38.5,3,1,33.3,2021,2021_02_NWE_NYJ
SFO,2021-09-19,18,Sun,2,2,@,PHI,W 17-11,18,8,7,3,12,5,41.7,1,0,0.0,2021,2021_02_SFO_PHI
CHI,2021-09-12,18,Sun,1,1,@,LAR,L 14-34,18,4,13,1,11,6,54.5,1,1,100.0,2021,2021_01_CHI_LAR
IND,2021-09-12,18,Sun,1,1,,SEA,L 16-28,18,6,12,0,9,4,44.4,0,0,,2021,2021_01_IND_SEA
NYJ,2021-09-12,18,Sun,1,1,@,CAR,L 14-19,18,4,14,0,14,4,28.6,1,0,0.0,2021,2021_01_NYJ_CAR
CLE,2021-01-03,18,Sun,16,17,,PIT,W 24-22,18,5,13,0,17,8,47.1,2,2,100.0,2020,2020_17_CLE_PIT
IND,2021-01-03,18,Sun,16,17,,JAX,W 28-14,18,3,15,0,15,5,33.3,2,0,0.0,2020,2020_17_IND_JAX
LAC,2021-01-03,18,Sun,16,17,@,KAN,W 38-21,18,4,13,1,9,6,66.7,1,0,0.0,2020,2020_17_LAC_KAN
CLE,2020-12-27,18,Sun,15,16,@,NYJ,L 16-23,18,6,11,1,18,7,38.9,0,0,,2020,2020_16_CLE_NYJ
LVR,2020-12-26,18,Sat,15,16,,MIA,L 25-26,18,6,10,2,15,5,33.3,2,2,100.0,2020,2020_16_LVR_MIA
MIA,2020-12-20,18,Sun,14,15,,NWE,W 22-12,18,7,8,3,9,2,22.2,1,0,0.0,2020,2020_15_MIA_NWE
DAL,2020-12-13,18,Sun,13,14,@,CIN,W 30-7,18,5,13,0,16,9,56.3,4,1,25.0,2020,2020_14_DAL_CIN
PIT,2020-12-07,18,Mon,12,13,,WAS,L 17-23,18,4,12,2,17,4,23.5,1,0,0.0,2020,2020_13_PIT_WAS
LAR,2020-12-06,18,Sun,12,13,@,ARI,W 38-28,18,5,11,2,12,4,33.3,2,2,100.0,2020,2020_13_LAR_ARI
SEA,2020-11-30,18,Mon,11,12,@,PHI,W 23-17,18,4,11,3,17,8,47.1,3,0,0.0,2020,2020_12_SEA_PHI
LAR,2020-11-29,18,Sun,11,12,,SFO,L 20-23,18,6,10,2,14,3,21.4,1,1,100.0,2020,2020_12_LAR_SFO
WAS,2020-11-22,18,Sun,10,11,,CIN,W 20-9,18,4,12,2,13,3,23.1,2,0,0.0,2020,2020_11_WAS_CIN
NWE,2020-11-09,18,Mon,8,9,@,NYJ,W 30-27,18,4,12,2,10,6,60.0,0,0,,2020,2020_09_NWE_NYJ
DAL,2020-11-01,18,Sun,8,8,@,PHI,L 9-23,18,6,8,4,8,3,37.5,3,0,0.0,2020,2020_08_DAL_PHI
NOR,2020-11-01,18,Sun,7,8,@,CHI,W 26-23 (OT),18,5,12,1,15,5,33.3,3,2,66.7,2020,2020_08_NOR_CHI
ATL,2020-10-29,18,Thu,8,8,@,CAR,W 25-17,18,6,9,3,10,2,20.0,3,1,33.3,2020,2020_08_ATL_CAR
NOR,2020-10-25,18,Sun,6,7,,CAR,W 27-24,18,4,11,3,9,6,66.7,0,0,,2020,2020_07_NOR_CAR
CLE,2020-10-18,18,Sun,6,6,@,PIT,L 7-38,18,12,5,1,14,5,35.7,2,2,100.0,2020,2020_06_CLE_PIT
NYJ,2020-10-18,18,Sun,6,6,@,MIA,L 0-24,18,4,12,2,9,1,11.1,0,0,,2020,2020_06_NYJ_MIA
MIN,2020-10-11,18,Sun,5,5,@,SEA,L 26-27,18,6,12,0,7,0,0.0,2,2,100.0,2020,2020_05_MIN_SEA
CHI,2020-10-08,18,Thu,5,5,,TAM,W 20-19,18,4,11,3,14,4,28.6,2,1,50.0,2020,2020_05_CHI_TAM
TAM,2020-10-08,18,Thu,5,5,@,CHI,L 19-20,18,2,14,2,10,3,30.0,0,0,,2020,2020_05_TAM_CHI
WAS,2020-10-04,18,Sun,4,4,,BAL,L 17-31,18,7,10,1,11,5,45.5,2,2,100.0,2020,2020_04_WAS_BAL
CHI,2020-10-04,18,Sun,4,4,,IND,L 11-19,18,5,9,4,19,8,42.1,2,1,50.0,2020,2020_04_CHI_IND
NOR,2020-10-04,18,Sun,4,4,@,DET,W 35-29,18,3,12,3,14,7,50.0,3,3,100.0,2020,2020_04_NOR_DET
SFO,2020-10-04,18,Sun,4,4,,PHI,L 20-25,18,6,9,3,13,4,30.8,2,2,100.0,2020,2020_04_SFO_PHI
DEN,2020-10-01,18,Thu,4,4,@,NYJ,W 37-28,18,5,11,2,19,8,42.1,2,0,0.0,2020,2020_04_DEN_NYJ
BAL,2020-09-20,18,Sun,2,2,@,HOU,W 33-16,18,2,15,1,9,3,33.3,1,0,0.0,2020,2020_02_BAL_HOU
NYG,2020-09-20,18,Sun,2,2,@,CHI,L 13-17,18,7,11,0,16,9,56.3,1,1,100.0,2020,2020_02_NYG_CHI
TAM,2020-09-13,18,Sun,1,1,@,NOR,L 23-34,18,5,10,3,15,5,33.3,1,0,0.0,2020,2020_01_TAM_NOR
PHI,2020-09-13,18,Sun,1,1,@,WAS,L 17-27,18,5,11,2,18,5,27.8,2,1,50.0,2020,2020_01_PHI_WAS
ARI,2020-09-13,18,Sun,1,1,@,SFO,W 24-20,18,6,10,2,11,2,18.2,2,0,0.0,2020,2020_01_ARI_SFO
SEA,2019-12-29,18,Sun,16,17,,SFO,L 21-26,18,6,12,0,8,4,50.0,0,0,,2019,2019_17_SEA_SFO
MIA,2019-12-29,18,Sun,16,17,@,NWE,W 27-24,18,8,8,2,9,3,33.3,0,0,,2019,2019_17_MIA_NWE
DEN,2019-12-29,18,Sun,16,17,,OAK,W 16-15,18,3,13,2,16,5,31.3,3,1,33.3,2019,2019_17_DEN_OAK
BUF,2019-12-29,18,Sun,16,17,,NYJ,L 6-13,18,7,10,1,14,5,35.7,0,0,,2019,2019_17_BUF_NYJ
KAN,2019-12-22,18,Sun,15,16,@,CHI,W 26-3,18,7,8,3,12,5,41.7,3,0,0.0,2019,2019_16_KAN_CHI
LAC,2019-12-15,18,Sun,14,15,,MIN,L 10-39,18,6,10,2,14,7,50.0,0,0,,2019,2019_15_LAC_MIN
WAS,2019-12-08,18,Sun,13,14,@,GNB,L 15-20,18,9,9,0,13,5,38.5,2,2,100.0,2019,2019_14_WAS_GNB
GNB,2019-12-08,18,Sun,13,14,,WAS,W 20-15,18,5,11,2,11,4,36.4,0,0,,2019,2019_14_GNB_WAS
BUF,2019-12-08,18,Sun,13,14,,BAL,L 17-24,18,6,8,4,11,3,27.3,0,0,,2019,2019_14_BUF_BAL
MIN,2019-12-08,18,Sun,13,14,,DET,W 20-7,18,2,12,4,16,7,43.8,1,1,100.0,2019,2019_14_MIN_DET
NYJ,2019-12-01,18,Sun,12,13,@,CIN,L 6-22,18,5,12,1,14,5,35.7,0,0,,2019,2019_13_NYJ_CIN
CLE,2019-12-01,18,Sun,12,13,@,PIT,L 13-20,18,7,10,1,10,4,40.0,0,0,,2019,2019_13_CLE_PIT
LAC,2019-11-18,18,Mon,11,11,,KAN,L 17-24,18,7,9,2,13,6,46.2,0,0,,2019,2019_11_LAC_KAN
CLE,2019-11-14,18,Thu,10,11,,PIT,W 21-7,18,3,10,5,11,2,18.2,3,0,0.0,2019,2019_11_CLE_PIT
ATL,2019-11-10,18,Sun,9,10,@,NOR,W 26-9,18,4,13,1,12,3,25.0,3,0,0.0,2019,2019_10_ATL_NOR
NYG,2019-11-10,18,Sun,10,10,@,NYJ,L 27-34,18,5,10,3,13,4,30.8,1,1,100.0,2019,2019_10_NYG_NYJ
LAC,2019-11-07,18,Thu,10,10,@,OAK,L 24-26,18,3,12,3,12,4,33.3,1,1,100.0,2019,2019_10_LAC_OAK
WAS,2019-11-03,18,Sun,9,9,@,BUF,L 9-24,18,10,7,1,12,6,50.0,2,1,50.0,2019,2019_09_WAS_BUF
ATL,2019-10-27,18,Sun,8,8,,SEA,L 20-27,18,9,9,0,9,3,33.3,0,0,,2019,2019_08_ATL_SEA
NYG,2019-10-20,18,Sun,7,7,,ARI,L 21-27,18,8,8,2,15,7,46.7,1,1,100.0,2019,2019_07_NYG_ARI
BAL,2019-10-13,18,Sun,6,6,,CIN,W 23-17,18,2,14,2,11,5,45.5,0,0,,2019,2019_06_BAL_CIN
JAX,2019-10-13,18,Sun,6,6,,NOR,L 6-13,18,6,12,0,13,5,38.5,0,0,,2019,2019_06_JAX_NOR
LAC,2019-10-13,18,Sun,6,6,,PIT,L 17-24,18,9,7,2,13,8,61.5,0,0,,2019,2019_06_LAC_PIT
BAL,2019-10-06,18,Sun,5,5,@,PIT,W 26-23 (OT),18,3,9,6,9,3,33.3,0,0,,2019,2019_05_BAL_PIT
IND,2019-10-06,18,Sun,5,5,@,KAN,W 19-13,18,3,12,3,12,4,33.3,2,1,50.0,2019,2019_05_IND_KAN
MIN,2019-10-06,18,Sun,5,5,@,NYG,W 28-10,18,5,8,5,16,8,50.0,3,0,0.0,2019,2019_05_MIN_NYG
TEN,2019-10-06,18,Sun,5,5,,BUF,L 7-14,18,5,12,1,13,4,30.8,2,1,50.0,2019,2019_05_TEN_BUF
DAL,2019-09-29,18,Sun,4,4,@,NOR,L 10-12,18,10,6,2,14,6,42.9,0,0,,2019,2019_04_DAL_NOR
CAR,2019-09-29,18,Sun,4,4,@,HOU,W 16-10,18,8,7,3,11,4,36.4,0,0,,2019,2019_04_CAR_HOU
LAR,2019-09-22,18,Sun,3,3,@,CLE,W 20-13,18,4,11,3,16,6,37.5,2,0,0.0,2019,2019_03_LAR_CLE
IND,2019-09-15,18,Sun,2,2,@,TEN,W 19-17,18,9,7,2,10,1,10.0,1,0,0.0,2019,2019_02_IND_TEN
DEN,2019-09-15,18,Sun,2,2,,CHI,L 14-16,18,7,7,4,11,3,27.3,1,1,100.0,2019,2019_02_DEN_CHI
ATL,2019-09-15,18,Sun,2,2,,PHI,W 24-20,18,5,11,2,18,9,50.0,3,2,66.7,2019,2019_02_ATL_PHI
OAK,2019-09-09,18,Mon,1,1,,DEN,W 24-16,18,4,11,3,13,6,46.2,0,0,,2019,2019_01_OAK_DEN
KAN,2019-09-08,18,Sun,1,1,@,JAX,W 40-26,18,3,13,2,10,5,50.0,0,0,,2019,2019_01_KAN_JAX
ATL,2019-09-08,18,Sun,1,1,@,MIN,L 12-28,18,10,4,4,10,5,50.0,0,0,,2019,2019_01_ATL_MIN
CIN,2018-12-30,18,Sun,16,17,@,PIT,L 13-16,18,5,13,0,15,5,33.3,2,2,100.0,2018,2018_17_CIN_PIT
BAL,2018-12-30,18,Sun,16,17,,CLE,W 26-24,18,1,16,1,11,4,36.4,1,0,0.0,2018,2018_17_BAL_CLE
OAK,2018-12-30,18,Sun,16,17,@,KAN,L 3-35,18,7,11,0,9,5,55.6,3,1,33.3,2018,2018_17_OAK_KAN
ATL,2018-12-16,18,Sun,14,15,,ARI,W 40-14,18,6,10,2,13,3,23.1,2,2,100.0,2018,2018_15_ATL_ARI
OAK,2018-12-16,18,Sun,14,15,@,CIN,L 16-30,18,8,7,3,19,8,42.1,2,2,100.0,2018,2018_15_OAK_CIN
PIT,2018-12-16,18,Sun,14,15,,NWE,W 17-10,18,7,9,2,10,3,30.0,1,0,0.0,2018,2018_15_PIT_NWE
SFO,2018-12-16,18,Sun,14,15,,SEA,W 26-23 (OT),18,5,12,1,19,9,47.4,1,1,100.0,2018,2018_15_SFO_SEA
CHI,2018-12-02,18,Sun,12,13,@,NYG,L 27-30 (OT),18,4,13,1,17,6,35.3,2,2,100.0,2018,2018_13_CHI_NYG
CAR,2018-12-02,18,Sun,12,13,@,TAM,L 17-24,18,5,11,2,13,6,46.2,0,0,,2018,2018_13_CAR_TAM
GNB,2018-12-02,18,Sun,12,13,,ARI,L 17-20,18,8,8,2,13,5,38.5,0,0,,2018,2018_13_GNB_ARI
PHI,2018-11-25,18,Sun,11,12,,NYG,W 25-22,18,4,14,0,12,5,41.7,0,0,,2018,2018_12_PHI_NYG
NWE,2018-11-25,18,Sun,11,12,@,NYJ,W 27-13,18,4,12,2,14,6,42.9,1,0,0.0,2018,2018_12_NWE_NYJ
JAX,2018-11-25,18,Sun,11,12,@,BUF,L 21-24,18,9,5,4,10,2,20.0,0,0,,2018,2018_12_JAX_BUF
DAL,2018-11-22,18,Thu,11,12,,WAS,W 31-23,18,5,12,1,11,4,36.4,0,0,,2018,2018_12_DAL_WAS
PIT,2018-11-08,18,Thu,9,10,,CAR,W 52-21,18,5,12,1,11,4,36.4,1,1,100.0,2018,2018_10_PIT_CAR
TEN,2018-11-05,18,Mon,8,9,@,DAL,W 28-14,18,5,12,1,11,5,45.5,1,0,0.0,2018,2018_09_TEN_DAL
PIT,2018-11-04,18,Sun,8,9,@,BAL,W 23-16,18,5,10,3,12,4,33.3,1,0,0.0,2018,2018_09_PIT_BAL
MIN,2018-11-04,18,Sun,9,9,,DET,W 24-9,18,4,13,1,15,4,26.7,3,3,100.0,2018,2018_09_MIN_DET
SEA,2018-11-04,18,Sun,8,9,,LAC,L 17-25,18,6,11,1,9,2,22.2,0,0,,2018,2018_09_SEA_LAC
OAK,2018-11-01,18,Thu,8,9,@,SFO,L 3-34,18,6,10,2,12,5,41.7,0,0,,2018,2018_09_OAK_SFO
WAS,2018-10-28,18,Sun,7,8,@,NYG,W 20-13,18,1,15,2,14,2,14.3,4,3,75.0,2018,2018_08_WAS_NYG
HOU,2018-10-25,18,Thu,8,8,,MIA,W 42-23,18,6,11,1,13,4,30.8,1,0,0.0,2018,2018_08_HOU_MIA
GNB,2018-10-15,18,Mon,6,6,,SFO,W 33-30,18,9,8,1,9,2,22.2,0,0,,2018,2018_06_GNB_SFO
CAR,2018-10-14,18,Sun,5,6,@,WAS,L 17-23,18,7,10,1,16,7,43.8,2,1,50.0,2018,2018_06_CAR_WAS
IND,2018-10-14,18,Sun,6,6,@,NYJ,L 34-42,18,5,12,1,15,6,40.0,0,0,,2018,2018_06_IND_NYJ
LAC,2018-10-14,18,Sun,6,6,@,CLE,W 38-14,18,4,13,1,16,6,37.5,3,1,33.3,2018,2018_06_LAC_CLE
NWE,2018-10-14,18,Sun,6,6,,KAN,W 43-40,18,4,14,0,10,4,40.0,1,1,100.0,2018,2018_06_NWE_KAN
NOR,2018-10-08,18,Mon,5,5,,WAS,W 43-19,18,6,12,0,13,4,30.8,4,2,50.0,2018,2018_05_NOR_WAS
CAR,2018-10-07,18,Sun,4,5,,NYG,W 33-31,18,3,15,0,7,0,0.0,2,1,50.0,2018,2018_05_CAR_NYG
GNB,2018-10-07,18,Sun,5,5,@,DET,L 23-31,18,6,9,3,13,5,38.5,0,0,,2018,2018_05_GNB_DET
DEN,2018-10-07,18,Sun,5,5,@,NYJ,L 16-34,18,11,7,0,13,6,46.2,0,0,,2018,2018_05_DEN_NYJ
TEN,2018-10-07,18,Sun,5,5,@,BUF,L 12-13,18,10,6,2,13,4,30.8,3,2,66.7,2018,2018_05_TEN_BUF
DAL,2018-09-30,18,Sun,4,4,,DET,W 26-24,18,4,14,0,11,6,54.5,0,0,,2018,2018_04_DAL_DET
SEA,2018-09-30,18,Sun,4,4,@,ARI,W 20-17,18,6,9,3,12,5,41.7,0,0,,2018,2018_04_SEA_ARI
BAL,2018-09-23,18,Sun,3,3,,DEN,W 27-14,18,8,8,2,14,6,42.9,1,0,0.0,2018,2018_03_BAL_DEN
DAL,2018-09-23,18,Sun,3,3,@,SEA,L 13-24,18,6,10,2,16,7,43.8,0,0,,2018,2018_03_DAL_SEA
PHI,2018-09-16,18,Sun,2,2,@,TAM,L 21-27,18,1,17,0,10,4,40.0,0,0,,2018,2018_02_PHI_TAM
NYJ,2018-09-16,18,Sun,2,2,,MIA,L 12-20,18,6,9,3,13,6,46.2,0,0,,2018,2018_02_NYJ_MIA
CLE,2018-09-16,18,Sun,2,2,@,NOR,L 18-21,18,4,11,3,12,3,25.0,0,0,,2018,2018_02_CLE_NOR
JAX,2018-09-16,18,Sun,2,2,,NWE,W 31-20,18,5,12,1,12,4,33.3,0,0,,2018,2018_02_JAX_NWE
DET,2018-09-10,18,Mon,1,1,,NYJ,L 17-48,18,7,10,1,14,6,42.9,3,2,66.7,2018,2018_01_DET_NYJ
TEN,2018-09-09,18,Sun,1,1,@,MIA,L 20-27,18,7,9,2,10,2,20.0,1,0,0.0,2018,2018_01_TEN_MIA
GNB,2018-09-09,18,Sun,1,1,,CHI,W 24-23,18,7,8,3,17,7,41.2,2,0,0.0,2018,2018_01_GNB_CHI
ATL,2018-09-06,18,Thu,1,1,@,PHI,L 12-18,18,7,6,5,16,8,50.0,0,0,,2018,2018_01_ATL_PHI
TAM,2017-12-31,18,Sun,16,17,,NOR,W 31-24,18,8,10,0,12,6,50.0,1,0,0.0,2017,2017_17_TAM_NOR
GNB,2017-12-31,18,Sun,16,17,@,DET,L 11-35,18,4,12,2,12,4,33.3,0,0,,2017,2017_17_GNB_DET
WAS,2017-12-24,18,Sun,15,16,,DEN,W 27-11,18,9,7,2,17,5,29.4,2,1,50.0,2017,2017_16_WAS_DEN
CIN,2017-12-17,18,Sun,14,15,@,MIN,L 7-34,18,7,8,3,12,4,33.3,0,0,,2017,2017_15_CIN_MIN
CHI,2017-12-16,18,Sat,14,15,@,DET,L 10-20,18,1,13,4,13,6,46.2,0,0,,2017,2017_15_CHI_DET
SFO,2017-12-10,18,Sun,13,14,@,HOU,W 26-16,18,4,12,2,13,3,23.1,2,1,50.0,2017,2017_14_SFO_HOU
ATL,2017-12-07,18,Thu,13,14,,NOR,W 20-17,18,2,16,0,10,3,30.0,1,1,100.0,2017,2017_14_ATL_NOR
ARI,2017-12-03,18,Sun,12,13,,LAR,L 16-32,18,4,13,1,11,3,27.3,1,1,100.0,2017,2017_13_ARI_LAR
BAL,2017-12-03,18,Sun,12,13,,DET,W 44-20,18,3,14,1,13,4,30.8,0,0,,2017,2017_13_BAL_DET
NYG,2017-12-03,18,Sun,12,13,@,OAK,L 17-24,18,5,13,0,15,6,40.0,3,1,33.3,2017,2017_13_NYG_OAK
LAC,2017-11-19,18,Sun,10,11,,BUF,W 54-24,18,6,11,1,14,6,42.9,2,1,50.0,2017,2017_11_LAC_BUF
TAM,2017-11-19,18,Sun,10,11,@,MIA,W 30-20,18,1,15,2,13,6,46.2,1,0,0.0,2017,2017_11_TAM_MIA
IND,2017-11-12,18,Sun,10,10,,PIT,L 17-20,18,5,11,2,13,5,38.5,0,0,,2017,2017_10_IND_PIT
ATL,2017-11-12,18,Sun,9,10,,DAL,W 27-7,18,9,9,0,11,5,45.5,1,0,0.0,2017,2017_10_ATL_DAL
CHI,2017-11-12,18,Sun,9,10,,GNB,L 16-23,18,6,10,2,16,7,43.8,1,1,100.0,2017,2017_10_CHI_GNB
NYJ,2017-10-29,18,Sun,8,8,,ATL,L 20-25,18,4,12,2,14,5,35.7,0,0,,2017,2017_08_NYJ_ATL
WAS,2017-10-29,18,Sun,7,8,,DAL,L 19-33,18,8,9,1,14,5,35.7,1,1,100.0,2017,2017_08_WAS_DAL
TEN,2017-10-16,18,Mon,6,6,,IND,W 36-22,18,3,13,2,9,2,22.2,1,0,0.0,2017,2017_06_TEN_IND
CLE,2017-10-15,18,Sun,6,6,@,HOU,L 17-33,18,4,12,2,13,5,38.5,0,0,,2017,2017_06_CLE_HOU
NOR,2017-10-15,18,Sun,5,6,,DET,W 52-38,18,2,14,2,18,9,50.0,1,0,0.0,2017,2017_06_NOR_DET
BAL,2017-10-15,18,Sun,6,6,,CHI,L 24-27 (OT),18,10,5,3,17,5,29.4,0,0,,2017,2017_06_BAL_CHI
BUF,2017-10-08,18,Sun,5,5,@,CIN,L 16-20,18,4,11,3,15,6,40.0,0,0,,2017,2017_05_BUF_CIN
LAC,2017-10-08,18,Sun,5,5,@,NYG,W 27-22,18,9,8,1,15,5,33.3,1,0,0.0,2017,2017_05_LAC_NYG
PIT,2017-10-01,18,Sun,4,4,@,BAL,W 26-9,18,4,14,0,13,5,38.5,2,0,0.0,2017,2017_04_PIT_BAL
PHI,2017-10-01,18,Sun,4,4,@,LAC,W 26-24,18,3,12,3,10,5,50.0,0,0,,2017,2017_04_PHI_LAC
JAX,2017-10-01,18,Sun,4,4,@,NYJ,L 20-23 (OT),18,6,12,0,17,6,35.3,1,1,100.0,2017,2017_04_JAX_NYJ
NOR,2017-09-24,18,Sun,3,3,@,CAR,W 34-13,18,11,7,0,14,7,50.0,0,0,,2017,2017_03_NOR_CAR
OAK,2017-09-24,18,Sun,3,3,@,WAS,L 10-27,18,4,14,0,15,7,46.7,0,0,,2017,2017_03_OAK_WAS
PIT,2017-09-24,18,Sun,3,3,@,CHI,L 17-23 (OT),18,13,4,1,12,4,33.3,0,0,,2017,2017_03_PIT_CHI
ARI,2017-09-17,18,Sun,2,2,@,IND,W 16-13 (OT),18,6,11,1,18,8,44.4,0,0,,2017,2017_02_ARI_IND
CHI,2017-09-10,18,Sun,1,1,,ATL,L 17-23,18,4,12,2,11,5,45.5,0,0,,2017,2017_01_CHI_ATL
NYJ,2023-01-08,17,Sun,17,18,@,MIA,L 6-11,17,9,7,1,13,4,30.8,2,1,50.0,2022,2022_18_NYJ_MIA
DET,2023-01-08,17,Sun,17,18,@,GNB,W 20-16,17,6,9,2,12,4,33.3,2,1,50.0,2022,2022_18_DET_GNB
CLE,2023-01-01,17,Sun,16,17,@,WAS,W 24-10,17,7,9,1,16,7,43.8,4,2,50.0,2022,2022_17_CLE_WAS
DAL,2022-12-29,17,Thu,16,17,@,TEN,W 27-13,17,6,11,0,16,7,43.8,2,1,50.0,2022,2022_17_DAL_TEN
IND,2022-12-26,17,Mon,15,16,,LAC,L 3-20,17,7,10,0,18,8,44.4,1,1,100.0,2022,2022_16_IND_LAC
MIA,2022-12-25,17,Sun,15,16,,GNB,L 20-26,17,4,11,2,14,2,14.3,5,3,60.0,2022,2022_16_MIA_GNB
BAL,2022-12-24,17,Sat,15,16,,ATL,W 17-9,17,5,11,1,14,5,35.7,4,1,25.0,2022,2022_16_BAL_ATL
LAC,2022-12-18,17,Sun,14,15,,TEN,W 17-14,17,9,8,0,11,3,27.3,0,0,,2022,2022_15_LAC_TEN
ATL,2022-12-18,17,Sun,14,15,@,NOR,L 18-21,17,6,11,0,11,5,45.5,1,0,0.0,2022,2022_15_ATL_NOR
NYJ,2022-12-18,17,Sun,14,15,,DET,L 17-20,17,3,14,0,15,5,33.3,3,2,66.7,2022,2022_15_NYJ_DET
CLE,2022-12-17,17,Sat,14,15,,BAL,W 13-3,17,10,6,1,12,5,41.7,3,0,0.0,2022,2022_15_CLE_BAL
KAN,2022-12-11,17,Sun,13,14,@,DEN,W 34-28,17,6,10,1,17,6,35.3,2,1,50.0,2022,2022_14_KAN_DEN
LAR,2022-12-08,17,Thu,13,14,,LVR,W 17-16,17,8,6,3,13,5,38.5,1,1,100.0,2022,2022_14_LAR_LVR
MIN,2022-11-24,17,Thu,11,12,,NWE,W 33-26,17,3,14,0,10,3,30.0,1,0,0.0,2022,2022_12_MIN_NWE
NOR,2022-11-20,17,Sun,11,11,,LAR,W 27-20,17,7,10,0,14,5,35.7,2,1,50.0,2022,2022_11_NOR_LAR
CIN,2022-11-20,17,Sun,10,11,@,PIT,W 37-30,17,5,10,2,17,8,47.1,1,0,0.0,2022,2022_11_CIN_PIT
KAN,2022-11-13,17,Sun,9,10,,JAX,W 27-17,17,3,14,0,14,4,28.6,2,2,100.0,2022,2022_10_KAN_JAX
WAS,2022-11-06,17,Sun,9,9,,MIN,L 17-20,17,3,12,2,16,7,43.8,0,0,,2022,2022_09_WAS_MIN
NWE,2022-10-30,17,Sun,8,8,@,NYJ,W 22-17,17,1,15,1,14,5,35.7,1,0,0.0,2022,2022_08_NWE_NYJ
CAR,2022-10-23,17,Sun,7,7,,TAM,W 21-3,17,3,14,0,12,2,16.7,3,1,33.3,2022,2022_07_CAR_TAM
PIT,2022-10-23,17,Sun,7,7,@,MIA,L 10-16,17,5,12,0,14,4,28.6,1,0,0.0,2022,2022_07_PIT_MIA
CLE,2022-10-23,17,Sun,7,7,@,BAL,L 20-23,17,11,5,1,15,7,46.7,2,2,100.0,2022,2022_07_CLE_BAL
TEN,2022-10-23,17,Sun,6,7,,IND,W 19-10,17,5,12,0,13,4,30.8,1,1,100.0,2022,2022_07_TEN_IND
TEN,2022-10-09,17,Sun,5,5,@,WAS,W 21-17,17,4,11,2,11,1,9.1,2,1,50.0,2022,2022_05_TEN_WAS
NWE,2022-10-09,17,Sun,5,5,,DET,W 29-0,17,6,9,2,12,4,33.3,6,0,0.0,2022,2022_05_NWE_DET
GNB,2022-10-02,17,Sun,4,4,,NWE,W 27-24 (OT),17,10,6,1,11,3,27.3,0,0,,2022,2022_04_GNB_NWE
DAL,2022-10-02,17,Sun,4,4,,WAS,W 25-10,17,6,10,1,15,5,33.3,2,0,0.0,2022,2022_04_DAL_WAS
HOU,2022-09-25,17,Sun,3,3,@,CHI,L 20-23,17,12,5,0,14,6,42.9,0,0,,2022,2022_03_HOU_CHI
CHI,2022-09-25,17,Sun,3,3,,HOU,W 23-20,17,6,9,2,12,3,25.0,1,1,100.0,2022,2022_03_CHI_HOU
LAR,2022-09-18,17,Sun,2,2,,ATL,W 31-27,17,4,11,2,10,3,30.0,2,1,50.0,2022,2022_02_LAR_ATL
WAS,2022-09-18,17,Sun,2,2,@,DET,L 27-36,17,5,12,0,13,4,30.8,2,0,0.0,2022,2022_02_WAS_DET
CHI,2022-09-11,17,Sun,1,1,,SFO,W 19-10,17,11,5,1,17,8,47.1,2,0,0.0,2022,2022_01_CHI_SFO
MIA,2022-09-11,17,Sun,1,1,,NWE,W 20-7,17,5,10,2,9,4,44.4,1,0,0.0,2022,2022_01_MIA_NWE
NYG,2022-01-02,17,Sun,16,17,@,CHI,L 3-29,17,6,10,1,16,6,37.5,3,2,66.7,2021,2021_17_NYG_CHI
MIA,2022-01-02,17,Sun,16,17,@,TEN,L 3-34,17,7,7,3,15,7,46.7,1,1,100.0,2021,2021_17_MIA_TEN
NYG,2021-12-26,17,Sun,15,16,@,PHI,L 10-34,17,6,9,2,13,5,38.5,1,0,0.0,2021,2021_16_NYG_PHI
