Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Season,game_id
ATL,2021-10-31,20,Sun,7,8,,CAR,L 13-19,20,27,7,74.1,131,1,2,3.7,7.4,67.8,3,15,10.00,4.9,4.37,2.26,2.03,6.6,2021,2021_08_ATL_CAR
SEA,2021-10-31,20,Sun,8,8,,JAX,W 31-7,20,24,4,83.3,160,2,0,8.3,0.0,128.3,3,35,11.11,6.7,5.93,8.33,7.41,8.0,2021,2021_08_SEA_JAX
CLE,2021-10-31,20,Sun,8,8,,PIT,L 10-15,20,31,11,64.5,210,0,0,0.0,0.0,86.1,4,15,11.43,6.8,6.00,6.77,6.00,10.5,2021,2021_08_CLE_PIT
BAL,2021-10-24,20,Sun,7,7,,CIN,L 17-41,20,42,22,47.6,278,1,0,2.4,0.0,79.1,5,18,10.64,6.6,5.91,7.10,6.34,13.9,2021,2021_07_BAL_CIN
ARI,2021-10-24,20,Sun,7,7,,HOU,W 31-5,20,28,8,71.4,225,3,1,10.7,3.6,121.3,4,36,12.50,8.0,7.03,8.57,7.50,11.3,2021,2021_07_ARI_HOU
ARI,2021-10-17,20,Sun,6,6,@,CLE,W 37-14,20,30,10,66.7,208,4,0,13.3,0.0,129.0,2,21,6.25,6.9,6.50,9.60,9.00,10.4,2021,2021_06_ARI_CLE
CLE,2021-10-17,20,Sun,6,6,,ARI,L 14-37,20,31,11,64.5,217,2,1,6.5,3.2,96.2,5,23,13.89,7.0,6.03,6.84,5.89,10.9,2021,2021_06_CLE_ARI
CIN,2021-10-17,20,Sun,6,6,@,DET,W 34-11,20,30,10,66.7,256,4,1,13.3,3.3,121.9,2,22,6.25,8.5,8.00,9.70,9.09,12.8,2021,2021_06_CIN_DET
WAS,2021-10-10,20,Sun,5,5,,NOR,L 22-33,20,41,21,48.8,242,0,2,0.0,4.9,47.6,2,6,4.65,5.9,5.63,3.71,3.53,12.1,2021,2021_05_WAS_NOR
MIN,2021-10-03,20,Sun,4,4,,CLE,L 7-14,20,38,18,52.6,190,1,1,2.6,2.6,66.0,2,13,5.00,5.0,4.75,4.34,4.13,9.5,2021,2021_04_MIN_CLE
MIA,2021-10-03,20,Sun,4,4,,IND,L 17-27,20,30,10,66.7,168,2,0,6.7,0.0,107.5,3,31,9.09,5.6,5.09,6.93,6.30,8.4,2021,2021_04_MIA_IND
GNB,2021-10-03,20,Sun,4,4,,PIT,W 27-17,20,36,16,55.6,236,2,0,5.6,0.0,95.6,3,12,7.69,6.6,6.05,7.67,7.08,11.8,2021,2021_04_GNB_PIT
NYJ,2021-09-12,20,Sun,1,1,@,CAR,L 14-19,20,37,17,54.1,207,2,1,5.4,2.7,82.9,6,51,13.95,5.6,4.81,5.46,4.70,10.4,2021,2021_01_NYJ_CAR
LAR,2021-09-12,20,Sun,1,1,,CHI,W 34-14,20,26,6,76.9,312,3,0,11.5,0.0,156.1,1,9,3.70,12.0,11.56,14.31,13.78,15.6,2021,2021_01_LAR_CHI
CIN,2021-09-12,20,Sun,1,1,,MIN,W 27-24 (OT),20,27,7,74.1,217,2,0,7.4,0.0,128.8,5,44,15.63,8.0,6.78,9.52,8.03,10.9,2021,2021_01_CIN_MIN
GNB,2021-09-12,20,Sun,1,1,@,NOR,L 3-38,20,35,15,57.1,186,0,2,0.0,5.7,49.8,2,15,5.41,5.3,5.03,2.74,2.59,9.3,2021,2021_01_GNB_NOR
SEA,2021-01-03,20,Sun,16,17,@,SFO,W 26-23,20,36,16,55.6,159,2,0,5.6,0.0,87.8,2,22,5.26,4.4,4.18,5.53,5.24,8.0,2020,2020_17_SEA_SFO
DET,2021-01-03,20,Sun,16,17,,MIN,L 35-37,20,31,11,64.5,288,3,1,9.7,3.2,114.0,1,5,3.13,9.3,9.00,9.77,9.47,14.4,2020,2020_17_DET_MIN
SEA,2020-12-27,20,Sun,15,16,,LAR,W 20-9,20,32,12,62.5,197,1,0,3.1,0.0,93.9,5,28,13.51,6.2,5.32,6.78,5.86,9.9,2020,2020_16_SEA_LAR
PIT,2020-12-21,20,Mon,14,15,@,CIN,L 17-27,20,38,18,52.6,158,1,1,2.6,2.6,62.4,1,12,2.56,4.2,4.05,3.50,3.41,7.9,2020,2020_15_PIT_CIN
MIA,2020-12-20,20,Sun,14,15,,NWE,W 22-12,20,26,6,76.9,133,0,1,0.0,3.8,73.4,2,12,7.14,5.1,4.75,3.38,3.14,6.7,2020,2020_15_MIA_NWE
DAL,2020-12-20,20,Sun,14,15,,SFO,W 41-33,20,34,14,58.8,204,2,0,5.9,0.0,97.8,2,17,5.56,6.0,5.67,7.18,6.78,10.2,2020,2020_15_DAL_SFO
DEN,2020-12-19,20,Sat,14,15,,BUF,L 19-48,20,32,12,62.5,115,1,0,3.1,0.0,81.8,3,17,8.57,3.6,3.29,4.22,3.86,5.8,2020,2020_15_DEN_BUF
GNB,2020-12-19,20,Sat,14,15,,CAR,W 24-16,20,29,9,69.0,96,1,0,3.4,0.0,91.6,5,47,14.71,3.3,2.82,4.00,3.41,4.8,2020,2020_15_GNB_CAR
LVR,2020-12-17,20,Thu,14,15,,LAC,L 27-30 (OT),20,33,13,60.6,276,1,1,3.0,3.0,85.3,1,3,2.94,8.4,8.12,7.61,7.38,13.8,2020,2020_15_LVR_LAC
JAX,2020-11-29,20,Sun,11,12,,CLE,L 25-27,20,35,15,57.1,235,2,0,5.7,0.0,96.7,0,0,0.00,6.7,6.71,7.86,7.86,11.8,2020,2020_12_JAX_CLE
WAS,2020-11-26,20,Thu,11,12,@,DAL,W 41-16,20,27,7,74.1,156,1,1,3.7,3.7,88.0,3,21,10.00,5.8,5.20,4.85,4.37,7.8,2020,2020_12_WAS_DAL
HOU,2020-11-15,20,Sun,9,10,@,CLE,L 7-10,20,30,10,66.7,153,1,0,3.3,0.0,91.4,2,10,6.25,5.1,4.78,5.77,5.41,7.7,2020,2020_10_HOU_CLE
LAC,2020-11-15,20,Sun,9,10,@,MIA,L 21-29,20,32,12,62.5,174,2,1,6.3,3.1,86.3,2,13,5.88,5.4,5.12,5.28,4.97,8.7,2020,2020_10_LAC_MIA
CAR,2020-11-15,20,Sun,10,10,,TAM,L 23-46,20,28,8,71.4,122,2,1,7.1,3.6,92.6,3,26,9.68,4.4,3.94,4.18,3.77,6.1,2020,2020_10_CAR_TAM
MIA,2020-11-08,20,Sun,8,9,@,ARI,W 34-31,20,28,8,71.4,221,2,0,7.1,0.0,122.3,3,27,9.68,7.9,7.13,9.32,8.42,11.1,2020,2020_09_MIA_ARI
SFO,2020-10-25,20,Sun,7,7,@,NWE,W 33-6,20,25,5,80.0,270,0,2,0.0,8.0,79.5,1,7,3.85,10.8,10.38,7.20,6.92,13.5,2020,2020_07_SFO_NWE
NYG,2020-10-22,20,Thu,7,7,@,PHI,L 21-22,20,30,10,66.7,165,2,1,6.7,3.3,91.9,3,22,9.09,5.5,5.00,5.33,4.85,8.3,2020,2020_07_NYG_PHI
MIA,2020-10-18,20,Sun,6,6,,NYJ,W 24-0,20,29,9,69.0,192,3,2,10.3,6.9,94.0,2,8,6.45,6.6,6.19,5.59,5.23,9.6,2020,2020_06_MIA_NYJ
LAC,2020-10-12,20,Mon,5,5,@,NOR,L 27-30 (OT),20,34,14,58.8,239,4,0,11.8,0.0,122.7,3,25,8.11,7.0,6.46,9.38,8.62,12.0,2020,2020_05_LAC_NOR
NYG,2020-10-11,20,Sun,5,5,@,DAL,L 34-37,20,33,13,60.6,211,0,0,0.0,0.0,80.6,2,11,5.71,6.4,6.03,6.39,6.03,10.6,2020,2020_05_NYG_DAL
SEA,2020-10-11,20,Sun,5,5,,MIN,W 27-26,20,32,12,62.5,190,3,1,9.4,3.1,100.7,4,27,11.11,5.9,5.28,6.41,5.69,9.5,2020,2020_05_SEA_MIN
NWE,2020-10-05,20,Mon,4,4,@,KAN,L 10-26,20,37,17,54.1,172,1,3,2.7,8.1,43.7,2,18,5.13,4.6,4.41,1.54,1.46,8.6,2020,2020_04_NWE_KAN
CLE,2020-10-04,20,Sun,4,4,@,DAL,W 49-38,20,31,11,64.5,201,3,0,9.7,0.0,115.3,2,1,6.06,6.5,6.09,8.42,7.91,10.1,2020,2020_04_CLE_DAL
HOU,2020-10-04,20,Sun,4,4,,MIN,L 23-31,20,33,13,60.6,290,2,0,6.1,0.0,110.7,3,10,8.33,8.8,8.06,10.00,9.17,14.5,2020,2020_04_HOU_MIN
LAC,2020-10-04,20,Sun,4,4,@,TAM,L 31-38,20,25,5,80.0,278,3,1,12.0,4.0,137.9,2,12,7.41,11.1,10.30,11.72,10.85,13.9,2020,2020_04_LAC_TAM
DET,2020-09-20,20,Sun,2,2,@,GNB,L 21-42,20,33,13,60.6,218,2,1,6.1,3.0,91.0,4,26,10.81,6.6,5.89,6.45,5.76,10.9,2020,2020_02_DET_GNB
LAR,2020-09-20,20,Sun,2,2,@,PHI,W 37-19,20,27,7,74.1,258,3,0,11.1,0.0,142.1,1,9,3.57,9.6,9.21,11.78,11.36,12.9,2020,2020_02_LAR_PHI
LAR,2020-09-13,20,Sun,1,1,,DAL,W 20-17,20,31,11,64.5,269,0,1,0.0,3.2,79.4,1,6,3.13,8.7,8.41,7.23,7.00,13.5,2020,2020_01_LAR_DAL
CHI,2020-09-13,20,Sun,1,1,@,DET,W 27-23,20,36,16,55.6,214,3,0,8.3,0.0,104.2,1,28,2.70,5.9,5.78,7.61,7.41,10.7,2020,2020_01_CHI_DET
MIA,2020-09-13,20,Sun,1,1,@,NWE,L 11-21,20,30,10,66.7,182,0,3,0.0,10.0,44.6,1,9,3.23,6.1,5.87,1.57,1.52,9.1,2020,2020_01_MIA_NWE
HOU,2020-09-10,20,Thu,1,1,@,KAN,L 20-34,20,32,12,62.5,242,1,1,3.1,3.1,84.5,4,11,11.11,7.6,6.72,6.78,6.03,12.1,2020,2020_01_HOU_KAN
NOR,2019-12-29,20,Sun,16,17,@,CAR,W 42-10,20,31,11,64.5,264,3,0,9.7,0.0,124.0,1,3,3.13,8.5,8.25,10.45,10.13,13.2,2019,2019_17_NOR_CAR
BAL,2019-12-22,20,Sun,15,16,@,CLE,W 31-15,20,31,11,64.5,238,3,0,9.7,0.0,120.1,0,0,0.00,7.7,7.68,9.61,9.61,11.9,2019,2019_16_BAL_CLE
CLE,2019-12-22,20,Sun,15,16,,BAL,L 15-31,20,33,13,60.6,184,2,1,6.1,3.0,84.4,1,8,2.94,5.6,5.41,5.42,5.26,9.2,2019,2019_16_CLE_BAL
SEA,2019-12-15,20,Sun,14,15,@,CAR,W 30-24,20,27,7,74.1,274,2,1,7.4,3.7,117.2,2,12,6.90,10.1,9.45,9.96,9.28,13.7,2019,2019_15_SEA_CAR
ATL,2019-12-08,20,Sun,13,14,,CAR,W 40-20,20,34,14,58.8,302,2,0,5.9,0.0,109.1,1,11,2.86,8.9,8.63,10.06,9.77,15.1,2019,2019_14_ATL_CAR
NWE,2019-12-08,20,Sun,13,14,,KAN,L 16-23,20,37,17,54.1,184,1,1,2.7,2.7,67.8,3,20,7.50,5.0,4.60,4.30,3.98,9.2,2019,2019_14_NWE_KAN
NYJ,2019-12-08,20,Sun,13,14,,MIA,W 22-21,20,36,16,55.6,262,2,1,5.6,2.8,86.6,1,8,2.70,7.3,7.08,7.14,6.95,13.1,2019,2019_14_NYJ_MIA
ARI,2019-12-08,20,Sun,13,14,,PIT,L 17-23,20,30,10,66.7,165,2,3,6.7,10.0,67.2,5,29,14.29,5.5,4.71,2.33,2.00,8.3,2019,2019_14_ARI_PIT
LAC,2019-12-01,20,Sun,12,13,@,DEN,L 20-23,20,29,9,69.0,244,2,1,6.9,3.4,106.3,3,21,9.38,8.4,7.63,8.24,7.47,12.2,2019,2019_13_LAC_DEN
NYG,2019-12-01,20,Sun,12,13,,GNB,L 13-31,20,37,17,54.1,240,1,3,2.7,8.1,49.4,0,0,0.00,6.5,6.49,3.38,3.38,12.0,2019,2019_13_NYG_GNB
OAK,2019-12-01,20,Sun,12,13,@,KAN,L 9-40,20,30,10,66.7,210,1,2,3.3,6.7,71.8,2,12,6.25,7.0,6.56,4.67,4.38,10.5,2019,2019_13_OAK_KAN
BUF,2019-11-28,20,Thu,12,13,@,DAL,W 26-15,20,25,5,80.0,232,2,0,8.0,0.0,136.5,4,27,13.79,9.3,8.00,10.88,9.38,11.6,2019,2019_13_BUF_DAL
NYJ,2019-11-24,20,Sun,11,12,,OAK,W 34-3,20,29,9,69.0,313,2,0,6.9,0.0,127.8,1,2,3.33,10.8,10.43,12.17,11.77,15.7,2019,2019_12_NYJ_OAK
DET,2019-11-24,20,Sun,11,12,@,WAS,L 16-19,20,33,13,60.6,189,1,3,3.0,9.1,50.9,6,18,15.38,5.7,4.85,2.24,1.90,9.5,2019,2019_12_DET_WAS
BAL,2019-11-17,20,Sun,10,11,,HOU,W 41-7,20,27,7,74.1,235,4,0,14.8,0.0,139.7,0,0,0.00,8.7,8.70,11.67,11.67,11.8,2019,2019_11_BAL_HOU
PHI,2019-11-17,20,Sun,10,11,,NWE,L 10-17,20,40,20,50.0,174,1,0,2.5,0.0,74.4,5,40,11.11,4.4,3.87,4.85,4.31,8.7,2019,2019_11_PHI_NWE
ATL,2019-11-10,20,Sun,9,10,@,NOR,W 26-9,20,35,15,57.1,174,2,1,5.7,2.9,78.5,1,8,2.78,5.0,4.83,4.83,4.69,8.7,2019,2019_10_ATL_NOR
OAK,2019-11-03,20,Sun,8,9,,DET,W 31-24,20,31,11,64.5,279,2,0,6.5,0.0,116.2,1,10,3.13,9.0,8.72,10.29,9.97,14.0,2019,2019_09_OAK_DET
PIT,2019-10-28,20,Mon,7,8,,MIA,W 27-14,20,36,16,55.6,236,2,1,5.6,2.8,84.4,2,15,5.26,6.6,6.21,6.42,6.08,11.8,2019,2019_08_PIT_MIA
NWE,2019-10-27,20,Sun,8,8,,CLE,W 27-13,20,36,16,55.6,239,2,0,5.6,0.0,96.9,3,20,7.69,6.6,6.13,7.75,7.15,12.0,2019,2019_08_NWE_CLE
DEN,2019-10-27,20,Sun,8,8,@,IND,L 13-15,20,32,12,62.5,166,0,0,0.0,0.0,76.8,3,8,8.57,5.2,4.74,5.19,4.74,8.3,2019,2019_08_DEN_IND
CLE,2019-10-27,20,Sun,7,8,@,NWE,L 13-27,20,31,11,64.5,151,1,1,3.2,3.2,79.2,5,43,13.89,4.9,4.19,4.06,3.50,7.6,2019,2019_08_CLE_NWE
SEA,2019-10-20,20,Sun,7,7,,BAL,L 16-30,20,41,21,48.8,241,1,1,2.4,2.4,65.2,1,0,2.38,5.9,5.74,5.27,5.14,12.1,2019,2019_07_SEA_BAL
KAN,2019-10-17,20,Thu,7,7,@,DEN,W 30-6,20,30,10,66.7,191,2,0,6.7,0.0,106.7,1,2,3.23,6.4,6.16,7.70,7.45,9.6,2019,2019_07_KAN_DEN
TEN,2019-10-13,20,Sun,6,6,@,DEN,L 0-16,20,34,14,58.8,165,0,3,0.0,8.8,39.7,7,42,17.07,4.9,4.02,0.88,0.73,8.3,2019,2019_06_TEN_DEN
CAR,2019-10-13,20,Sun,6,6,@,TAM,W 37-26,20,32,12,62.5,209,2,0,6.3,0.0,104.6,2,18,5.88,6.5,6.15,7.78,7.32,10.5,2019,2019_06_CAR_TAM
SFO,2019-10-07,20,Mon,4,5,,CLE,W 31-3,20,29,9,69.0,171,2,0,6.9,0.0,108.5,2,10,6.45,5.9,5.52,7.28,6.81,8.6,2019,2019_05_SFO_CLE
ARI,2019-10-06,20,Sun,5,5,@,CIN,W 26-23,20,32,12,62.5,248,0,0,0.0,0.0,87.1,1,5,3.03,7.8,7.52,7.75,7.52,12.4,2019,2019_05_ARI_CIN
CLE,2019-09-29,20,Sun,4,4,@,BAL,W 40-25,20,31,11,64.5,337,1,1,3.2,3.2,99.1,1,5,3.13,10.9,10.53,10.06,9.75,16.9,2019,2019_04_CLE_BAL
CIN,2019-09-22,20,Sun,3,3,@,BUF,L 17-21,20,36,16,55.6,240,1,2,2.8,5.6,63.4,2,10,5.26,6.7,6.32,4.72,4.47,12.0,2019,2019_03_CIN_BUF
MIA,2019-09-22,20,Sun,3,3,@,DAL,L 6-31,20,41,21,48.8,211,0,0,0.0,0.0,66.0,3,18,6.82,5.1,4.80,5.15,4.80,10.6,2019,2019_03_MIA_DAL
DEN,2019-09-22,20,Sun,3,3,@,GNB,L 16-27,20,29,9,69.0,161,0,1,0.0,3.4,75.8,6,52,17.14,5.6,4.60,4.00,3.31,8.1,2019,2019_03_DEN_GNB
JAX,2019-09-19,20,Thu,3,3,,TEN,W 20-7,20,30,10,66.7,204,2,0,6.7,0.0,108.2,0,0,0.00,6.8,6.80,8.13,8.13,10.2,2019,2019_03_JAX_TEN
NWE,2019-09-15,20,Sun,2,2,@,MIA,W 43-0,20,28,8,71.4,255,2,0,7.1,0.0,124.7,2,9,6.67,9.1,8.50,10.54,9.83,12.8,2019,2019_02_NWE_MIA
NOR,2019-09-15,20,Sun,2,2,@,LAR,L 9-27,20,35,15,57.1,187,0,1,0.0,2.9,62.0,2,16,5.41,5.3,5.05,4.06,3.84,9.4,2019,2019_02_NOR_LAR
PIT,2019-09-15,20,Sun,2,2,,SEA,L 26-28,20,34,14,58.8,180,2,1,5.9,2.9,81.4,1,7,2.86,5.3,5.14,5.15,5.00,9.0,2019,2019_02_PIT_SEA
HOU,2019-09-09,20,Mon,1,1,@,NOR,L 28-30,20,30,10,66.7,234,3,1,10.0,3.3,114.3,6,34,16.67,7.8,6.50,8.30,6.92,11.7,2019,2019_01_HOU_NOR
TAM,2019-09-08,20,Sun,1,1,,SFO,L 17-31,20,36,16,55.6,174,1,3,2.8,8.3,45.4,3,20,7.69,4.8,4.46,1.64,1.51,8.7,2019,2019_01_TAM_SFO
MIN,2018-12-30,20,Sun,16,17,,CHI,L 10-24,20,33,13,60.6,101,1,0,3.0,0.0,79.4,4,31,10.81,3.1,2.73,3.67,3.27,5.1,2018,2018_17_MIN_CHI
BUF,2018-12-23,20,Sun,15,16,@,NWE,L 12-24,20,41,21,48.8,217,1,2,2.4,4.9,52.6,0,0,0.00,5.3,5.29,3.59,3.59,10.9,2018,2018_16_BUF_NWE
DAL,2018-12-23,20,Sun,15,16,,TAM,W 27-20,20,25,5,80.0,152,1,0,4.0,0.0,106.8,1,9,3.85,6.1,5.85,6.88,6.62,7.6,2018,2018_16_DAL_TAM
SFO,2018-12-16,20,Sun,14,15,,SEA,W 26-23 (OT),20,29,9,69.0,257,1,0,3.4,0.0,110.6,3,18,9.38,8.9,8.03,9.55,8.66,12.9,2018,2018_15_SFO_SEA
CHI,2018-12-16,20,Sun,14,15,,GNB,W 24-17,20,28,8,71.4,232,2,0,7.1,0.0,120.4,1,3,3.45,8.3,8.00,9.71,9.38,11.6,2018,2018_15_CHI_GNB
MIN,2018-12-10,20,Mon,13,14,@,SEA,L 7-21,20,33,13,60.6,199,1,0,3.0,0.0,89.0,2,9,5.71,6.0,5.69,6.64,6.26,10.0,2018,2018_14_MIN_SEA
SFO,2018-12-09,20,Sun,13,14,,DEN,W 20-14,20,33,13,60.6,305,2,1,6.1,3.0,102.1,3,27,8.33,9.2,8.47,9.09,8.33,15.3,2018,2018_14_SFO_DEN
TAM,2018-12-02,20,Sun,12,13,,CAR,W 24-17,20,30,10,66.7,220,2,0,6.7,0.0,114.4,4,29,11.76,7.3,6.47,8.67,7.65,11.0,2018,2018_13_TAM_CAR
NYG,2018-12-02,20,Sun,12,13,,CHI,W 30-27 (OT),20,36,16,55.6,197,2,1,5.6,2.8,80.7,3,22,7.69,5.5,5.05,5.33,4.92,9.9,2018,2018_13_NYG_CHI
TEN,2018-12-02,20,Sun,12,13,,NYJ,W 26-22,20,35,15,57.1,273,2,1,5.7,2.9,90.4,3,9,7.89,7.8,7.18,7.66,7.05,13.7,2018,2018_13_TEN_NYJ
DET,2018-12-02,20,Sun,12,13,,LAR,L 16-30,20,34,14,58.8,208,1,1,2.9,2.9,78.7,4,37,10.53,6.1,5.47,5.38,4.82,10.4,2018,2018_13_DET_LAR
PHI,2018-11-25,20,Sun,11,12,,NYG,W 25-22,20,28,8,71.4,214,1,0,3.6,0.0,108.6,3,22,9.68,7.6,6.90,8.36,7.55,10.7,2018,2018_12_PHI_NYG
NWE,2018-11-25,20,Sun,11,12,@,NYJ,W 27-13,20,31,11,64.5,283,2,0,6.5,0.0,115.4,0,0,0.00,9.1,9.13,10.42,10.42,14.2,2018,2018_12_NWE_NYJ
CHI,2018-11-18,20,Sun,10,11,,MIN,W 25-20,20,31,11,64.5,160,1,2,3.2,6.5,61.9,1,5,3.13,5.2,5.00,2.90,2.81,8.0,2018,2018_11_CHI_MIN
DEN,2018-11-18,20,Sun,10,11,@,LAC,W 23-22,20,33,13,60.6,217,0,0,0.0,0.0,80.0,0,0,0.00,6.6,6.58,6.58,6.58,10.9,2018,2018_11_DEN_LAC
LAR,2018-10-28,20,Sun,8,8,,GNB,W 29-27,20,36,16,55.6,281,3,0,8.3,0.0,111.7,5,26,12.20,7.8,6.85,9.47,8.32,14.1,2018,2018_08_LAR_GNB
WAS,2018-10-28,20,Sun,7,8,@,NYG,W 20-13,20,32,12,62.5,178,1,0,3.1,0.0,87.8,0,0,0.00,5.6,5.56,6.19,6.19,8.9,2018,2018_08_WAS_NYG
BUF,2018-10-21,20,Sun,7,7,@,IND,L 5-37,20,31,11,64.5,168,0,3,0.0,9.7,39.8,2,7,6.06,5.4,5.09,1.06,1.00,8.4,2018,2018_07_BUF_IND
MIA,2018-10-07,20,Sun,5,5,@,CIN,L 17-27,20,35,15,57.1,169,1,2,2.9,5.7,57.4,3,16,7.89,4.8,4.45,2.83,2.61,8.5,2018,2018_05_MIA_CIN
CIN,2018-10-07,20,Sun,5,5,,MIA,W 27-17,20,30,10,66.7,229,1,1,3.3,3.3,89.3,2,19,6.25,7.6,7.16,6.80,6.38,11.5,2018,2018_05_CIN_MIA
SFO,2018-09-23,20,Sun,3,3,@,KAN,L 27-38,20,30,10,66.7,228,2,0,6.7,0.0,114.7,4,23,11.76,7.6,6.71,8.93,7.88,11.4,2018,2018_03_SFO_KAN
TEN,2018-09-09,20,Sun,1,1,@,MIA,L 20-27,20,38,18,52.6,220,0,3,0.0,7.9,37.2,0,0,0.00,5.8,5.79,2.24,2.24,11.0,2018,2018_01_TEN_MIA
MIA,2018-09-09,20,Sun,1,1,,TEN,W 27-20,20,28,8,71.4,222,2,2,7.1,7.1,89.9,1,8,3.45,7.9,7.66,6.14,5.93,11.1,2018,2018_01_MIA_TEN
MIN,2018-09-09,20,Sun,1,1,,SFO,W 24-16,20,36,16,55.6,227,2,0,5.6,0.0,95.1,3,17,7.69,6.3,5.82,7.42,6.85,11.4,2018,2018_01_MIN_SFO
ARI,2018-09-09,20,Sun,1,1,,WAS,L 6-24,20,34,14,58.8,145,0,1,0.0,2.9,57.6,2,8,5.56,4.3,4.03,2.94,2.78,7.3,2018,2018_01_ARI_WAS
PHI,2018-09-06,20,Thu,1,1,,ATL,W 18-12,20,35,15,57.1,119,0,1,0.0,2.9,53.5,2,13,5.41,3.4,3.22,2.11,2.00,6.0,2018,2018_01_PHI_ATL
GNB,2017-12-31,20,Sun,16,17,@,DET,L 11-35,20,32,12,62.5,153,1,2,3.1,6.3,63.7,4,40,11.11,4.8,4.25,2.59,2.31,7.7,2017,2017_17_GNB_DET
DET,2017-12-31,20,Sun,16,17,,GNB,W 35-11,20,29,9,69.0,305,3,0,10.3,0.0,140.4,2,18,6.45,10.5,9.84,12.59,11.77,15.3,2017,2017_17_DET_GNB
CHI,2017-12-31,20,Sun,16,17,@,MIN,L 10-23,20,37,17,54.1,171,0,0,0.0,0.0,67.2,1,7,2.63,4.6,4.50,4.62,4.50,8.6,2017,2017_17_CHI_MIN
WAS,2017-12-31,20,Sun,16,17,@,NYG,L 10-18,20,37,17,54.1,136,0,3,0.0,8.1,31.1,3,22,7.50,3.7,3.40,0.03,0.03,6.8,2017,2017_17_WAS_NYG
SFO,2017-12-31,20,Sun,16,17,@,LAR,W 34-13,20,33,13,60.6,292,2,2,6.1,6.1,84.4,0,0,0.00,8.8,8.85,7.33,7.33,14.6,2017,2017_17_SFO_LAR
LAR,2017-12-31,20,Sun,16,17,,SFO,L 13-34,20,34,14,58.8,149,0,0,0.0,0.0,71.8,3,20,8.11,4.4,4.03,4.38,4.03,7.5,2017,2017_17_LAR_SFO
PIT,2017-12-25,20,Mon,15,16,@,HOU,W 34-6,20,30,10,66.7,226,2,0,6.7,0.0,111.2,0,0,0.00,7.5,7.53,8.87,8.87,11.3,2017,2017_16_PIT_HOU
MIN,2017-12-17,20,Sun,14,15,,CIN,W 34-7,20,25,5,80.0,222,2,1,8.0,4.0,116.0,2,14,7.41,8.9,8.22,8.68,8.04,11.1,2017,2017_15_MIN_CIN
CAR,2017-12-17,20,Sun,14,15,,GNB,W 31-24,20,31,11,64.5,236,4,0,12.9,0.0,128.0,1,6,3.13,7.6,7.38,10.19,9.88,11.8,2017,2017_15_CAR_GNB
CLE,2017-12-17,20,Sun,14,15,,BAL,L 10-27,20,37,17,54.1,136,0,2,0.0,5.4,41.0,2,10,5.13,3.7,3.49,1.24,1.18,6.8,2017,2017_15_CLE_BAL
LAC,2017-12-16,20,Sat,14,15,@,KAN,L 13-30,20,36,16,55.6,209,1,3,2.8,8.3,49.2,2,18,5.26,5.8,5.50,2.61,2.47,10.5,2017,2017_15_LAC_KAN
CLE,2017-12-10,20,Sun,13,14,,GNB,L 21-27 (OT),20,28,8,71.4,209,3,2,10.7,7.1,99.4,2,5,6.67,7.5,6.97,6.39,5.97,10.5,2017,2017_14_CLE_GNB
SFO,2017-12-10,20,Sun,13,14,@,HOU,W 26-16,20,33,13,60.6,314,1,1,3.0,3.0,92.2,2,20,5.71,9.5,8.97,8.76,8.26,15.7,2017,2017_14_SFO_HOU
DAL,2017-12-10,20,Sun,13,14,@,NYG,W 30-10,20,30,10,66.7,332,3,0,10.0,0.0,137.1,0,0,0.00,11.1,11.07,13.07,13.07,16.6,2017,2017_14_DAL_NYG
BAL,2017-12-10,20,Sun,13,14,@,PIT,L 38-39,20,35,15,57.1,261,2,1,5.7,2.9,88.9,1,8,2.78,7.5,7.25,7.31,7.11,13.1,2017,2017_14_BAL_PIT
KAN,2017-12-10,20,Sun,13,14,,OAK,W 26-15,20,34,14,58.8,243,0,1,0.0,2.9,71.7,4,25,10.53,7.1,6.39,5.82,5.21,12.2,2017,2017_14_KAN_OAK
HOU,2017-12-10,20,Sun,13,14,,SFO,L 16-26,20,38,18,52.6,221,2,0,5.3,0.0,89.6,3,17,7.32,5.8,5.39,6.87,6.37,11.1,2017,2017_14_HOU_SFO
SEA,2017-12-03,20,Sun,12,13,,PHI,W 24-10,20,31,11,64.5,209,3,0,9.7,0.0,118.6,2,18,6.06,6.7,6.33,8.68,8.15,10.5,2017,2017_13_SEA_PHI
DEN,2017-11-26,20,Sun,11,12,@,OAK,L 14-21,20,35,15,57.1,160,2,1,5.7,2.9,79.5,5,30,12.50,4.6,4.00,4.43,3.88,8.0,2017,2017_12_DEN_OAK
SEA,2017-11-26,20,Sun,11,12,@,SFO,W 24-13,20,34,14,58.8,228,2,1,5.9,2.9,86.4,0,0,0.00,6.7,6.71,6.56,6.56,11.4,2017,2017_12_SEA_SFO
DET,2017-11-23,20,Thu,11,12,,MIN,L 23-30,20,35,15,57.1,236,2,1,5.7,2.9,86.6,3,14,7.89,6.7,6.21,6.60,6.08,11.8,2017,2017_12_DET_MIN
