Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Season,game_id
DAL,2017-11-23,20,Thu,11,12,,LAC,L 6-28,20,27,7,74.1,168,0,2,0.0,7.4,60.6,2,11,6.90,6.2,5.79,2.89,2.69,8.4,2017,2017_12_DAL_LAC
DAL,2017-11-12,20,Sun,9,10,@,ATL,L 7-27,20,30,10,66.7,126,0,0,0.0,0.0,82.1,8,50,21.05,4.2,3.32,4.20,3.32,6.3,2017,2017_10_DAL_ATL
CIN,2017-11-12,20,Sun,9,10,@,TEN,L 20-24,20,35,15,57.1,255,2,0,5.7,0.0,100.3,1,10,2.78,7.3,7.08,8.43,8.19,12.8,2017,2017_10_CIN_TEN
IND,2017-11-05,20,Sun,9,9,@,HOU,W 20-14,20,30,10,66.7,279,2,0,6.7,0.0,122.6,3,29,9.09,9.3,8.45,10.63,9.67,14.0,2017,2017_09_IND_HOU
NYG,2017-11-05,20,Sun,8,9,,LAR,L 17-51,20,38,18,52.6,208,2,1,5.3,2.6,76.6,2,12,5.00,5.5,5.20,5.34,5.08,10.4,2017,2017_09_NYG_LAR
BUF,2017-10-29,20,Sun,7,8,,OAK,W 34-14,20,27,7,74.1,165,1,0,3.7,0.0,101.6,0,0,0.00,6.1,6.11,6.85,6.85,8.3,2017,2017_08_BUF_OAK
MIN,2017-10-22,20,Sun,7,7,,BAL,W 24-16,20,31,11,64.5,188,0,1,0.0,3.2,67.7,0,0,0.00,6.1,6.06,4.61,4.61,9.4,2017,2017_07_MIN_BAL
BUF,2017-10-22,20,Sun,6,7,,TAM,W 30-27,20,33,13,60.6,261,1,0,3.0,0.0,96.5,1,7,2.94,7.9,7.68,8.52,8.26,13.1,2017,2017_07_BUF_TAM
NOR,2017-10-15,20,Sun,5,6,,DET,W 52-38,20,30,10,66.7,186,2,2,6.7,6.7,77.9,0,0,0.00,6.2,6.20,4.53,4.53,9.3,2017,2017_06_NOR_DET
CLE,2017-10-15,20,Sun,6,6,@,HOU,L 17-33,20,37,17,54.1,113,1,3,2.7,8.1,38.1,4,27,9.76,3.1,2.76,-0.05,-0.05,5.7,2017,2017_06_CLE_HOU
GNB,2017-10-15,20,Sun,6,6,@,MIN,L 10-23,20,37,17,54.1,155,1,3,2.7,8.1,42.1,4,20,9.76,4.2,3.78,1.08,0.98,7.8,2017,2017_06_GNB_MIN
NWE,2017-10-15,20,Sun,6,6,@,NYJ,W 24-17,20,38,18,52.6,257,2,1,5.3,2.6,80.7,0,0,0.00,6.8,6.76,6.63,6.63,12.9,2017,2017_06_NWE_NYJ
BUF,2017-10-08,20,Sun,5,5,@,CIN,L 16-20,20,37,17,54.1,139,1,1,2.7,2.7,63.6,6,27,13.95,3.8,3.23,3.08,2.65,7.0,2017,2017_05_BUF_CIN
MIA,2017-10-01,20,Sun,3,4,,NOR,L 0-20,20,28,8,71.4,128,0,1,0.0,3.6,71.1,4,36,12.50,4.6,4.00,2.96,2.59,6.4,2017,2017_04_MIA_NOR
DAL,2017-10-01,20,Sun,4,4,,LAR,L 30-35,20,36,16,55.6,251,3,1,8.3,2.8,93.8,2,1,5.26,7.0,6.61,7.39,7.00,12.6,2017,2017_04_DAL_LAR
BUF,2017-09-24,20,Sun,3,3,,DEN,W 26-16,20,26,6,76.9,197,2,0,7.7,0.0,126.0,4,16,13.33,7.6,6.57,9.12,7.90,9.9,2017,2017_03_BUF_DEN
LAC,2017-09-24,20,Sun,3,3,,KAN,L 10-24,20,40,20,50.0,226,0,3,0.0,7.5,37.2,2,11,4.76,5.7,5.38,2.28,2.17,11.3,2017,2017_03_LAC_KAN
JAX,2017-09-24,20,Sun,3,3,,BAL,W 44-7,20,33,13,60.6,244,4,0,12.1,0.0,123.0,0,0,0.00,7.4,7.39,9.82,9.82,12.2,2017,2017_03_JAX_BAL
TEN,2017-09-24,20,Sun,3,3,,SEA,W 33-27,20,32,12,62.5,225,2,0,6.3,0.0,104.3,0,0,0.00,7.0,7.03,8.28,8.28,11.3,2017,2017_03_TEN_SEA
CAR,2017-09-17,20,Sun,2,2,,BUF,W 9-3,20,32,12,62.5,178,0,0,0.0,0.0,83.9,6,50,15.79,5.6,4.68,5.56,4.68,8.9,2017,2017_02_CAR_BUF
IND,2017-09-17,20,Sun,2,2,,ARI,L 13-16 (OT),20,37,17,54.1,190,0,1,0.0,2.7,60.2,4,26,9.76,5.1,4.63,3.92,3.54,9.5,2017,2017_02_IND_ARI
JAX,2017-09-17,20,Sun,2,2,,TEN,L 16-37,20,34,14,58.8,211,1,2,2.9,5.9,63.7,2,12,5.56,6.2,5.86,4.15,3.92,10.6,2017,2017_02_JAX_TEN
MIN,2017-09-17,20,Sun,2,2,@,PIT,L 9-26,20,38,18,52.6,146,0,0,0.0,0.0,64.3,2,21,5.00,3.8,3.65,3.84,3.65,7.3,2017,2017_02_MIN_PIT
CLE,2017-09-17,20,Sun,2,2,@,BAL,L 10-24,20,42,22,47.6,293,1,4,2.4,9.5,39.9,3,7,6.67,7.0,6.51,3.17,2.96,14.7,2017,2017_02_CLE_BAL
CIN,2017-09-14,20,Thu,2,2,,HOU,L 9-13,20,35,15,57.1,213,0,0,0.0,0.0,76.4,3,11,7.89,6.1,5.61,6.09,5.61,10.7,2017,2017_02_CIN_HOU
CLE,2017-09-10,20,Sun,1,1,,PIT,L 18-21,20,30,10,66.7,180,1,1,3.3,3.3,85.7,7,42,18.92,6.0,4.86,5.17,4.19,9.0,2017,2017_01_CLE_PIT
BAL,2023-01-08,19,Sun,17,18,@,CIN,L 16-27,19,44,25,43.2,276,0,2,0.0,4.5,46.2,4,10,8.33,6.3,5.75,4.23,3.88,14.5,2022,2022_18_BAL_CIN
BUF,2023-01-08,19,Sun,16,18,,NWE,W 35-23,19,31,12,61.3,237,3,1,9.7,3.2,106.1,2,17,6.06,7.6,7.18,8.13,7.64,12.5,2022,2022_18_BUF_NWE
CLE,2023-01-08,19,Sun,17,18,@,PIT,L 14-28,19,29,10,65.5,173,2,2,6.9,6.9,84.0,7,57,19.44,6.0,4.81,4.24,3.42,9.1,2022,2022_18_CLE_PIT
SEA,2023-01-08,19,Sun,17,18,,LAR,W 19-16 (OT),19,31,12,61.3,205,1,2,3.2,6.5,65.7,3,8,8.82,6.6,6.03,4.35,3.97,10.8,2022,2022_18_SEA_LAR
ATL,2023-01-08,19,Sun,17,18,,TAM,W 30-17,19,30,11,63.3,208,2,0,6.7,0.0,108.2,2,16,6.25,6.9,6.50,8.27,7.75,10.9,2022,2022_18_ATL_TAM
NYG,2023-01-01,19,Sun,16,17,,IND,W 38-10,19,24,5,79.2,177,2,0,8.3,0.0,125.2,0,0,0.00,7.4,7.38,9.04,9.04,9.3,2022,2022_17_NYG_IND
ATL,2023-01-01,19,Sun,16,17,,ARI,W 20-19,19,26,7,73.1,166,0,0,0.0,0.0,90.1,1,3,3.70,6.4,6.15,6.38,6.15,8.7,2022,2022_17_ATL_ARI
DEN,2022-12-25,19,Sun,15,16,@,LAR,L 14-51,19,35,16,54.3,219,1,4,2.9,11.4,48.1,6,40,14.63,6.3,5.34,1.69,1.44,11.5,2022,2022_16_DEN_LAR
NYJ,2022-12-22,19,Thu,15,16,,JAX,L 3-19,19,33,14,57.6,161,0,1,0.0,3.0,60.4,3,21,8.33,4.9,4.47,3.52,3.22,8.5,2022,2022_16_NYJ_JAX
IND,2022-12-17,19,Sat,14,15,@,MIN,L 36-39 (OT),19,33,14,57.6,170,1,0,3.0,0.0,83.1,3,12,8.33,5.2,4.72,5.76,5.28,8.9,2022,2022_15_IND_MIN
JAX,2022-12-04,19,Sun,12,13,@,DET,L 14-40,19,34,15,55.9,171,1,0,2.9,0.0,81.1,2,14,5.56,5.0,4.75,5.62,5.31,9.0,2022,2022_13_JAX_DET
DEN,2022-11-27,19,Sun,11,12,@,CAR,L 10-23,19,35,16,54.3,125,1,0,2.9,0.0,73.7,3,17,7.89,3.6,3.29,4.14,3.82,6.6,2022,2022_12_DEN_CAR
HOU,2022-11-20,19,Sun,10,11,,WAS,L 10-23,19,33,14,57.6,127,0,2,0.0,6.1,46.1,5,42,13.16,3.8,3.34,1.12,0.97,6.7,2022,2022_11_HOU_WAS
SFO,2022-11-13,19,Sun,9,10,,LAC,W 22-16,19,28,9,67.9,230,0,0,0.0,0.0,94.3,1,10,3.45,8.2,7.93,8.21,7.93,12.1,2022,2022_10_SFO_LAC
DET,2022-11-13,19,Sun,9,10,@,CHI,W 31-30,19,26,7,73.1,228,1,0,3.8,0.0,113.6,2,8,7.14,8.8,8.14,9.54,8.86,12.0,2022,2022_10_DET_CHI
TEN,2022-11-13,19,Sun,9,10,,DEN,W 17-10,19,36,17,52.8,244,2,0,5.6,0.0,94.1,1,11,2.70,6.8,6.59,7.89,7.68,12.8,2022,2022_10_TEN_DEN
ATL,2022-11-10,19,Thu,10,10,@,CAR,L 15-25,19,30,11,63.3,153,2,1,6.7,3.3,89.0,5,33,14.29,5.1,4.37,4.93,4.23,8.1,2022,2022_10_ATL_CAR
CAR,2022-10-30,19,Sun,8,8,@,ATL,L 34-37 (OT),19,36,17,52.8,309,1,1,2.8,2.8,80.4,1,8,2.70,8.6,8.35,7.89,7.68,16.3,2022,2022_08_CAR_ATL
GNB,2022-10-30,19,Sun,8,8,@,BUF,L 17-27,19,30,11,63.3,190,2,1,6.7,3.3,91.4,2,13,6.25,6.3,5.94,6.17,5.78,10.0,2022,2022_08_GNB_BUF
DAL,2022-10-23,19,Sun,7,7,,DET,W 24-6,19,25,6,76.0,191,1,0,4.0,0.0,113.2,2,16,7.41,7.6,7.07,8.44,7.81,10.1,2022,2022_07_DAL_DET
NYG,2022-10-23,19,Sun,7,7,@,JAX,W 23-17,19,30,11,63.3,200,1,0,3.3,0.0,94.0,1,2,3.23,6.7,6.45,7.33,7.10,10.5,2022,2022_07_NYG_JAX
NOR,2022-10-16,19,Sun,6,6,,CIN,L 26-30,19,36,17,52.8,171,1,0,2.8,0.0,75.9,1,7,2.70,4.8,4.62,5.31,5.16,9.0,2022,2022_06_NOR_CIN
NYG,2022-10-16,19,Sun,6,6,,BAL,W 24-20,19,27,8,70.4,155,2,0,7.4,0.0,112.1,4,18,12.90,5.7,5.00,7.22,6.29,8.2,2022,2022_06_NYG_BAL
LVR,2022-10-10,19,Mon,5,5,@,KAN,L 29-30,19,30,11,63.3,223,2,0,6.7,0.0,110.6,2,18,6.25,7.4,6.97,8.77,8.22,11.7,2022,2022_05_LVR_KAN
BAL,2022-10-09,19,Sun,5,5,,CIN,W 19-17,19,32,13,59.4,170,1,1,3.1,3.1,71.6,1,4,3.03,5.3,5.15,4.53,4.39,8.9,2022,2022_05_BAL_CIN
DET,2022-10-09,19,Sun,5,5,@,NWE,L 0-29,19,35,16,54.3,211,0,1,0.0,2.9,62.7,2,18,5.41,6.0,5.70,4.74,4.49,11.1,2022,2022_05_DET_NWE
MIA,2022-10-09,19,Sun,5,5,@,NYJ,L 17-40,19,34,15,55.9,158,0,1,0.0,2.9,56.7,2,8,5.56,4.6,4.39,3.32,3.14,8.3,2022,2022_05_MIA_NYJ
NYJ,2022-10-02,19,Sun,4,4,@,PIT,W 24-20,19,37,18,51.4,250,2,2,5.4,5.4,69.0,1,4,2.63,6.8,6.58,5.41,5.26,13.2,2022,2022_04_NYJ_PIT
BUF,2022-10-02,19,Sun,4,4,@,BAL,W 23-20,19,36,17,52.8,201,1,1,2.8,2.8,68.4,1,12,2.70,5.6,5.43,4.89,4.76,10.6,2022,2022_04_BUF_BAL
TEN,2022-09-25,19,Sun,3,3,,LVR,W 24-22,19,27,8,70.4,252,1,1,3.7,3.7,98.4,1,12,3.57,9.3,9.00,8.41,8.11,13.3,2022,2022_03_TEN_LVR
GNB,2022-09-18,19,Sun,2,2,,CHI,W 27-10,19,25,6,76.0,211,2,0,8.0,0.0,131.1,3,23,10.71,8.4,7.54,10.04,8.96,11.1,2022,2022_02_GNB_CHI
DAL,2022-09-18,19,Sun,2,2,,CIN,W 20-17,19,31,12,61.3,230,1,0,3.2,0.0,95.5,1,5,3.13,7.4,7.19,8.06,7.81,12.1,2022,2022_02_DAL_CIN
HOU,2022-09-18,19,Sun,2,2,@,DEN,L 9-16,19,38,19,50.0,154,0,0,0.0,0.0,63.2,3,23,7.32,4.1,3.76,4.05,3.76,8.1,2022,2022_02_HOU_DEN
DEN,2022-01-02,19,Sun,16,17,@,LAC,L 13-34,19,28,9,67.9,236,1,0,3.6,0.0,107.1,1,10,3.45,8.4,8.14,9.14,8.83,12.4,2021,2021_17_DEN_LAC
NYJ,2022-01-02,19,Sun,16,17,,TAM,L 24-28,19,33,14,57.6,224,1,0,3.0,0.0,89.7,1,10,2.94,6.8,6.59,7.39,7.18,11.8,2021,2021_17_NYJ_TAM
MIA,2021-12-27,19,Mon,15,16,@,NOR,W 20-3,19,26,7,73.1,173,1,1,3.8,3.8,91.5,3,25,10.34,6.7,5.97,5.69,5.10,9.1,2021,2021_16_MIA_NOR
BUF,2021-12-19,19,Sun,14,15,,CAR,W 31-14,19,34,15,55.9,193,3,1,8.8,2.9,91.5,4,17,10.53,5.7,5.08,6.12,5.47,10.2,2021,2021_15_BUF_CAR
NYG,2021-12-19,19,Sun,14,15,,DAL,L 6-21,19,36,17,52.8,178,0,3,0.0,8.3,32.3,1,3,2.70,4.9,4.81,1.19,1.16,9.4,2021,2021_15_NYG_DAL
HOU,2021-12-19,19,Sun,14,15,@,JAX,W 30-16,19,30,11,63.3,206,2,1,6.7,3.3,92.2,1,3,3.23,6.9,6.65,6.70,6.48,10.8,2021,2021_15_HOU_JAX
ATL,2021-12-19,19,Sun,14,15,@,SFO,L 13-31,19,32,13,59.4,213,1,0,3.1,0.0,92.7,3,23,8.57,6.7,6.09,7.28,6.66,11.2,2021,2021_15_ATL_SFO
ATL,2021-12-12,19,Sun,13,14,@,CAR,W 29-21,19,28,9,67.9,190,1,0,3.6,0.0,98.8,0,0,0.00,6.8,6.79,7.50,7.50,10.0,2021,2021_14_ATL_CAR
NYJ,2021-12-12,19,Sun,13,14,,NOR,L 9-30,19,42,23,45.2,178,0,0,0.0,0.0,59.8,3,24,6.67,4.2,3.96,4.24,3.96,9.4,2021,2021_14_NYJ_NOR
NOR,2021-12-02,19,Thu,12,13,,DAL,L 17-27,19,41,22,46.3,252,2,4,4.9,9.8,44.2,2,12,4.65,6.1,5.86,2.73,2.60,13.3,2021,2021_13_NOR_DAL
ATL,2021-11-28,19,Sun,11,12,@,JAX,W 21-14,19,29,10,65.5,183,1,1,3.4,3.4,81.1,1,7,3.33,6.3,6.10,5.45,5.27,9.6,2021,2021_12_ATL_JAX
NYG,2021-11-28,19,Sun,11,12,,PHI,W 13-7,19,30,11,63.3,194,1,0,3.3,0.0,94.0,1,8,3.23,6.5,6.26,7.13,6.90,10.2,2021,2021_12_NYG_PHI
LVR,2021-11-21,19,Sun,10,11,,CIN,L 13-32,19,27,8,70.4,206,1,1,3.7,3.7,90.8,2,9,6.90,7.6,7.10,6.70,6.24,10.8,2021,2021_11_LVR_CIN
TEN,2021-11-14,19,Sun,10,10,,NOR,W 23-21,19,27,8,70.4,198,1,0,3.7,0.0,105.9,2,15,6.90,7.3,6.83,8.07,7.52,10.4,2021,2021_10_TEN_NOR
CLE,2021-11-14,19,Sun,10,10,@,NWE,L 7-45,19,33,14,57.6,118,1,1,3.0,3.0,67.0,5,36,13.16,3.6,3.11,2.82,2.45,6.2,2021,2021_10_CLE_NWE
MIA,2021-11-11,19,Thu,10,10,,BAL,W 22-10,19,36,17,52.8,290,0,0,0.0,0.0,82.4,4,24,10.00,8.1,7.25,8.06,7.25,15.3,2021,2021_10_MIA_BAL
DEN,2021-11-07,19,Sun,9,9,@,DAL,W 30-16,19,28,9,67.9,217,1,0,3.6,0.0,107.6,4,32,12.50,7.8,6.78,8.46,7.41,11.4,2021,2021_09_DEN_DAL
DAL,2021-11-07,19,Sun,8,9,,DEN,L 16-30,19,39,20,48.7,212,2,1,5.1,2.6,73.9,2,20,4.88,5.4,5.17,5.31,5.05,11.2,2021,2021_09_DAL_DEN
GNB,2021-11-07,19,Sun,9,9,@,KAN,L 7-13,19,34,15,55.9,179,1,1,2.9,2.9,69.5,1,11,2.86,5.3,5.11,4.53,4.40,9.4,2021,2021_09_GNB_KAN
TEN,2021-11-07,19,Sun,9,9,@,LAR,W 28-16,19,27,8,70.4,125,1,1,3.7,3.7,79.7,3,18,10.00,4.6,4.17,3.70,3.33,6.6,2021,2021_09_TEN_LAR
CHI,2021-10-31,19,Sun,8,8,,SFO,L 22-33,19,27,8,70.4,148,1,1,3.7,3.7,84.6,4,27,12.90,5.5,4.77,4.56,3.97,7.8,2021,2021_08_CHI_SFO
DEN,2021-10-31,19,Sun,8,8,,WAS,W 17-10,19,26,7,73.1,190,1,0,3.8,0.0,109.9,4,23,13.33,7.3,6.33,8.08,7.00,10.0,2021,2021_08_DEN_WAS
NOR,2021-10-25,19,Mon,6,7,@,SEA,W 13-10,19,35,16,54.3,210,1,0,2.9,0.0,83.3,2,12,5.41,6.0,5.68,6.57,6.22,11.1,2021,2021_07_NOR_SEA
CAR,2021-10-24,19,Sun,7,7,@,NYG,L 3-25,19,39,20,48.7,117,0,1,0.0,2.6,47.5,6,28,13.33,3.0,2.60,1.85,1.60,6.2,2021,2021_07_CAR_NYG
BAL,2021-10-17,19,Sun,6,6,,LAC,W 34-6,19,27,8,70.4,140,1,2,3.7,7.4,68.0,3,27,10.00,5.2,4.67,2.59,2.33,7.4,2021,2021_06_BAL_LAC
NYJ,2021-10-10,19,Sun,5,5,@,ATL,L 20-27,19,32,13,59.4,166,0,1,0.0,3.1,63.5,2,26,5.88,5.2,4.88,3.78,3.56,8.7,2021,2021_05_NYJ_ATL
NOR,2021-10-03,19,Sun,4,4,,NYG,L 21-27 (OT),19,26,7,73.1,235,1,1,3.8,3.8,97.4,0,0,0.00,9.0,9.04,8.08,8.08,12.4,2021,2021_04_NOR_NYG
DEN,2021-10-03,19,Sun,4,4,,BAL,L 7-23,19,37,18,51.4,148,1,1,2.7,2.7,62.7,5,30,11.90,4.0,3.52,3.32,2.93,7.8,2021,2021_04_DEN_BAL
CLE,2021-09-26,19,Sun,3,3,,CHI,W 26-6,19,31,12,61.3,203,1,0,3.2,0.0,97.0,5,43,13.89,6.5,5.64,7.19,6.19,10.7,2021,2021_03_CLE_CHI
NYJ,2021-09-26,19,Sun,3,3,@,DEN,L 0-26,19,35,16,54.3,119,0,2,0.0,5.7,42.6,5,41,12.50,3.4,2.98,0.83,0.73,6.3,2021,2021_03_NYJ_DEN
DEN,2021-09-26,19,Sun,3,3,,NYJ,W 26-0,19,25,6,76.0,223,0,0,0.0,0.0,104.6,2,12,7.41,8.9,8.26,8.92,8.26,11.7,2021,2021_03_DEN_NYJ
IND,2021-09-26,19,Sun,3,3,@,TEN,L 16-25,19,37,18,51.4,178,0,0,0.0,0.0,66.7,2,16,5.13,4.8,4.56,4.81,4.56,9.4,2021,2021_03_IND_TEN
HOU,2021-09-23,19,Thu,3,3,,CAR,L 9-24,19,28,9,67.9,151,1,0,3.6,0.0,95.5,4,17,12.50,5.4,4.72,6.11,5.34,7.9,2021,2021_03_HOU_CAR
CIN,2021-09-19,19,Sun,2,2,@,CHI,L 17-20,19,30,11,63.3,179,2,3,6.7,10.0,66.2,5,28,14.29,6.0,5.11,2.80,2.40,9.4,2021,2021_02_CIN_CHI
LAR,2021-09-19,19,Sun,2,2,@,IND,W 27-24,19,30,11,63.3,270,2,1,6.7,3.3,101.8,1,8,3.23,9.0,8.71,8.83,8.55,14.2,2021,2021_02_LAR_IND
CLE,2021-09-19,19,Sun,2,2,,HOU,W 31-21,19,21,2,90.5,199,1,1,4.8,4.8,105.0,2,14,8.70,9.5,8.65,8.29,7.57,10.5,2021,2021_02_CLE_HOU
NYJ,2021-09-19,19,Sun,2,2,,NWE,L 6-25,19,33,14,57.6,184,0,4,0.0,12.1,37.0,4,26,10.81,5.6,4.97,0.12,0.11,9.7,2021,2021_02_NYJ_NWE
BAL,2021-09-13,19,Mon,1,1,@,LVR,L 27-33 (OT),19,30,11,63.3,217,1,0,3.3,0.0,98.6,3,18,9.09,7.2,6.58,7.90,7.18,11.4,2021,2021_01_BAL_LVR
ARI,2021-01-03,19,Sun,16,17,@,LAR,L 7-18,19,27,8,70.4,166,1,1,3.7,3.7,87.3,4,26,12.90,6.1,5.35,5.22,4.55,8.7,2020,2020_17_ARI_LAR
GNB,2021-01-03,19,Sun,16,17,@,CHI,W 35-16,19,24,5,79.2,237,4,0,16.7,0.0,147.9,1,3,4.00,9.9,9.48,13.21,12.68,12.5,2020,2020_17_GNB_CHI
CAR,2020-12-27,19,Sun,15,16,@,WAS,W 20-13,19,28,9,67.9,167,1,1,3.6,3.6,85.0,4,30,12.50,6.0,5.22,5.07,4.44,8.8,2020,2020_16_CAR_WAS
NYG,2020-12-20,19,Sun,14,15,,CLE,L 6-20,19,32,13,59.4,214,0,0,0.0,0.0,80.3,1,7,3.03,6.7,6.48,6.69,6.48,11.3,2020,2020_15_NYG_CLE
BAL,2020-12-20,19,Sun,14,15,,JAX,W 40-14,19,26,7,73.1,250,3,1,11.5,3.8,125.5,1,0,3.70,9.6,9.26,10.19,9.81,13.2,2020,2020_15_BAL_JAX
TEN,2020-12-13,19,Sun,13,14,@,JAX,W 31-10,19,24,5,79.2,205,2,0,8.3,0.0,131.2,1,7,4.00,8.5,8.20,10.21,9.80,10.8,2020,2020_14_TEN_JAX
IND,2020-12-13,19,Sun,13,14,@,LVR,W 44-27,19,28,9,67.9,244,2,0,7.1,0.0,118.7,0,0,0.00,8.7,8.71,10.14,10.14,12.8,2020,2020_14_IND_LVR
ATL,2020-12-06,19,Sun,12,13,,NOR,L 16-21,19,39,20,48.7,262,1,0,2.6,0.0,80.4,3,11,7.14,6.7,6.24,7.23,6.71,13.8,2020,2020_13_ATL_NOR
CLE,2020-11-29,19,Sun,11,12,@,JAX,W 27-25,19,29,10,65.5,252,2,0,6.9,0.0,116.7,2,6,6.45,8.7,8.13,10.07,9.42,13.3,2020,2020_12_CLE_JAX
CAR,2020-11-29,19,Sun,12,12,@,MIN,L 27-28,19,36,17,52.8,267,1,1,2.8,2.8,74.7,0,0,0.00,7.4,7.42,6.72,6.72,14.1,2020,2020_12_CAR_MIN
BUF,2020-11-29,19,Sun,11,12,,LAC,W 27-17,19,25,6,76.0,160,2,1,8.0,4.0,104.9,3,17,10.71,6.4,5.71,6.20,5.54,8.4,2020,2020_12_BUF_LAC
LAR,2020-11-29,19,Sun,11,12,,SFO,L 20-23,19,31,12,61.3,182,0,2,0.0,6.5,52.9,2,16,6.06,5.9,5.52,2.97,2.79,9.6,2020,2020_12_LAR_SFO
ATL,2020-11-22,19,Sun,10,11,@,NOR,L 9-24,19,37,18,51.4,196,0,2,0.0,5.4,48.5,8,36,17.78,5.3,4.36,2.86,2.36,10.3,2020,2020_11_ATL_NOR
BAL,2020-11-08,19,Sun,8,9,@,IND,W 24-10,19,23,4,82.6,156,0,0,0.0,0.0,97.5,2,14,8.00,6.8,6.24,6.78,6.24,8.2,2020,2020_09_BAL_IND
HOU,2020-11-08,19,Sun,8,9,@,JAX,W 27-25,19,32,13,59.4,267,2,0,6.3,0.0,109.0,2,14,5.88,8.3,7.85,9.59,9.03,14.1,2020,2020_09_HOU_JAX
NWE,2020-10-18,19,Sun,5,6,,DEN,L 12-18,19,27,8,70.4,171,0,2,0.0,7.4,60.0,4,24,12.90,6.3,5.52,3.00,2.61,9.0,2020,2020_06_NWE_DEN
DET,2020-10-18,19,Sun,5,6,@,JAX,W 34-16,19,31,12,61.3,223,1,1,3.2,3.2,80.4,0,0,0.00,7.2,7.19,6.39,6.39,11.7,2020,2020_06_DET_JAX
LAR,2020-10-18,19,Sun,6,6,@,SFO,L 16-24,19,38,19,50.0,198,2,1,5.3,2.6,72.0,0,0,0.00,5.2,5.21,5.08,5.08,10.4,2020,2020_06_LAR_SFO
CIN,2020-10-11,19,Sun,5,5,@,BAL,L 3-27,19,30,11,63.3,135,0,1,0.0,3.3,66.4,7,48,18.92,4.5,3.65,3.00,2.43,7.1,2020,2020_05_CIN_BAL
BAL,2020-10-11,19,Sun,5,5,,CIN,W 27-3,19,37,18,51.4,171,2,1,5.4,2.7,71.9,1,9,2.63,4.6,4.50,4.49,4.37,9.0,2020,2020_05_BAL_CIN
KAN,2020-10-05,19,Mon,4,4,,NWE,W 26-10,19,29,10,65.5,229,2,0,6.9,0.0,113.6,1,7,3.33,7.9,7.63,9.28,8.97,12.1,2020,2020_04_KAN_NWE
NOR,2020-10-04,19,Sun,4,4,@,DET,W 35-29,19,25,6,76.0,228,2,1,8.0,4.0,116.4,2,18,7.41,9.1,8.44,8.92,8.26,12.0,2020,2020_04_NOR_DET
DEN,2020-10-01,19,Thu,4,4,@,NYJ,W 37-28,19,31,12,61.3,242,2,3,6.5,9.7,67.6,0,0,0.00,7.8,7.81,4.74,4.74,12.7,2020,2020_04_DEN_NYJ
ATL,2020-09-27,19,Sun,3,3,,CHI,L 26-30,19,38,19,50.0,227,1,1,2.6,2.6,67.7,2,11,5.00,6.0,5.68,5.32,5.05,11.9,2020,2020_03_ATL_CHI
IND,2020-09-27,19,Sun,3,3,,NYJ,W 36-7,19,25,6,76.0,234,1,0,4.0,0.0,117.7,0,0,0.00,9.4,9.36,10.16,10.16,12.3,2020,2020_03_IND_NYJ
HOU,2020-09-27,19,Sun,3,3,@,PIT,L 21-28,19,27,8,70.4,231,2,1,7.4,3.7,110.7,5,33,15.63,8.6,7.22,8.37,7.06,12.2,2020,2020_03_HOU_PIT
WAS,2020-09-20,19,Sun,2,2,@,ARI,L 15-30,19,33,14,57.6,199,1,0,3.0,0.0,88.3,4,24,10.81,6.0,5.38,6.64,5.92,10.5,2020,2020_02_WAS_ARI
IND,2020-09-20,19,Sun,2,2,,MIN,W 28-11,19,25,6,76.0,203,1,1,4.0,4.0,97.7,2,11,7.41,8.1,7.52,7.12,6.59,10.7,2020,2020_02_IND_MIN
DEN,2020-09-20,19,Sun,2,2,@,PIT,L 21-26,19,39,20,48.7,215,2,1,5.1,2.6,78.6,7,61,15.22,5.5,4.67,5.38,4.57,11.3,2020,2020_02_DEN_PIT
JAX,2020-09-13,19,Sun,1,1,,IND,W 27-20,19,20,1,95.0,150,3,0,15.0,0.0,142.3,4,23,16.67,7.5,6.25,10.50,8.75,7.9,2020,2020_01_JAX_IND
SFO,2020-09-13,19,Sun,1,1,,ARI,L 20-24,19,33,14,57.6,243,2,0,6.1,0.0,103.0,3,16,8.33,7.4,6.75,8.58,7.86,12.8,2020,2020_01_SFO_ARI
MIN,2020-09-13,19,Sun,1,1,,GNB,L 34-43,19,25,6,76.0,248,2,1,8.0,4.0,118.6,2,11,7.41,9.9,9.19,9.72,9.00,13.1,2020,2020_01_MIN_GNB
NOR,2020-09-13,19,Sun,1,1,,TAM,W 34-23,19,31,12,61.3,189,2,0,6.5,0.0,101.3,1,9,3.13,6.1,5.91,7.39,7.16,9.9,2020,2020_01_NOR_TAM
HOU,2019-12-21,19,Sat,15,16,@,TAM,W 23-20,19,32,13,59.4,161,0,1,0.0,3.1,62.5,5,23,13.51,5.0,4.35,3.63,3.14,8.5,2019,2019_16_HOU_TAM
ARI,2019-12-15,19,Sun,14,15,,CLE,W 38-24,19,25,6,76.0,219,1,1,4.0,4.0,98.6,0,0,0.00,8.8,8.76,7.76,7.76,11.5,2019,2019_15_ARI_CLE
