Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Season,game_id
MIN,2018-09-16,480,Sun,2,2,@,GNB,T 29-29 (OT),480,68,7.06,70,5.01,1,31:52,3:37,2018,2018_02_MIN_GNB
LAC,2020-09-20,479,Sun,2,2,,KAN,L 20-23 (OT),479,79,6.06,70,5.91,1,39:27,3:19,2020,2020_02_LAC_KAN
LAC,2018-11-18,479,Sun,10,11,,DEN,L 22-23,479,72,6.65,52,6.25,2,37:49,3:10,2018,2018_11_LAC_DEN
SEA,2017-10-29,479,Sun,7,8,,HOU,W 41-38,479,64,7.48,69,7.38,1,29:38,3:19,2017,2017_08_SEA_HOU
TAM,2023-01-01,478,Sun,16,17,,CAR,W 30-24,478,73,6.55,61,6.56,1,33:10,3:20,2022,2022_17_TAM_CAR
CAR,2022-10-30,478,Sun,8,8,@,ATL,L 34-37 (OT),478,73,6.55,67,6.06,1,31:31,3:39,2022,2022_08_CAR_ATL
LAR,2020-09-27,478,Sun,3,3,@,BUF,L 32-35,478,66,7.24,58,6.47,2,32:12,3:04,2020,2020_03_LAR_BUF
IND,2018-09-30,478,Sun,4,4,,HOU,L 34-37 (OT),478,83,5.76,84,5.55,2,29:56,3:57,2018,2018_04_IND_HOU
PHI,2020-12-27,477,Sun,15,16,@,DAL,L 17-37,477,71,6.72,66,7.77,3,29:22,3:17,2020,2020_16_PHI_DAL
OAK,2019-12-29,477,Sun,16,17,@,DEN,L 15-16,477,70,6.81,57,4.18,1,33:00,3:22,2019,2019_17_OAK_DEN
LAR,2019-10-03,477,Thu,5,5,@,SEA,L 29-30,477,67,7.12,67,6.40,2,24:42,3:27,2019,2019_05_LAR_SEA
DET,2019-09-08,477,Sun,1,1,@,ARI,T 27-27 (OT),477,80,5.96,82,4.72,2,39:23,3:58,2019,2019_01_DET_ARI
SEA,2017-10-01,477,Sun,4,4,,IND,W 46-18,477,62,7.69,57,4.16,2,32:12,3:14,2017,2017_04_SEA_IND
MIA,2022-10-30,476,Sun,8,8,@,DET,W 31-27,476,64,7.44,57,6.89,1,34:22,2:50,2022,2022_08_MIA_DET
LAR,2021-10-07,476,Thu,5,5,@,SEA,W 26-17,476,67,7.10,60,5.90,1,33:03,3:05,2021,2021_05_LAR_SEA
DAL,2019-09-22,476,Sun,3,3,,MIA,W 31-6,476,67,7.10,68,4.16,1,30:56,3:08,2019,2019_03_DAL_MIA
CAR,2018-11-25,476,Sun,11,12,,SEA,L 27-30,476,57,8.35,61,6.51,1,29:34,3:03,2018,2018_12_CAR_SEA
DAL,2022-01-08,475,Sat,17,18,@,PHI,W 51-26,475,61,7.79,70,4.50,0,27:37,3:02,2021,2021_18_DAL_PHI
CIN,2022-01-02,475,Sun,16,17,,KAN,W 34-31,475,63,7.54,58,7.14,0,29:06,3:08,2021,2021_17_CIN_KAN
DAL,2019-12-15,475,Sun,14,15,,LAR,W 44-21,475,68,6.99,68,4.25,0,36:06,3:14,2019,2019_15_DAL_LAR
PIT,2018-09-16,475,Sun,2,2,,KAN,L 37-42,475,74,6.42,54,8.31,0,32:11,3:23,2018,2018_02_PIT_KAN
NOR,2018-09-09,475,Sun,1,1,,TAM,L 40-48,475,59,8.05,62,8.53,2,27:51,3:13,2018,2018_01_NOR_TAM
ARI,2021-09-19,474,Sun,2,2,,MIN,W 34-33,474,60,7.90,60,6.98,2,31:52,3:13,2021,2021_02_ARI_MIN
BUF,2020-12-28,474,Mon,15,16,@,NWE,W 38-9,474,71,6.68,48,4.19,0,39:41,2:51,2020,2020_16_BUF_NWE
DAL,2019-09-15,474,Sun,2,2,@,WAS,W 31-21,474,65,7.29,55,4.64,1,33:22,2:54,2019,2019_02_DAL_WAS
KAN,2017-12-03,474,Sun,12,13,@,NYJ,L 31-38,474,46,10.30,85,5.74,0,17:11,3:20,2017,2017_13_KAN_NYJ
SFO,2017-11-12,474,Sun,10,10,,NYG,W 31-21,474,58,8.17,63,5.94,2,29:00,2:57,2017,2017_10_SFO_NYG
BAL,2022-09-18,473,Sun,2,2,,MIA,L 38-42,473,54,8.76,69,7.93,0,25:13,3:20,2022,2022_02_BAL_MIA
DET,2019-11-03,473,Sun,8,9,@,OAK,L 24-31,473,62,7.63,68,6.62,2,27:10,3:03,2019,2019_09_DET_OAK
LAR,2017-11-05,473,Sun,8,9,@,NYG,W 51-17,473,61,7.75,66,4.83,0,30:30,3:01,2017,2017_09_LAR_NYG
TEN,2017-10-16,473,Mon,6,6,,IND,W 36-22,473,67,7.06,57,5.21,1,35:53,3:12,2017,2017_06_TEN_IND
HOU,2019-10-13,472,Sun,6,6,@,KAN,W 31-24,472,83,5.69,47,6.57,3,39:48,3:07,2019,2019_06_HOU_KAN
PIT,2018-09-09,472,Sun,1,1,@,CLE,T 21-21 (OT),472,80,5.90,85,3.85,6,35:12,3:54,2018,2018_01_PIT_CLE
JAX,2017-12-24,472,Sun,15,16,@,SFO,L 33-44,472,79,5.97,66,5.59,3,30:49,3:27,2017,2017_16_JAX_SFO
WAS,2017-09-24,472,Sun,3,3,,OAK,W 27-10,472,65,7.26,48,2.67,2,38:06,3:00,2017,2017_03_WAS_OAK
DEN,2023-01-08,471,Sun,17,18,,LAC,W 31-28,471,62,7.60,67,5.25,2,31:03,3:03,2022,2022_18_DEN_LAC
NWE,2022-01-02,471,Sun,16,17,,JAX,W 50-10,471,70,6.73,46,5.50,0,36:46,2:47,2021,2021_17_NWE_JAX
KAN,2021-10-03,471,Sun,4,4,@,PHI,W 42-30,471,63,7.48,70,6.59,1,30:52,3:09,2021,2021_04_KAN_PHI
LAR,2020-11-01,471,Sun,8,8,@,MIA,L 17-28,471,92,5.12,48,3.02,4,36:30,3:22,2020,2020_08_LAR_MIA
TEN,2019-11-24,471,Sun,11,12,,JAX,W 42-20,471,52,9.06,78,4.73,2,23:04,3:01,2019,2019_12_TEN_JAX
NWE,2018-12-02,471,Sun,12,13,,MIN,W 24-10,471,71,6.63,59,4.71,1,33:21,2:58,2018,2018_13_NWE_MIN
NYJ,2017-10-01,471,Sun,4,4,,JAX,W 23-20 (OT),471,69,6.83,75,4.15,2,34:24,3:33,2017,2017_04_NYJ_JAX
LAR,2019-10-27,470,Sun,8,8,,CIN,W 24-10,470,57,8.25,79,5.08,0,27:17,3:05,2019,2019_08_LAR_CIN
NYG,2019-09-08,470,Sun,1,1,@,DAL,L 17-35,470,66,7.12,62,7.97,2,27:42,3:03,2019,2019_01_NYG_DAL
DEN,2018-09-09,470,Sun,1,1,,SEA,W 27-24,470,72,6.53,55,5.56,3,35:08,3:06,2018,2018_01_DEN_SEA
MIN,2017-09-11,470,Mon,1,1,,NOR,W 29-19,470,63,7.46,59,5.83,0,31:16,2:55,2017,2017_01_MIN_NOR
KAN,2018-12-02,469,Sun,12,13,@,OAK,W 40-33,469,68,6.90,69,6.41,1,29:14,3:17,2018,2018_13_KAN_OAK
CIN,2020-10-25,468,Sun,7,7,,CLE,L 34-37,468,73,6.41,51,7.80,2,32:57,3:12,2020,2020_07_CIN_CLE
LAR,2018-10-07,468,Sun,5,5,@,SEA,W 33-31,468,63,7.43,55,6.78,2,29:30,3:12,2018,2018_05_LAR_SEA
TAM,2022-01-02,467,Sun,16,17,@,NYJ,W 28-24,467,72,6.49,60,6.23,1,33:03,2:59,2021,2021_17_TAM_NYJ
GNB,2021-11-21,467,Sun,11,11,@,MIN,L 31-34,467,54,8.65,66,6.18,0,28:59,2:58,2021,2021_11_GNB_MIN
LAR,2021-10-31,467,Sun,8,8,@,HOU,W 38-22,467,66,7.08,58,5.57,0,33:35,2:55,2021,2021_08_LAR_HOU
SFO,2021-10-31,467,Sun,7,8,@,CHI,W 33-22,467,54,8.65,67,4.84,0,23:11,3:02,2021,2021_08_SFO_CHI
SFO,2020-10-25,467,Sun,7,7,@,NWE,W 33-6,467,63,7.41,49,4.92,2,38:23,2:44,2020,2020_07_SFO_NWE
TEN,2019-12-29,467,Sun,16,17,@,HOU,W 35-14,467,60,7.78,65,4.63,0,28:21,2:53,2019,2019_17_TEN_HOU
CLE,2019-11-24,467,Sun,11,12,,MIA,W 41-24,467,67,6.97,63,4.51,1,36:06,3:09,2019,2019_12_CLE_MIA
KAN,2019-09-15,467,Sun,2,2,@,OAK,W 28-10,467,68,6.87,60,5.12,1,32:35,3:12,2019,2019_02_KAN_OAK
CHI,2018-10-14,467,Sun,5,6,@,MIA,L 28-31 (OT),467,64,7.30,75,7.21,3,33:25,3:33,2018,2018_06_CHI_MIA
NYJ,2022-11-27,466,Sun,11,12,,CHI,W 31-10,466,62,7.52,56,5.21,0,32:05,2:48,2022,2022_12_NYJ_CHI
BUF,2021-12-12,466,Sun,13,14,@,TAM,L 27-33 (OT),466,76,6.13,77,6.34,1,32:21,3:29,2021,2021_14_BUF_TAM
GNB,2021-10-10,466,Sun,5,5,@,CIN,W 25-22 (OT),466,63,7.40,65,5.65,1,33:59,3:22,2021,2021_05_GNB_CIN
KAN,2020-10-19,466,Mon,6,6,@,BUF,W 26-17,466,73,6.38,50,4.12,1,37:45,2:53,2020,2020_06_KAN_BUF
HOU,2018-09-30,466,Sun,4,4,@,IND,W 37-34 (OT),466,84,5.55,83,5.76,1,40:04,3:57,2018,2018_04_HOU_IND
LAC,2022-10-09,465,Sun,5,5,@,CLE,W 30-28,465,69,6.74,65,6.82,0,29:58,3:01,2022,2022_05_LAC_CLE
ARI,2021-10-03,465,Sun,4,4,@,LAR,W 37-20,465,75,6.20,64,6.27,0,35:10,3:05,2021,2021_04_ARI_LAR
LVR,2021-01-03,465,Sun,16,17,@,DEN,W 32-31,465,64,7.27,75,5.95,4,26:40,3:29,2020,2020_17_LVR_DEN
NOR,2019-12-08,465,Sun,13,14,,SFO,L 46-48,465,68,6.84,63,8.19,1,31:23,3:23,2019,2019_14_NOR_SFO
NWE,2019-09-08,465,Sun,1,1,,PIT,W 33-3,465,67,6.94,61,5.05,0,32:33,3:00,2019,2019_01_NWE_PIT
DET,2022-12-11,464,Sun,13,14,,MIN,W 34-23,464,69,6.72,62,6.71,0,31:54,3:13,2022,2022_14_DET_MIN
CIN,2022-11-06,464,Sun,9,9,,CAR,W 42-21,464,72,6.44,48,4.75,0,39:21,2:54,2022,2022_09_CIN_CAR
WAS,2020-11-15,464,Sun,9,10,@,DET,L 27-30,464,83,5.59,55,6.76,1,35:43,3:14,2020,2020_10_WAS_DET
MIN,2020-09-27,464,Sun,3,3,,TEN,L 30-31,464,62,7.48,73,6.08,3,28:28,3:10,2020,2020_03_MIN_TEN
NWE,2020-09-20,464,Sun,2,2,@,SEA,L 30-35,464,70,6.63,60,7.15,1,28:41,3:07,2020,2020_02_NWE_SEA
TAM,2019-09-29,464,Sun,4,4,@,LAR,W 55-40,464,73,6.36,81,6.40,1,32:36,3:39,2019,2019_04_TAM_LAR
SEA,2018-12-23,464,Sun,15,16,,KAN,W 38-31,464,75,6.19,60,6.98,0,35:02,3:21,2018,2018_16_SEA_KAN
JAX,2017-12-17,464,Sun,14,15,,HOU,W 45-7,464,68,6.82,56,3.32,0,33:18,3:16,2017,2017_15_JAX_HOU
TEN,2020-12-20,463,Sun,14,15,,DET,W 46-25,463,66,7.02,65,6.62,0,28:22,3:00,2020,2020_15_TEN_DET
LAR,2020-12-06,463,Sun,12,13,@,ARI,W 38-28,463,79,5.86,62,3.74,1,38:53,3:13,2020,2020_13_LAR_ARI
BAL,2018-12-30,463,Sun,16,17,,CLE,W 26-24,463,73,6.34,56,7.61,1,38:30,3:15,2018,2018_17_BAL_CLE
ATL,2020-10-18,462,Sun,6,6,@,MIN,W 40-23,462,79,5.85,50,7.30,1,40:07,3:03,2020,2020_06_ATL_MIN
HOU,2018-11-26,462,Mon,11,12,,TEN,W 34-17,462,62,7.45,52,7.02,0,29:58,2:44,2018,2018_12_HOU_TEN
HOU,2018-10-07,462,Sun,5,5,,DAL,W 19-16 (OT),462,76,6.08,60,4.87,2,36:38,3:23,2018,2018_05_HOU_DAL
DEN,2017-12-14,462,Thu,14,15,@,IND,W 25-13,462,74,6.24,53,4.30,1,36:51,3:00,2017,2017_15_DEN_IND
PIT,2017-11-26,462,Sun,11,12,,GNB,W 31-28,462,70,6.60,54,5.69,3,33:36,3:04,2017,2017_12_PIT_GNB
PHI,2021-10-03,461,Sun,4,4,,KAN,L 30-42,461,70,6.59,63,7.48,0,29:08,3:09,2021,2021_04_PHI_KAN
ATL,2019-12-08,461,Sun,13,14,,CAR,W 40-20,461,67,6.88,68,5.07,0,31:44,3:11,2019,2019_14_ATL_CAR
LAR,2018-12-23,461,Sun,15,16,@,ARI,W 31-9,461,67,6.88,53,4.96,1,37:04,2:57,2018,2018_16_LAR_ARI
IND,2018-10-28,461,Sun,8,8,@,OAK,W 42-28,461,71,6.49,47,7.38,0,36:30,3:01,2018,2018_08_IND_OAK
SFO,2017-12-31,461,Sun,16,17,@,LAR,W 34-13,461,63,7.32,63,3.98,3,29:09,2:59,2017,2017_17_SFO_LAR
DET,2020-12-06,460,Sun,12,13,@,CHI,W 34-30,460,66,6.97,67,5.81,1,27:42,4:06,2020,2020_13_DET_CHI
KAN,2020-11-22,460,Sun,10,11,@,LVR,W 35-31,460,73,6.30,57,6.39,1,32:05,3:04,2020,2020_11_KAN_LVR
JAX,2019-10-20,460,Sun,7,7,@,CIN,W 27-17,460,78,5.90,65,4.48,0,38:17,3:17,2019,2019_07_JAX_CIN
CLE,2020-11-29,459,Sun,11,12,@,JAX,W 27-25,459,64,7.17,60,6.25,1,32:41,3:12,2020,2020_12_CLE_JAX
DEN,2020-11-22,459,Sun,10,11,,MIA,W 20-13,459,63,7.29,61,3.66,2,30:19,3:04,2020,2020_11_DEN_MIA
DAL,2022-11-20,458,Sun,10,11,@,MIN,W 40-3,458,70,6.54,54,3.39,0,37:24,3:03,2022,2022_11_DAL_MIN
MIA,2022-10-16,458,Sun,6,6,,MIN,L 16-24,458,73,6.27,50,4.68,3,35:29,3:07,2022,2022_06_MIA_MIN
MIN,2021-12-09,458,Thu,13,14,,PIT,W 36-28,458,67,6.84,69,5.43,2,30:28,3:20,2021,2021_14_MIN_PIT
SFO,2020-12-20,458,Sun,14,15,@,DAL,L 33-41,458,81,5.65,58,5.02,4,34:56,3:25,2020,2020_15_SFO_DAL
CLE,2020-12-06,458,Sun,12,13,@,TEN,W 41-35,458,70,6.54,66,6.53,1,36:46,3:23,2020,2020_13_CLE_TEN
SFO,2021-10-03,457,Sun,4,4,,SEA,L 21-28,457,72,6.35,54,4.33,2,31:40,3:09,2021,2021_04_SFO_SEA
CLE,2021-09-12,457,Sun,1,1,@,KAN,L 29-33,457,56,8.16,61,6.51,2,27:13,3:02,2021,2021_01_CLE_KAN
HOU,2021-01-03,457,Sun,16,17,,TEN,L 38-41,457,61,7.49,70,7.03,1,28:56,3:13,2020,2020_17_HOU_TEN
BAL,2020-11-01,457,Sun,7,8,,PIT,L 24-28,457,79,5.78,50,4.42,4,35:22,3:19,2020,2020_08_BAL_PIT
TAM,2019-11-10,457,Sun,9,10,,ARI,W 30-27,457,78,5.86,65,6.42,3,36:03,3:23,2019,2019_10_TAM_ARI
NOR,2019-10-06,457,Sun,5,5,,TAM,W 31-24,457,67,6.82,55,4.58,1,33:27,3:07,2019,2019_05_NOR_TAM
PIT,2018-11-08,457,Thu,9,10,,CAR,W 52-21,457,58,7.88,56,4.32,0,30:35,2:49,2018,2018_10_PIT_CAR
DET,2018-10-21,457,Sun,6,7,@,MIA,W 32-21,457,58,7.88,54,5.96,0,33:39,2:56,2018,2018_07_DET_MIA
IND,2020-12-13,456,Sun,13,14,@,LVR,W 44-27,456,59,7.73,68,6.24,0,28:35,2:59,2020,2020_14_IND_LVR
LAR,2018-11-11,456,Sun,10,10,,SEA,W 36-31,456,64,7.13,64,6.47,0,29:23,3:09,2018,2018_10_LAR_SEA
TAM,2018-10-21,456,Sun,6,7,,CLE,W 26-23 (OT),456,88,5.18,62,4.92,4,37:43,3:40,2018,2018_07_TAM_CLE
WAS,2017-11-19,456,Sun,10,11,@,NOR,L 31-34 (OT),456,67,6.81,66,8.11,0,32:11,3:28,2017,2017_11_WAS_NOR
PHI,2022-09-11,455,Sun,1,1,@,DET,W 38-35,455,72,6.32,66,5.85,0,31:34,3:15,2022,2022_01_PHI_DET
BUF,2021-01-03,455,Sun,16,17,,MIA,W 56-26,455,64,7.11,80,5.68,2,27:22,3:13,2020,2020_17_BUF_MIA
LAR,2019-12-08,455,Sun,13,14,,SEA,W 28-12,455,67,6.79,62,4.97,2,31:04,3:01,2019,2019_14_LAR_SEA
JAX,2019-09-29,455,Sun,4,4,@,DEN,W 26-24,455,76,5.99,54,6.87,0,39:12,3:15,2019,2019_04_JAX_DEN
IND,2018-11-25,455,Sun,11,12,,MIA,W 27-24,455,65,7.00,51,6.16,3,31:54,2:56,2018,2018_12_IND_MIA
LAR,2018-11-19,455,Mon,11,11,,KAN,W 54-51,455,75,6.07,69,7.91,2,30:23,3:42,2018,2018_11_LAR_KAN
TAM,2018-09-24,455,Mon,3,3,,PIT,L 27-30,455,69,6.59,63,6.56,4,29:39,3:19,2018,2018_03_TAM_PIT
TAM,2017-12-31,455,Sun,16,17,,NOR,W 31-24,455,81,5.62,58,5.57,3,31:33,3:09,2017,2017_17_TAM_NOR
PHI,2017-12-10,455,Sun,13,14,@,LAR,W 43-35,455,85,5.35,45,6.82,1,39:12,3:33,2017,2017_14_PHI_LAR
SFO,2023-01-01,454,Sun,16,17,@,LVR,W 37-34 (OT),454,62,7.32,66,7.58,1,31:07,3:24,2022,2022_17_SFO_LVR
JAX,2021-10-10,454,Sun,5,5,,TEN,L 19-37,454,66,6.88,61,6.03,2,28:30,3:07,2021,2021_05_JAX_TEN
MIA,2021-01-03,454,Sun,16,17,@,BUF,L 26-56,454,80,5.68,64,7.11,4,32:38,3:13,2020,2020_17_MIA_BUF
TEN,2020-12-13,454,Sun,13,14,@,JAX,W 31-10,454,65,6.98,69,5.13,1,31:43,3:02,2020,2020_14_TEN_JAX
TAM,2020-10-25,454,Sun,7,7,@,LVR,W 45-20,454,70,6.49,63,5.51,0,28:56,3:09,2020,2020_07_TAM_LVR
SEA,2019-10-13,454,Sun,6,6,@,CLE,W 32-28,454,74,6.14,61,6.66,1,33:41,3:31,2019,2019_06_SEA_CLE
DAL,2017-12-10,454,Sun,13,14,@,NYG,W 30-10,454,61,7.44,75,4.40,0,27:07,3:01,2017,2017_14_DAL_NYG
PHI,2017-10-01,454,Sun,4,4,@,LAC,W 26-24,454,74,6.14,53,7.55,0,39:18,2:46,2017,2017_04_PHI_LAC
PHI,2022-12-04,453,Sun,12,13,,TEN,W 35-10,453,67,6.76,53,3.94,0,32:33,3:09,2022,2022_13_PHI_TEN
BAL,2022-10-27,453,Thu,8,8,@,TAM,W 27-22,453,74,6.12,62,5.63,0,38:23,3:08,2022,2022_08_BAL_TAM
SEA,2021-12-12,453,Sun,13,14,@,HOU,W 33-13,453,57,7.95,76,5.00,0,26:41,3:16,2021,2021_14_SEA_HOU
MIN,2021-09-26,453,Sun,3,3,,SEA,W 30-17,453,73,6.21,52,7.48,0,35:53,2:57,2021,2021_03_MIN_SEA
ARI,2020-11-15,453,Sun,9,10,,BUF,W 32-30,453,70,6.47,68,5.43,2,29:40,3:25,2020,2020_10_ARI_BUF
CHI,2018-10-21,453,Sun,6,7,,NWE,L 31-38,453,77,5.88,64,5.95,2,30:09,3:21,2018,2018_07_CHI_NWE
JAX,2022-10-23,452,Sun,7,7,,NYG,L 17-23,452,65,6.95,70,6.23,1,25:50,3:29,2022,2022_07_JAX_NYG
NWE,2021-11-14,452,Sun,10,10,,CLE,W 45-7,452,62,7.29,58,3.74,0,34:02,2:56,2021,2021_10_NWE_CLE
BAL,2019-09-22,452,Sun,3,3,@,KAN,L 28-33,452,78,5.79,63,7.98,0,32:44,3:12,2019,2019_03_BAL_KAN
SFO,2018-12-02,452,Sun,12,13,@,SEA,L 16-43,452,74,6.11,49,6.76,3,32:30,3:15,2018,2018_13_SFO_SEA
DAL,2021-09-09,451,Thu,1,1,@,TAM,L 29-31,451,77,5.86,64,6.73,1,34:27,3:31,2021,2021_01_DAL_TAM
CIN,2019-12-08,451,Sun,13,14,@,CLE,L 19-27,451,72,6.26,52,6.40,1,34:31,3:15,2019,2019_14_CIN_CLE
BUF,2018-11-11,451,Sun,10,10,@,NYJ,W 41-10,451,73,6.18,55,3.62,0,39:22,3:03,2018,2018_10_BUF_NYJ
BAL,2018-09-30,451,Sun,4,4,@,PIT,W 26-14,451,74,6.09,59,4.81,1,35:03,3:08,2018,2018_04_BAL_PIT
MIN,2017-11-19,451,Sun,10,11,,LAR,W 24-7,451,73,6.18,56,4.54,0,37:22,3:06,2017,2017_11_MIN_LAR
ATL,2021-10-10,450,Sun,5,5,,NYJ,W 27-20,450,75,6.00,52,4.42,2,35:54,2:56,2021,2021_05_ATL_NYJ
BUF,2021-10-03,450,Sun,4,4,,HOU,W 40-0,450,72,6.25,42,2.60,1,38:15,2:58,2021,2021_04_BUF_HOU
OAK,2019-11-03,450,Sun,8,9,,DET,W 31-24,450,68,6.62,62,7.63,0,32:50,3:03,2019,2019_09_OAK_DET
KAN,2017-10-08,450,Sun,5,5,@,HOU,W 42-34,450,73,6.16,57,6.88,0,38:17,3:24,2017,2017_05_KAN_HOU
SFO,2022-01-09,449,Sun,17,18,@,LAR,W 27-24 (OT),449,67,6.70,64,4.14,2,36:44,3:12,2021,2021_18_SFO_LAR
HOU,2021-09-12,449,Sun,1,1,,JAX,W 37-21,449,75,5.99,68,5.81,0,35:04,3:24,2021,2021_01_HOU_JAX
LVR,2020-12-17,449,Thu,14,15,,LAC,L 27-30 (OT),449,75,5.99,62,6.48,1,37:31,3:18,2020,2020_15_LVR_LAC
BUF,2020-12-07,449,Mon,12,13,@,SFO,W 34-24,449,68,6.60,60,6.70,1,34:58,3:03,2020,2020_13_BUF_SFO
TEN,2020-11-29,449,Sun,11,12,@,IND,W 45-26,449,68,6.60,67,5.01,0,35:33,3:24,2020,2020_12_TEN_IND
MIN,2020-10-11,449,Sun,5,5,@,SEA,L 26-27,449,83,5.41,52,6.04,2,39:28,3:07,2020,2020_05_MIN_SEA
LAR,2020-09-20,449,Sun,2,2,@,PHI,W 37-19,449,67,6.70,69,5.26,1,31:13,3:08,2020,2020_02_LAR_PHI
LAC,2018-10-14,449,Sun,6,6,@,CLE,W 38-14,449,58,7.74,72,4.40,1,31:37,3:07,2018,2018_06_LAC_CLE
NWE,2018-09-30,449,Sun,4,4,,MIA,W 38-7,449,75,5.99,45,3.82,2,36:22,2:56,2018,2018_04_NWE_MIA
KAN,2018-09-16,449,Sun,2,2,@,PIT,W 42-37,449,54,8.31,74,6.42,1,27:49,3:23,2018,2018_02_KAN_PIT
GNB,2020-12-27,448,Sun,15,16,,TEN,W 40-14,448,63,7.11,55,4.73,1,36:37,2:46,2020,2020_16_GNB_TEN
KAN,2020-12-13,448,Sun,13,14,@,MIA,W 33-27,448,61,7.34,77,4.77,4,28:30,3:15,2020,2020_14_KAN_MIA
NWE,2019-12-01,448,Sun,12,13,@,HOU,L 22-28,448,79,5.67,52,5.31,1,34:35,3:16,2019,2019_13_NWE_HOU
MIA,2017-11-19,448,Sun,10,11,,TAM,L 20-30,448,60,7.47,62,5.18,5,28:11,3:20,2017,2017_11_MIA_TAM
NWE,2022-09-25,447,Sun,3,3,,BAL,L 26-37,447,63,7.10,59,6.68,4,29:24,3:04,2022,2022_03_NWE_BAL
ARI,2021-12-13,447,Mon,13,14,,LAR,L 23-30,447,75,5.96,54,6.59,2,30:56,3:01,2021,2021_14_ARI_LAR
KAN,2020-12-06,447,Sun,12,13,,DEN,W 22-16,447,63,7.10,61,5.41,0,29:29,3:00,2020,2020_13_KAN_DEN
GNB,2019-10-14,447,Mon,6,6,,DET,W 23-22,447,69,6.48,55,5.44,3,33:04,3:06,2019,2019_06_GNB_DET
MIN,2019-10-13,447,Sun,6,6,,PHI,W 38-20,447,65,6.88,65,6.15,2,32:04,3:07,2019,2019_06_MIN_PHI
DET,2019-09-29,447,Sun,4,4,,KAN,L 30-34,447,73,6.12,67,6.54,2,33:55,3:34,2019,2019_04_DET_KAN
NOR,2018-10-08,447,Mon,5,5,,WAS,W 43-19,447,63,7.10,60,4.72,1,33:17,3:05,2018,2018_05_NOR_WAS
SFO,2018-10-07,447,Sun,5,5,,ARI,L 18-28,447,92,4.86,49,4.49,5,40:12,3:17,2018,2018_05_SFO_ARI
TAM,2017-10-22,447,Sun,6,7,@,BUF,L 27-30,447,70,6.39,67,6.48,3,33:10,3:08,2017,2017_07_TAM_BUF
IND,2017-10-08,447,Sun,5,5,,SFO,W 26-23 (OT),447,73,6.12,70,5.74,1,37:17,3:32,2017,2017_05_IND_SFO
BUF,2022-12-17,446,Sat,14,15,,MIA,W 32-29,446,71,6.28,57,7.11,1,29:53,3:27,2022,2022_15_BUF_MIA
TAM,2021-09-26,446,Sun,3,3,@,LAR,L 24-34,446,71,6.28,63,6.46,0,29:50,3:06,2021,2021_03_TAM_LAR
DEN,2021-01-03,446,Sun,16,17,,LVR,L 31-32,446,75,5.95,64,7.27,0,33:20,3:29,2020,2020_17_DEN_LVR
TAM,2019-11-24,446,Sun,11,12,@,ATL,W 35-22,446,62,7.19,80,4.21,2,28:22,3:22,2019,2019_12_TAM_ATL
SFO,2019-10-07,446,Mon,4,5,,CLE,W 31-3,446,71,6.28,46,3.91,0,37:43,2:57,2019,2019_05_SFO_CLE
KAN,2018-10-14,446,Sun,6,6,@,NWE,L 40-43,446,53,8.42,75,6.67,2,23:51,3:07,2018,2018_06_KAN_NWE
KAN,2018-10-01,446,Mon,4,4,@,DEN,W 27-23,446,72,6.19,59,6.53,0,35:02,3:04,2018,2018_04_KAN_DEN
MIN,2018-09-27,446,Thu,4,4,@,LAR,L 31-38,446,71,6.28,55,10.11,1,32:14,3:07,2018,2018_04_MIN_LAR
NYG,2022-12-24,445,Sat,15,16,@,MIN,L 24-27,445,66,6.74,71,4.97,2,29:13,3:04,2022,2022_16_NYG_MIN
LAC,2021-11-07,445,Sun,8,9,@,PHI,W 27-24,445,65,6.85,57,5.81,0,33:37,2:47,2021,2021_09_LAC_PHI
IND,2020-09-13,445,Sun,1,1,@,JAX,L 20-27,445,69,6.45,47,5.13,2,33:23,2:53,2020,2020_01_IND_JAX
ARI,2019-12-15,445,Sun,14,15,,CLE,W 38-24,445,60,7.42,67,5.87,1,29:11,3:00,2019,2019_15_ARI_CLE
CAR,2019-10-06,445,Sun,5,5,,JAX,W 34-27,445,61,7.30,77,6.58,0,27:36,3:28,2019,2019_05_CAR_JAX
HOU,2017-10-01,445,Sun,4,4,,TEN,W 57-14,445,78,5.71,41,4.76,1,39:41,2:56,2017,2017_04_HOU_TEN
SFO,2022-10-23,444,Sun,7,7,,KAN,L 23-44,444,72,6.17,58,9.12,3,33:45,3:05,2022,2022_07_SFO_KAN
CAR,2020-10-04,444,Sun,4,4,,ARI,W 31-21,444,72,6.17,55,4.76,1,37:08,3:02,2020,2020_04_CAR_ARI
TEN,2020-09-27,444,Sun,3,3,@,MIN,W 31-30,444,73,6.08,62,7.48,1,31:32,3:10,2020,2020_03_TEN_MIN
SEA,2019-12-02,444,Mon,12,13,,MIN,W 37-30,444,76,5.84,52,6.81,2,39:45,3:13,2019,2019_13_SEA_MIN
ATL,2019-10-13,444,Sun,6,6,@,ARI,L 33-34,444,63,7.05,66,6.70,0,32:47,3:07,2019,2019_06_ATL_ARI
CAR,2018-12-02,444,Sun,12,13,@,TAM,L 17-24,444,65,6.83,59,5.34,4,30:06,3:02,2018,2018_13_CAR_TAM
