Team,Date,Pen,Day,G#,Week,,Opp,Result,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,Season,game_id
CLE,2022-01-03,10,Mon,16,17,@,PIT,L 14-26,10,77,5,51,15,128,2021,2021_17_CLE_PIT
KAN,2022-01-02,10,Sun,16,17,@,CIN,L 31-34,10,83,5,62,15,145,2021,2021_17_KAN_CIN
DAL,2022-01-02,10,Sun,16,17,,ARI,L 22-25,10,88,7,45,17,133,2021,2021_17_DAL_ARI
HOU,2021-12-26,10,Sun,15,16,,LAC,W 41-29,10,70,5,49,15,119,2021,2021_16_HOU_LAC
BAL,2021-12-12,10,Sun,13,14,@,CLE,L 22-24,10,129,4,42,14,171,2021,2021_14_BAL_CLE
PIT,2021-12-09,10,Thu,13,14,@,MIN,L 28-36,10,85,11,102,21,187,2021,2021_14_PIT_MIN
BAL,2021-12-05,10,Sun,12,13,@,PIT,L 19-20,10,55,5,81,15,136,2021,2021_13_BAL_PIT
SFO,2021-12-05,10,Sun,12,13,@,SEA,L 23-30,10,86,6,40,16,126,2021,2021_13_SFO_SEA
DET,2021-11-25,10,Thu,11,12,,CHI,L 14-16,10,67,5,50,15,117,2021,2021_12_DET_CHI
CLE,2021-11-21,10,Sun,11,11,,DET,W 13-10,10,82,7,67,17,149,2021,2021_11_CLE_DET
MIN,2021-11-14,10,Sun,9,10,@,LAC,W 27-20,10,118,7,52,17,170,2021,2021_10_MIN_LAC
CLE,2021-11-07,10,Sun,9,9,@,CIN,W 41-16,10,84,4,31,14,115,2021,2021_09_CLE_CIN
CAR,2021-11-07,10,Sun,9,9,,NWE,L 6-24,10,83,6,35,16,118,2021,2021_09_CAR_NWE
NOR,2021-11-07,10,Sun,8,9,,ATL,L 25-27,10,74,6,76,16,150,2021,2021_09_NOR_ATL
NYG,2021-11-01,10,Mon,8,8,@,KAN,L 17-20,10,88,12,103,22,191,2021,2021_08_NYG_KAN
LVR,2021-10-10,10,Sun,5,5,,CHI,L 9-20,10,82,8,70,18,152,2021,2021_05_LVR_CHI
BUF,2021-10-10,10,Sun,5,5,@,KAN,W 38-20,10,103,7,55,17,158,2021,2021_05_BUF_KAN
HOU,2021-10-03,10,Sun,4,4,@,BUF,L 0-40,10,100,3,30,13,130,2021,2021_04_HOU_BUF
PIT,2021-09-26,10,Sun,3,3,,CIN,L 10-24,10,73,10,89,20,162,2021,2021_03_PIT_CIN
CIN,2021-09-26,10,Sun,3,3,@,PIT,W 24-10,10,89,10,73,20,162,2021,2021_03_CIN_PIT
SEA,2021-09-19,10,Sun,2,2,,TEN,L 30-33 (OT),10,100,5,45,15,145,2021,2021_02_SEA_TEN
DEN,2021-09-19,10,Sun,2,2,@,JAX,W 23-13,10,101,7,70,17,171,2021,2021_02_DEN_JAX
LVR,2021-09-13,10,Mon,1,1,,BAL,W 33-27 (OT),10,62,5,71,15,133,2021,2021_01_LVR_BAL
JAX,2021-09-12,10,Sun,1,1,@,HOU,L 21-37,10,82,5,50,15,132,2021,2021_01_JAX_HOU
BAL,2020-12-27,10,Sun,15,16,,NYG,W 27-13,10,65,5,35,15,100,2020,2020_16_BAL_NYG
JAX,2020-12-27,10,Sun,15,16,,CHI,L 17-41,10,115,4,40,14,155,2020,2020_16_JAX_CHI
NOR,2020-12-20,10,Sun,14,15,,KAN,L 29-32,10,93,5,54,15,147,2020,2020_15_NOR_KAN
JAX,2020-12-13,10,Sun,13,14,,TEN,L 10-31,10,80,7,78,17,158,2020,2020_14_JAX_TEN
NOR,2020-12-06,10,Sun,12,13,@,ATL,W 21-16,10,79,1,15,11,94,2020,2020_13_NOR_ATL
JAX,2020-12-06,10,Sun,12,13,@,MIN,L 24-27 (OT),10,83,6,41,16,124,2020,2020_13_JAX_MIN
KAN,2020-11-29,10,Sun,11,12,@,TAM,W 27-24,10,82,8,57,18,139,2020,2020_12_KAN_TAM
HOU,2020-11-26,10,Thu,11,12,@,DET,W 41-25,10,74,4,44,14,118,2020,2020_12_HOU_DET
KAN,2020-11-22,10,Sun,10,11,@,LVR,W 35-31,10,89,8,72,18,161,2020,2020_11_KAN_LVR
ARI,2020-11-19,10,Thu,10,11,@,SEA,L 21-28,10,115,8,79,18,194,2020,2020_11_ARI_SEA
CHI,2020-10-18,10,Sun,6,6,@,CAR,W 23-16,10,92,8,69,18,161,2020,2020_06_CHI_CAR
BUF,2020-10-13,10,Tue,5,5,@,TEN,L 16-42,10,56,6,46,16,102,2020,2020_05_BUF_TEN
KAN,2020-10-11,10,Sun,5,5,,LVR,L 32-40,10,94,8,59,18,153,2020,2020_05_KAN_LVR
ARI,2020-10-11,10,Sun,5,5,@,NYJ,W 30-10,10,59,6,30,16,89,2020,2020_05_ARI_NYJ
CAR,2020-10-04,10,Sun,4,4,,ARI,W 31-21,10,72,5,29,15,101,2020,2020_04_CAR_ARI
DAL,2020-09-27,10,Sun,3,3,@,SEA,L 31-38,10,59,5,30,15,89,2020,2020_03_DAL_SEA
CHI,2020-09-27,10,Sun,3,3,@,ATL,W 30-26,10,80,7,75,17,155,2020,2020_03_CHI_ATL
NOR,2020-09-21,10,Mon,2,2,@,LVR,L 24-34,10,129,3,13,13,142,2020,2020_02_NOR_LVR
PIT,2020-09-20,10,Sun,2,2,,DEN,W 26-21,10,89,4,30,14,119,2020,2020_02_PIT_DEN
DAL,2019-12-29,10,Sun,16,17,,WAS,W 47-16,10,81,2,10,12,91,2019,2019_17_DAL_WAS
OAK,2019-12-29,10,Sun,16,17,@,DEN,L 15-16,10,107,9,61,19,168,2019,2019_17_OAK_DEN
LAR,2019-12-29,10,Sun,16,17,,ARI,W 31-24,10,91,8,63,18,154,2019,2019_17_LAR_ARI
CIN,2019-12-22,10,Sun,15,16,@,MIA,L 35-38 (OT),10,77,6,47,16,124,2019,2019_16_CIN_MIA
SFO,2019-12-08,10,Sun,13,14,@,NOR,W 48-46,10,67,5,50,15,117,2019,2019_14_SFO_NOR
KAN,2019-12-08,10,Sun,13,14,@,NWE,W 23-16,10,136,5,25,15,161,2019,2019_14_KAN_NWE
JAX,2019-12-08,10,Sun,13,14,,LAC,L 10-45,10,101,6,65,16,166,2019,2019_14_JAX_LAC
PHI,2019-12-01,10,Sun,12,13,@,MIA,L 31-37,10,91,7,59,17,150,2019,2019_13_PHI_MIA
PIT,2019-12-01,10,Sun,12,13,,CLE,W 20-13,10,65,5,34,15,99,2019,2019_13_PIT_CLE
NYJ,2019-12-01,10,Sun,12,13,@,CIN,L 6-22,10,106,2,15,12,121,2019,2019_13_NYJ_CIN
CHI,2019-11-28,10,Thu,12,13,@,DET,W 24-20,10,89,9,85,19,174,2019,2019_13_CHI_DET
PIT,2019-11-24,10,Sun,11,12,@,CIN,W 16-10,10,77,7,79,17,156,2019,2019_12_PIT_CIN
SFO,2019-11-17,10,Sun,10,11,,ARI,W 36-26,10,127,10,104,20,231,2019,2019_11_SFO_ARI
ARI,2019-11-17,10,Sun,11,11,@,SFO,L 26-36,10,104,10,127,20,231,2019,2019_11_ARI_SFO
LAR,2019-11-10,10,Sun,9,10,@,PIT,L 12-17,10,95,13,107,23,202,2019,2019_10_LAR_PIT
GNB,2019-11-10,10,Sun,10,10,,CAR,W 24-16,10,64,5,46,15,110,2019,2019_10_GNB_CAR
DAL,2019-11-04,10,Mon,8,9,@,NYG,W 37-18,10,104,8,71,18,175,2019,2019_09_DAL_NYG
NYJ,2019-11-03,10,Sun,8,9,@,MIA,L 18-26,10,105,6,51,16,156,2019,2019_09_NYJ_MIA
TAM,2019-11-03,10,Sun,8,9,@,SEA,L 34-40 (OT),10,82,4,45,14,127,2019,2019_09_TAM_SEA
OAK,2019-11-03,10,Sun,8,9,,DET,W 31-24,10,96,5,35,15,131,2019,2019_09_OAK_DET
IND,2019-10-27,10,Sun,7,8,,DEN,W 15-13,10,103,10,88,20,191,2019,2019_08_IND_DEN
DEN,2019-10-27,10,Sun,8,8,@,IND,L 13-15,10,88,10,103,20,191,2019,2019_08_DEN_IND
NYJ,2019-10-27,10,Sun,7,8,@,JAX,L 15-29,10,83,9,70,19,153,2019,2019_08_NYJ_JAX
ARI,2019-10-20,10,Sun,7,7,@,NYG,W 27-21,10,85,6,75,16,160,2019,2019_07_ARI_NYG
HOU,2019-10-20,10,Sun,7,7,@,IND,L 23-30,10,54,6,45,16,99,2019,2019_07_HOU_IND
SEA,2019-10-13,10,Sun,6,6,@,CLE,W 32-28,10,65,9,83,19,148,2019,2019_06_SEA_CLE
BAL,2019-10-13,10,Sun,6,6,,CIN,W 23-17,10,81,4,20,14,101,2019,2019_06_BAL_CIN
HOU,2019-10-13,10,Sun,6,6,@,KAN,W 31-24,10,70,11,79,21,149,2019,2019_06_HOU_KAN
CHI,2019-10-06,10,Sun,5,5,@,OAK,L 21-24,10,75,6,69,16,144,2019,2019_05_CHI_OAK
LAC,2019-09-29,10,Sun,4,4,@,MIA,W 30-10,10,89,5,53,15,142,2019,2019_04_LAC_MIA
ATL,2019-09-15,10,Sun,2,2,,PHI,W 24-20,10,58,7,60,17,118,2019,2019_02_ATL_PHI
SEA,2019-09-15,10,Sun,2,2,@,PIT,W 28-26,10,93,5,78,15,171,2019,2019_02_SEA_PIT
KAN,2019-09-15,10,Sun,2,2,@,OAK,W 28-10,10,114,7,52,17,166,2019,2019_02_KAN_OAK
BAL,2019-09-15,10,Sun,2,2,,ARI,W 23-17,10,62,8,70,18,132,2019,2019_02_BAL_ARI
DEN,2019-09-15,10,Sun,2,2,,CHI,L 14-16,10,81,7,65,17,146,2019,2019_02_DEN_CHI
JAX,2019-09-08,10,Sun,1,1,,KAN,L 26-40,10,71,5,55,15,126,2019,2019_01_JAX_KAN
CHI,2019-09-05,10,Thu,1,1,,GNB,L 3-10,10,107,10,71,20,178,2019,2019_01_CHI_GNB
GNB,2019-09-05,10,Thu,1,1,@,CHI,W 10-3,10,71,10,107,20,178,2019,2019_01_GNB_CHI
BAL,2018-12-30,10,Sun,16,17,,CLE,W 26-24,10,65,4,35,14,100,2018,2018_17_BAL_CLE
DAL,2018-12-23,10,Sun,15,16,,TAM,W 27-20,10,67,9,72,19,139,2018,2018_16_DAL_TAM
HOU,2018-12-23,10,Sun,15,16,@,PHI,L 30-32,10,61,11,105,21,166,2018,2018_16_HOU_PHI
GNB,2018-12-23,10,Sun,15,16,@,NYJ,W 44-38 (OT),10,86,16,172,26,258,2018,2018_16_GNB_NYJ
JAX,2018-12-23,10,Sun,15,16,@,MIA,W 17-7,10,97,10,95,20,192,2018,2018_16_JAX_MIA
MIA,2018-12-23,10,Sun,15,16,,JAX,L 7-17,10,95,10,97,20,192,2018,2018_16_MIA_JAX
CAR,2018-12-23,10,Sun,15,16,,ATL,L 10-24,10,86,4,41,14,127,2018,2018_16_CAR_ATL
NYG,2018-12-16,10,Sun,14,15,,TEN,L 0-17,10,58,4,35,14,93,2018,2018_15_NYG_TEN
KAN,2018-12-13,10,Thu,14,15,,LAC,L 28-29,10,66,7,50,17,116,2018,2018_15_KAN_LAC
TAM,2018-12-09,10,Sun,13,14,,NOR,L 14-28,10,84,6,51,16,135,2018,2018_14_TAM_NOR
CAR,2018-12-09,10,Sun,13,14,@,CLE,L 20-26,10,68,7,52,17,120,2018,2018_14_CAR_CLE
WAS,2018-12-03,10,Mon,12,13,@,PHI,L 13-28,10,69,5,38,15,107,2018,2018_13_WAS_PHI
SEA,2018-12-02,10,Sun,12,13,,SFO,W 43-16,10,100,13,128,23,228,2018,2018_13_SEA_SFO
MIA,2018-11-25,10,Sun,11,12,@,IND,L 24-27,10,75,7,52,17,127,2018,2018_12_MIA_IND
JAX,2018-11-25,10,Sun,11,12,@,BUF,L 21-24,10,90,13,80,23,170,2018,2018_12_JAX_BUF
SFO,2018-11-12,10,Mon,10,10,,NYG,L 23-27,10,97,8,78,18,175,2018,2018_10_SFO_NYG
LAR,2018-11-11,10,Sun,10,10,,SEA,W 36-31,10,102,7,56,17,158,2018,2018_10_LAR_SEA
SEA,2018-11-04,10,Sun,8,9,,LAC,L 17-25,10,83,12,105,22,188,2018,2018_09_SEA_LAC
BUF,2018-11-04,10,Sun,9,9,,CHI,L 9-41,10,163,14,129,24,292,2018,2018_09_BUF_CHI
WAS,2018-11-04,10,Sun,8,9,,ATL,L 14-38,10,147,7,50,17,197,2018,2018_09_WAS_ATL
IND,2018-10-28,10,Sun,8,8,@,OAK,W 42-28,10,77,10,79,20,156,2018,2018_08_IND_OAK
DEN,2018-10-28,10,Sun,8,8,@,KAN,L 23-30,10,83,7,50,17,133,2018,2018_08_DEN_KAN
OAK,2018-10-28,10,Sun,7,8,,IND,L 28-42,10,79,10,77,20,156,2018,2018_08_OAK_IND
BAL,2018-10-14,10,Sun,6,6,@,TEN,W 21-0,10,70,4,35,14,105,2018,2018_06_BAL_TEN
LAR,2018-10-14,10,Sun,6,6,@,DEN,W 23-20,10,81,6,61,16,142,2018,2018_06_LAR_DEN
LAC,2018-10-14,10,Sun,6,6,@,CLE,W 38-14,10,72,6,53,16,125,2018,2018_06_LAC_CLE
CLE,2018-10-07,10,Sun,5,5,,BAL,W 12-9 (OT),10,66,4,41,14,107,2018,2018_05_CLE_BAL
KAN,2018-10-01,10,Mon,4,4,@,DEN,W 27-23,10,93,3,25,13,118,2018,2018_04_KAN_DEN
MIA,2018-09-30,10,Sun,4,4,@,NWE,L 7-38,10,89,6,57,16,146,2018,2018_04_MIA_NWE
IND,2018-09-30,10,Sun,4,4,,HOU,L 34-37 (OT),10,85,10,54,20,139,2018,2018_04_IND_HOU
HOU,2018-09-30,10,Sun,4,4,@,IND,W 37-34 (OT),10,54,10,85,20,139,2018,2018_04_HOU_IND
ATL,2018-09-30,10,Sun,4,4,,CIN,L 36-37,10,95,6,55,16,150,2018,2018_04_ATL_CIN
SEA,2018-09-23,10,Sun,3,3,,DAL,W 24-13,10,67,7,55,17,122,2018,2018_03_SEA_DAL
PHI,2018-09-23,10,Sun,3,3,,IND,W 20-16,10,110,11,77,21,187,2018,2018_03_PHI_IND
DET,2018-09-16,10,Sun,2,2,@,SFO,L 27-30,10,105,9,86,19,191,2018,2018_02_DET_SFO
BUF,2018-09-09,10,Sun,1,1,@,BAL,L 3-47,10,100,9,78,19,178,2018,2018_01_BUF_BAL
DAL,2018-09-09,10,Sun,1,1,@,CAR,L 8-16,10,85,9,80,19,165,2018,2018_01_DAL_CAR
CHI,2017-12-31,10,Sun,16,17,@,MIN,L 10-23,10,116,12,103,22,219,2017,2017_17_CHI_MIN
NYG,2017-12-24,10,Sun,15,16,@,ARI,L 0-23,10,101,6,45,16,146,2017,2017_16_NYG_ARI
ATL,2017-12-24,10,Sun,15,16,@,NOR,L 13-23,10,91,3,30,13,121,2017,2017_16_ATL_NOR
CHI,2017-12-10,10,Sun,13,14,@,CIN,W 33-7,10,74,7,56,17,130,2017,2017_14_CHI_CIN
PHI,2017-12-10,10,Sun,13,14,@,LAR,W 43-35,10,67,7,102,17,169,2017,2017_14_PHI_LAR
ARI,2017-11-26,10,Sun,11,12,,JAX,W 27-24,10,98,5,45,15,143,2017,2017_12_ARI_JAX
CAR,2017-11-26,10,Sun,11,12,@,NYJ,W 35-27,10,84,7,68,17,152,2017,2017_12_CAR_NYJ
ARI,2017-11-19,10,Sun,10,11,@,HOU,L 21-31,10,90,6,42,16,132,2017,2017_11_ARI_HOU
LAR,2017-11-12,10,Sun,9,10,,HOU,W 33-7,10,86,8,60,18,146,2017,2017_10_LAR_HOU
OAK,2017-11-05,10,Sun,9,9,@,MIA,W 27-24,10,105,11,107,21,212,2017,2017_09_OAK_MIA
NYJ,2017-11-02,10,Thu,9,9,,BUF,W 34-21,10,66,11,99,21,165,2017,2017_09_NYJ_BUF
SEA,2017-10-29,10,Sun,7,8,,HOU,W 41-38,10,120,8,93,18,213,2017,2017_08_SEA_HOU
LAC,2017-10-29,10,Sun,8,8,@,NWE,L 13-21,10,77,6,80,16,157,2017,2017_08_LAC_NWE
DEN,2017-10-22,10,Sun,6,7,@,LAC,L 0-21,10,68,9,81,19,149,2017,2017_07_DEN_LAC
ARI,2017-10-22,10,Sun,7,7,@,LAR,L 0-33,10,65,6,45,16,110,2017,2017_07_ARI_LAR
OAK,2017-10-19,10,Thu,7,7,,KAN,W 31-30,10,97,8,108,18,205,2017,2017_07_OAK_KAN
PHI,2017-10-12,10,Thu,6,6,@,CAR,W 28-23,10,126,1,1,11,127,2017,2017_06_PHI_CAR
SFO,2017-10-08,10,Sun,5,5,@,IND,L 23-26 (OT),10,77,7,62,17,139,2017,2017_05_SFO_IND
NYG,2017-10-08,10,Sun,5,5,,LAC,L 22-27,10,67,11,87,21,154,2017,2017_05_NYG_LAC
NYJ,2017-10-01,10,Sun,4,4,,JAX,W 23-20 (OT),10,70,6,47,16,117,2017,2017_04_NYJ_JAX
ARI,2017-10-01,10,Sun,4,4,,SFO,W 18-15 (OT),10,80,13,113,23,193,2017,2017_04_ARI_SFO
DEN,2017-09-24,10,Sun,3,3,@,BUF,L 16-26,10,79,8,69,18,148,2017,2017_03_DEN_BUF
CLE,2017-09-24,10,Sun,3,3,@,IND,L 28-31,10,113,11,99,21,212,2017,2017_03_CLE_IND
BAL,2017-09-24,10,Sun,3,3,@,JAX,L 7-44,10,88,9,70,19,158,2017,2017_03_BAL_JAX
NYJ,2017-09-24,10,Sun,3,3,,MIA,W 20-6,10,94,8,51,18,145,2017,2017_03_NYJ_MIA
HOU,2017-09-24,10,Sun,3,3,@,NWE,L 33-36,10,60,5,69,15,129,2017,2017_03_HOU_NWE
NYG,2017-09-24,10,Sun,3,3,@,PHI,L 24-27,10,137,9,103,19,240,2017,2017_03_NYG_PHI
CHI,2017-09-24,10,Sun,3,3,,PIT,W 23-17 (OT),10,73,6,40,16,113,2017,2017_03_CHI_PIT
WAS,2017-09-24,10,Sun,3,3,,OAK,W 27-10,10,77,4,35,14,112,2017,2017_03_WAS_OAK
SFO,2017-09-21,10,Thu,3,3,,LAR,L 39-41,10,55,7,52,17,107,2017,2017_03_SFO_LAR
GNB,2017-09-17,10,Sun,2,2,@,ATL,L 23-34,10,70,6,34,16,104,2017,2017_02_GNB_ATL
PIT,2017-09-17,10,Sun,2,2,,MIN,W 26-9,10,72,11,131,21,203,2017,2017_02_PIT_MIN
JAX,2017-09-17,10,Sun,2,2,,TEN,L 16-37,10,99,7,70,17,169,2017,2017_02_JAX_TEN
SFO,2017-09-10,10,Sun,1,1,,CAR,L 3-23,10,74,5,40,15,114,2017,2017_01_SFO_CAR
DET,2017-09-10,10,Sun,1,1,,ARI,W 35-23,10,100,6,55,16,155,2017,2017_01_DET_ARI
JAX,2017-09-10,10,Sun,1,1,@,HOU,W 29-7,10,89,9,94,19,183,2017,2017_01_JAX_HOU
CLE,2023-01-08,9,Sun,17,18,@,PIT,L 14-28,9,65,4,20,13,85,2022,2022_18_CLE_PIT
MIA,2023-01-01,9,Sun,16,17,@,NWE,L 21-23,9,71,6,39,15,110,2022,2022_17_MIA_NWE
SFO,2023-01-01,9,Sun,16,17,@,LVR,W 37-34 (OT),9,71,6,49,15,120,2022,2022_17_SFO_LVR
BUF,2022-12-24,9,Sat,15,16,@,CHI,W 35-13,9,72,2,15,11,87,2022,2022_16_BUF_CHI
NYJ,2022-12-22,9,Thu,15,16,,JAX,L 3-19,9,64,3,25,12,89,2022,2022_16_NYJ_JAX
MIN,2022-12-17,9,Sat,14,15,,IND,W 39-36 (OT),9,74,11,103,20,177,2022,2022_15_MIN_IND
CLE,2022-12-11,9,Sun,13,14,@,CIN,L 10-23,9,98,4,36,13,134,2022,2022_14_CLE_CIN
JAX,2022-12-11,9,Sun,13,14,@,TEN,W 36-22,9,70,5,50,14,120,2022,2022_14_JAX_TEN
TAM,2022-11-27,9,Sun,11,12,@,CLE,L 17-23 (OT),9,70,5,42,14,112,2022,2022_12_TAM_CLE
CIN,2022-11-27,9,Sun,11,12,@,TEN,W 20-16,9,80,8,57,17,137,2022,2022_12_CIN_TEN
LVR,2022-11-20,9,Sun,10,11,@,DEN,W 22-16 (OT),9,98,5,45,14,143,2022,2022_11_LVR_DEN
CAR,2022-11-20,9,Sun,11,11,@,BAL,L 3-13,9,66,10,93,19,159,2022,2022_11_CAR_BAL
TEN,2022-11-13,9,Sun,9,10,,DEN,W 17-10,9,60,8,50,17,110,2022,2022_10_TEN_DEN
CHI,2022-11-13,9,Sun,10,10,,DET,L 30-31,9,86,2,15,11,101,2022,2022_10_CHI_DET
DAL,2022-11-13,9,Sun,9,10,@,GNB,L 28-31 (OT),9,83,6,40,15,123,2022,2022_10_DAL_GNB
CAR,2022-10-30,9,Sun,8,8,@,ATL,L 34-37 (OT),9,74,7,64,16,138,2022,2022_08_CAR_ATL
PIT,2022-10-30,9,Sun,8,8,@,PHI,L 13-35,9,60,8,60,17,120,2022,2022_08_PIT_PHI
GNB,2022-10-23,9,Sun,7,7,@,WAS,L 21-23,9,69,7,54,16,123,2022,2022_07_GNB_WAS
LAC,2022-10-17,9,Mon,6,6,,DEN,W 19-16 (OT),9,89,10,151,19,240,2022,2022_06_LAC_DEN
SFO,2022-10-09,9,Sun,5,5,@,CAR,W 37-15,9,50,5,33,14,83,2022,2022_05_SFO_CAR
WAS,2022-10-09,9,Sun,5,5,,TEN,L 17-21,9,71,8,69,17,140,2022,2022_05_WAS_TEN
BAL,2022-10-02,9,Sun,4,4,,BUF,L 20-23,9,70,4,31,13,101,2022,2022_04_BAL_BUF
HOU,2022-10-02,9,Sun,4,4,,LAC,L 24-34,9,67,6,61,15,128,2022,2022_04_HOU_LAC
TEN,2022-09-19,9,Mon,2,2,@,BUF,L 7-41,9,87,8,49,17,136,2022,2022_02_TEN_BUF
NOR,2022-09-18,9,Sun,2,2,,TAM,L 10-20,9,60,8,101,17,161,2022,2022_02_NOR_TAM
CLE,2022-09-11,9,Sun,1,1,@,CAR,W 26-24,9,71,8,96,17,167,2022,2022_01_CLE_CAR
CHI,2021-12-20,9,Mon,14,15,,MIN,L 9-17,9,91,7,54,16,145,2021,2021_15_CHI_MIN
HOU,2021-12-19,9,Sun,14,15,@,JAX,W 30-16,9,65,4,40,13,105,2021,2021_15_HOU_JAX
LVR,2021-12-12,9,Sun,13,14,@,KAN,L 9-48,9,85,8,63,17,148,2021,2021_14_LVR_KAN
JAX,2021-12-12,9,Sun,13,14,@,TEN,L 0-20,9,79,2,15,11,94,2021,2021_14_JAX_TEN
LAC,2021-11-28,9,Sun,11,12,@,DEN,L 13-28,9,75,5,35,14,110,2021,2021_12_LAC_DEN
ATL,2021-11-18,9,Thu,10,11,,NWE,L 0-25,9,72,5,59,14,131,2021,2021_11_ATL_NWE
SFO,2021-11-15,9,Mon,9,10,,LAR,W 31-10,9,53,5,35,14,88,2021,2021_10_SFO_LAR
NOR,2021-11-14,9,Sun,9,10,@,TEN,L 21-23,9,65,8,49,17,114,2021,2021_10_NOR_TEN
NYJ,2021-11-14,9,Sun,9,10,,BUF,L 17-45,9,69,7,50,16,119,2021,2021_10_NYJ_BUF
CAR,2021-11-14,9,Sun,10,10,@,ARI,W 34-10,9,115,4,58,13,173,2021,2021_10_CAR_ARI
LVR,2021-11-14,9,Sun,9,10,,KAN,L 14-41,9,68,4,34,13,102,2021,2021_10_LVR_KAN
ARI,2021-11-07,9,Sun,9,9,@,SFO,W 31-17,9,84,3,35,12,119,2021,2021_09_ARI_SFO
IND,2021-10-31,9,Sun,8,8,,TEN,L 31-34 (OT),9,75,11,161,20,236,2021,2021_08_IND_TEN
MIA,2021-10-31,9,Sun,8,8,@,BUF,L 11-26,9,58,9,80,18,138,2021,2021_08_MIA_BUF
BUF,2021-10-31,9,Sun,7,8,,MIA,W 26-11,9,80,9,58,18,138,2021,2021_08_BUF_MIA
KAN,2021-10-24,9,Sun,7,7,@,TEN,L 3-27,9,77,6,31,15,108,2021,2021_07_KAN_TEN
CLE,2021-10-21,9,Thu,7,7,,DEN,W 17-14,9,60,2,15,11,75,2021,2021_07_CLE_DEN
DET,2021-10-17,9,Sun,6,6,,CIN,L 11-34,9,77,4,31,13,108,2021,2021_06_DET_CIN
CLE,2021-10-17,9,Sun,6,6,,ARI,L 14-37,9,88,5,45,14,133,2021,2021_06_CLE_ARI
CAR,2021-10-10,9,Sun,5,5,,PHI,L 18-21,9,69,6,60,15,129,2021,2021_05_CAR_PHI
PHI,2021-10-03,9,Sun,4,4,,KAN,L 30-42,9,49,7,46,16,95,2021,2021_04_PHI_KAN
NYJ,2021-09-26,9,Sun,3,3,@,DEN,L 0-26,9,90,6,50,15,140,2021,2021_03_NYJ_DEN
DET,2021-09-20,9,Mon,2,2,@,GNB,L 17-35,9,78,5,50,14,128,2021,2021_02_DET_GNB
TAM,2021-09-19,9,Sun,2,2,,ATL,W 48-25,9,83,6,49,15,132,2021,2021_02_TAM_ATL
MIA,2021-09-19,9,Sun,2,2,,BUF,L 0-35,9,83,6,53,15,136,2021,2021_02_MIA_BUF
HOU,2021-09-19,9,Sun,2,2,@,CLE,L 21-31,9,78,5,62,14,140,2021,2021_02_HOU_CLE
WAS,2021-09-16,9,Thu,2,2,,NYG,W 30-29,9,80,11,81,20,161,2021,2021_02_WAS_NYG
IND,2020-12-27,9,Sun,15,16,@,PIT,L 24-28,9,83,6,49,15,132,2020,2020_16_IND_PIT
PHI,2020-12-20,9,Sun,14,15,@,ARI,L 26-33,9,69,9,83,18,152,2020,2020_15_PHI_ARI
ARI,2020-12-20,9,Sun,14,15,,PHI,W 33-26,9,83,9,69,18,152,2020,2020_15_ARI_PHI
WAS,2020-12-07,9,Mon,12,13,@,PIT,W 23-17,9,62,6,45,15,107,2020,2020_13_WAS_PIT
PHI,2020-11-30,9,Mon,11,12,,SEA,L 17-23,9,79,8,83,17,162,2020,2020_12_PHI_SEA
TEN,2020-11-29,9,Sun,11,12,@,IND,W 45-26,9,63,6,50,15,113,2020,2020_12_TEN_IND
BUF,2020-11-29,9,Sun,11,12,,LAC,W 27-17,9,85,5,91,14,176,2020,2020_12_BUF_LAC
LAC,2020-11-22,9,Sun,10,11,,NYJ,W 34-28,9,78,8,88,17,166,2020,2020_11_LAC_NYJ
BUF,2020-11-15,9,Sun,10,10,@,ARI,L 30-32,9,69,7,40,16,109,2020,2020_10_BUF_ARI
DET,2020-11-15,9,Sun,9,10,,WAS,W 30-27,9,55,6,58,15,113,2020,2020_10_DET_WAS
IND,2020-11-12,9,Thu,9,10,@,TEN,W 34-17,9,73,3,30,12,103,2020,2020_10_IND_TEN
MIN,2020-11-08,9,Sun,8,9,,DET,W 34-20,9,69,3,37,12,106,2020,2020_09_MIN_DET
GNB,2020-11-01,9,Sun,7,8,,MIN,L 22-28,9,85,7,36,16,121,2020,2020_08_GNB_MIN
BAL,2020-11-01,9,Sun,7,8,,PIT,L 24-28,9,110,3,30,12,140,2020,2020_08_BAL_PIT
NYG,2020-10-22,9,Thu,7,7,@,PHI,L 21-22,9,62,7,75,16,137,2020,2020_07_NYG_PHI
PHI,2020-10-11,9,Sun,5,5,@,PIT,L 29-38,9,84,8,86,17,170,2020,2020_05_PHI_PIT
TAM,2020-09-27,9,Sun,3,3,@,DEN,W 28-10,9,71,4,30,13,101,2020,2020_03_TAM_DEN
CIN,2020-09-27,9,Sun,3,3,@,PHI,T 23-23 (OT),9,73,11,93,20,166,2020,2020_03_CIN_PHI
IND,2020-09-20,9,Sun,2,2,,MIN,W 28-11,9,93,6,45,15,138,2020,2020_02_IND_MIN
SEA,2020-09-20,9,Sun,2,2,,NWE,W 35-30,9,68,2,12,11,80,2020,2020_02_SEA_NWE
CAR,2020-09-20,9,Sun,2,2,@,TAM,L 17-31,9,77,5,37,14,114,2020,2020_02_CAR_TAM
NYJ,2020-09-13,9,Sun,1,1,@,BUF,L 17-27,9,95,7,79,16,174,2020,2020_01_NYJ_BUF
