Team,Date,Pen,Day,G#,Week,,Opp,Result,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,Season,game_id
PIT,2021-09-12,5,Sun,1,1,@,BUF,W 23-16,5,32,8,81,13,113,2021,2021_01_PIT_BUF
DET,2021-09-12,5,Sun,1,1,,SFO,L 33-41,5,45,7,79,12,124,2021,2021_01_DET_SFO
GNB,2021-09-12,5,Sun,1,1,@,NOR,L 3-38,5,33,6,36,11,69,2021,2021_01_GNB_NOR
MIA,2021-09-12,5,Sun,1,1,@,NWE,W 17-16,5,28,8,84,13,112,2021,2021_01_MIA_NWE
NYJ,2021-09-12,5,Sun,1,1,@,CAR,L 14-19,5,30,6,38,11,68,2021,2021_01_NYJ_CAR
KAN,2021-09-12,5,Sun,1,1,,CLE,W 33-29,5,36,5,30,10,66,2021,2021_01_KAN_CLE
HOU,2021-09-12,5,Sun,1,1,,JAX,W 37-21,5,50,10,82,15,132,2021,2021_01_HOU_JAX
CLE,2021-09-12,5,Sun,1,1,@,KAN,L 29-33,5,30,5,36,10,66,2021,2021_01_CLE_KAN
DEN,2021-09-12,5,Sun,1,1,@,NYG,W 27-13,5,51,4,48,9,99,2021,2021_01_DEN_NYG
KAN,2021-01-03,5,Sun,16,17,,LAC,L 21-38,5,69,4,23,9,92,2020,2020_17_KAN_LAC
WAS,2021-01-03,5,Sun,16,17,@,PHI,W 20-14,5,56,6,41,11,97,2020,2020_17_WAS_PHI
LAR,2021-01-03,5,Sun,16,17,,ARI,W 18-7,5,38,6,38,11,76,2020,2020_17_LAR_ARI
SEA,2020-12-27,5,Sun,15,16,,LAR,W 20-9,5,31,5,45,10,76,2020,2020_16_SEA_LAR
LAR,2020-12-27,5,Sun,15,16,@,SEA,L 9-20,5,45,5,31,10,76,2020,2020_16_LAR_SEA
WAS,2020-12-27,5,Sun,15,16,,CAR,L 13-20,5,26,3,35,8,61,2020,2020_16_WAS_CAR
CIN,2020-12-27,5,Sun,15,16,@,HOU,W 37-31,5,35,6,46,11,81,2020,2020_16_CIN_HOU
NYG,2020-12-27,5,Sun,15,16,@,BAL,L 13-27,5,35,10,65,15,100,2020,2020_16_NYG_BAL
DAL,2020-12-27,5,Sun,15,16,,PHI,W 37-17,5,73,12,115,17,188,2020,2020_16_DAL_PHI
MIA,2020-12-26,5,Sat,15,16,@,LVR,W 26-25,5,76,4,40,9,116,2020,2020_16_MIA_LVR
KAN,2020-12-20,5,Sun,14,15,@,NOR,W 32-29,5,54,10,93,15,147,2020,2020_15_KAN_NOR
HOU,2020-12-20,5,Sun,14,15,@,IND,L 20-27,5,24,4,35,9,59,2020,2020_15_HOU_IND
LAR,2020-12-20,5,Sun,14,15,,NYJ,L 20-23,5,43,6,61,11,104,2020,2020_15_LAR_NYJ
DAL,2020-12-20,5,Sun,14,15,,SFO,W 41-33,5,58,4,39,9,97,2020,2020_15_DAL_SFO
GNB,2020-12-19,5,Sat,14,15,,CAR,W 24-16,5,50,7,66,12,116,2020,2020_15_GNB_CAR
SFO,2020-12-13,5,Sun,13,14,,WAS,L 15-23,5,35,5,30,10,65,2020,2020_14_SFO_WAS
TAM,2020-12-13,5,Sun,13,14,,MIN,W 26-14,5,34,5,71,10,105,2020,2020_14_TAM_MIN
WAS,2020-12-13,5,Sun,13,14,@,SFO,W 23-15,5,30,5,35,10,65,2020,2020_14_WAS_SFO
MIN,2020-12-13,5,Sun,13,14,@,TAM,L 14-26,5,71,5,34,10,105,2020,2020_14_MIN_TAM
SFO,2020-12-13,5,Sun,13,14,,WAS,L 15-23,5,35,5,30,10,65,2020,2020_14_SFO_WAS
LAR,2020-12-10,5,Thu,13,14,,NWE,W 24-3,5,35,5,27,10,62,2020,2020_14_LAR_NWE
NWE,2020-12-10,5,Thu,13,14,@,LAR,L 3-24,5,27,5,35,10,62,2020,2020_14_NWE_LAR
TEN,2020-12-06,5,Sun,12,13,,CLE,L 35-41,5,52,13,92,18,144,2020,2020_13_TEN_CLE
KAN,2020-12-06,5,Sun,12,13,,DEN,W 22-16,5,44,4,31,9,75,2020,2020_13_KAN_DEN
LAC,2020-12-06,5,Sun,12,13,,NWE,L 0-45,5,30,3,15,8,45,2020,2020_13_LAC_NWE
GNB,2020-12-06,5,Sun,12,13,,PHI,W 30-16,5,30,4,40,9,70,2020,2020_13_GNB_PHI
ARI,2020-12-06,5,Sun,12,13,,LAR,L 28-38,5,21,6,75,11,96,2020,2020_13_ARI_LAR
PIT,2020-12-02,5,Wed,11,12,,BAL,W 19-14,5,40,7,86,12,126,2020,2020_12_PIT_BAL
LAC,2020-11-29,5,Sun,11,12,@,BUF,L 17-27,5,91,9,85,14,176,2020,2020_12_LAC_BUF
NYG,2020-11-29,5,Sun,11,12,@,CIN,W 19-17,5,51,3,27,8,78,2020,2020_12_NYG_CIN
JAX,2020-11-29,5,Sun,11,12,,CLE,L 25-27,5,24,6,47,11,71,2020,2020_12_JAX_CLE
NOR,2020-11-29,5,Sun,11,12,@,DEN,W 31-3,5,35,2,10,7,45,2020,2020_12_NOR_DEN
CHI,2020-11-29,5,Sun,11,12,@,GNB,L 25-41,5,45,3,17,8,62,2020,2020_12_CHI_GNB
SFO,2020-11-29,5,Sun,11,12,@,LAR,W 23-20,5,40,3,27,8,67,2020,2020_12_SFO_LAR
WAS,2020-11-26,5,Thu,11,12,@,DAL,W 41-16,5,53,5,45,10,98,2020,2020_12_WAS_DAL
DAL,2020-11-26,5,Thu,11,12,,WAS,L 16-41,5,45,5,53,10,98,2020,2020_12_DAL_WAS
LAR,2020-11-23,5,Mon,10,11,@,TAM,W 27-24,5,65,2,7,7,72,2020,2020_11_LAR_TAM
NOR,2020-11-22,5,Sun,10,11,,ATL,W 24-9,5,35,7,53,12,88,2020,2020_11_NOR_ATL
PHI,2020-11-22,5,Sun,10,11,@,CLE,L 17-22,5,33,3,53,8,86,2020,2020_11_PHI_CLE
MIA,2020-11-22,5,Sun,10,11,@,DEN,L 13-20,5,50,8,70,13,120,2020,2020_11_MIA_DEN
HOU,2020-11-22,5,Sun,10,11,,NWE,W 27-20,5,35,7,55,12,90,2020,2020_11_HOU_NWE
LAC,2020-11-15,5,Sun,9,10,@,MIA,L 21-29,5,31,3,15,8,46,2020,2020_10_LAC_MIA
NOR,2020-11-15,5,Sun,9,10,,SFO,W 27-13,5,61,6,51,11,112,2020,2020_10_NOR_SFO
CAR,2020-11-15,5,Sun,10,10,,TAM,L 23-46,5,40,3,30,8,70,2020,2020_10_CAR_TAM
DEN,2020-11-08,5,Sun,8,9,@,ATL,L 27-34,5,65,5,61,10,126,2020,2020_09_DEN_ATL
BAL,2020-11-08,5,Sun,8,9,@,IND,W 24-10,5,55,4,30,9,85,2020,2020_09_BAL_IND
ATL,2020-11-08,5,Sun,9,9,,DEN,W 34-27,5,61,5,65,10,126,2020,2020_09_ATL_DEN
TAM,2020-11-08,5,Sun,9,9,,NOR,L 3-38,5,39,3,28,8,67,2020,2020_09_TAM_NOR
CHI,2020-11-08,5,Sun,9,9,@,TEN,L 17-24,5,35,6,57,11,92,2020,2020_09_CHI_TEN
LAC,2020-11-08,5,Sun,8,9,,LVR,L 26-31,5,45,2,10,7,55,2020,2020_09_LAC_LVR
GNB,2020-11-05,5,Thu,8,9,@,SFO,W 34-17,5,45,4,33,9,78,2020,2020_09_GNB_SFO
NWE,2020-11-01,5,Sun,7,8,@,BUF,L 21-24,5,35,5,30,10,65,2020,2020_08_NWE_BUF
NOR,2020-11-01,5,Sun,7,8,@,CHI,W 26-23 (OT),5,45,7,53,12,98,2020,2020_08_NOR_CHI
LVR,2020-11-01,5,Sun,7,8,@,CLE,W 16-6,5,25,7,59,12,84,2020,2020_08_LVR_CLE
LAR,2020-11-01,5,Sun,8,8,@,MIA,L 17-28,5,45,3,30,8,75,2020,2020_08_LAR_MIA
BUF,2020-11-01,5,Sun,8,8,,NWE,W 24-21,5,30,5,35,10,65,2020,2020_08_BUF_NWE
DET,2020-10-25,5,Sun,6,7,@,ATL,W 23-22,5,50,8,53,13,103,2020,2020_07_DET_ATL
CLE,2020-10-25,5,Sun,7,7,@,CIN,W 37-34,5,40,7,45,12,85,2020,2020_07_CLE_CIN
GNB,2020-10-25,5,Sun,6,7,@,HOU,W 35-20,5,40,6,55,11,95,2020,2020_07_GNB_HOU
DEN,2020-10-25,5,Sun,6,7,,KAN,L 16-43,5,34,1,15,6,49,2020,2020_07_DEN_KAN
JAX,2020-10-18,5,Sun,6,6,,DET,L 16-34,5,56,7,60,12,116,2020,2020_06_JAX_DET
ATL,2020-10-18,5,Sun,6,6,@,MIN,W 40-23,5,25,3,30,8,55,2020,2020_06_ATL_MIN
MIA,2020-10-18,5,Sun,6,6,,NYJ,W 24-0,5,25,7,80,12,105,2020,2020_06_MIA_NYJ
NOR,2020-10-12,5,Mon,5,5,,LAC,W 30-27 (OT),5,60,1,10,6,70,2020,2020_05_NOR_LAC
IND,2020-10-11,5,Sun,5,5,@,CLE,L 23-32,5,34,2,10,7,44,2020,2020_05_IND_CLE
HOU,2020-10-11,5,Sun,5,5,,JAX,W 30-14,5,25,4,35,9,60,2020,2020_05_HOU_JAX
CIN,2020-10-11,5,Sun,5,5,@,BAL,L 3-27,5,40,4,25,9,65,2020,2020_05_CIN_BAL
LAR,2020-10-11,5,Sun,5,5,@,WAS,W 30-10,5,60,3,40,8,100,2020,2020_05_LAR_WAS
ARI,2020-10-04,5,Sun,4,4,@,CAR,L 21-31,5,29,10,72,15,101,2020,2020_04_ARI_CAR
CLE,2020-10-04,5,Sun,4,4,@,DAL,W 49-38,5,40,6,65,11,105,2020,2020_04_CLE_DAL
DET,2020-10-04,5,Sun,4,4,,NOR,L 29-35,5,49,4,67,9,116,2020,2020_04_DET_NOR
BUF,2020-10-04,5,Sun,4,4,@,LVR,W 30-23,5,81,7,65,12,146,2020,2020_04_BUF_LVR
BAL,2020-10-04,5,Sun,4,4,@,WAS,W 31-17,5,30,2,20,7,50,2020,2020_04_BAL_WAS
SEA,2020-09-27,5,Sun,3,3,,DAL,W 38-31,5,30,10,59,15,89,2020,2020_03_SEA_DAL
BUF,2020-09-27,5,Sun,3,3,,LAR,W 35-32,5,55,3,30,8,85,2020,2020_03_BUF_LAR
NYG,2020-09-27,5,Sun,3,3,,SFO,L 9-36,5,28,6,45,11,73,2020,2020_03_NYG_SFO
TAM,2020-09-20,5,Sun,2,2,,CAR,W 31-17,5,37,9,77,14,114,2020,2020_02_TAM_CAR
CHI,2020-09-20,5,Sun,2,2,,NYG,W 17-13,5,48,3,10,8,58,2020,2020_02_CHI_NYG
SFO,2020-09-20,5,Sun,2,2,@,NYJ,W 31-13,5,59,5,65,10,124,2020,2020_02_SFO_NYJ
PHI,2020-09-20,5,Sun,2,2,,LAR,L 19-37,5,30,4,24,9,54,2020,2020_02_PHI_LAR
NYJ,2020-09-20,5,Sun,2,2,,SFO,L 13-31,5,65,5,59,10,124,2020,2020_02_NYJ_SFO
TEN,2020-09-14,5,Mon,1,1,@,DEN,W 16-14,5,37,5,56,10,93,2020,2020_01_TEN_DEN
DEN,2020-09-14,5,Mon,1,1,,TEN,L 14-16,5,56,5,37,10,93,2020,2020_01_DEN_TEN
SFO,2020-09-13,5,Sun,1,1,,ARI,L 20-24,5,53,9,102,14,155,2020,2020_01_SFO_ARI
LAR,2020-09-13,5,Sun,1,1,,DAL,W 20-17,5,34,7,50,12,84,2020,2020_01_LAR_DAL
MIN,2020-09-13,5,Sun,1,1,,GNB,L 34-43,5,20,6,63,11,83,2020,2020_01_MIN_GNB
IND,2020-09-13,5,Sun,1,1,@,JAX,L 20-27,5,80,6,61,11,141,2020,2020_01_IND_JAX
CAR,2020-09-13,5,Sun,1,1,,LVR,L 30-34,5,65,3,40,8,105,2020,2020_01_CAR_LVR
HOU,2020-09-10,5,Thu,1,1,@,KAN,L 20-34,5,37,1,5,6,42,2020,2020_01_HOU_KAN
TEN,2019-12-29,5,Sun,16,17,@,HOU,W 35-14,5,37,5,35,10,72,2019,2019_17_TEN_HOU
CAR,2019-12-29,5,Sun,16,17,,NOR,L 10-42,5,54,3,44,8,98,2019,2019_17_CAR_NOR
BUF,2019-12-29,5,Sun,16,17,,NYJ,L 6-13,5,40,2,13,7,53,2019,2019_17_BUF_NYJ
HOU,2019-12-29,5,Sun,16,17,,TEN,L 14-35,5,35,5,37,10,72,2019,2019_17_HOU_TEN
KAN,2019-12-29,5,Sun,16,17,,LAC,W 31-21,5,39,8,40,13,79,2019,2019_17_KAN_LAC
SEA,2019-12-29,5,Sun,16,17,,SFO,L 21-26,5,29,8,57,13,86,2019,2019_17_SEA_SFO
ATL,2019-12-29,5,Sun,16,17,@,TAM,W 28-22 (OT),5,53,12,97,17,150,2019,2019_17_ATL_TAM
OAK,2019-12-22,5,Sun,15,16,@,LAC,W 24-17,5,47,2,15,7,62,2019,2019_16_OAK_LAC
ARI,2019-12-22,5,Sun,15,16,@,SEA,W 27-13,5,47,7,55,12,102,2019,2019_16_ARI_SEA
LAC,2019-12-15,5,Sun,14,15,,MIN,L 10-39,5,48,5,41,10,89,2019,2019_15_LAC_MIN
CIN,2019-12-15,5,Sun,14,15,,NWE,L 13-34,5,25,4,30,9,55,2019,2019_15_CIN_NWE
HOU,2019-12-15,5,Sun,14,15,@,TEN,W 24-21,5,27,4,30,9,57,2019,2019_15_HOU_TEN
WAS,2019-12-15,5,Sun,14,15,,PHI,L 27-37,5,60,7,54,12,114,2019,2019_15_WAS_PHI
MIN,2019-12-15,5,Sun,14,15,@,LAC,W 39-10,5,41,5,48,10,89,2019,2019_15_MIN_LAC
SEA,2019-12-15,5,Sun,14,15,@,CAR,W 30-24,5,40,2,15,7,55,2019,2019_15_SEA_CAR
ARI,2019-12-15,5,Sun,14,15,,CLE,W 38-24,5,34,6,55,11,89,2019,2019_15_ARI_CLE
LAR,2019-12-15,5,Sun,14,15,@,DAL,L 21-44,5,29,4,16,9,45,2019,2019_15_LAR_DAL
KAN,2019-12-15,5,Sun,14,15,,DEN,W 23-3,5,45,7,72,12,117,2019,2019_15_KAN_DEN
NWE,2019-12-08,5,Sun,13,14,,KAN,L 16-23,5,25,10,136,15,161,2019,2019_14_NWE_KAN
NYJ,2019-12-08,5,Sun,13,14,,MIA,W 22-21,5,88,5,48,10,136,2019,2019_14_NYJ_MIA
MIA,2019-12-08,5,Sun,13,14,@,NYJ,L 21-22,5,48,5,88,10,136,2019,2019_14_MIA_NYJ
BUF,2019-12-08,5,Sun,13,14,,BAL,L 17-24,5,49,9,99,14,148,2019,2019_14_BUF_BAL
NOR,2019-12-08,5,Sun,13,14,,SFO,L 46-48,5,50,10,67,15,117,2019,2019_14_NOR_SFO
GNB,2019-12-08,5,Sun,13,14,,WAS,W 20-15,5,34,3,25,8,59,2019,2019_14_GNB_WAS
CLE,2019-12-01,5,Sun,12,13,@,PIT,L 13-20,5,34,10,65,15,99,2019,2019_13_CLE_PIT
CAR,2019-12-01,5,Sun,12,13,,WAS,L 21-29,5,43,6,65,11,108,2019,2019_13_CAR_WAS
DAL,2019-11-28,5,Thu,12,13,,BUF,L 15-26,5,66,7,53,12,119,2019,2019_13_DAL_BUF
GNB,2019-11-24,5,Sun,11,12,@,SFO,L 8-37,5,50,9,78,14,128,2019,2019_12_GNB_SFO
BUF,2019-11-17,5,Sun,10,11,@,MIA,W 37-20,5,50,6,44,11,94,2019,2019_11_BUF_MIA
HOU,2019-11-17,5,Sun,10,11,@,BAL,L 7-41,5,60,8,65,13,125,2019,2019_11_HOU_BAL
MIN,2019-11-17,5,Sun,11,11,,DEN,W 27-23,5,49,6,35,11,84,2019,2019_11_MIN_DEN
SFO,2019-11-11,5,Mon,9,10,,SEA,L 24-27 (OT),5,40,9,75,14,115,2019,2019_10_SFO_SEA
DAL,2019-11-10,5,Sun,9,10,,MIN,L 24-28,5,39,5,35,10,74,2019,2019_10_DAL_MIN
BAL,2019-11-10,5,Sun,9,10,@,CIN,W 49-13,5,35,1,5,6,40,2019,2019_10_BAL_CIN
MIN,2019-11-10,5,Sun,10,10,@,DAL,W 28-24,5,35,5,39,10,74,2019,2019_10_MIN_DAL
CAR,2019-11-10,5,Sun,9,10,@,GNB,L 16-24,5,46,10,64,15,110,2019,2019_10_CAR_GNB
PIT,2019-11-03,5,Sun,8,9,,IND,W 26-24,5,70,7,89,12,159,2019,2019_09_PIT_IND
CLE,2019-11-03,5,Sun,8,9,@,DEN,L 19-24,5,40,7,55,12,95,2019,2019_09_CLE_DEN
LAC,2019-11-03,5,Sun,9,9,,GNB,W 26-11,5,45,8,45,13,90,2019,2019_09_LAC_GNB
DET,2019-11-03,5,Sun,8,9,@,OAK,L 24-31,5,35,10,96,15,131,2019,2019_09_DET_OAK
MIA,2019-10-28,5,Mon,7,8,@,PIT,L 14-27,5,45,9,70,14,115,2019,2019_08_MIA_PIT
ARI,2019-10-27,5,Sun,8,8,@,NOR,L 9-31,5,35,2,15,7,50,2019,2019_08_ARI_NOR
CHI,2019-10-27,5,Sun,7,8,,LAC,L 16-17,5,42,8,53,13,95,2019,2019_08_CHI_LAC
ATL,2019-10-27,5,Sun,8,8,,SEA,L 20-27,5,40,9,60,14,100,2019,2019_08_ATL_SEA
NYG,2019-10-27,5,Sun,8,8,@,DET,L 26-31,5,44,7,75,12,119,2019,2019_08_NYG_DET
LAR,2019-10-20,5,Sun,7,7,@,ATL,W 37-10,5,24,5,48,10,72,2019,2019_07_LAR_ATL
PHI,2019-10-20,5,Sun,7,7,@,DAL,L 10-37,5,40,6,65,11,105,2019,2019_07_PHI_DAL
ATL,2019-10-20,5,Sun,7,7,,LAR,L 10-37,5,48,5,24,10,72,2019,2019_07_ATL_LAR
MIA,2019-10-13,5,Sun,5,6,,WAS,L 16-17,5,45,6,56,11,101,2019,2019_06_MIA_WAS
NYG,2019-10-10,5,Thu,6,6,@,NWE,L 14-35,5,40,3,20,8,60,2019,2019_06_NYG_NWE
NYG,2019-10-06,5,Sun,5,5,,MIN,L 10-28,5,45,12,112,17,157,2019,2019_05_NYG_MIN
SEA,2019-10-03,5,Thu,5,5,,LAR,W 30-29,5,45,6,45,11,90,2019,2019_05_SEA_LAR
DEN,2019-09-29,5,Sun,4,4,,JAX,L 24-26,5,48,12,104,17,152,2019,2019_04_DEN_JAX
IND,2019-09-29,5,Sun,4,4,,OAK,L 24-31,5,35,11,80,16,115,2019,2019_04_IND_OAK
MIA,2019-09-29,5,Sun,4,4,,LAC,L 10-30,5,53,10,89,15,142,2019,2019_04_MIA_LAC
NYG,2019-09-29,5,Sun,4,4,,WAS,W 24-3,5,45,12,58,17,103,2019,2019_04_NYG_WAS
TEN,2019-09-29,5,Sun,4,4,@,ATL,W 24-10,5,77,7,50,12,127,2019,2019_04_TEN_ATL
GNB,2019-09-26,5,Thu,4,4,,PHI,L 27-34,5,50,9,93,14,143,2019,2019_04_GNB_PHI
NYJ,2019-09-22,5,Sun,3,3,@,NWE,L 14-30,5,67,8,70,13,137,2019,2019_03_NYJ_NWE
SFO,2019-09-22,5,Sun,3,3,,PIT,W 24-20,5,71,6,42,11,113,2019,2019_03_SFO_PIT
MIA,2019-09-22,5,Sun,3,3,@,DAL,L 6-31,5,35,8,100,13,135,2019,2019_03_MIA_DAL
TEN,2019-09-15,5,Sun,2,2,,IND,L 17-19,5,75,8,65,13,140,2019,2019_02_TEN_IND
NWE,2019-09-15,5,Sun,2,2,@,MIA,W 43-0,5,54,4,22,9,76,2019,2019_02_NWE_MIA
PIT,2019-09-15,5,Sun,2,2,,SEA,L 26-28,5,78,10,93,15,171,2019,2019_02_PIT_SEA
CAR,2019-09-12,5,Thu,2,2,,TAM,L 14-20,5,50,12,66,17,116,2019,2019_02_CAR_TAM
KAN,2019-09-08,5,Sun,1,1,@,JAX,W 40-26,5,55,10,71,15,126,2019,2019_01_KAN_JAX
LAR,2019-09-08,5,Sun,1,1,@,CAR,W 30-27,5,43,6,46,11,89,2019,2019_01_LAR_CAR
GNB,2018-12-30,5,Sun,16,17,,DET,L 0-31,5,38,3,34,8,72,2018,2018_17_GNB_DET
SFO,2018-12-30,5,Sun,16,17,@,LAR,L 32-48,5,41,6,57,11,98,2018,2018_17_SFO_LAR
PHI,2018-12-30,5,Sun,16,17,@,WAS,W 24-0,5,25,2,15,7,40,2018,2018_17_PHI_WAS
NWE,2018-12-23,5,Sun,15,16,,BUF,W 24-12,5,49,3,29,8,78,2018,2018_16_NWE_BUF
LAR,2018-12-16,5,Sun,14,15,,PHI,L 23-30,5,50,6,49,11,99,2018,2018_15_LAR_PHI
HOU,2018-12-15,5,Sat,14,15,@,NYJ,W 29-22,5,43,9,60,14,103,2018,2018_15_HOU_NYJ
PHI,2018-12-09,5,Sun,13,14,@,DAL,L 23-29 (OT),5,49,11,110,16,159,2018,2018_14_PHI_DAL
NWE,2018-12-09,5,Sun,13,14,@,MIA,L 33-34,5,30,7,81,12,111,2018,2018_14_NWE_MIA
PHI,2018-12-03,5,Mon,12,13,,WAS,W 28-13,5,38,10,69,15,107,2018,2018_13_PHI_WAS
HOU,2018-12-02,5,Sun,12,13,,CLE,W 29-13,5,77,6,45,11,122,2018,2018_13_HOU_CLE
MIN,2018-12-02,5,Sun,12,13,@,NWE,L 10-24,5,55,7,60,12,115,2018,2018_13_MIN_NWE
LAC,2018-12-02,5,Sun,12,13,@,PIT,W 33-30,5,80,7,59,12,139,2018,2018_13_LAC_PIT
NOR,2018-11-29,5,Thu,12,13,@,DAL,L 10-13,5,48,8,80,13,128,2018,2018_13_NOR_DAL
PIT,2018-11-25,5,Sun,11,12,@,DEN,L 17-24,5,34,6,50,11,84,2018,2018_12_PIT_DEN
DET,2018-11-22,5,Thu,11,12,,CHI,L 16-23,5,54,3,20,8,74,2018,2018_12_DET_CHI
BAL,2018-11-18,5,Sun,10,11,,CIN,W 24-21,5,31,7,58,12,89,2018,2018_11_BAL_CIN
CHI,2018-11-18,5,Sun,10,11,,MIN,W 25-20,5,46,4,50,9,96,2018,2018_11_CHI_MIN
GNB,2018-11-15,5,Thu,10,11,@,SEA,L 24-27,5,80,6,30,11,110,2018,2018_11_GNB_SEA
DAL,2018-11-11,5,Sun,9,10,@,PHI,W 27-20,5,37,0,0,5,37,2018,2018_10_DAL_PHI
TAM,2018-11-11,5,Sun,9,10,,WAS,L 3-16,5,50,8,52,13,102,2018,2018_10_TAM_WAS
CAR,2018-11-08,5,Thu,9,10,@,PIT,L 21-52,5,42,1,24,6,66,2018,2018_10_CAR_PIT
NWE,2018-11-04,5,Sun,9,9,,GNB,W 31-17,5,30,7,63,12,93,2018,2018_09_NWE_GNB
NYJ,2018-11-04,5,Sun,9,9,@,MIA,L 6-13,5,45,5,55,10,100,2018,2018_09_NYJ_MIA
MIA,2018-11-04,5,Sun,9,9,,NYJ,W 13-6,5,55,5,45,10,100,2018,2018_09_MIA_NYJ
BAL,2018-11-04,5,Sun,9,9,,PIT,L 16-23,5,25,8,103,13,128,2018,2018_09_BAL_PIT
NWE,2018-10-29,5,Mon,8,8,@,BUF,W 25-6,5,33,6,51,11,84,2018,2018_08_NWE_BUF
SFO,2018-10-28,5,Sun,8,8,@,ARI,L 15-18,5,59,9,62,14,121,2018,2018_08_SFO_ARI
JAX,2018-10-28,5,Sun,8,8,,PHI,L 18-24,5,45,4,36,9,81,2018,2018_08_JAX_PHI
MIA,2018-10-25,5,Thu,8,8,@,HOU,L 23-42,5,63,8,57,13,120,2018,2018_08_MIA_HOU
ATL,2018-10-22,5,Mon,7,7,,NYG,W 23-20,5,29,4,58,9,87,2018,2018_07_ATL_NYG
WAS,2018-10-21,5,Sun,6,7,,DAL,W 20-17,5,35,8,65,13,100,2018,2018_07_WAS_DAL
BAL,2018-10-21,5,Sun,7,7,,NOR,L 23-24,5,54,6,52,11,106,2018,2018_07_BAL_NOR
CHI,2018-10-21,5,Sun,6,7,,NWE,L 31-38,5,40,7,64,12,104,2018,2018_07_CHI_NWE
CAR,2018-10-21,5,Sun,6,7,@,PHI,W 21-17,5,78,4,35,9,113,2018,2018_07_CAR_PHI
DEN,2018-10-18,5,Thu,7,7,@,ARI,W 45-10,5,50,7,45,12,95,2018,2018_07_DEN_ARI
WAS,2018-10-14,5,Sun,5,6,,CAR,W 23-17,5,43,8,55,13,98,2018,2018_06_WAS_CAR
ARI,2018-10-14,5,Sun,6,6,@,MIN,L 17-27,5,30,9,52,14,82,2018,2018_06_ARI_MIN
KAN,2018-10-14,5,Sun,6,6,@,NWE,L 40-43,5,58,0,0,5,58,2018,2018_06_KAN_NWE
OAK,2018-10-14,5,Sun,6,6,,SEA,L 3-27,5,38,8,64,13,102,2018,2018_06_OAK_SEA
ATL,2018-10-14,5,Sun,6,6,,TAM,W 34-29,5,30,4,20,9,50,2018,2018_06_ATL_TAM
NYG,2018-10-11,5,Thu,6,6,,PHI,L 13-34,5,61,4,25,9,86,2018,2018_06_NYG_PHI
TEN,2018-10-07,5,Sun,5,5,@,BUF,L 12-13,5,40,4,30,9,70,2018,2018_05_TEN_BUF
HOU,2018-10-07,5,Sun,5,5,,DAL,W 19-16 (OT),5,25,7,72,12,97,2018,2018_05_HOU_DAL
JAX,2018-10-07,5,Sun,5,5,@,KAN,L 14-30,5,45,11,105,16,150,2018,2018_05_JAX_KAN
ARI,2018-10-07,5,Sun,5,5,@,SFO,W 28-18,5,46,9,65,14,111,2018,2018_05_ARI_SFO
GNB,2018-09-30,5,Sun,4,4,,BUF,W 22-0,5,60,3,20,8,80,2018,2018_04_GNB_BUF
NOR,2018-09-30,5,Sun,4,4,@,NYG,W 33-18,5,51,6,67,11,118,2018,2018_04_NOR_NYG
PIT,2018-09-30,5,Sun,4,4,,BAL,L 14-26,5,40,7,50,12,90,2018,2018_04_PIT_BAL
ARI,2018-09-30,5,Sun,4,4,,SEA,L 17-20,5,38,8,57,13,95,2018,2018_04_ARI_SEA
LAC,2018-09-30,5,Sun,4,4,,SFO,W 29-27,5,49,4,29,9,78,2018,2018_04_LAC_SFO
NWE,2018-09-23,5,Sun,3,3,@,DET,L 10-26,5,38,6,70,11,108,2018,2018_03_NWE_DET
ATL,2018-09-23,5,Sun,3,3,,NOR,L 37-43 (OT),5,54,11,120,16,174,2018,2018_03_ATL_NOR
CLE,2018-09-20,5,Thu,3,3,,NYJ,W 21-17,5,41,6,55,11,96,2018,2018_03_CLE_NYJ
SEA,2018-09-17,5,Mon,2,2,@,CHI,L 17-24,5,37,7,55,12,92,2018,2018_02_SEA_CHI
LAR,2018-09-16,5,Sun,2,2,,ARI,W 34-0,5,49,9,47,14,96,2018,2018_02_LAR_ARI
CHI,2018-09-09,5,Sun,1,1,@,GNB,L 23-24,5,35,8,72,13,107,2018,2018_01_CHI_GNB
TEN,2018-09-09,5,Sun,1,1,@,MIA,L 20-27,5,48,7,51,12,99,2018,2018_01_TEN_MIA
CAR,2017-12-31,5,Sun,16,17,@,ATL,L 10-22,5,35,7,60,12,95,2017,2017_17_CAR_ATL
BAL,2017-12-31,5,Sun,16,17,,CIN,L 27-31,5,47,6,60,11,107,2017,2017_17_BAL_CIN
DET,2017-12-31,5,Sun,16,17,,GNB,W 35-11,5,62,8,68,13,130,2017,2017_17_DET_GNB
CIN,2017-12-24,5,Sun,15,16,,DET,W 26-17,5,60,9,74,14,134,2017,2017_16_CIN_DET
CIN,2017-12-24,5,Sun,15,16,,DET,W 26-17,5,60,9,74,14,134,2017,2017_16_CIN_DET
NYJ,2017-12-24,5,Sun,15,16,,LAC,L 7-14,5,34,8,80,13,114,2017,2017_16_NYJ_LAC
KAN,2017-12-24,5,Sun,15,16,,MIA,W 29-13,5,40,11,75,16,115,2017,2017_16_KAN_MIA
LAR,2017-12-24,5,Sun,15,16,@,TEN,W 27-23,5,44,5,54,10,98,2017,2017_16_LAR_TEN
