Team,Date,1stD,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Season,game_id
MIA,2022-10-16,23,Sun,6,6,,MIN,L 16-24,23,5,18,0,14,4,28.6,2,1,50.0,2022,2022_06_MIA_MIN
PIT,2022-10-09,23,Sun,5,5,@,BUF,L 3-38,23,2,19,2,15,5,33.3,3,0,0.0,2022,2022_05_PIT_BUF
ARI,2022-10-09,23,Sun,5,5,,PHI,L 17-20,23,7,16,0,14,8,57.1,1,1,100.0,2022,2022_05_ARI_PHI
MIN,2022-10-02,23,Sun,4,4,@,NOR,W 28-25,23,3,15,5,14,5,35.7,1,1,100.0,2022,2022_04_MIN_NOR
DAL,2022-09-26,23,Mon,3,3,@,NYG,W 23-16,23,9,12,2,13,5,38.5,1,1,100.0,2022,2022_03_DAL_NYG
ARI,2022-09-25,23,Sun,3,3,,LAR,L 12-20,23,8,15,0,18,6,33.3,5,4,80.0,2022,2022_03_ARI_LAR
SEA,2022-09-25,23,Sun,3,3,,ATL,L 23-27,23,8,15,0,17,9,52.9,3,2,66.7,2022,2022_03_SEA_ATL
DET,2022-09-25,23,Sun,3,3,@,MIN,L 24-28,23,6,14,3,16,3,18.8,6,4,66.7,2022,2022_03_DET_MIN
BUF,2022-09-19,23,Mon,2,2,,TEN,W 41-7,23,6,13,4,13,5,38.5,3,2,66.7,2022,2022_02_BUF_TEN
BAL,2022-09-18,23,Sun,2,2,,MIA,L 38-42,23,6,13,4,10,3,30.0,3,1,33.3,2022,2022_02_BAL_MIA
CLE,2022-09-11,23,Sun,1,1,@,CAR,W 26-24,23,11,7,5,18,8,44.4,2,1,50.0,2022,2022_01_CLE_CAR
DET,2022-09-11,23,Sun,1,1,,PHI,L 35-38,23,9,12,2,14,9,64.3,1,1,100.0,2022,2022_01_DET_PHI
BUF,2022-09-08,23,Thu,1,1,@,LAR,W 31-10,23,7,15,1,10,9,90.0,0,0,,2022,2022_01_BUF_LAR
SFO,2022-01-09,23,Sun,17,18,@,LAR,W 27-24 (OT),23,8,15,0,14,9,64.3,0,0,,2021,2021_18_SFO_LAR
MIA,2022-01-09,23,Sun,17,18,,NWE,W 33-24,23,12,7,4,15,7,46.7,1,0,0.0,2021,2021_18_MIA_NWE
TEN,2022-01-09,23,Sun,17,18,@,HOU,W 28-25,23,6,16,1,13,8,61.5,0,0,,2021,2021_18_TEN_HOU
KAN,2022-01-02,23,Sun,16,17,@,CIN,L 31-34,23,11,11,1,11,6,54.5,1,1,100.0,2021,2021_17_KAN_CIN
ARI,2022-01-02,23,Sun,16,17,@,DAL,W 25-22,23,9,12,2,16,7,43.8,2,2,100.0,2021,2021_17_ARI_DAL
CIN,2022-01-02,23,Sun,16,17,,KAN,W 34-31,23,5,12,6,10,4,40.0,1,1,100.0,2021,2021_17_CIN_KAN
PHI,2021-12-21,23,Tue,14,15,,WAS,W 27-17,23,11,12,0,13,7,53.8,1,0,0.0,2021,2021_15_PHI_WAS
ARI,2021-12-19,23,Sun,14,15,@,DET,L 12-30,23,6,16,1,15,7,46.7,3,1,33.3,2021,2021_15_ARI_DET
MIA,2021-12-19,23,Sun,14,15,,NYJ,W 31-24,23,12,10,1,12,5,41.7,3,2,66.7,2021,2021_15_MIA_NYJ
SFO,2021-12-19,23,Sun,14,15,,ATL,W 31-13,23,11,11,1,11,6,54.5,0,0,,2021,2021_15_SFO_ATL
DAL,2021-12-19,23,Sun,14,15,@,NYG,W 21-6,23,9,14,0,14,8,57.1,0,0,,2021,2021_15_DAL_NYG
DET,2021-12-05,23,Sun,12,13,,MIN,W 29-27,23,7,14,2,11,2,18.2,3,1,33.3,2021,2021_13_DET_MIN
WAS,2021-12-05,23,Sun,12,13,@,LVR,W 17-15,23,7,12,4,13,7,53.8,0,0,,2021,2021_13_WAS_LVR
SFO,2021-11-28,23,Sun,11,12,,MIN,W 34-26,23,11,10,2,12,5,41.7,0,0,,2021,2021_12_SFO_MIN
DEN,2021-11-28,23,Sun,11,12,,LAC,W 28-13,23,11,9,3,11,8,72.7,0,0,,2021,2021_12_DEN_LAC
NWE,2021-11-28,23,Sun,12,12,,TEN,W 36-13,23,6,15,2,10,4,40.0,0,0,,2021,2021_12_NWE_TEN
DAL,2021-11-25,23,Thu,11,12,,LVR,L 33-36 (OT),23,6,13,4,13,3,23.1,0,0,,2021,2021_12_DAL_LVR
CIN,2021-11-21,23,Sun,10,11,@,LVR,W 32-13,23,10,10,3,16,8,50.0,0,0,,2021,2021_11_CIN_LVR
BAL,2021-11-21,23,Sun,10,11,@,CHI,W 16-13,23,9,12,2,16,7,43.8,1,1,100.0,2021,2021_11_BAL_CHI
WAS,2021-11-14,23,Sun,9,10,,TAM,W 29-19,23,8,13,2,19,11,57.9,2,2,100.0,2021,2021_10_WAS_TAM
BAL,2021-11-11,23,Thu,9,10,@,MIA,L 10-22,23,7,12,4,14,2,14.3,0,0,,2021,2021_10_BAL_MIA
DEN,2021-11-07,23,Sun,9,9,@,DAL,W 30-16,23,12,9,2,15,8,53.3,0,0,,2021,2021_09_DEN_DAL
DAL,2021-10-31,23,Sun,7,8,@,MIN,W 20-16,23,4,17,2,14,7,50.0,0,0,,2021,2021_08_DAL_MIN
LVR,2021-10-24,23,Sun,7,7,,PHI,W 33-22,23,7,16,0,9,3,33.3,1,1,100.0,2021,2021_07_LVR_PHI
CLE,2021-10-21,23,Thu,7,7,,DEN,W 17-14,23,12,11,0,15,9,60.0,1,1,100.0,2021,2021_07_CLE_DEN
MIA,2021-10-17,23,Sun,6,6,@,JAX,L 20-23,23,4,18,1,17,9,52.9,2,1,50.0,2021,2021_06_MIA_JAX
TEN,2021-10-10,23,Sun,5,5,@,JAX,W 37-19,23,12,10,1,11,5,45.5,1,1,100.0,2021,2021_05_TEN_JAX
DET,2021-10-03,23,Sun,4,4,@,CHI,L 14-24,23,4,15,4,11,4,36.4,3,1,33.3,2021,2021_04_DET_CHI
GNB,2021-10-03,23,Sun,4,4,,PIT,W 27-17,23,9,13,1,15,9,60.0,1,0,0.0,2021,2021_04_GNB_PIT
SFO,2021-10-03,23,Sun,4,4,,SEA,L 21-28,23,7,15,1,14,2,14.3,4,3,75.0,2021,2021_04_SFO_SEA
DEN,2021-09-26,23,Sun,3,3,,NYJ,W 26-0,23,9,10,4,11,4,36.4,0,0,,2021,2021_03_DEN_NYJ
ARI,2021-09-26,23,Sun,3,3,@,JAX,W 31-19,23,8,14,1,9,1,11.1,2,2,100.0,2021,2021_03_ARI_JAX
SFO,2021-09-19,23,Sun,2,2,@,PHI,W 17-11,23,10,9,4,14,6,42.9,1,1,100.0,2021,2021_02_SFO_PHI
IND,2021-09-12,23,Sun,1,1,,SEA,L 16-28,23,8,14,1,13,5,38.5,3,0,0.0,2021,2021_01_IND_SEA
IND,2021-01-03,23,Sun,16,17,,JAX,W 28-14,23,12,9,2,10,3,30.0,0,0,,2020,2020_17_IND_JAX
NWE,2021-01-03,23,Sun,16,17,,NYJ,W 28-14,23,7,15,1,12,6,50.0,0,0,,2020,2020_17_NWE_NYJ
KAN,2020-12-27,23,Sun,15,16,,ATL,W 17-14,23,9,14,0,13,5,38.5,2,1,50.0,2020,2020_16_KAN_ATL
ATL,2020-12-27,23,Sun,15,16,@,KAN,L 14-17,23,4,17,2,12,6,50.0,0,0,,2020,2020_16_ATL_KAN
DEN,2020-12-27,23,Sun,15,16,@,LAC,L 16-19,23,8,15,0,17,7,41.2,2,2,100.0,2020,2020_16_DEN_LAC
CLE,2020-12-27,23,Sun,15,16,@,NYJ,L 16-23,23,8,12,3,15,6,40.0,1,0,0.0,2020,2020_16_CLE_NYJ
HOU,2020-12-27,23,Sun,15,16,,CIN,L 31-37,23,8,14,1,9,4,44.4,0,0,,2020,2020_16_HOU_CIN
LVR,2020-12-26,23,Sat,15,16,,MIA,L 25-26,23,5,15,3,10,0,0.0,2,1,50.0,2020,2020_16_LVR_MIA
CHI,2020-12-20,23,Sun,14,15,@,MIN,W 33-27,23,13,10,0,12,6,50.0,0,0,,2020,2020_15_CHI_MIN
ATL,2020-12-20,23,Sun,14,15,,TAM,L 27-31,23,2,21,0,15,6,40.0,2,1,50.0,2020,2020_15_ATL_TAM
DEN,2020-12-13,23,Sun,13,14,@,CAR,W 32-27,23,7,13,3,8,3,37.5,0,0,,2020,2020_14_DEN_CAR
LAC,2020-12-13,23,Sun,13,14,,ATL,W 20-17,23,8,14,1,15,9,60.0,0,0,,2020,2020_14_LAC_ATL
CHI,2020-12-13,23,Sun,13,14,,HOU,W 36-7,23,5,17,1,10,3,30.0,0,0,,2020,2020_14_CHI_HOU
NOR,2020-12-06,23,Sun,12,13,@,ATL,W 21-16,23,9,13,1,17,8,47.1,3,2,66.7,2020,2020_13_NOR_ATL
MIA,2020-12-06,23,Sun,12,13,,CIN,W 19-7,23,4,16,3,10,1,10.0,1,1,100.0,2020,2020_13_MIA_CIN
ARI,2020-11-29,23,Sun,11,12,@,NWE,L 17-20,23,9,12,2,14,6,42.9,1,0,0.0,2020,2020_12_ARI_NWE
ATL,2020-11-29,23,Sun,11,12,,LVR,W 43-6,23,5,13,5,19,9,47.4,1,1,100.0,2020,2020_12_ATL_LVR
BUF,2020-11-29,23,Sun,11,12,,LAC,W 27-17,23,11,8,4,9,4,44.4,0,0,,2020,2020_12_BUF_LAC
PIT,2020-11-22,23,Sun,10,11,@,JAX,W 27-3,23,7,12,4,17,7,41.2,1,1,100.0,2020,2020_11_PIT_JAX
IND,2020-11-22,23,Sun,10,11,,GNB,W 34-31 (OT),23,10,12,1,16,6,37.5,2,2,100.0,2020,2020_11_IND_GNB
DEN,2020-11-08,23,Sun,8,9,@,ATL,L 27-34,23,3,17,3,16,7,43.8,2,0,0.0,2020,2020_09_DEN_ATL
ATL,2020-11-08,23,Sun,9,9,,DEN,W 34-27,23,5,15,3,13,6,46.2,0,0,,2020,2020_09_ATL_DEN
TAM,2020-11-02,23,Mon,8,8,@,NYG,W 25-23,23,3,18,2,12,4,33.3,1,1,100.0,2020,2020_08_TAM_NYG
NOR,2020-11-01,23,Sun,7,8,@,CHI,W 26-23 (OT),23,10,11,2,13,2,15.4,3,2,66.7,2020,2020_08_NOR_CHI
PIT,2020-10-25,23,Sun,6,7,@,TEN,W 27-24,23,6,15,2,18,13,72.2,0,0,,2020,2020_07_PIT_TEN
CLE,2020-10-25,23,Sun,7,7,@,CIN,W 37-34,23,5,16,2,7,5,71.4,0,0,,2020,2020_07_CLE_CIN
CAR,2020-10-18,23,Sun,6,6,,CHI,L 16-23,23,8,8,7,13,3,23.1,2,1,50.0,2020,2020_06_CAR_CHI
IND,2020-10-18,23,Sun,6,6,,CIN,W 31-27,23,5,18,0,11,7,63.6,0,0,,2020,2020_06_IND_CIN
BUF,2020-10-13,23,Tue,5,5,@,TEN,L 16-42,23,7,16,0,17,13,76.5,0,0,,2020,2020_05_BUF_TEN
NOR,2020-10-12,23,Mon,5,5,,LAC,W 30-27 (OT),23,6,17,0,15,5,33.3,0,0,,2020,2020_05_NOR_LAC
BUF,2020-09-27,23,Sun,3,3,,LAR,W 35-32,23,8,14,1,10,5,50.0,1,1,100.0,2020,2020_03_BUF_LAR
SEA,2020-09-27,23,Sun,3,3,,DAL,W 38-31,23,4,15,4,13,5,38.5,1,1,100.0,2020,2020_03_SEA_DAL
TEN,2020-09-27,23,Sun,3,3,@,MIN,W 31-30,23,10,13,0,13,3,23.1,1,1,100.0,2020,2020_03_TEN_MIN
MIA,2020-09-24,23,Thu,3,3,@,JAX,W 31-13,23,10,9,4,13,7,53.8,1,1,100.0,2020,2020_03_MIA_JAX
DEN,2020-09-20,23,Sun,2,2,@,PIT,L 21-26,23,5,12,6,15,5,33.3,2,0,0.0,2020,2020_02_DEN_PIT
BAL,2020-09-20,23,Sun,2,2,@,HOU,W 33-16,23,11,11,1,14,5,35.7,2,2,100.0,2020,2020_02_BAL_HOU
TEN,2020-09-20,23,Sun,2,2,,JAX,W 33-30,23,7,12,4,11,7,63.6,0,0,,2020,2020_02_TEN_JAX
KAN,2020-09-20,23,Sun,2,2,@,LAC,W 23-20 (OT),23,8,15,0,15,7,46.7,1,1,100.0,2020,2020_02_KAN_LAC
BUF,2020-09-20,23,Sun,2,2,@,MIA,W 31-28,23,7,15,1,10,5,50.0,0,0,,2020,2020_02_BUF_MIA
CLE,2020-09-17,23,Thu,2,2,,CIN,W 35-30,23,14,9,0,8,5,62.5,2,1,50.0,2020,2020_02_CLE_CIN
TAM,2020-09-13,23,Sun,1,1,@,NOR,L 23-34,23,7,10,6,13,5,38.5,1,1,100.0,2020,2020_01_TAM_NOR
LVR,2020-09-13,23,Sun,1,1,@,CAR,W 34-30,23,10,11,2,11,6,54.5,0,0,,2020,2020_01_LVR_CAR
BAL,2020-09-13,23,Sun,1,1,,CLE,W 38-6,23,7,16,0,11,6,54.5,0,0,,2020,2020_01_BAL_CLE
LAR,2020-09-13,23,Sun,1,1,,DAL,W 20-17,23,11,12,0,17,9,52.9,1,1,100.0,2020,2020_01_LAR_DAL
JAX,2019-12-29,23,Sun,16,17,,IND,W 38-20,23,7,15,1,14,9,64.3,0,0,,2019,2019_17_JAX_IND
NOR,2019-12-22,23,Sun,15,16,@,TEN,W 38-28,23,5,16,2,12,4,33.3,1,0,0.0,2019,2019_16_NOR_TEN
PHI,2019-12-22,23,Sun,15,16,,DAL,W 17-9,23,4,18,1,14,6,42.9,1,0,0.0,2019,2019_16_PHI_DAL
NWE,2019-12-21,23,Sat,15,16,,BUF,W 24-17,23,10,11,2,14,7,50.0,2,1,50.0,2019,2019_16_NWE_BUF
HOU,2019-12-15,23,Sun,14,15,@,TEN,W 24-21,23,9,12,2,10,5,50.0,0,0,,2019,2019_15_HOU_TEN
LAR,2019-12-15,23,Sun,14,15,@,DAL,L 21-44,23,3,17,3,12,4,33.3,2,1,50.0,2019,2019_15_LAR_DAL
TAM,2019-12-15,23,Sun,14,15,@,DET,W 38-17,23,4,19,0,14,7,50.0,2,1,50.0,2019,2019_15_TAM_DET
BAL,2019-12-12,23,Thu,14,15,,NYJ,W 42-21,23,10,11,2,8,2,25.0,1,1,100.0,2019,2019_15_BAL_NYJ
PHI,2019-12-01,23,Sun,12,13,@,MIA,L 31-37,23,3,19,1,14,7,50.0,0,0,,2019,2019_13_PHI_MIA
JAX,2019-11-24,23,Sun,11,12,@,TEN,L 20-42,23,8,12,3,18,7,38.9,2,1,50.0,2019,2019_12_JAX_TEN
PHI,2019-11-24,23,Sun,11,12,,SEA,L 9-17,23,5,16,2,12,4,33.3,1,0,0.0,2019,2019_12_PHI_SEA
NOR,2019-11-24,23,Sun,11,12,,CAR,W 34-31,23,5,17,1,10,4,40.0,1,0,0.0,2019,2019_12_NOR_CAR
LAC,2019-11-18,23,Mon,11,11,,KAN,L 17-24,23,6,14,3,15,5,33.3,1,1,100.0,2019,2019_11_LAC_KAN
IND,2019-11-17,23,Sun,10,11,,JAX,W 33-13,23,12,9,2,11,4,36.4,2,1,50.0,2019,2019_11_IND_JAX
NYJ,2019-11-17,23,Sun,10,11,@,WAS,W 34-17,23,6,15,2,12,5,41.7,1,1,100.0,2019,2019_11_NYJ_WAS
GNB,2019-11-10,23,Sun,10,10,,CAR,W 24-16,23,10,9,4,9,4,44.4,0,0,,2019,2019_10_GNB_CAR
TAM,2019-10-27,23,Sun,7,8,@,TEN,L 23-27,23,5,17,1,15,7,46.7,2,1,50.0,2019,2019_08_TAM_TEN
LAR,2019-10-20,23,Sun,7,7,@,ATL,W 37-10,23,9,13,1,16,8,50.0,1,1,100.0,2019,2019_07_LAR_ATL
IND,2019-10-20,23,Sun,6,7,,HOU,W 30-23,23,0,18,5,16,8,50.0,1,0,0.0,2019,2019_07_IND_HOU
DAL,2019-10-20,23,Sun,7,7,,PHI,W 37-10,23,10,12,1,14,8,57.1,1,1,100.0,2019,2019_07_DAL_PHI
LAC,2019-10-13,23,Sun,6,6,,PIT,L 17-24,23,2,18,3,12,7,58.3,0,0,,2019,2019_06_LAC_PIT
TAM,2019-10-13,23,Sun,6,6,,CAR,L 26-37,23,3,19,1,15,5,33.3,2,1,50.0,2019,2019_06_TAM_CAR
NWE,2019-10-06,23,Sun,5,5,@,WAS,W 33-7,23,6,16,1,15,5,33.3,1,0,0.0,2019,2019_05_NWE_WAS
BUF,2019-09-29,23,Sun,4,4,,NWE,L 10-16,23,6,13,4,13,2,15.4,2,1,50.0,2019,2019_04_BUF_NWE
MIN,2019-09-22,23,Sun,3,3,,OAK,W 34-14,23,10,8,5,9,5,55.6,0,0,,2019,2019_03_MIN_OAK
DET,2019-09-08,23,Sun,1,1,@,ARI,T 27-27 (OT),23,5,17,1,18,6,33.3,1,0,0.0,2019,2019_01_DET_ARI
DAL,2019-09-08,23,Sun,1,1,,NYG,W 35-17,23,4,18,1,10,6,60.0,0,0,,2019,2019_01_DAL_NYG
BUF,2019-09-08,23,Sun,1,1,@,NYJ,W 17-16,23,8,11,4,10,5,50.0,1,0,0.0,2019,2019_01_BUF_NYJ
DAL,2018-12-30,23,Sun,16,17,@,NYG,W 36-35,23,4,18,1,17,11,64.7,2,2,100.0,2018,2018_17_DAL_NYG
BUF,2018-12-30,23,Sun,16,17,,MIA,W 42-17,23,11,9,3,11,5,45.5,2,1,50.0,2018,2018_17_BUF_MIA
HOU,2018-12-30,23,Sun,16,17,,JAX,W 20-3,23,8,13,2,17,6,35.3,1,1,100.0,2018,2018_17_HOU_JAX
NYJ,2018-12-23,23,Sun,15,16,,GNB,L 38-44 (OT),23,4,18,1,11,3,27.3,2,2,100.0,2018,2018_16_NYJ_GNB
CLE,2018-12-23,23,Sun,15,16,,CIN,W 26-18,23,8,14,1,12,5,41.7,1,1,100.0,2018,2018_16_CLE_CIN
LAR,2018-12-16,23,Sun,14,15,,PHI,L 23-30,23,5,18,0,12,4,33.3,1,0,0.0,2018,2018_15_LAR_PHI
ATL,2018-12-16,23,Sun,14,15,,ARI,W 40-14,23,8,14,1,13,5,38.5,0,0,,2018,2018_15_ATL_ARI
GNB,2018-12-09,23,Sun,13,14,,ATL,W 34-20,23,6,11,6,13,7,53.8,0,0,,2018,2018_14_GNB_ATL
CHI,2018-12-02,23,Sun,12,13,@,NYG,L 27-30 (OT),23,5,13,5,15,2,13.3,5,4,80.0,2018,2018_13_CHI_NYG
PIT,2018-12-02,23,Sun,12,13,,LAC,L 30-33,23,5,15,3,10,3,30.0,1,1,100.0,2018,2018_13_PIT_LAC
DET,2018-12-02,23,Sun,12,13,,LAR,L 16-30,23,5,14,4,12,2,16.7,0,0,,2018,2018_13_DET_LAR
BAL,2018-11-25,23,Sun,11,12,,OAK,W 34-17,23,13,9,1,13,8,61.5,0,0,,2018,2018_12_BAL_OAK
SFO,2018-11-25,23,Sun,11,12,@,TAM,L 9-27,23,9,12,2,8,1,12.5,0,0,,2018,2018_12_SFO_TAM
BAL,2018-11-18,23,Sun,10,11,,CIN,W 24-21,23,15,7,1,16,8,50.0,1,0,0.0,2018,2018_11_BAL_CIN
WAS,2018-11-18,23,Sun,10,11,,HOU,L 21-23,23,9,12,2,15,6,40.0,1,1,100.0,2018,2018_11_WAS_HOU
SEA,2018-11-15,23,Thu,10,11,,GNB,W 27-24,23,9,12,2,15,6,40.0,2,2,100.0,2018,2018_11_SEA_GNB
BUF,2018-11-11,23,Sun,10,10,@,NYJ,W 41-10,23,10,13,0,16,8,50.0,1,1,100.0,2018,2018_10_BUF_NYJ
DAL,2018-11-11,23,Sun,9,10,@,PHI,W 27-20,23,9,14,0,16,8,50.0,1,1,100.0,2018,2018_10_DAL_PHI
TEN,2018-11-11,23,Sun,9,10,,NWE,W 34-10,23,11,11,1,12,5,41.7,0,0,,2018,2018_10_TEN_NWE
PHI,2018-11-11,23,Sun,9,10,,DAL,L 20-27,23,3,20,0,10,4,40.0,2,0,0.0,2018,2018_10_PHI_DAL
LAR,2018-11-04,23,Sun,9,9,@,NOR,L 35-45,23,5,17,1,8,3,37.5,2,0,0.0,2018,2018_09_LAR_NOR
TAM,2018-11-04,23,Sun,8,9,@,CAR,L 28-42,23,3,17,3,12,5,41.7,2,1,50.0,2018,2018_09_TAM_CAR
LAR,2018-10-28,23,Sun,8,8,,GNB,W 29-27,23,4,18,1,18,8,44.4,1,1,100.0,2018,2018_08_LAR_GNB
TEN,2018-10-21,23,Sun,7,7,@,LAC,L 19-20,23,7,16,0,15,9,60.0,1,1,100.0,2018,2018_07_TEN_LAC
CHI,2018-10-14,23,Sun,5,6,@,MIA,L 28-31 (OT),23,8,11,4,12,8,66.7,1,0,0.0,2018,2018_06_CHI_MIA
MIA,2018-10-14,23,Sun,6,6,,CHI,W 31-28 (OT),23,6,15,2,17,8,47.1,0,0,,2018,2018_06_MIA_CHI
BAL,2018-10-14,23,Sun,6,6,@,TEN,W 21-0,23,9,13,1,17,12,70.6,1,1,100.0,2018,2018_06_BAL_TEN
DEN,2018-10-14,23,Sun,6,6,,LAR,L 20-23,23,3,14,6,10,3,30.0,1,0,0.0,2018,2018_06_DEN_LAR
DAL,2018-10-14,23,Sun,6,6,,JAX,W 40-7,23,11,10,2,17,7,41.2,2,2,100.0,2018,2018_06_DAL_JAX
PHI,2018-10-11,23,Thu,6,6,@,NYG,W 34-13,23,5,15,3,16,9,56.3,0,0,,2018,2018_06_PHI_NYG
JAX,2018-09-30,23,Sun,4,4,,NYJ,W 31-12,23,5,16,2,15,6,40.0,1,1,100.0,2018,2018_04_JAX_NYJ
CAR,2018-09-23,23,Sun,3,3,,CIN,W 31-21,23,11,10,2,13,6,46.2,1,0,0.0,2018,2018_03_CAR_CIN
SFO,2018-09-16,23,Sun,2,2,,DET,W 30-27,23,6,13,4,11,3,27.3,0,0,,2018,2018_02_SFO_DET
ATL,2018-09-16,23,Sun,2,2,,CAR,W 31-24,23,10,12,1,11,6,54.5,0,0,,2018,2018_02_ATL_CAR
LAR,2018-09-10,23,Mon,1,1,@,OAK,W 33-13,23,8,13,2,11,4,36.4,0,0,,2018,2018_01_LAR_OAK
NWE,2018-09-09,23,Sun,1,1,,HOU,W 27-20,23,5,16,2,14,4,28.6,1,1,100.0,2018,2018_01_NWE_HOU
KAN,2017-12-31,23,Sun,16,17,@,DEN,W 27-24,23,7,14,2,11,4,36.4,1,1,100.0,2017,2017_17_KAN_DEN
BUF,2017-12-31,23,Sun,16,17,@,MIA,W 22-16,23,8,10,5,12,5,41.7,0,0,,2017,2017_17_BUF_MIA
KAN,2017-12-24,23,Sun,15,16,,MIA,W 29-13,23,7,12,4,16,8,50.0,1,0,0.0,2017,2017_16_KAN_MIA
BAL,2017-12-23,23,Sat,15,16,,IND,W 23-16,23,8,13,2,14,6,42.9,1,1,100.0,2017,2017_16_BAL_IND
BAL,2017-12-17,23,Sun,14,15,@,CLE,W 27-10,23,10,12,1,16,7,43.8,1,0,0.0,2017,2017_15_BAL_CLE
NOR,2017-12-17,23,Sun,14,15,,NYJ,W 31-19,23,7,13,3,10,3,30.0,1,1,100.0,2017,2017_15_NOR_NYJ
TEN,2017-12-17,23,Sun,14,15,@,SFO,L 23-25,23,7,14,2,12,6,50.0,1,1,100.0,2017,2017_15_TEN_SFO
SFO,2017-12-17,23,Sun,14,15,,TEN,W 25-23,23,2,20,1,14,7,50.0,0,0,,2017,2017_15_SFO_TEN
DEN,2017-12-14,23,Thu,14,15,@,IND,W 25-13,23,10,11,2,15,7,46.7,3,1,33.3,2017,2017_15_DEN_IND
KAN,2017-12-10,23,Sun,13,14,,OAK,W 26-15,23,10,12,1,13,5,38.5,0,0,,2017,2017_14_KAN_OAK
LAC,2017-12-03,23,Sun,12,13,,CLE,W 19-10,23,4,19,0,15,8,53.3,1,1,100.0,2017,2017_13_LAC_CLE
NWE,2017-12-03,23,Sun,12,13,@,BUF,W 23-3,23,8,15,0,12,5,41.7,0,0,,2017,2017_13_NWE_BUF
SFO,2017-12-03,23,Sun,12,13,@,CHI,W 15-14,23,6,16,1,18,10,55.6,0,0,,2017,2017_13_SFO_CHI
CIN,2017-11-26,23,Sun,11,12,,CLE,W 30-16,23,9,12,2,10,4,40.0,0,0,,2017,2017_12_CIN_CLE
ATL,2017-11-26,23,Sun,11,12,,TAM,W 34-20,23,7,16,0,14,11,78.6,0,0,,2017,2017_12_ATL_TAM
MIA,2017-11-05,23,Sun,8,9,,OAK,L 24-27,23,4,15,4,12,5,41.7,1,0,0.0,2017,2017_09_MIA_OAK
DEN,2017-10-30,23,Mon,7,8,@,KAN,L 19-29,23,8,13,2,13,5,38.5,1,0,0.0,2017,2017_08_DEN_KAN
OAK,2017-10-29,23,Sun,8,8,@,BUF,L 14-34,23,4,17,2,10,3,30.0,2,1,50.0,2017,2017_08_OAK_BUF
PHI,2017-10-23,23,Mon,7,7,,WAS,W 34-24,23,8,11,4,12,6,50.0,0,0,,2017,2017_07_PHI_WAS
SFO,2017-10-22,23,Sun,7,7,,DAL,L 10-40,23,9,12,2,13,6,46.2,2,0,0.0,2017,2017_07_SFO_DAL
JAX,2017-10-22,23,Sun,7,7,@,IND,W 27-0,23,6,14,3,14,8,57.1,1,0,0.0,2017,2017_07_JAX_IND
BUF,2017-10-22,23,Sun,6,7,,TAM,W 30-27,23,9,13,1,16,10,62.5,0,0,,2017,2017_07_BUF_TAM
NYJ,2017-10-15,23,Sun,6,6,,NWE,L 17-24,23,6,15,2,17,9,52.9,3,1,33.3,2017,2017_06_NYJ_NWE
PIT,2017-10-15,23,Sun,6,6,@,KAN,W 19-13,23,13,9,1,11,4,36.4,0,0,,2017,2017_06_PIT_KAN
NWE,2017-10-15,23,Sun,6,6,@,NYJ,W 24-17,23,6,13,4,13,7,53.8,0,0,,2017,2017_06_NWE_NYJ
ARI,2017-10-15,23,Sun,6,6,,TAM,W 38-33,23,7,14,2,9,4,44.4,1,0,0.0,2017,2017_06_ARI_TAM
CAR,2017-10-12,23,Thu,6,6,,PHI,L 23-28,23,7,12,4,16,4,25.0,3,1,33.3,2017,2017_06_CAR_PHI
SFO,2017-10-08,23,Sun,5,5,@,IND,L 23-26 (OT),23,3,19,1,14,4,28.6,2,2,100.0,2017,2017_05_SFO_IND
NWE,2017-10-05,23,Thu,5,5,@,TAM,W 19-14,23,5,15,3,12,4,33.3,0,0,,2017,2017_05_NWE_TAM
HOU,2017-09-24,23,Sun,3,3,@,NWE,L 33-36,23,7,13,3,14,6,42.9,0,0,,2017,2017_03_HOU_NWE
MIN,2017-09-11,23,Mon,1,1,,NOR,W 29-19,23,5,14,4,14,9,64.3,0,0,,2017,2017_01_MIN_NOR
HOU,2017-09-10,23,Sun,1,1,,JAX,L 7-29,23,4,11,8,12,5,41.7,1,0,0.0,2017,2017_01_HOU_JAX
BUF,2017-09-10,23,Sun,1,1,,NYJ,W 21-12,23,10,11,2,17,8,47.1,0,0,,2017,2017_01_BUF_NYJ
ATL,2023-01-08,22,Sun,17,18,,TAM,W 30-17,22,10,11,1,15,6,40.0,3,3,100.0,2022,2022_18_ATL_TAM
SEA,2023-01-08,22,Sun,17,18,,LAR,W 19-16 (OT),22,10,10,2,11,1,9.1,1,1,100.0,2022,2022_18_SEA_LAR
DEN,2023-01-08,22,Sun,17,18,,LAC,W 31-28,22,12,8,2,12,5,41.7,1,1,100.0,2022,2022_18_DEN_LAC
CAR,2023-01-01,22,Sun,16,17,@,TAM,L 24-30,22,4,15,3,11,4,36.4,2,1,50.0,2022,2022_17_CAR_TAM
KAN,2023-01-01,22,Sun,16,17,,DEN,W 27-24,22,3,18,1,9,2,22.2,1,1,100.0,2022,2022_17_KAN_DEN
LAC,2023-01-01,22,Sun,16,17,,LAR,W 31-10,22,10,12,0,13,8,61.5,0,0,,2022,2022_17_LAC_LAR
