Team,Date,1stD,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Season,game_id
BAL,2017-12-31,19,Sun,16,17,,CIN,L 27-31,19,7,11,1,17,5,29.4,2,1,50.0,2017,2017_17_BAL_CIN
ARI,2017-12-31,19,Sun,16,17,@,SEA,W 26-24,19,7,9,3,14,4,28.6,0,0,,2017,2017_17_ARI_SEA
TEN,2017-12-24,19,Sun,15,16,,LAR,L 23-27,19,5,12,2,12,3,25.0,1,0,0.0,2017,2017_16_TEN_LAR
ARI,2017-12-24,19,Sun,15,16,,NYG,W 23-0,19,4,13,2,14,5,35.7,0,0,,2017,2017_16_ARI_NYG
WAS,2017-12-24,19,Sun,15,16,,DEN,W 27-11,19,7,12,0,13,5,38.5,0,0,,2017,2017_16_WAS_DEN
NYJ,2017-12-17,19,Sun,14,15,@,NOR,L 19-31,19,9,7,3,15,5,33.3,1,0,0.0,2017,2017_15_NYJ_NOR
LAR,2017-12-17,19,Sun,14,15,@,SEA,W 42-7,19,10,9,0,16,6,37.5,3,1,33.3,2017,2017_15_LAR_SEA
OAK,2017-12-17,19,Sun,14,15,,DAL,L 17-20,19,7,10,2,15,8,53.3,0,0,,2017,2017_15_OAK_DAL
ARI,2017-12-17,19,Sun,14,15,@,WAS,L 15-20,19,8,8,3,19,4,21.1,3,2,66.7,2017,2017_15_ARI_WAS
DAL,2017-12-10,19,Sun,13,14,@,NYG,W 30-10,19,6,12,1,14,7,50.0,0,0,,2017,2017_14_DAL_NYG
CIN,2017-12-04,19,Mon,12,13,,PIT,L 20-23,19,6,13,0,14,7,50.0,0,0,,2017,2017_13_CIN_PIT
ARI,2017-12-03,19,Sun,12,13,,LAR,L 16-32,19,6,12,1,15,7,46.7,0,0,,2017,2017_13_ARI_LAR
NOR,2017-12-03,19,Sun,12,13,,CAR,W 31-21,19,5,12,2,15,6,40.0,1,1,100.0,2017,2017_13_NOR_CAR
TEN,2017-12-03,19,Sun,12,13,,HOU,W 24-13,19,9,8,2,11,5,45.5,1,1,100.0,2017,2017_13_TEN_HOU
TEN,2017-11-26,19,Sun,11,12,@,IND,W 20-16,19,7,9,3,8,3,37.5,0,0,,2017,2017_12_TEN_IND
JAX,2017-11-26,19,Sun,11,12,@,ARI,L 24-27,19,4,11,4,12,1,8.3,1,1,100.0,2017,2017_12_JAX_ARI
TAM,2017-11-19,19,Sun,10,11,@,MIA,W 30-20,19,2,15,2,13,3,23.1,0,0,,2017,2017_11_TAM_MIA
LAR,2017-11-12,19,Sun,9,10,,HOU,W 33-7,19,6,13,0,16,6,37.5,1,0,0.0,2017,2017_10_LAR_HOU
NYG,2017-11-12,19,Sun,9,10,@,SFO,L 21-31,19,5,14,0,14,5,35.7,3,3,100.0,2017,2017_10_NYG_SFO
HOU,2017-11-05,19,Sun,8,9,,IND,L 14-20,19,6,11,2,14,4,28.6,1,0,0.0,2017,2017_09_HOU_IND
IND,2017-10-29,19,Sun,8,8,@,CIN,L 23-24,19,6,12,1,16,8,50.0,1,0,0.0,2017,2017_08_IND_CIN
PHI,2017-10-29,19,Sun,8,8,,SFO,W 33-10,19,7,9,3,14,4,28.6,1,1,100.0,2017,2017_08_PHI_SFO
NOR,2017-10-29,19,Sun,7,8,,CHI,W 20-12,19,7,11,1,9,2,22.2,0,0,,2017,2017_08_NOR_CHI
BAL,2017-10-26,19,Thu,8,8,,MIA,W 40-0,19,9,7,3,13,3,23.1,0,0,,2017,2017_08_BAL_MIA
WAS,2017-10-23,19,Mon,6,7,@,PHI,L 24-34,19,2,16,1,12,4,33.3,1,0,0.0,2017,2017_07_WAS_PHI
CLE,2017-10-22,19,Sun,7,7,,TEN,L 9-12 (OT),19,2,15,2,13,3,23.1,2,1,50.0,2017,2017_07_CLE_TEN
KAN,2017-10-19,19,Thu,7,7,@,OAK,L 30-31,19,3,15,1,15,8,53.3,0,0,,2017,2017_07_KAN_OAK
JAX,2017-10-15,19,Sun,6,6,,LAR,L 17-27,19,5,12,2,15,4,26.7,1,1,100.0,2017,2017_06_JAX_LAR
NOR,2017-10-15,19,Sun,5,6,,DET,W 52-38,19,9,9,1,12,2,16.7,1,1,100.0,2017,2017_06_NOR_DET
ATL,2017-10-15,19,Sun,5,6,,MIA,L 17-20,19,5,13,1,11,6,54.5,1,0,0.0,2017,2017_06_ATL_MIA
DET,2017-10-08,19,Sun,5,5,,CAR,L 24-27,19,4,11,4,13,5,38.5,1,0,0.0,2017,2017_05_DET_CAR
BAL,2017-10-08,19,Sun,5,5,@,OAK,W 30-17,19,11,8,0,14,7,50.0,0,0,,2017,2017_05_BAL_OAK
PHI,2017-10-08,19,Sun,5,5,,ARI,W 34-7,19,5,11,3,14,9,64.3,0,0,,2017,2017_05_PHI_ARI
DET,2017-10-01,19,Sun,4,4,@,MIN,W 14-7,19,5,14,0,13,3,23.1,0,0,,2017,2017_04_DET_MIN
PIT,2017-09-24,19,Sun,3,3,@,CHI,L 17-23 (OT),19,6,11,2,11,4,36.4,0,0,,2017,2017_03_PIT_CHI
CHI,2017-09-17,19,Sun,2,2,@,TAM,L 7-29,19,1,16,2,14,7,50.0,2,0,0.0,2017,2017_02_CHI_TAM
CAR,2017-09-17,19,Sun,2,2,,BUF,W 9-3,19,6,12,1,16,7,43.8,0,0,,2017,2017_02_CAR_BUF
ATL,2017-09-17,19,Sun,2,2,,GNB,W 34-23,19,7,12,0,11,5,45.5,0,0,,2017,2017_02_ATL_GNB
NOR,2017-09-11,19,Mon,1,1,@,MIN,L 19-29,19,3,14,2,11,4,36.4,0,0,,2017,2017_01_NOR_MIN
JAX,2017-09-10,19,Sun,1,1,@,HOU,W 29-7,19,7,8,4,12,3,25.0,1,1,100.0,2017,2017_01_JAX_HOU
PHI,2017-09-10,19,Sun,1,1,@,WAS,W 30-17,19,1,17,1,14,8,57.1,0,0,,2017,2017_01_PHI_WAS
LAR,2017-09-10,19,Sun,1,1,,IND,W 46-9,19,5,13,1,14,5,35.7,0,0,,2017,2017_01_LAR_IND
DET,2017-09-10,19,Sun,1,1,,ARI,W 35-23,19,3,15,1,16,8,50.0,1,0,0.0,2017,2017_01_DET_ARI
BUF,2023-01-08,18,Sun,16,18,,NWE,W 35-23,18,8,10,0,12,7,58.3,0,0,,2022,2022_18_BUF_NWE
CLE,2023-01-08,18,Sun,17,18,@,PIT,L 14-28,18,5,11,2,12,5,41.7,2,1,50.0,2022,2022_18_CLE_PIT
HOU,2023-01-08,18,Sun,17,18,@,IND,W 32-31,18,3,15,0,14,5,35.7,2,2,100.0,2022,2022_18_HOU_IND
NYG,2023-01-08,18,Sun,17,18,@,PHI,L 16-22,18,6,11,1,14,4,28.6,3,2,66.7,2022,2022_18_NYG_PHI
MIN,2023-01-01,18,Sun,16,17,@,GNB,L 17-41,18,4,13,1,12,5,41.7,2,1,50.0,2022,2022_17_MIN_GNB
DEN,2022-12-25,18,Sun,15,16,@,LAR,L 14-51,18,7,11,0,10,3,30.0,3,1,33.3,2022,2022_16_DEN_LAR
LVR,2022-12-18,18,Sun,14,15,,NWE,W 30-24,18,6,10,2,14,5,35.7,1,1,100.0,2022,2022_15_LVR_NWE
HOU,2022-12-18,18,Sun,14,15,,KAN,L 24-30 (OT),18,5,8,5,10,4,40.0,0,0,,2022,2022_15_HOU_KAN
NYJ,2022-12-18,18,Sun,14,15,,DET,L 17-20,18,3,14,1,14,7,50.0,1,1,100.0,2022,2022_15_NYJ_DET
NWE,2022-12-12,18,Mon,13,14,@,ARI,W 27-13,18,4,13,1,11,3,27.3,0,0,,2022,2022_14_NWE_ARI
TAM,2022-12-11,18,Sun,13,14,@,SFO,L 7-35,18,4,14,0,16,4,25.0,7,4,57.1,2022,2022_14_TAM_SFO
CLE,2022-12-11,18,Sun,13,14,@,CIN,L 10-23,18,6,12,0,15,4,26.7,6,3,50.0,2022,2022_14_CLE_CIN
BAL,2022-12-11,18,Sun,13,14,@,PIT,W 16-14,18,12,5,1,13,4,30.8,2,1,50.0,2022,2022_14_BAL_PIT
NYG,2022-12-11,18,Sun,13,14,,PHI,L 22-48,18,7,11,0,13,4,30.8,4,2,50.0,2022,2022_14_NYG_PHI
ATL,2022-12-04,18,Sun,13,13,,PIT,L 16-19,18,8,9,1,10,3,30.0,1,1,100.0,2022,2022_13_ATL_PIT
IND,2022-12-04,18,Sun,13,13,@,DAL,L 19-54,18,5,12,1,13,4,30.8,3,3,100.0,2022,2022_13_IND_DAL
ATL,2022-11-27,18,Sun,12,12,@,WAS,L 13-19,18,10,6,2,10,4,40.0,1,0,0.0,2022,2022_12_ATL_WAS
JAX,2022-11-27,18,Sun,11,12,,BAL,W 28-27,18,1,16,1,13,4,30.8,3,2,66.7,2022,2022_12_JAX_BAL
ATL,2022-11-20,18,Sun,11,11,,CHI,W 27-24,18,8,7,3,9,2,22.2,1,1,100.0,2022,2022_11_ATL_CHI
PHI,2022-11-20,18,Sun,10,11,@,IND,W 17-16,18,10,6,2,12,5,41.7,2,1,50.0,2022,2022_11_PHI_IND
PHI,2022-11-14,18,Mon,9,10,,WAS,L 21-32,18,7,10,1,8,5,62.5,0,0,,2022,2022_10_PHI_WAS
LAR,2022-11-13,18,Sun,9,10,,ARI,L 17-27,18,6,12,0,11,3,27.3,2,2,100.0,2022,2022_10_LAR_ARI
DEN,2022-11-13,18,Sun,9,10,@,TEN,L 10-17,18,5,10,3,17,4,23.5,3,2,66.7,2022,2022_10_DEN_TEN
ARI,2022-11-13,18,Sun,10,10,@,LAR,W 27-17,18,6,11,1,15,5,33.3,3,3,100.0,2022,2022_10_ARI_LAR
LVR,2022-11-13,18,Sun,9,10,,IND,L 20-25,18,7,10,1,13,5,38.5,3,1,33.3,2022,2022_10_LVR_IND
CAR,2022-11-10,18,Thu,10,10,,ATL,W 25-15,18,13,4,1,15,6,40.0,0,0,,2022,2022_10_CAR_ATL
TAM,2022-11-06,18,Sun,9,9,,LAR,W 16-13,18,1,15,2,21,9,42.9,2,0,0.0,2022,2022_09_TAM_LAR
WAS,2022-11-06,18,Sun,9,9,,MIN,L 17-20,18,6,9,3,10,3,30.0,1,0,0.0,2022,2022_09_WAS_MIN
DEN,2022-10-30,18,Sun,8,8,@,JAX,W 21-17,18,7,11,0,11,2,18.2,3,2,66.7,2022,2022_08_DEN_JAX
DET,2022-10-23,18,Sun,6,7,@,DAL,L 6-24,18,6,11,1,9,3,33.3,0,0,,2022,2022_07_DET_DAL
CLE,2022-10-23,18,Sun,7,7,@,BAL,L 20-23,18,8,8,2,11,2,18.2,1,1,100.0,2022,2022_07_CLE_BAL
ATL,2022-10-16,18,Sun,6,6,,SFO,W 28-14,18,10,7,1,14,9,64.3,0,0,,2022,2022_06_ATL_SFO
NYG,2022-10-16,18,Sun,6,6,,BAL,W 24-20,18,5,11,2,14,7,50.0,0,0,,2022,2022_06_NYG_BAL
LVR,2022-10-10,18,Mon,5,5,@,KAN,L 29-30,18,9,6,3,12,5,41.7,2,1,50.0,2022,2022_05_LVR_KAN
DEN,2022-10-06,18,Thu,5,5,,IND,L 9-12 (OT),18,6,11,1,15,2,13.3,2,1,50.0,2022,2022_05_DEN_IND
NOR,2022-09-18,18,Sun,2,2,,TAM,L 10-20,18,6,9,3,13,4,30.8,1,0,0.0,2022,2022_02_NOR_TAM
NWE,2022-09-18,18,Sun,2,2,@,PIT,W 17-14,18,8,10,0,17,9,52.9,0,0,,2022,2022_02_NWE_PIT
NYG,2022-09-18,18,Sun,2,2,,CAR,W 19-16,18,8,8,2,18,6,33.3,1,1,100.0,2022,2022_02_NYG_CAR
CAR,2022-09-18,18,Sun,2,2,@,NYG,L 16-19,18,7,7,4,12,2,16.7,1,1,100.0,2022,2022_02_CAR_NYG
MIA,2022-09-11,18,Sun,1,1,,NWE,W 20-7,18,3,13,2,14,6,42.9,1,1,100.0,2022,2022_01_MIA_NWE
NOR,2022-09-11,18,Sun,1,1,@,ATL,W 27-26,18,5,12,1,13,4,30.8,0,0,,2022,2022_01_NOR_ATL
TAM,2022-09-11,18,Sun,1,1,@,DAL,W 19-3,18,9,9,0,14,5,35.7,0,0,,2022,2022_01_TAM_DAL
ARI,2022-09-11,18,Sun,1,1,,KAN,L 21-44,18,6,12,0,12,3,25.0,4,3,75.0,2022,2022_01_ARI_KAN
LAC,2022-09-11,18,Sun,1,1,,LVR,W 24-19,18,5,12,1,14,6,42.9,1,0,0.0,2022,2022_01_LAC_LVR
LVR,2022-09-11,18,Sun,1,1,@,LAC,L 19-24,18,1,17,0,11,5,45.5,2,1,50.0,2022,2022_01_LVR_LAC
CAR,2022-01-09,18,Sun,17,18,@,TAM,L 17-41,18,6,10,2,14,4,28.6,6,2,33.3,2021,2021_18_CAR_TAM
HOU,2022-01-09,18,Sun,17,18,,TEN,L 25-28,18,7,11,0,11,4,36.4,1,1,100.0,2021,2021_18_HOU_TEN
DEN,2022-01-08,18,Sat,17,18,,KAN,L 24-28,18,8,9,1,12,7,58.3,0,0,,2021,2021_18_DEN_KAN
DEN,2022-01-02,18,Sun,16,17,@,LAC,L 13-34,18,5,11,2,11,3,27.3,4,1,25.0,2021,2021_17_DEN_LAC
ATL,2022-01-02,18,Sun,16,17,@,BUF,L 15-29,18,7,9,2,7,1,14.3,1,0,0.0,2021,2021_17_ATL_BUF
PHI,2022-01-02,18,Sun,16,17,@,WAS,W 20-16,18,9,9,0,12,4,33.3,4,3,75.0,2021,2021_17_PHI_WAS
LVR,2022-01-02,18,Sun,16,17,@,IND,W 23-20,18,5,13,0,14,6,42.9,2,2,100.0,2021,2021_17_LVR_IND
SEA,2021-12-26,18,Sun,15,16,,CHI,L 24-25,18,6,9,3,10,3,30.0,1,0,0.0,2021,2021_16_SEA_CHI
NYJ,2021-12-26,18,Sun,15,16,,JAX,W 26-21,18,11,7,0,12,4,33.3,5,3,60.0,2021,2021_16_NYJ_JAX
LAR,2021-12-13,18,Mon,13,14,@,ARI,W 30-23,18,4,12,2,12,6,50.0,0,0,,2021,2021_14_LAR_ARI
LAC,2021-12-05,18,Sun,12,13,@,CIN,W 41-22,18,5,13,0,13,4,30.8,1,1,100.0,2021,2021_13_LAC_CIN
TEN,2021-11-28,18,Sun,12,12,@,NWE,L 13-36,18,11,6,1,11,5,45.5,3,1,33.3,2021,2021_12_TEN_NWE
NYJ,2021-11-28,18,Sun,11,12,@,HOU,W 21-14,18,10,6,2,13,2,15.4,2,2,100.0,2021,2021_12_NYJ_HOU
NOR,2021-11-21,18,Sun,10,11,@,PHI,L 29-40,18,5,12,1,13,6,46.2,0,0,,2021,2021_11_NOR_PHI
NYJ,2021-11-21,18,Sun,10,11,,MIA,L 17-24,18,5,12,1,14,7,50.0,1,1,100.0,2021,2021_11_NYJ_MIA
CAR,2021-11-21,18,Sun,11,11,,WAS,L 21-27,18,5,10,3,9,2,22.2,3,1,33.3,2021,2021_11_CAR_WAS
ATL,2021-11-07,18,Sun,8,9,@,NOR,W 27-25,18,2,14,2,13,5,38.5,1,0,0.0,2021,2021_09_ATL_NOR
NYG,2021-11-01,18,Mon,8,8,@,KAN,L 17-20,18,3,10,5,12,4,33.3,2,1,50.0,2021,2021_08_NYG_KAN
CIN,2021-10-31,18,Sun,8,8,@,NYJ,L 31-34,18,3,13,2,10,4,40.0,1,0,0.0,2021,2021_08_CIN_NYJ
HOU,2021-10-31,18,Sun,8,8,,LAR,L 22-38,18,4,13,1,12,4,33.3,0,0,,2021,2021_08_HOU_LAR
TEN,2021-10-31,18,Sun,8,8,@,IND,W 34-31 (OT),18,6,10,2,17,8,47.1,2,2,100.0,2021,2021_08_TEN_IND
NYJ,2021-10-24,18,Sun,6,7,@,NWE,L 13-54,18,3,13,2,13,7,53.8,2,0,0.0,2021,2021_07_NYJ_NWE
SEA,2021-10-17,18,Sun,6,6,@,PIT,L 20-23 (OT),18,8,9,1,12,3,25.0,0,0,,2021,2021_06_SEA_PIT
CIN,2021-10-10,18,Sun,5,5,,GNB,L 22-25 (OT),18,6,12,0,14,5,35.7,2,2,100.0,2021,2021_05_CIN_GNB
NOR,2021-10-10,18,Sun,5,5,@,WAS,W 33-22,18,5,12,1,11,4,36.4,1,1,100.0,2021,2021_05_NOR_WAS
MIN,2021-10-10,18,Sun,5,5,,DET,W 19-17,18,5,12,1,13,5,38.5,0,0,,2021,2021_05_MIN_DET
ATL,2021-09-26,18,Sun,3,3,@,NYG,W 17-14,18,3,12,3,13,5,38.5,0,0,,2021,2021_03_ATL_NYG
PHI,2021-09-19,18,Sun,2,2,,SFO,L 11-17,18,8,7,3,12,5,41.7,1,0,0.0,2021,2021_02_PHI_SFO
NYJ,2021-09-19,18,Sun,2,2,,NWE,L 6-25,18,9,6,3,13,5,38.5,3,1,33.3,2021,2021_02_NYJ_NWE
CAR,2021-09-12,18,Sun,1,1,,NYJ,W 19-14,18,4,14,0,14,4,28.6,1,0,0.0,2021,2021_01_CAR_NYJ
LAR,2021-09-12,18,Sun,1,1,,CHI,W 34-14,18,4,13,1,11,6,54.5,1,1,100.0,2021,2021_01_LAR_CHI
SEA,2021-09-12,18,Sun,1,1,@,IND,W 28-16,18,6,12,0,9,4,44.4,0,0,,2021,2021_01_SEA_IND
PIT,2021-01-03,18,Sun,16,17,@,CLE,L 22-24,18,5,13,0,17,8,47.1,2,2,100.0,2020,2020_17_PIT_CLE
JAX,2021-01-03,18,Sun,16,17,@,IND,L 14-28,18,3,15,0,15,5,33.3,2,0,0.0,2020,2020_17_JAX_IND
KAN,2021-01-03,18,Sun,16,17,,LAC,L 21-38,18,4,13,1,9,6,66.7,1,0,0.0,2020,2020_17_KAN_LAC
NYJ,2020-12-27,18,Sun,15,16,,CLE,W 23-16,18,6,11,1,18,7,38.9,0,0,,2020,2020_16_NYJ_CLE
MIA,2020-12-26,18,Sat,15,16,@,LVR,W 26-25,18,6,10,2,15,5,33.3,2,2,100.0,2020,2020_16_MIA_LVR
NWE,2020-12-20,18,Sun,14,15,@,MIA,L 12-22,18,7,8,3,9,2,22.2,1,0,0.0,2020,2020_15_NWE_MIA
CIN,2020-12-13,18,Sun,13,14,,DAL,L 7-30,18,5,13,0,16,9,56.3,4,1,25.0,2020,2020_14_CIN_DAL
WAS,2020-12-07,18,Mon,12,13,@,PIT,W 23-17,18,4,12,2,17,4,23.5,1,0,0.0,2020,2020_13_WAS_PIT
ARI,2020-12-06,18,Sun,12,13,,LAR,L 28-38,18,5,11,2,12,4,33.3,2,2,100.0,2020,2020_13_ARI_LAR
PHI,2020-11-30,18,Mon,11,12,,SEA,L 17-23,18,4,11,3,17,8,47.1,3,0,0.0,2020,2020_12_PHI_SEA
SFO,2020-11-29,18,Sun,11,12,@,LAR,W 23-20,18,6,10,2,14,3,21.4,1,1,100.0,2020,2020_12_SFO_LAR
CIN,2020-11-22,18,Sun,10,11,@,WAS,L 9-20,18,4,12,2,13,3,23.1,2,0,0.0,2020,2020_11_CIN_WAS
NYJ,2020-11-09,18,Mon,9,9,,NWE,L 27-30,18,4,12,2,10,6,60.0,0,0,,2020,2020_09_NYJ_NWE
CHI,2020-11-01,18,Sun,8,8,,NOR,L 23-26 (OT),18,5,12,1,15,5,33.3,3,2,66.7,2020,2020_08_CHI_NOR
PHI,2020-11-01,18,Sun,8,8,,DAL,W 23-9,18,6,8,4,8,3,37.5,3,0,0.0,2020,2020_08_PHI_DAL
CAR,2020-10-29,18,Thu,8,8,,ATL,L 17-25,18,6,9,3,10,2,20.0,3,1,33.3,2020,2020_08_CAR_ATL
CAR,2020-10-25,18,Sun,7,7,@,NOR,L 24-27,18,4,11,3,9,6,66.7,0,0,,2020,2020_07_CAR_NOR
PIT,2020-10-18,18,Sun,5,6,,CLE,W 38-7,18,12,5,1,14,5,35.7,2,2,100.0,2020,2020_06_PIT_CLE
MIA,2020-10-18,18,Sun,6,6,,NYJ,W 24-0,18,4,12,2,9,1,11.1,0,0,,2020,2020_06_MIA_NYJ
SEA,2020-10-11,18,Sun,5,5,,MIN,W 27-26,18,6,12,0,7,0,0.0,2,2,100.0,2020,2020_05_SEA_MIN
CHI,2020-10-08,18,Thu,5,5,,TAM,W 20-19,18,2,14,2,10,3,30.0,0,0,,2020,2020_05_CHI_TAM
TAM,2020-10-08,18,Thu,5,5,@,CHI,L 19-20,18,4,11,3,14,4,28.6,2,1,50.0,2020,2020_05_TAM_CHI
DET,2020-10-04,18,Sun,4,4,,NOR,L 29-35,18,3,12,3,14,7,50.0,3,3,100.0,2020,2020_04_DET_NOR
BAL,2020-10-04,18,Sun,4,4,@,WAS,W 31-17,18,7,10,1,11,5,45.5,2,2,100.0,2020,2020_04_BAL_WAS
PHI,2020-10-04,18,Sun,4,4,@,SFO,W 25-20,18,6,9,3,13,4,30.8,2,2,100.0,2020,2020_04_PHI_SFO
IND,2020-10-04,18,Sun,4,4,@,CHI,W 19-11,18,5,9,4,19,8,42.1,2,1,50.0,2020,2020_04_IND_CHI
NYJ,2020-10-01,18,Thu,4,4,,DEN,L 28-37,18,5,11,2,19,8,42.1,2,0,0.0,2020,2020_04_NYJ_DEN
CHI,2020-09-20,18,Sun,2,2,,NYG,W 17-13,18,7,11,0,16,9,56.3,1,1,100.0,2020,2020_02_CHI_NYG
HOU,2020-09-20,18,Sun,2,2,,BAL,L 16-33,18,2,15,1,9,3,33.3,1,0,0.0,2020,2020_02_HOU_BAL
WAS,2020-09-13,18,Sun,1,1,,PHI,W 27-17,18,5,11,2,18,5,27.8,2,1,50.0,2020,2020_01_WAS_PHI
NOR,2020-09-13,18,Sun,1,1,,TAM,W 34-23,18,5,10,3,15,5,33.3,1,0,0.0,2020,2020_01_NOR_TAM
SFO,2020-09-13,18,Sun,1,1,,ARI,L 20-24,18,6,10,2,11,2,18.2,2,0,0.0,2020,2020_01_SFO_ARI
OAK,2019-12-29,18,Sun,16,17,@,DEN,L 15-16,18,3,13,2,16,5,31.3,3,1,33.3,2019,2019_17_OAK_DEN
NWE,2019-12-29,18,Sun,16,17,,MIA,L 24-27,18,8,8,2,9,3,33.3,0,0,,2019,2019_17_NWE_MIA
SFO,2019-12-29,18,Sun,16,17,@,SEA,W 26-21,18,6,12,0,8,4,50.0,0,0,,2019,2019_17_SFO_SEA
NYJ,2019-12-29,18,Sun,16,17,@,BUF,W 13-6,18,7,10,1,14,5,35.7,0,0,,2019,2019_17_NYJ_BUF
CHI,2019-12-22,18,Sun,15,16,,KAN,L 3-26,18,7,8,3,12,5,41.7,3,0,0.0,2019,2019_16_CHI_KAN
MIN,2019-12-15,18,Sun,14,15,@,LAC,W 39-10,18,6,10,2,14,7,50.0,0,0,,2019,2019_15_MIN_LAC
WAS,2019-12-08,18,Sun,13,14,@,GNB,L 15-20,18,5,11,2,11,4,36.4,0,0,,2019,2019_14_WAS_GNB
GNB,2019-12-08,18,Sun,13,14,,WAS,W 20-15,18,9,9,0,13,5,38.5,2,2,100.0,2019,2019_14_GNB_WAS
DET,2019-12-08,18,Sun,13,14,@,MIN,L 7-20,18,2,12,4,16,7,43.8,1,1,100.0,2019,2019_14_DET_MIN
BAL,2019-12-08,18,Sun,13,14,@,BUF,W 24-17,18,6,8,4,11,3,27.3,0,0,,2019,2019_14_BAL_BUF
CIN,2019-12-01,18,Sun,12,13,,NYJ,W 22-6,18,5,12,1,14,5,35.7,0,0,,2019,2019_13_CIN_NYJ
PIT,2019-12-01,18,Sun,12,13,,CLE,W 20-13,18,7,10,1,10,4,40.0,0,0,,2019,2019_13_PIT_CLE
KAN,2019-11-18,18,Mon,11,11,@,LAC,W 24-17,18,7,9,2,13,6,46.2,0,0,,2019,2019_11_KAN_LAC
PIT,2019-11-14,18,Thu,10,11,@,CLE,L 7-21,18,3,10,5,11,2,18.2,3,0,0.0,2019,2019_11_PIT_CLE
NOR,2019-11-10,18,Sun,9,10,,ATL,L 9-26,18,4,13,1,12,3,25.0,3,0,0.0,2019,2019_10_NOR_ATL
NYJ,2019-11-10,18,Sun,9,10,,NYG,W 34-27,18,5,10,3,13,4,30.8,1,1,100.0,2019,2019_10_NYJ_NYG
OAK,2019-11-07,18,Thu,9,10,,LAC,W 26-24,18,3,12,3,12,4,33.3,1,1,100.0,2019,2019_10_OAK_LAC
BUF,2019-11-03,18,Sun,8,9,,WAS,W 24-9,18,10,7,1,12,6,50.0,2,1,50.0,2019,2019_09_BUF_WAS
SEA,2019-10-27,18,Sun,8,8,@,ATL,W 27-20,18,9,9,0,9,3,33.3,0,0,,2019,2019_08_SEA_ATL
ARI,2019-10-20,18,Sun,7,7,@,NYG,W 27-21,18,8,8,2,15,7,46.7,1,1,100.0,2019,2019_07_ARI_NYG
NOR,2019-10-13,18,Sun,6,6,@,JAX,W 13-6,18,6,12,0,13,5,38.5,0,0,,2019,2019_06_NOR_JAX
CIN,2019-10-13,18,Sun,6,6,@,BAL,L 17-23,18,2,14,2,11,5,45.5,0,0,,2019,2019_06_CIN_BAL
PIT,2019-10-13,18,Sun,6,6,@,LAC,W 24-17,18,9,7,2,13,8,61.5,0,0,,2019,2019_06_PIT_LAC
BUF,2019-10-06,18,Sun,5,5,@,TEN,W 14-7,18,5,12,1,13,4,30.8,2,1,50.0,2019,2019_05_BUF_TEN
PIT,2019-10-06,18,Sun,5,5,,BAL,L 23-26 (OT),18,3,9,6,9,3,33.3,0,0,,2019,2019_05_PIT_BAL
NYG,2019-10-06,18,Sun,5,5,,MIN,L 10-28,18,5,8,5,16,8,50.0,3,0,0.0,2019,2019_05_NYG_MIN
KAN,2019-10-06,18,Sun,5,5,,IND,L 13-19,18,3,12,3,12,4,33.3,2,1,50.0,2019,2019_05_KAN_IND
HOU,2019-09-29,18,Sun,4,4,,CAR,L 10-16,18,8,7,3,11,4,36.4,0,0,,2019,2019_04_HOU_CAR
NOR,2019-09-29,18,Sun,4,4,,DAL,W 12-10,18,10,6,2,14,6,42.9,0,0,,2019,2019_04_NOR_DAL
CLE,2019-09-22,18,Sun,3,3,,LAR,L 13-20,18,4,11,3,16,6,37.5,2,0,0.0,2019,2019_03_CLE_LAR
PHI,2019-09-15,18,Sun,2,2,@,ATL,L 20-24,18,5,11,2,18,9,50.0,3,2,66.7,2019,2019_02_PHI_ATL
TEN,2019-09-15,18,Sun,2,2,,IND,L 17-19,18,9,7,2,10,1,10.0,1,0,0.0,2019,2019_02_TEN_IND
CHI,2019-09-15,18,Sun,2,2,@,DEN,W 16-14,18,7,7,4,11,3,27.3,1,1,100.0,2019,2019_02_CHI_DEN
DEN,2019-09-09,18,Mon,1,1,@,OAK,L 16-24,18,4,11,3,13,6,46.2,0,0,,2019,2019_01_DEN_OAK
MIN,2019-09-08,18,Sun,1,1,,ATL,W 28-12,18,10,4,4,10,5,50.0,0,0,,2019,2019_01_MIN_ATL
JAX,2019-09-08,18,Sun,1,1,,KAN,L 26-40,18,3,13,2,10,5,50.0,0,0,,2019,2019_01_JAX_KAN
CLE,2018-12-30,18,Sun,16,17,@,BAL,L 24-26,18,1,16,1,11,4,36.4,1,0,0.0,2018,2018_17_CLE_BAL
KAN,2018-12-30,18,Sun,16,17,,OAK,W 35-3,18,7,11,0,9,5,55.6,3,1,33.3,2018,2018_17_KAN_OAK
PIT,2018-12-30,18,Sun,16,17,,CIN,W 16-13,18,5,13,0,15,5,33.3,2,2,100.0,2018,2018_17_PIT_CIN
CIN,2018-12-16,18,Sun,14,15,,OAK,W 30-16,18,8,7,3,19,8,42.1,2,2,100.0,2018,2018_15_CIN_OAK
SEA,2018-12-16,18,Sun,14,15,@,SFO,L 23-26 (OT),18,5,12,1,19,9,47.4,1,1,100.0,2018,2018_15_SEA_SFO
NWE,2018-12-16,18,Sun,14,15,@,PIT,L 10-17,18,7,9,2,10,3,30.0,1,0,0.0,2018,2018_15_NWE_PIT
